"index","round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29"
157,"Watford","Crystal Palace","Arsenal","Man City","Burnley","Leicester","Newcastle","Man Utd","Tottenham","Huddersfield","West Ham","Southampton","Chelsea","Stoke","Brighton","Everton","West Brom","Bournemouth","Arsenal","Swansea","Leicester","Burnley","Man City","Swansea","Huddersfield","Tottenham","Southampton","West Ham","Newcastle"
158,"Watford","Crystal Palace","Arsenal","Man City","Burnley","Leicester","Newcastle","Man Utd","Tottenham","Huddersfield","West Ham","Southampton","Chelsea","Stoke","Brighton","Everton","West Brom","Bournemouth","Arsenal","Swansea","Leicester","Burnley","Man City","Swansea","Huddersfield","Tottenham","Southampton","West Ham","Newcastle"
159,NA,NA,"Arsenal","Man City","Burnley","Leicester","Newcastle","Man Utd","Tottenham","Huddersfield","West Ham","Southampton","Chelsea","Stoke","Brighton","Everton","West Brom","Bournemouth","Arsenal","Swansea","Leicester","Burnley","Man City","Swansea","Huddersfield","Tottenham","Southampton","West Ham","Newcastle"
160,"Watford","Crystal Palace","Arsenal","Man City","Burnley","Leicester","Newcastle","Man Utd","Tottenham","Huddersfield","West Ham","Southampton","Chelsea","Stoke","Brighton","Everton","West Brom","Bournemouth","Arsenal","Swansea","Leicester","Burnley","Man City","Swansea","Huddersfield","Tottenham","Southampton","West Ham","Newcastle"
161,"Watford","Crystal Palace","Arsenal","Man City","Burnley","Leicester","Newcastle","Man Utd","Tottenham","Huddersfield","West Ham","Southampton","Chelsea","Stoke","Brighton","Everton","West Brom","Bournemouth","Arsenal","Swansea","Leicester","Burnley","Man City","Swansea","Huddersfield","Tottenham","Southampton","West Ham","Newcastle"
162,"Watford","Crystal Palace","Arsenal","Man City","Burnley","Leicester","Newcastle","Man Utd","Tottenham","Huddersfield","West Ham","Southampton","Chelsea","Stoke","Brighton","Everton","West Brom","Bournemouth","Arsenal","Swansea","Leicester","Burnley","Man City","Swansea","Huddersfield","Tottenham","Southampton","West Ham","Newcastle"
163,"Watford","Crystal Palace","Arsenal","Man City","Burnley","Leicester","Newcastle","Man Utd","Tottenham","Huddersfield","West Ham","Southampton","Chelsea","Stoke","Brighton","Everton","West Brom","Bournemouth","Arsenal","Swansea","Leicester","Burnley","Man City","Swansea","Huddersfield","Tottenham","Southampton","West Ham","Newcastle"
164,"Watford","Crystal Palace","Arsenal","Man City","Burnley","Leicester","Newcastle","Man Utd","Tottenham","Huddersfield","West Ham","Southampton","Chelsea","Stoke","Brighton","Everton","West Brom","Bournemouth","Arsenal","Swansea","Leicester","Burnley","Man City","Swansea","Huddersfield","Tottenham","Southampton","West Ham","Newcastle"
165,"Watford","Crystal Palace","Arsenal","Man City","Burnley","Leicester","Newcastle","Man Utd","Tottenham","Huddersfield","West Ham","Southampton","Chelsea","Stoke","Brighton","Everton","West Brom","Bournemouth","Arsenal","Swansea","Leicester","Burnley","Man City","Swansea","Huddersfield","Tottenham","Southampton","West Ham","Newcastle"
166,"Watford","Crystal Palace","Arsenal","Man City","Burnley","Leicester","Newcastle","Man Utd","Tottenham","Huddersfield","West Ham","Southampton","Chelsea","Stoke","Brighton","Everton","West Brom","Bournemouth","Arsenal","Swansea","Leicester","Burnley","Man City","Swansea","Huddersfield","Tottenham","Southampton","West Ham","Newcastle"
167,"Swansea","West Ham","Huddersfield","Watford","Crystal Palace","Man Utd","Stoke","Newcastle","West Brom","Brighton","Burnley","Liverpool","Everton","Man City","Bournemouth","Arsenal","Leicester","Chelsea","Huddersfield","Tottenham","Man Utd","Crystal Palace","Man City","Swansea","Huddersfield","Tottenham","Southampton","West Ham","Newcastle"
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crystal Palace","Watford","Liverpool","Newcastle","West Brom","Burnley","Leicester","Arsenal","Chelsea"
169,"Brighton","Everton","Bournemouth","Liverpool","Watford","Crystal Palace","Chelsea","Stoke","Burnley","West Brom","Arsenal","Leicester","Huddersfield","Southampton","West Ham","Man Utd","Swansea","Tottenham","Bournemouth","Newcastle","Crystal Palace","Watford","Liverpool","Newcastle","West Brom","Burnley","Leicester","Arsenal","Chelsea"
170,"Brighton","Everton","Bournemouth","Liverpool","Watford","Crystal Palace","Chelsea","Stoke","Burnley","West Brom","Arsenal","Leicester","Huddersfield","Southampton","West Ham","Man Utd","Swansea","Tottenham","Bournemouth","Newcastle","Crystal Palace","Watford","Liverpool","Newcastle","West Brom","Burnley","Leicester","Arsenal","Chelsea"
171,"Brighton","Everton","Bournemouth","Liverpool","Watford","Crystal Palace","Chelsea","Stoke","Burnley","West Brom","Arsenal","Leicester","Huddersfield","Southampton","West Ham","Man Utd","Swansea","Tottenham","Bournemouth","Newcastle","Crystal Palace","Watford","Liverpool","Newcastle","West Brom","Burnley","Leicester","Arsenal","Chelsea"
172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Burnley","Leicester","Arsenal","Chelsea"
173,"Brighton","Everton","Bournemouth","Liverpool","Watford","Crystal Palace","Chelsea","Stoke","Burnley","West Brom","Arsenal","Leicester","Huddersfield","Southampton","West Ham","Man Utd","Swansea","Tottenham","Bournemouth","Newcastle","Crystal Palace","Watford","Liverpool","Newcastle","West Brom","Burnley","Leicester","Arsenal","Chelsea"
174,"Brighton","Everton","Bournemouth","Liverpool","Watford","Crystal Palace","Chelsea","Stoke","Burnley","West Brom","Arsenal","Leicester","Huddersfield","Southampton","West Ham","Man Utd","Swansea","Tottenham","Bournemouth","Newcastle","Crystal Palace","Watford","Liverpool","Newcastle","West Brom","Burnley","Leicester","Arsenal","Chelsea"
175,"Brighton","Everton","Bournemouth","Liverpool","Watford","Crystal Palace","Chelsea","Stoke","Burnley","West Brom","Arsenal","Leicester","Huddersfield","Southampton","West Ham","Man Utd","Swansea","Tottenham","Bournemouth","Newcastle","Crystal Palace","Watford","Liverpool","Newcastle","West Brom","Burnley","Leicester","Arsenal","Chelsea"
176,"Brighton","Everton","Bournemouth","Liverpool","Watford","Crystal Palace","Chelsea","Stoke","Burnley","West Brom","Arsenal","Leicester","Huddersfield","Southampton","West Ham","Man Utd","Swansea","Tottenham","Bournemouth","Newcastle","Crystal Palace","Watford","Liverpool","Newcastle","West Brom","Burnley","Leicester","Arsenal","Chelsea"
177,"West Ham","Swansea","Leicester","Stoke","Everton","Southampton","Crystal Palace","Liverpool","Huddersfield","Tottenham","Chelsea","Newcastle","Brighton","Watford","Arsenal","Man City","Bournemouth","West Brom","Leicester","Burnley","Southampton","Everton","Stoke","Burnley","Tottenham","Huddersfield","Newcastle","Chelsea","Crystal Palace"
178,"West Ham","Swansea","Leicester","Stoke","Everton","Southampton","Crystal Palace","Liverpool","Huddersfield","Tottenham","Chelsea","Newcastle","Brighton","Watford","Arsenal","Man City","Bournemouth","West Brom","Leicester","Burnley","Southampton","Everton","Stoke","Burnley","Tottenham","Huddersfield","Newcastle","Chelsea","Crystal Palace"
179,"West Ham","Swansea","Leicester","Stoke","Everton","Southampton","Crystal Palace","Liverpool","Huddersfield","Tottenham","Chelsea","Newcastle","Brighton","Watford","Arsenal","Man City","Bournemouth","West Brom","Leicester","Burnley","Southampton","Everton","Stoke","Burnley","Tottenham","Huddersfield","Newcastle","Chelsea","Crystal Palace"
180,"West Ham","Swansea","Leicester","Stoke","Everton","Southampton","Crystal Palace","Liverpool","Huddersfield","Tottenham","Chelsea","Newcastle","Brighton","Watford","Arsenal","Man City","Bournemouth","West Brom","Leicester","Burnley","Southampton","Everton","Stoke","Burnley","Tottenham","Huddersfield","Newcastle","Chelsea","Crystal Palace"
181,"West Ham","Swansea","Leicester","Stoke","Everton","Southampton","Crystal Palace","Liverpool","Huddersfield","Tottenham","Chelsea","Newcastle","Brighton","Watford","Arsenal","Man City","Bournemouth","West Brom","Leicester","Burnley","Southampton","Everton","Stoke","Burnley","Tottenham","Huddersfield","Newcastle","Chelsea","Crystal Palace"
182,"West Ham","Swansea","Leicester","Stoke","Everton","Southampton","Crystal Palace","Liverpool","Huddersfield","Tottenham","Chelsea","Newcastle","Brighton","Watford","Arsenal","Man City","Bournemouth","West Brom","Leicester","Burnley","Southampton","Everton","Stoke","Burnley","Tottenham","Huddersfield","Newcastle","Chelsea","Crystal Palace"
183,"West Ham","Swansea","Leicester","Stoke","Everton","Southampton","Crystal Palace","Liverpool","Huddersfield","Tottenham","Chelsea","Newcastle","Brighton","Watford","Arsenal","Man City","Bournemouth","West Brom","Leicester","Burnley","Southampton","Everton","Stoke","Burnley","Tottenham","Huddersfield","Newcastle","Chelsea","Crystal Palace"
184,"West Ham","Swansea","Leicester","Stoke","Everton","Southampton","Crystal Palace","Liverpool","Huddersfield","Tottenham","Chelsea","Newcastle","Brighton","Watford","Arsenal","Man City","Bournemouth","West Brom","Leicester","Burnley","Southampton","Everton","Stoke","Burnley","Tottenham","Huddersfield","Newcastle","Chelsea","Crystal Palace"
185,"West Ham","Swansea","Leicester","Stoke","Everton","Southampton","Crystal Palace","Liverpool","Huddersfield","Tottenham","Chelsea","Newcastle","Brighton","Watford","Arsenal","Man City","Bournemouth","West Brom","Leicester","Burnley","Southampton","Everton","Stoke","Burnley","Tottenham","Huddersfield","Newcastle","Chelsea","Crystal Palace"
186,"West Ham","Swansea","Leicester","Stoke","Everton","Southampton","Crystal Palace","Liverpool","Huddersfield","Tottenham","Chelsea","Newcastle","Brighton","Watford","Arsenal","Man City","Bournemouth","West Brom","Leicester","Burnley","Southampton","Everton","Stoke","Burnley","Tottenham","Huddersfield","Newcastle","Chelsea","Crystal Palace"
187,"Tottenham","Huddersfield","West Ham","Swansea","Stoke","Brighton","Liverpool","Southampton","Crystal Palace","Burnley","Bournemouth","Man Utd","Watford","West Brom","Chelsea","Leicester","Everton","Arsenal","West Ham","Man City","Brighton","Stoke","Swansea","Man City","Burnley","Crystal Palace","Man Utd","Bournemouth","Liverpool"
188,"Tottenham","Huddersfield","West Ham","Swansea","Stoke","Brighton","Liverpool","Southampton","Crystal Palace","Burnley","Bournemouth","Man Utd","Watford","West Brom","Chelsea","Leicester","Everton","Arsenal","West Ham","Man City","Brighton","Stoke","Swansea","Man City","Burnley","Crystal Palace","Man Utd","Bournemouth","Liverpool"
189,"Tottenham","Huddersfield","West Ham","Swansea","Stoke","Brighton","Liverpool","Southampton","Crystal Palace","Burnley","Bournemouth","Man Utd","Watford","West Brom","Chelsea","Leicester","Everton","Arsenal","West Ham","Man City","Brighton","Stoke","Swansea","Man City","Burnley","Crystal Palace","Man Utd","Bournemouth","Liverpool"
190,"Tottenham","Huddersfield","West Ham","Swansea","Stoke","Brighton","Liverpool","Southampton","Crystal Palace","Burnley","Bournemouth","Man Utd","Watford","West Brom","Chelsea","Leicester","Everton","Arsenal","West Ham","Man City","Brighton","Stoke","Swansea","Man City","Burnley","Crystal Palace","Man Utd","Bournemouth","Liverpool"
191,"Tottenham","Huddersfield","West Ham","Swansea","Stoke","Brighton","Liverpool","Southampton","Crystal Palace","Burnley","Bournemouth","Man Utd","Watford","West Brom","Chelsea","Leicester","Everton","Arsenal","West Ham","Man City","Brighton","Stoke","Swansea","Man City","Burnley","Crystal Palace","Man Utd","Bournemouth","Liverpool"
192,"Tottenham","Huddersfield","West Ham","Swansea","Stoke","Brighton","Liverpool","Southampton","Crystal Palace","Burnley","Bournemouth","Man Utd","Watford","West Brom","Chelsea","Leicester","Everton","Arsenal","West Ham","Man City","Brighton","Stoke","Swansea","Man City","Burnley","Crystal Palace","Man Utd","Bournemouth","Liverpool"
193,"Tottenham","Huddersfield","West Ham","Swansea","Stoke","Brighton","Liverpool","Southampton","Crystal Palace","Burnley","Bournemouth","Man Utd","Watford","West Brom","Chelsea","Leicester","Everton","Arsenal","West Ham","Man City","Brighton","Stoke","Swansea","Man City","Burnley","Crystal Palace","Man Utd","Bournemouth","Liverpool"
194,"Tottenham","Huddersfield","West Ham","Swansea","Stoke","Brighton","Liverpool","Southampton","Crystal Palace","Burnley","Bournemouth","Man Utd","Watford","West Brom","Chelsea","Leicester","Everton","Arsenal","West Ham","Man City","Brighton","Stoke","Swansea","Man City","Burnley","Crystal Palace","Man Utd","Bournemouth","Liverpool"
195,"Tottenham","Huddersfield","West Ham","Swansea","Stoke","Brighton","Liverpool","Southampton","Crystal Palace","Burnley","Bournemouth","Man Utd","Watford","West Brom","Chelsea","Leicester","Everton","Arsenal","West Ham","Man City","Brighton","Stoke","Swansea","Man City","Burnley","Crystal Palace","Man Utd","Bournemouth","Liverpool"
196,"Tottenham","Huddersfield","West Ham","Swansea","Stoke","Brighton","Liverpool","Southampton","Crystal Palace","Burnley","Bournemouth","Man Utd","Watford","West Brom","Chelsea","Leicester","Everton","Arsenal","West Ham","Man City","Brighton","Stoke","Swansea","Man City","Burnley","Crystal Palace","Man Utd","Bournemouth","Liverpool"
197,"Swansea","West Ham","Huddersfield","Watford","Crystal Palace","Man Utd","Stoke","Newcastle","West Brom","Brighton","Burnley","Liverpool","Everton","Man City","Bournemouth","Arsenal","Leicester","Chelsea","Huddersfield","Tottenham","Man Utd","Crystal Palace","Watford","Tottenham","Brighton","West Brom","Liverpool","Burnley","Stoke"
198,"Swansea","West Ham","Huddersfield","Watford","Crystal Palace","Man Utd","Stoke","Newcastle","West Brom","Brighton","Burnley","Liverpool","Everton","Man City","Bournemouth","Arsenal","Leicester","Chelsea","Huddersfield","Tottenham","Man Utd","Crystal Palace","Watford","Tottenham","Brighton","West Brom","Liverpool","Burnley","Stoke"
199,"Swansea","West Ham","Huddersfield","Watford","Crystal Palace","Man Utd","Stoke","Newcastle","West Brom","Brighton","Burnley","Liverpool","Everton","Man City","Bournemouth","Arsenal","Leicester","Chelsea","Huddersfield","Tottenham","Man Utd","Crystal Palace","Watford","Tottenham","Brighton","West Brom","Liverpool","Burnley","Stoke"
200,NA,NA,"Huddersfield","Watford","Crystal Palace","Man Utd","Stoke","Newcastle","West Brom","Brighton","Burnley","Liverpool","Everton","Man City","Bournemouth","Arsenal","Leicester","Chelsea","Huddersfield","Tottenham","Man Utd","Crystal Palace","Watford","Tottenham","Brighton","West Brom","Liverpool","Burnley","Stoke"
201,"Swansea","West Ham","Huddersfield","Watford","Crystal Palace","Man Utd","Stoke","Newcastle","West Brom","Brighton","Burnley","Liverpool","Everton","Man City","Bournemouth","Arsenal","Leicester","Chelsea","Huddersfield","Tottenham","Man Utd","Crystal Palace","Watford","Tottenham","Brighton","West Brom","Liverpool","Burnley","Stoke"
202,"Swansea","West Ham","Huddersfield","Watford","Crystal Palace","Man Utd","Stoke","Newcastle","West Brom","Brighton","Burnley","Liverpool","Everton","Man City","Bournemouth","Arsenal","Leicester","Chelsea","Huddersfield","Tottenham","Man Utd","Crystal Palace","Watford","Tottenham","Brighton","West Brom","Liverpool","Burnley","Stoke"
203,"Swansea","West Ham","Huddersfield","Watford","Crystal Palace","Man Utd","Stoke","Newcastle","West Brom","Brighton","Burnley","Liverpool","Everton","Man City","Bournemouth","Arsenal","Leicester","Chelsea","Huddersfield","Tottenham","Man Utd","Crystal Palace","Watford","Tottenham","Brighton","West Brom","Liverpool","Burnley","Stoke"
204,"Swansea","West Ham","Huddersfield","Watford","Crystal Palace","Man Utd","Stoke","Newcastle","West Brom","Brighton","Burnley","Liverpool","Everton","Man City","Bournemouth","Arsenal","Leicester","Chelsea","Huddersfield","Tottenham","Man Utd","Crystal Palace","Watford","Tottenham","Brighton","West Brom","Liverpool","Burnley","Stoke"
205,"Swansea","West Ham","Huddersfield","Watford","Crystal Palace","Man Utd","Stoke","Newcastle","West Brom","Brighton","Burnley","Liverpool","Everton","Man City","Bournemouth","Arsenal","Leicester","Chelsea","Huddersfield","Tottenham","Man Utd","Crystal Palace","Watford","Tottenham","Brighton","West Brom","Liverpool","Burnley","Stoke"
206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Man Utd","Huddersfield","Watford","Bournemouth","Brighton","Leicester","Southampton"
207,"Everton","Arsenal","West Brom","Man Utd","Newcastle","Chelsea","Southampton","Man City","Bournemouth","Watford","Leicester","Brighton","Crystal Palace","Liverpool","Swansea","Tottenham","Burnley","West Ham","West Brom","Huddersfield","Chelsea","Newcastle","Man Utd","Huddersfield","Watford","Bournemouth","Brighton","Leicester","Southampton"
208,NA,NA,NA,NA,NA,NA,NA,NA,"Bournemouth","Watford","Leicester","Brighton","Crystal Palace","Liverpool","Swansea","Tottenham","Burnley","West Ham","West Brom","Huddersfield","Chelsea","Newcastle","Man Utd","Huddersfield","Watford","Bournemouth","Brighton","Leicester","Southampton"
209,"Everton","Arsenal","West Brom","Man Utd","Newcastle","Chelsea","Southampton","Man City","Bournemouth","Watford","Leicester","Brighton","Crystal Palace","Liverpool","Swansea","Tottenham","Burnley","West Ham","West Brom","Huddersfield","Chelsea","Newcastle","Man Utd","Huddersfield","Watford","Bournemouth","Brighton","Leicester","Southampton"
210,NA,"Arsenal","West Brom","Man Utd","Newcastle","Chelsea","Southampton","Man City","Bournemouth","Watford","Leicester","Brighton","Crystal Palace","Liverpool","Swansea","Tottenham","Burnley","West Ham","West Brom","Huddersfield","Chelsea","Newcastle","Man Utd","Huddersfield","Watford","Bournemouth","Brighton","Leicester","Southampton"
211,"Everton","Arsenal","West Brom","Man Utd","Newcastle","Chelsea","Southampton","Man City","Bournemouth","Watford","Leicester","Brighton","Crystal Palace","Liverpool","Swansea","Tottenham","Burnley","West Ham","West Brom","Huddersfield","Chelsea","Newcastle","Man Utd","Huddersfield","Watford","Bournemouth","Brighton","Leicester","Southampton"
212,"Everton","Arsenal","West Brom","Man Utd","Newcastle","Chelsea","Southampton","Man City","Bournemouth","Watford","Leicester","Brighton","Crystal Palace","Liverpool","Swansea","Tottenham","Burnley","West Ham","West Brom","Huddersfield","Chelsea","Newcastle","Man Utd","Huddersfield","Watford","Bournemouth","Brighton","Leicester","Southampton"
213,"Everton","Arsenal","West Brom","Man Utd","Newcastle","Chelsea","Southampton","Man City","Bournemouth","Watford","Leicester","Brighton","Crystal Palace","Liverpool","Swansea","Tottenham","Burnley","West Ham","West Brom","Huddersfield","Chelsea","Newcastle","Man Utd","Huddersfield","Watford","Bournemouth","Brighton","Leicester","Southampton"
214,NA,NA,NA,NA,NA,NA,"Southampton","Man City","Bournemouth","Watford","Leicester","Brighton","Crystal Palace","Liverpool","Swansea","Tottenham","Burnley","West Ham","West Brom","Huddersfield","Chelsea","Newcastle","Man Utd","Huddersfield","Watford","Bournemouth","Brighton","Leicester","Southampton"
215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Huddersfield","Watford","Bournemouth","Brighton","Leicester","Southampton"
216,"Everton","Arsenal","West Brom","Man Utd","Newcastle","Chelsea","Southampton","Man City","Bournemouth","Watford","Leicester","Brighton","Crystal Palace","Liverpool","Swansea","Tottenham","Burnley","West Ham","West Brom","Huddersfield","Chelsea","Newcastle","Man Utd","Huddersfield","Watford","Bournemouth","Brighton","Leicester","Southampton"
217,"Newcastle","Chelsea","Burnley","Man Utd","Newcastle","Chelsea","Southampton","Man City","Bournemouth","Watford","Leicester","Brighton","Crystal Palace","Liverpool","Swansea","Tottenham","Burnley","West Ham","West Brom","Huddersfield","Chelsea","Newcastle","Man Utd","Huddersfield","Watford","Bournemouth","Brighton","Leicester","Southampton"
218,"Everton","Arsenal","West Brom","Man Utd","Newcastle","Chelsea","Southampton","Man City","Bournemouth","Watford","Leicester","Brighton","Crystal Palace","Liverpool","Swansea","Tottenham","Burnley","West Ham","West Brom","Huddersfield","Chelsea","Newcastle","Man Utd","Huddersfield","Watford","Bournemouth","Brighton","Leicester","Southampton"
219,"Southampton","Man Utd","Crystal Palace","Newcastle","Tottenham","Watford","West Ham","Huddersfield","Leicester","Arsenal","Brighton","Burnley","Bournemouth","Chelsea","Stoke","West Brom","Man City","Everton","Crystal Palace","Liverpool","Watford","Tottenham","Newcastle","Liverpool","Arsenal","Leicester","Burnley","Brighton","West Ham"
220,"Southampton","Man Utd","Crystal Palace","Newcastle","Tottenham","Watford","West Ham","Huddersfield","Leicester","Arsenal","Brighton","Burnley","Bournemouth","Chelsea","Stoke","West Brom","Man City","Everton","Crystal Palace","Liverpool","Watford","Tottenham","Newcastle","Liverpool","Arsenal","Leicester","Burnley","Brighton","West Ham"
221,"Southampton","Man Utd","Crystal Palace","Newcastle","Tottenham","Watford","West Ham","Huddersfield","Leicester","Arsenal","Brighton","Burnley","Bournemouth","Chelsea","Stoke","West Brom","Man City","Everton","Crystal Palace","Liverpool","Watford","Tottenham","Newcastle","Liverpool","Arsenal","Leicester","Burnley","Brighton","West Ham"
222,"Southampton","Man Utd","Crystal Palace","Newcastle","Tottenham","Watford","West Ham","Huddersfield","Leicester","Arsenal","Brighton","Burnley","Bournemouth","Chelsea","Stoke","West Brom","Man City","Everton","Crystal Palace","Liverpool","Watford","Tottenham","Newcastle","Liverpool","Arsenal","Leicester","Burnley","Brighton","West Ham"
223,"Southampton","Man Utd","Crystal Palace","Newcastle","Tottenham","Watford","West Ham","Huddersfield","Leicester","Arsenal","Brighton","Burnley","Bournemouth","Chelsea","Stoke","West Brom","Man City","Everton","Crystal Palace","Liverpool","Watford","Tottenham","Newcastle","Liverpool","Arsenal","Leicester","Burnley","Brighton","West Ham"
224,"Southampton","Man Utd","Crystal Palace","Newcastle","Tottenham","Watford","West Ham","Huddersfield","Leicester","Arsenal","Brighton","Burnley","Bournemouth","Chelsea","Stoke","West Brom","Man City","Everton","Crystal Palace","Liverpool","Watford","Tottenham","Newcastle","Liverpool","Arsenal","Leicester","Burnley","Brighton","West Ham"
225,"Southampton","Man Utd","Crystal Palace","Newcastle","Tottenham","Watford","West Ham","Huddersfield","Leicester","Arsenal","Brighton","Burnley","Bournemouth","Chelsea","Stoke","West Brom","Man City","Everton","Crystal Palace","Liverpool","Watford","Tottenham","Newcastle","Liverpool","Arsenal","Leicester","Burnley","Brighton","West Ham"
226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liverpool","Arsenal","Leicester","Burnley","Brighton","West Ham"
227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brighton","Burnley","Bournemouth","Chelsea","Stoke","West Brom","Man City","Everton","Crystal Palace","Liverpool","Watford","Tottenham","Newcastle","Liverpool","Arsenal","Leicester","Burnley","Brighton","West Ham"
228,"Southampton","Man Utd","Crystal Palace","Newcastle","Tottenham","Watford","West Ham","Huddersfield","Leicester","Arsenal","Brighton","Burnley","Bournemouth","Chelsea","Stoke","West Brom","Man City","Everton","Crystal Palace","Liverpool","Watford","Tottenham","Newcastle","Liverpool","Arsenal","Leicester","Burnley","Brighton","West Ham"
229,"Newcastle","Chelsea","Burnley","Everton","Swansea","West Ham","Huddersfield","Bournemouth","Liverpool","Man Utd","Crystal Palace","Arsenal","West Brom","Leicester","Watford","Stoke","Brighton","Man City","Burnley","Southampton","Swansea","Swansea","Everton","Southampton","Man Utd","Liverpool","Arsenal","Crystal Palace","Huddersfield"
230,NA,NA,NA,"Everton","Swansea","West Ham","Huddersfield","Bournemouth","Liverpool","Man Utd","Crystal Palace","Arsenal","West Brom","Leicester","Watford","Stoke","Brighton","Man City","Burnley","Southampton","Swansea","Swansea","Everton","Southampton","Man Utd","Liverpool","Arsenal","Crystal Palace","Huddersfield"
231,NA,"Chelsea","Burnley","Everton","Swansea","West Ham","Huddersfield","Bournemouth","Liverpool","Man Utd","Crystal Palace","Arsenal","West Brom","Leicester","Watford","Stoke","Brighton","Man City","Burnley","Southampton","Swansea","Swansea","Everton","Southampton","Man Utd","Liverpool","Arsenal","Crystal Palace","Huddersfield"
232,"Newcastle","Chelsea","Burnley","Everton","Swansea","West Ham","Huddersfield","Bournemouth","Liverpool","Man Utd","Crystal Palace","Arsenal","West Brom","Leicester","Watford","Stoke","Brighton","Man City","Burnley","Southampton","Swansea","Swansea","Everton","Southampton","Man Utd","Liverpool","Arsenal","Crystal Palace","Huddersfield"
233,NA,NA,NA,"Everton","Swansea","West Ham","Huddersfield","Bournemouth","Liverpool","Man Utd","Crystal Palace","Arsenal","West Brom","Leicester","Watford","Stoke","Brighton","Man City","Burnley","Southampton","Swansea","Swansea","Everton","Southampton","Man Utd","Liverpool","Arsenal","Crystal Palace","Huddersfield"
234,"Newcastle","Chelsea","Burnley","Everton","Swansea","West Ham","Huddersfield","Bournemouth","Liverpool","Man Utd","Crystal Palace","Arsenal","West Brom","Leicester","Watford","Stoke","Brighton","Man City","Burnley","Southampton","Swansea","Swansea","Everton","Southampton","Man Utd","Liverpool","Arsenal","Crystal Palace","Huddersfield"
235,NA,NA,"Burnley","Everton","Swansea","West Ham","Huddersfield","Bournemouth","Liverpool","Man Utd","Crystal Palace","Arsenal","West Brom","Leicester","Watford","Stoke","Brighton","Man City","Burnley","Southampton","Swansea","Swansea","Everton","Southampton","Man Utd","Liverpool","Arsenal","Crystal Palace","Huddersfield"
236,"Newcastle","Chelsea","Burnley","Everton","Swansea","West Ham","Huddersfield","Bournemouth","Liverpool","Man Utd","Crystal Palace","Arsenal","West Brom","Leicester","Watford","Stoke","Brighton","Man City","Burnley","Southampton","Swansea","Swansea","Everton","Southampton","Man Utd","Liverpool","Arsenal","Crystal Palace","Huddersfield"
237,"Newcastle","Chelsea","Burnley","Everton","Swansea","West Ham","Huddersfield","Bournemouth","Liverpool","Man Utd","Crystal Palace","Arsenal","West Brom","Leicester","Watford","Stoke","Brighton","Man City","Burnley","Southampton","Swansea","Swansea","Everton","Southampton","Man Utd","Liverpool","Arsenal","Crystal Palace","Huddersfield"
238,"Newcastle","Chelsea","Burnley","Everton","Swansea","West Ham","Huddersfield","Bournemouth","Liverpool","Man Utd","Crystal Palace","Arsenal","West Brom","Leicester","Watford","Stoke","Brighton","Man City","Burnley","Southampton","Swansea","Swansea","Everton","Southampton","Man Utd","Liverpool","Arsenal","Crystal Palace","Huddersfield"
239,"Liverpool","Bournemouth","Brighton","Southampton","Man City","Swansea","West Brom","Arsenal","Chelsea","Stoke","Everton","West Ham","Newcastle","Man Utd","Tottenham","Burnley","Crystal Palace","Huddersfield","Brighton","Leicester","Swansea","Man City","Southampton","Leicester","Stoke","Chelsea","West Ham","Everton","West Brom"
240,"Liverpool","Bournemouth","Brighton","Southampton","Man City","Swansea","West Brom","Arsenal","Chelsea","Stoke","Everton","West Ham","Newcastle","Man Utd","Tottenham","Burnley","Crystal Palace","Huddersfield","Brighton","Leicester","Swansea","Man City","Southampton","Leicester","Stoke","Chelsea","West Ham","Everton","West Brom"
241,"Liverpool","Bournemouth","Brighton","Southampton","Man City","Swansea","West Brom","Arsenal","Chelsea","Stoke","Everton","West Ham","Newcastle","Man Utd","Tottenham","Burnley","Crystal Palace","Huddersfield","Brighton","Leicester","Swansea","Man City","Southampton","Leicester","Stoke","Chelsea","West Ham","Everton","West Brom"
242,"Liverpool","Bournemouth","Brighton","Southampton","Man City","Swansea","West Brom","Arsenal","Chelsea","Stoke","Everton","West Ham","Newcastle","Man Utd","Tottenham","Burnley","Crystal Palace","Huddersfield","Brighton","Leicester","Swansea","Man City","Southampton","Leicester","Stoke","Chelsea","West Ham","Everton","West Brom"
