"round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.66,3.76806783766326,1.83561314615946,3.22133308594823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.18720416930508,1.02117367572593,1.16523412568308,3.43057823154189,2.45181159831117,4.55102674190059,3.66823684026969,7.30754158660851,8.33253870909867,4.73242377334304,4.39736088223945,6.01817045354765,6.3845229648785,4.66312431243411,7.21488928075388,3.75439153050723,3.07772343257057,5.66682390079056,3.46531242132886,5.6415107236135,3.09922711176093,5.05746640260742,3.12296066673131,5.08185219839627,5.3647077259169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.03,1.881,3.038,1.843,2.8272,1.53425,1.61975,0.5415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933969592202104,0.561097669413017,0.906227921146596,0.549762362960229,0.544094709733835
4.34,2.33862451494741,4.51843870056996,3.33609004911849,5.4598965174182,3.25935324017837,5.2438004758223,2.86269844319249,4.61702151131581,2.91291259504878,4.67940591505137,3.01590254750648,3.38300551695962,4.92726364007071,4.9537272113664,2.88483016870518,2.89363306962045,4.70047723763964,2.89494447382199,4.53975272534943,4.55861733479335,3.03873124969396,4.09152477008063,2.91603743824668,4.39557354560053,2.59875455497993,3.56314328274321,2.26242069604039,1.95061075767296
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.875,2.3554207316815,4.40679764903469,2.64699207994946,3.90203030179263,2.58972501768389,2.48804562469872,3.28294257279857,1.89944419409736,2.80021106189588,0.763791812279762,1.09966380156032,0.800765544071125,0.41700744621601,1.18357480974482,1.71515709711122,1.69783227794848,1.02998844248159,1.01937000493023,1.64585782046027,1.64585782046027,1.69042241833793,1.61820980371971,1.76422527638585,1.95560917272992,3.5011047000962,2.62941738050582,4.36119252565553,4.94858736647118
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.344709193551449,0.870888453253702,0.627153029978775,1.4067408153624,1.73369544551445,1.05196165581054,1.04133578049932,3.51803336406745,3.2446100835598,1.9951036756562,2.53727507159075,4.02807437299339,4.22127485238103,2.56136064429959,4.13684935533341,1.46950650643094,1.26382015191586,1.73746705514257,0,0,0
4.34,2.94844639760873,3.03865158602369,5.13699678859697,3.16098332072464,4.8072215805231,3.90541049833305,2.00260995678204,3.40914078257689,1.85077636179053,2.49090006599994,1.40175404813475,1.40800717439782,2.11255043501944,3.76961805613687,2.94845843658804,2.92518352507346,5.80363086442571,5.88301063185702,4.51772598432387,5.3108292162686,8.80295646748963,4.3539769795383,6.17738124342795,6.27195037618952,3.13819422283537,4.77891852103236,2.27849496008709,1.63942188485892
2.17,1.22265,1.1172,1.35315,0.8208,1.32525,1.32525,0.27075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.705,1.03455,1.0241,1.65385,0.3648,0.44175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,5.81570000041994,3.26561075845809,5.6184308996205,3.69250510752908,5.61884081564457,3.50713683522951,2.76109964841934,4.43556068740506,5.40919215645766,2.82289429567727,2.11284976517303,2.57471274693839,3.06539675485717,2.55790137439741,4.26025964851464,2.48297149460616,3.4720976819121,2.24622298982853,5.29233199319968,3.12497472293536,3.02301903880282
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.565,3.9897,2.1413,3.3077,1.4592,0.2945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.61,5.13869311542501,3.63995432462209,7.36995584399279,4.35496739259897,5.98382197852125,2.83215896560898,5.7172551650782,3.37076958991237,5.61553777995859,3.49266281804283,4.43867051406448,2.59090639279001,4.44840278355331,4.45270859957525,2.74152198272569,2.59056700545264,4.25305275435631,3.61657146794184,2.24064646341494,2.02321489391688,3.22436682935784,2.30280729239391,4.21021164796415,3.33768761672837,4.95386524319646,3.06870067465204,4.7986502419319,5.29111374439667
0,0,0,0.565573081065795,0.904504317764942,0.548773880638098,0.543174147162199,0.877095096014489,0.531974680210401,0.867958688764338,0.531974680210401,0,0,0,0,0,0,0.499402409488498,0.489513252864963,0.790612047955215,0.782544578078121,0.666795015899296,1.07704942304997,0.750275292025022,0.926892748495013,1.4675861882299,1.78829302882195,4.05240310700829,4.34320897357895
3.705,5.8311,6.2955944205879,3.12383240342569,5.30227244088992,2.74936587036181,2.72288765429446,3.70379238670918,2.17669599439541,3.48112558978609,2.13993000160542,3.72992182320343,4.25890184390407,2.61246009057845,2.52926434976259,3.9616110590637,3.33629432484,2.02437729839485,2.1132321699244,3.25677105828106,3.4443202289661,1.87856236414211,2.83275256923869,1.55747115576578,1.37825591214727,2.22578707187264,0.86391913497381,1.25338942099667,0.382834475457821
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.33,2.1483,1.1172,0.9021,0.0914919957222426,0.147721451426538,0.0905389541001359,0.147721451426538,0.147721451426538,0.0905389541001359,0.147721451426538,0.0905389541001359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,4.6185948818809,2.86691097522729,4.42804262185443,2.75497811858963,3.09609123598823,4.43769089313091,3.9143370404209,1.87322588786907,2.06500307719646,3.50740233318132,3.6399830202946,2.56460256927996,2.55123878582749,5.80024849253292,3.52891402241123,5.45547410078221,5.44132900077639,3.29464721966528,5.28661610225955,2.9188261804578,6.21152631740489
4.96,3.31244498620727,6.2917841904595,3.94380562787211,3.8870849264593,2.7555594578871,5.52078411645576,3.72816331964549,4.68576253929963,6.56288231068416,4.4985014060424,6.8965552896387,7.03008632824245,4.21829370580234,3.5417566508684,6.32660705987063,5.14095771373647,4.04524756627397,3.36475308506746,4.94450281949677,4.62681210416663,2.99176988146492,5.64303550381225,3.31690693238658,3.66079079381595,4.52905700498314,3.01685095488465,4.99506361156441,3.35128146320625
NA,NA,NA,NA,0.8928,0.5415,0.8835,0.5415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.565,2.16315,2.4304,1.4744,2.3808,1.444,2.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.0921950431412998,0.708772083357507,1.04080545791843,0.938006480561938,0.928626415756319,1.4998229936564,1.4845186773946,1.62362831031667,3.96672910203094,2.23736890300432,3.89087470988409,2.06378984090063,3.88398775388609,2.35670353711604,2.33289845088255
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,4.39580955857036,3.19482040181765,5.33873923218974,2.85045622029245,3.51718786899684,1.93801794771851,1.72675119079491,2.43361226915267,2.25669476773311,0.748248320620666,0.825031581192722,2.33773484134551,0,0,2.50223892478016,1.51798101987157,0,0,1.9194047456471,0.333269553047306,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.82,7.49957194941801,4.17720496559026,8.3068104798261,4.98841282489877,8.42946784968954,3.8169235541802,6.45409557305828,6.16847070038197,3.87376620065583,6.09359607906246,2.96635806554277,5.0504771830501,2.64665747878202,2.93567108063204,3.82577962278886,4.20645871480323,2.08155077151351,3.85314457561202,2.35464730929013,2.11128696933256,3.09382744898326,1.31758893321899,1.66102264362465,1.13901958089077,0.601233389810686,0.284073602320784,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46854629292611,0.978108752173534,1.57974183365401,1.97983019198256,1.40391142850519,2.41982965551623,1.57564602064275,2.93624035186001
NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.9,3.58699700628299,3.39297815732079,5.79259110770502,3.68172115571379,5.02042834178479,4.81781694439302,3.20209087759761,3.63771942281425,2.00763666465891,2.40838628561186,0,0,0,1.49888120671612,1.052974034035,1.2761653918861,2.24020008250034,1.61951094653448,1.26882076001933,1.62893031555482,3.01804451929767,2.12887864402534,3.53849992213162,4.50789136303157,3.2517128971904,5.19795675738989,3.0895808607569,3.35383931195667
0.475,0.46035,0.1862,0,0,0,0,0,0,0,0,0,0.0898668890762598,0.45866783389966,0.81928784629411,0.497122722219104,0.492101280580527,0.794709210905287,0.786516332442346,0.477036955664796,0.387170066588537,0.342589011774728,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
3.325,6.12051588482261,3.50185546471337,6.30406744065223,3.34023875931467,7.03170221188358,3.75347524654276,5.42366333532061,6.34604087834562,3.46838446053747,5.83083053239763,3.09497537990502,4.91487440168796,2.71045330724675,3.21644009816316,4.77404114675856,4.9654326042566,3.04862995262343,6.1626919124886,3.8423072689971,3.63103380794052,5.01462909202411,2.73505959802737,4.76959528983436,5.32939056232308,3.32534652211852,4.4478041034712,3.05887736096657,4.7102851021657
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
0.285,0.46035,0.2793,0.45105,0.2736,0.44175,0.27075,0.44175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81225,0,0,0,0,0,0,0,0,0,0
3.515,6.71146875286431,5.81139940052331,3.19251715349491,5.20294456152096,2.94662917565049,2.661722914008,4.39893986749162,4.79741377927277,2.70494313643246,4.55541663982656,2.60104271497812,3.7104973063611,1.94767256260633,1.92845981042142,2.70490275661421,2.15584102848629,1.68613377608292,1.68357310541263,3.58468897675655,0,6.42475463640564,4.19174771585747,2.94114823096788,4.39631672672879,2.67710633814068,4.1164787962604,2.62451429255309,5.00511955917948
0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391873040758687,0.237778448279707,0.384035579943514,0.232974843263955,0.37619811912834
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
4.185,2.08402111182542,4.58998657175884,2.56359297335377,5.20639977026753,2.69089613776174,2.71947311026319,3.93435824688995,2.661750939788,4.29793555927684,2.1692809809047,2.71892042876463,1.69740691169053,4.04414937563943,3.61604856980119,2.36023946373531,2.32114938266229,3.72207272609253,2.15943252185092,3.74624815857674,3.13829591136668,1.25504551083353,2.44596362232049,1.36190806285667,0,0,0,1.12213894906724,0.650214026026596
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203236744790759,1.95078776258544,1.40562929063078,2.42624895810812,3.61189923124607
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.48,2.09714331269694,4.08221474765399,2.4520346221295,4.30846584552875,2.9549293411515,4.80533673638513,2.44426830144674,2.32647872264425,3.26944416056845,1.53269717520771,2.50122584799542,1.43848546096816,1.9526346016606,1.91422362629144,1.65133185933813,1.82028926773328,4.34080793104384,2.60462072578509,4.08238682189858,5.33027077884065,3.33589468509089,5.45423625826074,3.48281787851198,3.55907653520044,4.58198379093616,2.76849731100644,4.76194580919851,2.31014720732879
0,0,0,0,0,0,0,0,0.0920227678511793,0.150142410704556,0.0920227678511793,0.150142410704556,0.0920227678511793,0.150142410704556,0.150142410704556,0.0920227678511793,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.565,2.53935,2.5137,4.05945,1.9152,2.0615,0.589,0.1805,0,0,0,0,0,0,0,0.363856716400831,1.26399811288593,1.63085880686092,3.62819777678608,2.22797983888071,0,8.20647053073799,3.13239659830862,4.98773910175252,4.41498262875103,2.06388513554059,2.57979899192472,2.18224639841425,2.08693644357158
0,0,0.0911168047499125,0.43977718778162,0.786424045827535,2.24441700516241,2.35039964547358,2.0300496742659,4.72987993801854,2.90640797751956,5.08123636035737,3.01515073128738,4.44298387366733,2.34867735732635,2.73778459686796,3.48225919600289,2.11649494947768,1.19312996968816,1.50133567954201,0.808116430429441,0,1.45229266234219,0,0,0,0,0,0,0
0.76,0.5643,0.0931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
5.89,3.19102219514663,3.2992855035164,5.17576432120622,3.08161422087113,5.74528771240362,6.8000971782409,3.79266816915781,2.9414273871849,4.75126051511682,2.96959964448715,4.95863239936265,3.18571715170517,5.27043020461048,4.95444281118971,1.99758477542342,1.97623928619068,4.035254719027,4.75945385401657,3.15512368291246,2.61747841150497,3.75947994534863,2.6519021084119,5.53063104568295,3.41297543702197,4.67167075523481,2.48894645333147,3.74177298650601,2.28835866088601
2.635,1.59885,1.5827,2.55595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276041214626567,0.26548261369017,0.722090937641399,0.438146146355958,0.707649118888571,0.429294709055838,0.693207300135743,0.420443271755718
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
2.48,0.7524,0.6517,0.9021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.875,2.43862219514663,2.4139896477209,3.44468263733517,2.08949156318568,3.37365825306022,1.16490825306022,0.599977958431898,0.57754624063177,0.791679293027041,0.562303301725867,1.05944841341035,0.642575398590621,1.04841249243733,1.04841249243733,0.16046572118424,0.0803403856697057,0.131081681882151,0,0,0,0,0.296933116057628,0.62048221516465,0.376454182025604,0.607947220918899,0.368771443616918,0.595412226673149,0.364930074412575
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,3.12392717461905,4.48155686748424,3.85390731625789,6.32538760080876,3.60954894176473,5.96879191392174,6.3444219018225,3.32990941751221,3.44550392616423,5.42226915300086,3.4744033097022,2.01049074991799,1.4990061894436,1.76258452073566,0.410011676595054,0.520523145830511,0.243147674612427,0.396714626999223,0.327238621187449,0.533915645095311,0.246558360183885
2.17,1.3167,1.3034,1.8042,1.09263586231957,2.79826591550064,2.89604973185113,1.51796625293203,1.89198416225859,3.05605231261664,2.06112181630008,3.3292541338026,2.36758918937605,4.01555372361204,3.97679689852217,2.34273566117137,2.3640162593028,5.18291442766021,6.0564374989508,3.70071895731114,2.96761930667181,4.98679695404563,2.53023105022976,4.08657199925466,3.28627534752299,4.12916267674647,2.53789572803655,4.26460390905354,2.60559897227695
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.155,0.09405,0.0931,0.15035,0.0912,0.14725,0.14725,0.09025,0.766672947186439,1.36924379114045,1.01682849899647,1.64244561232641,0.996491929016545,1.60926489288547,1.592674533165,0.965987074046651,0.424047891495944,0.541822537002456,0.265907375252696,0.161312472873837,0.159649457689571,0.388886930508906,0.238350054182878,0.388886930508906,0.0803636116775731,0.131119576947619,0.0803636116775731,0.131119576947619,0.0803636116775731
6.51,3.47317219514663,3.5842855035164,5.48266432120622,2.87992019792439,6.23161751042803,5.39027827599717,3.96365194903133,3.66849079302604,6.98304053798187,4.2356594393017,6.84170464169312,4.17666920509223,6.2426870622673,6.08099823828802,2.42111268370588,2.52752742736996,4.28720934262467,4.73798114007025,0,0,0,0,2.12974867977624,2.61643607013799,4.27077250539457,2.21786570094711,0,0
2.945,1.3167,1.50103076094405,2.42455968701962,2.03297693087306,4.34065517450247,3.97461045417651,0,0,0,0,3.3386831157228,3.0408174054288,5.00768681151153,5.11040258772373,0,0,0,3.96821367401632,2.40679626397831,1.84012527039768,2.12047699401765,0.845724030942297,1.50379675832916,1.12303761874885,1.94929499281847,1.66587490099753,2.82562669566275,1.14951210353861
NA,NA,NA,NA,NA,NA,NA,NA,0.101367753625916,1.12868274143521,0.771840673099001,2.22633549232778,1.43195878839601,2.71432031869318,2.68717711550624,1.52577452503254,1.51020539722608,1.70767019710836,2.5896246877514,0.990092661790099,0.886594831835487,2.53230400236744,1.5213234840157,2.6099258652262,1.58330920658719,2.7904189207076,1.32770013838377,2.48275376708202,2.79619184471542
NA,NA,NA,NA,NA,NA,NA,NA,1.68774542755248,3.9307342873812,2.47616942140172,5.02204226869764,2.44842241302399,4.38951289516673,4.30362169079619,2.47983599258066,2.44434287807794,2.72729501305974,3.6348788110516,2.24990656147309,2.08928189516135,4.05270496945551,1.97711976262646,3.34608168363102,1.94396237837554,3.13902986329115,1.26554591604363,1.17916731189018,1.17916731189018
NA,NA,NA,NA,NA,NA,NA,NA,2.40530416762089,4.90648626510703,2.91494243820769,4.5729225018196,2.65225159665881,4.30529521672964,4.6086457911813,3.12889559104173,2.59576679895921,3.29215287965368,0,1.75980116744787,1.75836235212142,3.7106973951542,1.77165305957288,2.68968113709241,1.43397091474847,2.4904987124572,1.23986826530898,2.33944913206525,2.47002741976427
NA,NA,NA,NA,NA,NA,NA,NA,1.55724164011418,3.7491044343181,2.36595009185208,3.76506900762485,2.16692025760409,3.34779755431018,3.31701402878957,1.66785746394533,1.64056615276216,1.91083889265852,2.94293612599156,2.01588655852378,1.97309943504511,4.21722524354622,2.16856731963825,4.00941101692652,2.34637052889022,4.0739187032032,1.80743176835074,2.20759549901458,2.00448835198941
NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.577114496304027,0.565686486476225,0.913639312022738,0.554258476648422,0.894993611777376,0.436937873179735,0.712898635187989,0.436937873179735,-0.172772126466706,-0.172772126466706
NA,NA,NA,NA,NA,NA,NA,NA,0.0942877870987308,0.153837968424245,0.0942877870987308,0.153837968424245,0.0942877870987308,0.153837968424245,0.153837968424245,0.0942877870987308,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,0.269449395480275,0.439627961046764,0.269449395480275,0.295652149726718,0.0903045317548712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.192919436351766,0.314763290889723,0.28355418051308,0.462641031363446,0.462641031363446,0.182186426887164,0.182186426887164,0.320787685151656,0.320787685151656,0.196611807028434,0.212448650232137,0.346626745115592,0.421702818226578,0.681161025861773,0.304032191579871,0.633405306297195,0.581600676281724,1.26543359207342,1.39601187977244
NA,NA,NA,NA,NA,NA,NA,NA,1.89014529078669,2.87888546172243,1.65006322021445,1.63568873029707,0.808466685361045,1.15799786287598,1.25201931480344,0.752171297076101,0.636864044948828,1.02849096840017,1.01788796872595,1.42584587813154,1.50856590785721,2.43648231157374,1.02972473800167,1.66275682056049,0.924330056667399,1.50811746087839,0.924330056667399,0.327223112005461,0.153506311567802
2.375,3.83945867171913,4.10106174087887,2.48790546031592,3.29028186170892,1.53053564777091,1.55854750005502,1.37564562389386,1.26789517031994,2.24132565216665,1.37603435187167,2.3697168174762,1.41930926670135,3.00769063910929,2.78765275226576,0,1.08727208322305,1.86477465784223,1.02350547749371,1.32845491031543,1.32513622240988,0.868075654447741,2.34029587796224,1.52234225725603,1.70940353027908,2.41865658022032,1.46742865831549,2.68207768086295,2.2641748946265
0.38,1.09472324763372,1.23377665310161,0.748547451311564,1.37629333123819,0.964508587664258,1.71841484349328,1.67616283328465,1.87692080576882,2.89762122493645,1.90126184892567,4.19564270556304,3.02124368045543,5.58601865095042,5.35986408867086,2.61934208142853,2.46800218288148,4.10335390693274,2.16797814293624,2.47049590081556,3.07194224207949,1.50365461706201,2.42473603137783,1.5263382767259,1.62245648921656,4.82698503048393,3.22485355534306,5.2089871375515,2.75002048902381
NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.565,4.34648216508915,4.29956798138248,3.45523574901711,3.54845030302413,1.81671015183084,3.81952711532591,2.76925916994079,2.74231361463103,4.46781899562463,2.86364112773456,4.37868572950369,3.31193393873155,6.06495260073146,5.01780037993077,2.70114128602322,2.54898339543022,4.23681576706091,0,0,1.7887736494444,0.555265254184356,0.892624267335951,0.601084966105932,0.697203178596593,1.87212424251373,1.32482401135525,2.13993941623645,1.29832753112814
1.9,0,0,1.86589348109548,2.11118770013648,0.763858205524828,1.24086167360596,1.17700140722532,1.2877015720467,2.09450461035547,1.37888300749979,3.20597466449297,1.753867846114,2.5290525219967,2.49421036344556,1.17063959247607,1.03378671881854,1.73968142495767,0.947602131991825,0.64675462034637,0.915396172879582,0.769745645958708,1.09208392563672,0.585851780785226,0.693926152067423,1.86672404774382,1.32154698482608,1.99505497960534,1.30009261577663
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.171892899214579,0.105353712421839,0.171892899214579,0.105353712421839,0.105353712421839,0.171892899214579,0.105353712421839,0,0
1.9,3.10648216508915,2.92196734343826,1.77279348109548,2.1282791591438,0.743781438735716,1.20764274447165,0.559668133708431,0.482411114656331,0.633683761815111,0.626993206495721,3.3101401865052,2.38444687717632,5.01052226293859,4.80671707495075,2.91629429571792,2.86933444198708,4.48448231109797,2.61423729569556,2.12367580992293,1.59456968179807,0.576272321881013,2.14684931200873,1.50976942067423,1.60588763316489,3.71893932401761,2.22179956986272,3.45024365909915,2.09121816891485
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19275362307702,0.471971869557497,1.27280092459773,1.36358977419737,3.19463492616851,1.99098085027909,1.97086993259951,4.2085842874569,2.44607411583824,3.94456443936489,2.03279533716037,2.79630254794828,1.24849153799109,1.84036229621077,1.82158308910657
0.285,0.46035,0.2793,0.45105,0.2736,0.44175,0.1805,0.14725,0,0,0,0,0,0,0,0,1.1078119777153,1.45338703321654,2.301571106781,1.50430798764116,2.10040127245936,4.36427424732662,2.59620488906432,4.19312623762754,1.89166512852916,2.25192193100927,1.47665437246162,2.55110641055406,1.96959739714736
2.09,3.19613567532652,1.58007407892081,2.78060581655757,2.28851333040536,3.12478860816494,2.37148962740904,4.75653770148343,2.9583480233345,4.25126809495986,3.22163932569349,5.89110952390786,5.95602796894806,3.53761531080502,0,0,0,2.01307313395298,2.08938813190503,0.739749487381987,0.202168667463612,0,0,0,0,0,0.445439429654727,1.02392935922674,1.3309734593821
1.33,0.9207,0.0961522133981043,0.669470141231052,0.981652246227421,1.94365293283842,1.73627854323111,4.03582189969913,2.62028033725285,4.41417413533071,3.41805810023107,6.53057175373072,6.6017594363182,3.92185890241269,3.58679601130909,4.8139012130059,4.45313997267292,2.59235955627513,3.94518701641317,1.72766657323658,1.26239936503439,2.51749998568196,1.43012727085623,2.50676133580485,1.62882381519672,2.98243962047995,1.36143471006595,2.36121754642511,2.49055102386806
