"index","round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29"
273,13804,23858,18530,8317,7744,7844,5389,3555,8458,21243,4367,3177,2707,4286,2829,1107,1138,4981,4587,11711,5754,9108,6007,5937,1566,2087,4562,2713,3917
274,396,280,246,104,128,116,117,53,64,55,58,35,30,41,42,31,29,57,35,39,38,79,55,52,22,52,51,29,34
275,3785,4186,3614,4717,3726,2341,2013,1072,1273,1049,1050,939,826,837,938,584,598,1009,461,720,375,1201,1121,665,109,209,358,129,127
276,15169,34916,29449,20175,17696,12040,11279,7519,12402,8485,7425,7359,6305,6482,7151,4963,5382,8535,5769,8381,6343,10258,6453,7924,2325,5592,8492,5460,6152
277,47321,30394,22579,7587,4648,6077,5462,5253,10692,6566,3373,2561,2535,2773,1463,1252,1030,1465,955,1946,1210,2397,1693,4266,2171,2358,6227,3541,2881
278,NA,NA,NA,NA,54,96,120,66,67,64,47,40,25,37,31,29,27,90,129,314,238,1267,1228,1341,520,713,856,490,448
279,14567,21732,33328,53615,46257,87720,240559,231563,330949,163203,115625,169770,73425,56374,38955,17042,16821,17539,8508,10880,3018,10304,6782,9967,6773,4144,74619,51367,59455
280,505,383,296,241,245,185,151,99,121,81,79,67,42,52,44,29,26,62,34,56,28,80,41,46,15,25,26,23,25
281,7704,16360,17062,12889,22549,11901,8311,2201,4255,11808,8918,3675,10758,2492,6918,8942,7040,11802,6421,13575,30337,28871,17279,4225,1889,7153,19267,5316,4143
282,8324,25231,40878,14323,16631,18765,32990,62305,15818,20617,20046,28652,15796,15901,16267,175836,136544,76146,19413,16484,4924,10062,6816,9567,2008,4345,75508,11569,19085
283,361,278,226,184,261,588,993,704,1044,1619,1117,1063,628,739,632,520,618,1677,1362,1968,4063,19659,6962,7370,7159,6334,5848,7587,3605
284,22996,105306,120487,79375,67374,59035,54677,31899,40189,47566,48198,32127,24752,30141,26527,18694,15615,23629,6996,30938,18618,28489,18226,11769,5231,10059,15772,8453,7189
285,1002,829,463,229,199,102,101,74,87,60,62,44,38,33,53,36,28,42,49,33,15,56,60,32,16,23,22,7,10
286,2140,5087,4240,17812,28238,61436,67420,37646,34061,22025,35648,56938,15142,53081,64510,87951,77740,96357,31728,65963,77072,108296,137376,69681,15644,9145,36840,32090,20583
287,NA,78,258,350,324,287,138,90,312,361,305,270,240,378,314,248,185,214,175,161,91,601,600,348,72,111,856,1985,2234
288,892,501,362,284,531,534,513,212,226,122,138,106,94,68,92,64,70,120,60,102,75,143,83,96,26,52,126,60,51
289,10125,21589,10470,7108,8798,7267,5305,1754,2948,2503,2283,4470,2542,3444,2898,3277,2112,2055,1517,1847,1017,1897,1877,1480,369,434,909,410,583
290,643,903,843,963,2224,3800,4527,3172,5716,3826,3132,2500,1578,1761,1452,911,841,873,532,728,433,853,569,415,108,192,312,197,209
291,NA,NA,NA,NA,NA,NA,67,54,63,45,39,32,27,28,30,25,18,30,25,26,19,30,16,17,2,3,16,9,16
292,394,437,473,411,367,252,201,137,205,140,146,101,114,91,125,71,82,101,68,89,58,122,82,106,23,41,71,23,24
293,132,87,40,24,32,21,22,11,17,12,8,3,7,9,9,2,4,5,3,3,4,10,3,1,1,0,5,4,1
294,710,1375,1237,969,1106,891,850,451,457,525,513,368,283,405,377,314,255,278,274,299,276,421,342,220,53,84,214,227,168
295,2609,3687,2835,2442,1948,1287,991,528,684,366,398,298,257,353,473,356,391,534,286,352,189,343,229,138,25,55,122,66,53
296,281,232,216,121,142,131,109,63,68,41,34,34,35,38,52,33,39,57,54,44,31,48,49,27,13,12,34,19,20
297,2028,2612,3186,3180,3075,6018,10269,6329,9270,6231,6401,7086,5805,5634,5817,4663,4483,6572,3899,5734,5745,7920,5434,4630,1018,2341,4118,2855,4326
298,2910,4359,3707,2532,3284,5683,2815,1102,1365,987,754,566,599,824,1014,795,598,1113,879,1043,275,578,437,630,77,125,299,163,202
299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,23,22,4,10,18,9,7
300,5412,12230,10629,9078,4400,3354,3750,2225,1966,1293,684,545,439,411,440,548,446,573,336,518,3873,9087,2842,5858,1234,3525,3912,4866,9717
301,508,523,300,268,345,394,238,120,180,133,117,84,75,78,76,72,51,76,53,437,545,778,450,386,59,139,257,228,406
302,1188,1208,450,179,176,112,100,47,53,43,31,22,22,30,40,25,21,28,20,24,12,42,34,31,7,11,31,19,13
303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,11,12,24,11,8,3,1,12,7,5
304,2292,3253,2918,1642,2708,3342,4112,2607,3169,2045,1548,2397,1042,1078,1219,997,894,964,545,819,659,2006,2492,4207,821,2930,9925,16528,23200
305,3117,3707,4306,2956,3593,3265,3860,2368,3158,1899,2048,1808,1554,1387,1296,864,1005,1690,1173,1752,1521,2533,1593,1606,373,1101,2522,1474,1894
306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,21,11,30,16,17,3,6,7,3,1
307,513,774,654,477,348,318,337,215,298,194,179,198,179,158,223,157,142,148,102,164,119,154,112,102,18,33,69,31,98
308,1147,706,437,247,168,195,297,186,1642,3964,2525,1174,704,471,281,235,199,305,357,359,160,276,105,120,223,2829,2522,4529,3587
309,3334,3763,3662,2576,10601,20139,23359,15045,18781,15669,15765,14611,18164,25795,21703,19232,26510,44162,21453,99377,64489,44889,34707,27793,6085,9677,15829,9755,6908
310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,10,10,37,12,15
311,376,430,222,226,1514,2305,2367,1950,1745,1373,1242,1019,825,715,520,411,593,1551,1089,1676,2696,6544,3939,1054,298,538,1111,905,887
312,1256,2891,12616,12442,9226,12687,11957,16225,15408,9583,7874,6142,6123,3188,37726,14136,8400,5851,2688,2778,1019,2216,1092,705,162,219,477,163,158
313,6474,17124,24317,16416,15497,13857,13915,11001,16298,9716,8229,7159,8023,9591,11338,7895,9137,15477,9831,14007,15564,19373,14067,9838,2369,4194,7407,4715,5597
314,1316,3373,2448,1958,1984,1834,1398,1144,1186,1315,602,536,426,1005,446,289,329,561,438,763,1127,1612,1485,1294,547,636,806,299,262
315,286,412,385,288,371,323,279,168,245,164,507,751,602,568,830,691,1513,2924,2012,2155,2473,5774,6093,4803,1587,1783,6939,6584,4995
316,519,1012,1359,704,472,211,885,1247,998,632,808,1001,944,1063,1182,1059,921,1243,841,913,622,991,916,537,137,219,510,226,468
317,1109,518,493,455,483,432,425,380,258,97,133,138,123,155,294,196,228,561,371,521,314,538,353,436,131,247,698,616,593
318,215,140,97,56,70,42,73,26,29,26,30,30,21,17,31,24,13,29,16,19,27,48,53,49,15,30,30,19,23
319,229,117,80,38,40,36,43,38,41,31,35,30,25,20,21,14,21,28,20,31,23,182,234,212,76,80,123,83,77
320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,35,19,30
321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,20,28,18,19,10,34,30,24,4,13,16,9,5
322,3383,9767,4549,2415,2780,2286,1541,624,688,360,291,200,133,134,118,50,67,100,42,68,34,77,87,77,21,18,47,16,21
323,580,586,496,364,368,370,578,425,430,300,312,248,211,203,221,139,168,299,220,313,216,319,233,179,31,82,181,84,109
324,NA,NA,NA,NA,NA,NA,NA,NA,41,45,52,43,29,36,35,19,14,27,18,41,19,30,21,35,8,16,35,33,26
325,5012,3330,5206,3530,4922,5732,7934,18182,15100,18128,17161,21283,19547,23766,25931,14064,4130,9689,6967,10863,11845,16121,11368,8329,2308,7928,9970,4386,3098
326,3012,2178,1383,601,542,408,332,144,194,103,113,75,49,67,97,71,82,97,69,87,44,453,322,773,312,390,543,152,111
327,72,282,262,102,64,41,23,12,11,11,10,16,8,10,7,4,6,2,5,5,3,4,5,0,0,1,3,2,3
328,2734,1933,1954,1700,1983,1301,977,487,497,315,359,309,227,333,557,573,229,398,247,270,484,1013,1137,910,179,209,407,188,256
329,190157,27535,22324,23779,31154,53169,28288,17834,33508,28029,17421,12976,15900,15015,20339,15474,21091,24077,13114,8186,10538,12362,18633,9340,1224,1798,3526,2128,1479
330,13207,8173,14686,11019,16927,22445,15059,21958,25354,24085,29616,8805,4124,15696,5242,31875,32559,86834,73157,106471,194842,74325,105974,12646,12151,12623,51104,26920,15106
331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,15,14,15,17,18,4,26,57,32,21
332,56980,62663,59841,26669,42634,64743,191077,149402,108492,38610,13966,14736,14188,9982,19601,12869,14034,21111,14816,22708,17102,28830,22578,17773,4879,9267,16958,11335,21753
333,574,767,506,274,280,249,212,150,231,168,145,134,92,69,48,33,30,53,37,34,25,62,25,75,33,34,35,17,12
334,461,879,627,609,662,337,190,83,90,44,43,43,30,43,38,30,22,58,39,42,18,60,48,64,7,21,29,9,8
335,64749,12055,11731,10880,24140,8994,11845,15033,10650,20387,21550,25418,10482,6133,7874,3564,2249,3997,2790,4621,2272,4828,6057,2953,1157,2270,3057,1799,908
336,167,283,272,183,185,189,520,778,603,321,359,230,137,100,128,93,86,233,201,244,103,202,119,142,21,52,171,77,80
337,54187,101918,126837,149476,123617,114051,81362,53427,51995,42855,32467,23168,7901,9759,17730,10560,6281,24826,21656,41240,21148,52158,60091,82957,26981,19181,24575,9169,12390
338,4829,2240,2850,1548,1775,1401,1093,759,1716,1339,1113,999,626,1595,1547,353,589,654,578,1184,535,771,792,813,84,136,442,517,375
339,NA,392,244,120,135,1661,2487,1694,1297,702,734,323,183,177,167,109,138,196,105,128,121,221,123,116,34,50,85,30,26
340,656,656,2818,5115,5048,3282,2772,1825,3344,2086,1916,1609,1394,1092,916,636,525,700,416,715,615,1030,555,410,60,124,493,459,588
341,25213,73480,90401,47641,32512,35469,41450,17211,21298,8608,14311,6166,4432,8001,12986,13269,17995,18654,9807,28926,59704,72113,72891,48783,7744,9079,14846,7467,7153
342,756,923,878,1774,2624,1957,1472,698,793,423,449,325,238,233,239,152,155,228,151,174,140,246,148,130,16,75,130,53,56
343,NA,NA,NA,42,50,45,52,34,25,26,25,24,15,20,23,17,12,27,14,28,19,24,31,20,5,7,13,15,12
344,33106,19026,15271,11308,14402,12466,13030,8490,15765,11729,7032,4349,5612,5962,7324,4952,4494,10336,7378,11988,14108,16595,9930,10876,2617,5725,10939,6561,6239
345,8047,10253,11925,7553,6208,3250,2765,1417,1851,1086,1821,1881,1708,2142,1093,1011,5061,1797,859,2105,3178,13308,11844,14032,5909,7414,15187,15196,17067
346,NA,NA,NA,NA,NA,NA,45,39,50,34,42,41,20,24,29,24,20,42,25,18,19,38,23,21,3,7,19,10,16
347,7413,8044,8380,5137,6557,4510,3412,2043,2848,2134,1814,1162,1134,1120,948,583,624,966,508,770,581,1561,724,498,91,123,277,117,106
348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,9,10,18,15,19
349,883,507,342,166,114,175,280,291,309,206,188,174,163,144,162,112,104,388,771,758,474,569,879,1395,1556,1393,1125,489,412
350,20488,16065,14499,8676,11147,7591,5452,2317,3556,2185,2413,2283,1409,1908,2030,1913,2467,1943,2878,2988,3688,18053,11994,2331,542,2390,4537,2372,1592
351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,17,5,10,17,10,10,3,6,14,14,12
352,451272,319842,91841,32153,24231,14514,7971,4015,13015,10481,10072,8867,17502,19796,21306,12617,15202,11083,32190,32423,27254,31746,41141,21600,5880,14457,29001,7714,4413
353,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,30,32,18,28,27,23,21,28,15,30,20,33,14,16,9,12,29,9,18
354,1048,935,773,632,869,1053,1048,674,826,482,427,351,318,329,442,340,327,466,279,361,208,428,231,266,173,235,391,139,161
355,1083,690,508,260,240,210,168,71,86,74,82,69,50,55,75,46,58,89,45,162,333,864,751,747,239,196,590,305,253
356,6119,5932,5293,3757,3821,4269,5799,4714,5015,2920,3140,3846,1375,796,939,562,680,945,562,819,522,903,678,519,91,163,559,537,614
357,5179,9168,6925,4077,4280,3687,3136,2214,3995,1935,1703,1271,1142,978,1096,676,753,1237,1892,2113,646,1312,827,862,166,262,1069,283,290
358,16344,30964,16313,3513,3275,2571,1768,979,1062,649,545,411,268,240,324,206,203,279,177,250,106,302,198,187,63,74,160,73,77
359,1629,1464,1135,642,593,476,375,224,244,204,171,161,145,111,106,119,135,179,115,144,69,165,101,86,40,55,82,22,28
360,586,326,184,100,105,94,78,40,28,70,52,34,28,26,36,15,14,25,9,26,8,51,34,144,15,16,22,17,7
361,22795,23608,17199,10145,8186,7076,4801,2586,3050,1750,1780,1303,819,904,1055,561,583,775,545,769,326,1519,1202,794,144,229,459,214,181
362,3902,16216,5051,2769,3086,3059,2608,2053,3096,1656,1477,1720,814,662,709,488,419,667,402,705,505,974,763,680,172,267,535,327,362
363,63701,37139,32236,29895,33343,32973,24326,16214,14153,8949,6505,3325,2151,2501,5132,4408,4807,8490,4546,6814,9113,8539,4842,3754,574,1710,3223,5815,4946
364,NA,NA,88,89,104,130,154,117,222,229,288,160,116,91,91,50,32,68,66,50,33,57,32,36,11,14,34,21,24
365,34122,30071,15271,9749,10206,4277,3122,2054,2289,1442,1271,1416,804,570,558,426,478,500,303,464,214,666,1520,6461,1975,18652,67441,77584,46972
366,1549,2645,5318,2744,3346,2546,2151,3048,3757,2034,1599,1098,836,754,596,386,376,491,295,386,280,459,169,140,30,45,118,82,72
367,165,105,67,30,39,38,24,15,13,8,12,8,6,11,11,4,7,7,3,8,5,8,4,4,0,0,3,0,1
368,311,234,183,93,579,2106,4577,2744,2922,1544,1679,2007,1538,1267,1286,739,864,2507,572,801,696,1126,719,505,108,203,450,215,260
369,5237,13267,11852,9176,9686,6979,5277,3785,2986,1967,1980,2146,1512,1638,1356,864,869,1067,682,916,1052,1501,1284,1076,219,275,538,378,374
370,1270,2058,2780,2602,3063,2500,2063,1522,1976,724,618,581,451,366,351,250,223,931,407,399,138,323,155,132,18,41,88,53,54
371,342,371,311,411,468,405,398,239,292,148,197,152,125,120,132,88,92,125,84,143,81,169,510,591,131,231,265,123,112
372,6277,24442,62376,51694,75248,67229,58535,55698,26175,20936,23088,32853,23744,23862,20877,14237,13799,10241,14895,30063,27316,35837,23149,23756,5090,8560,40764,21840,10945
373,161,60,58,33,42,20,24,9,18,9,7,4,5,5,4,4,3,7,4,4,2,6,4,4,0,0,5,1,0
374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,114,192,48,80,493,527,1591
375,NA,13,46,27,77,151,130,90,87,52,41,35,32,22,28,21,20,30,15,22,11,17,25,17,1,5,11,5,10
376,458,814,461,253,195,145,94,62,68,39,41,29,22,28,34,14,18,21,15,16,8,21,19,37,3,12,35,12,16
377,1225,1162,1309,650,876,570,360,217,333,281,481,619,1084,787,507,132,148,173,135,169,147,295,195,180,35,63,292,665,1372
378,648,563,556,513,544,423,469,265,339,238,203,191,160,214,283,194,192,242,149,209,138,225,133,112,27,48,107,54,76
379,375,519,345,262,386,427,218,52,84,71,88,72,42,55,66,60,57,62,50,76,41,83,58,57,17,30,28,24,24
380,7636,22346,20859,14294,16310,12624,9599,7850,9378,7500,7239,3729,1626,1940,4967,3716,6447,12248,4520,5901,6614,20055,15587,19403,5839,13886,15203,7009,13002
381,1242,1638,1236,1015,1438,1230,1195,784,1074,632,541,471,432,445,522,402,422,552,727,638,408,685,574,912,225,735,1182,680,1212
382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,23,19,18,24,22,19,12,21,21,26,1,12,34,9,13
383,4507,5571,4170,2502,2639,1942,1876,1775,2192,1796,5763,5008,7319,6686,2631,2261,5981,12615,5245,11155,6829,11393,7508,4859,751,1626,2983,1373,1901
384,2667,1595,924,384,314,306,241,159,184,145,296,256,276,267,324,243,254,311,182,311,114,319,175,164,35,71,129,74,61
385,1122,2831,2681,3178,4262,3126,1842,928,1100,574,555,414,328,305,311,191,191,261,165,165,135,210,194,248,54,152,305,168,225
386,8788,22974,32865,24905,46121,39022,29980,11113,11058,11859,23565,26226,27359,6408,13052,9755,5080,117585,26548,27600,36264,66181,54000,45380,50716,93352,27383,20946,14915
387,582,431,832,515,402,282,167,75,99,51,55,34,26,40,36,21,23,29,20,20,13,39,20,10,3,9,18,2,11
388,5972,4971,3264,1834,1945,1545,1242,659,853,598,582,385,323,327,385,234,229,339,200,301,151,341,208,229,132,148,260,93,86
389,2115,3093,3110,2161,2578,2214,2447,1355,1907,1263,1398,1311,1397,963,1594,1110,1571,4796,1394,2000,1294,2134,1346,1240,251,815,1508,1014,1254
390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,431,363,359,196,260,393,348,303
391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,44,40,56,6,15,32,30,26
392,20509,72477,40054,27215,44664,27686,32785,16397,26564,19745,18509,23347,24146,8274,6009,8196,17812,11127,3206,7770,6574,11741,10958,5190,1596,6364,13602,4264,15323
393,16648,30685,36711,24728,32676,21285,13513,5837,6617,4713,3065,4788,1941,2761,4318,2032,2202,2204,2655,2677,3097,6874,8625,22830,14807,18361,23117,6109,6242
394,125756,42517,22958,11046,18468,15077,36603,32620,172771,166458,44001,11098,12440,22433,8221,28908,53938,42772,12102,17357,105714,585651,70507,16481,2050,2754,4889,1755,1250
395,1180,1149,2825,1487,1515,1266,961,582,787,2739,5298,4391,2836,2348,2291,1311,1272,1694,1656,2543,1522,2379,1752,1734,277,429,800,379,307
396,5084,8358,8122,6657,12034,8391,11623,7043,8255,6956,26379,5332,4010,4884,4466,2762,3502,3491,7427,6299,1712,3770,1525,989,125,293,867,585,656
397,15925,6785,3450,1433,1274,972,695,372,478,277,340,277,226,447,959,402,234,265,247,313,253,1000,1150,1056,222,177,190,153,143
398,379,174,114,71,59,51,42,15,20,18,22,15,6,11,11,7,3,11,11,7,2,17,10,6,1,8,7,6,7
399,31935,43255,44504,736592,205814,27981,157441,52077,31398,11037,18418,13187,9734,5571,28829,19615,17285,31720,19364,21788,9284,17568,10422,17273,4519,8404,14643,8038,21241
400,17540,210151,59831,100370,54986,62243,173232,101995,34932,37900,9956,36279,7735,3614,19219,7076,12276,28849,4905,13323,466569,179038,20686,24942,6267,4055,3454,1791,22895
401,496,418,215,95,72,41,44,18,19,9,11,4,4,6,7,2,3,3,1,4,1,6,2,2,0,0,2,2,0
402,32574,43360,31431,21148,32774,19688,14606,6474,14110,9795,3687,2794,2886,2882,3172,2499,2003,2492,1958,2124,1099,2405,1435,1354,389,602,1144,1990,1369
403,1403,1273,2230,1724,1733,1628,1512,986,1388,896,839,663,629,618,747,529,501,696,429,812,911,1601,1003,942,246,661,1366,799,737
404,26237,22778,12539,9691,7944,5319,2947,1123,1555,1535,1903,1511,1012,974,966,534,539,713,674,1036,930,1912,896,1956,1074,1913,12415,4297,3032
405,18674,43408,52727,50116,34956,59249,45909,41235,115365,185802,103470,72825,114304,137288,125829,12534,8828,322655,40067,165421,134606,80847,74303,33590,25299,24047,23500,3438,4501
406,92307,218221,309114,39437,66735,158935,38909,19093,34429,67618,24518,19312,42336,16303,64564,25973,18050,10732,61149,51355,301993,84073,61241,43934,3972,18846,29183,24765,28915
407,1881,2173,1028,743,969,2109,5437,3647,8783,5955,9323,3863,4064,4354,5904,3657,3709,6119,3616,10269,5767,5443,6540,4364,682,836,1238,640,488
408,762,645,460,248,280,217,157,102,142,120,84,53,48,41,70,31,31,74,45,64,34,70,40,35,21,34,90,32,35
409,8518,17183,22563,15853,19171,17822,15214,11755,27692,10067,15731,23229,29412,33466,47009,23427,29775,30559,11665,21987,20264,34594,25251,22039,2524,8854,23073,61371,32244
410,1841,746,452,201,189,170,154,74,82,58,61,31,31,33,39,27,18,31,26,27,7,38,17,23,10,4,28,12,7
411,457,377,302,160,155,146,116,55,81,31,62,45,37,37,41,24,26,35,60,43,19,39,26,19,10,8,45,15,37
412,3757,2996,2623,1339,2668,1966,1311,1434,2623,964,879,740,668,564,840,440,608,1978,6557,4964,4798,8979,4695,10552,2342,3194,6623,3562,4175
413,687,283,172,68,79,56,45,20,22,17,13,7,11,7,20,5,8,16,5,9,2,10,7,9,1,6,15,8,11
414,57982,47410,38596,12423,48442,20679,28693,15237,19008,12635,25229,29697,69966,333220,200822,76287,162275,37047,84287,105088,96718,87273,33148,211708,51745,26934,17587,4273,11408
415,81200,31736,71472,10623,11546,19546,27206,9480,157839,61331,165539,73901,16100,10077,91215,40614,40901,13413,11533,15515,70176,62289,106787,84633,9808,49240,250869,457024,328809
416,20033,16153,11827,6248,5537,3962,2831,1168,1375,1114,999,711,501,529,612,408,336,605,366,498,241,609,435,381,100,180,487,182,135
417,NA,NA,NA,NA,NA,NA,17,17,27,23,22,17,12,11,28,17,21,21,18,30,17,30,24,97,30,115,151,78,86
418,7885,9930,8009,4476,6130,11703,11339,5321,6734,3964,4041,3452,2461,2138,1989,1383,1381,1911,1182,1940,1340,2360,1297,1178,278,766,1950,1097,1199
419,3343,3910,2564,5683,6287,16904,49187,27504,21084,8927,5151,7507,6120,11109,6443,2974,2669,3129,1737,2518,1081,1705,922,805,291,532,835,294,218
420,47250,49610,28701,8676,10342,8610,6311,2710,6978,2038,2515,2436,1951,1361,1890,931,1057,1281,966,1567,552,1359,1076,812,198,349,1255,559,445
421,2454,3932,1569,1180,1196,1657,1400,717,973,1387,838,598,479,459,3964,7168,12480,14581,11683,13283,83403,35265,126197,176957,31376,68483,164362,32460,57781
422,5910,10264,12923,13702,14434,39940,13514,9184,21380,6139,9790,7990,8776,5268,8502,9445,15566,35994,12953,33791,5739,9588,7972,15148,5526,30682,48461,13171,46907
423,11299,21181,16010,13203,13762,12594,11264,14504,19297,13946,9616,3826,3382,4785,4641,2096,1774,2424,2321,10557,10402,12726,11482,8430,1890,1884,6758,4223,3145
424,47156,122388,93289,54654,44895,49463,56049,33679,62859,37314,38408,44276,33422,101995,36232,13290,13425,20607,14365,20168,11912,22463,15159,13862,3105,4728,10626,5512,4219
425,318,478,653,373,338,247,3443,3575,5001,2994,2981,2237,1249,1162,1088,725,646,1036,545,785,774,1942,1123,1186,320,1118,3180,2251,3929
426,1036,831,700,421,273,176,112,39,42,23,50,24,16,19,16,7,6,13,7,14,6,22,6,9,1,1,11,5,5
427,27585,19959,52472,594985,556878,184545,81278,20925,19522,14492,11155,5273,36346,51457,329601,46553,21950,10621,16741,45911,68984,32643,26045,58222,15252,49165,140549,36354,50369
428,32287,18509,20067,19060,17242,10864,13418,23868,5320,29164,16331,4666,3051,14435,7557,5920,5958,19902,6303,5004,12428,18362,34070,12239,3857,6094,52579,25468,20864
429,144,89,48,70,223,962,3272,2674,4699,2476,2555,2405,2350,5326,22388,19260,35960,48276,29792,18383,101058,109100,18738,12372,3253,10737,12053,6138,8711
430,1378,1788,1247,908,978,976,951,573,714,410,411,333,255,257,1127,968,874,1289,537,604,393,600,340,234,89,185,252,100,145
431,9659,24091,31166,25954,18969,26035,50247,14655,27474,16701,61543,44168,24462,15688,8979,3381,3687,4781,1720,4781,9910,14051,16750,9031,2103,4311,6742,4615,3731
432,5370,5775,7658,4057,4147,2984,2441,1630,8267,6167,7395,6676,4302,3809,3609,2220,2348,3356,1932,3059,3187,5431,3263,2859,772,1492,2126,913,903
433,1796,1917,2508,1086,753,418,307,113,134,84,74,47,37,41,47,16,23,25,25,33,14,37,22,20,6,1,14,5,5
434,2284,2041,1606,966,936,818,605,397,515,319,369,233,222,245,197,151,128,187,103,247,300,331,258,244,59,221,908,742,813
435,110,50,22,13,7,7,13,2,5,3,2,2,1,2,2,0,0,3,1,4,1,1,1,1,0,0,1,1,1
436,1094,1239,1586,1270,1442,1357,1360,1416,2309,1520,1430,2633,944,707,696,461,562,705,730,728,358,655,450,339,85,154,254,152,176
437,463,383,327,199,213,173,152,88,115,83,79,75,80,49,49,25,27,48,39,61,36,61,51,418,168,1206,2135,2426,2468
438,340,508,437,428,610,567,488,505,934,2714,2304,749,302,328,308,197,331,309,528,343,208,390,289,198,48,78,160,79,70
439,1681,1991,1579,747,924,629,451,225,344,181,160,117,132,117,115,88,121,129,85,147,55,209,278,547,194,249,344,190,124
440,13380,33463,17028,11322,18773,36263,71091,23285,24282,17880,34302,22127,23478,8097,10184,10304,14519,14715,9150,10720,8263,10469,12495,6492,1513,1834,2388,3190,3227
441,NA,487,242,138,129,134,110,56,78,60,166,133,61,74,75,46,47,74,111,235,209,283,187,111,59,64,110,26,33
442,34360,13675,4145,3332,3670,2719,2680,1117,1651,1263,1897,1214,1463,1590,1186,951,1953,1413,404,402,271,573,473,308,95,121,255,646,529
443,1786,2325,1324,519,704,522,329,196,532,777,1009,725,705,471,862,702,721,764,648,543,660,1286,1275,697,175,186,730,233,256
444,2241,2668,4703,2256,1644,1085,731,372,506,293,254,188,147,145,162,92,99,114,79,125,81,149,79,67,14,27,28,20,16
445,966,5673,9793,7584,17026,21348,26004,29126,33762,10917,24109,21295,15233,18230,21947,16506,17461,21311,13041,21158,13145,16989,7900,6944,1521,3388,9097,6864,5796
446,1754,1811,3480,2113,2211,1202,1101,631,873,530,501,467,945,1201,1247,1050,1061,1248,703,1019,809,1355,851,772,185,375,730,492,601
447,1463,2599,1452,1219,1265,1447,1836,1499,3848,3261,2004,953,415,336,460,333,293,310,206,290,161,398,262,174,61,187,691,320,527
448,14359,20897,20008,14450,15193,12010,12326,8530,12727,8570,10375,20558,8851,4773,6557,5015,6151,7453,5671,7445,6486,9393,6428,4880,1156,2028,4023,2353,2578
449,30440,34182,37661,40508,48864,31222,24959,12684,22931,14059,12686,7654,8305,4790,4354,2299,3431,3490,2939,3693,1504,3567,2746,1733,389,564,1350,482,515
450,336,291,233,401,807,526,452,297,343,205,180,154,139,120,148,83,86,175,141,204,149,246,140,105,14,58,128,54,94
451,12155,18715,26238,35095,35767,23310,19701,13325,15771,9016,10468,6741,3126,3702,4791,2164,5327,5862,4796,3610,2620,4861,3382,3253,1600,2002,2871,1667,2215
452,7869,27800,27548,12899,11996,6714,5168,2922,3529,1242,1614,1092,707,878,757,401,594,682,491,848,365,726,1522,2991,902,2955,11253,11984,30900
453,961,890,676,465,501,436,378,227,297,182,214,162,129,133,170,113,107,149,130,138,70,140,108,116,28,81,128,74,81
454,164,185,112,50,57,72,88,73,96,92,72,71,43,50,39,31,34,47,30,34,28,70,38,40,9,22,40,24,32
455,21318,21100,21388,13435,11207,11027,21869,12070,6528,3352,3557,2900,2629,2409,1953,1561,1664,2363,1506,4315,4900,7901,4864,6003,2137,4225,8386,3475,4947
456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,73,250,154,157
457,590,1312,2082,979,575,279,179,75,88,47,41,41,19,19,21,23,14,16,12,17,9,18,13,15,2,5,16,6,6
458,1125,1414,2473,17750,40256,35655,41849,25670,39741,28324,21493,17489,28734,46311,37651,20937,23293,40391,5740,23525,20844,34066,19522,13762,4575,11309,24122,14131,14314
