"round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29","round_30","round_31","round_32","round_33","round_34","round_35"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,5.8906370914027,3.33260050121392,5.64903048312114,3.67785419864901,5.60022612017899,3.49561258583733,2.73925444582217,4.40027853669255,5.36480173445175,2.77696065271109,2.09461859560275,2.58323215489708,3.07391616281585,2.5964312605702,4.32187935704215,2.52035692871441,3.53324770047867,2.28048588760116,5.36104804516015,3.15744936530715,3.05476150405091,3.84867280889284,4.70997008829138,3.05780208601228,3.05961055769343,4.72623458231313,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2.565,3.9897,2.1413,3.3077,1.4592,0.2945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3.61,5.13869311542501,3.61544931026534,7.35024778728652,4.34312510678559,5.96450035429942,2.81520855597245,5.66738922452258,3.33762536854736,5.56200232401221,3.48402765821858,4.40840115898721,2.57253972927377,4.40842345172553,4.42106357503787,2.75875106329338,2.61036417731297,4.30143943885051,3.66495815243604,2.27183442762471,2.05409097848455,3.28101338713166,2.33787333896422,4.22947489650228,3.3495534111985,4.95633467264109,3.07319137780926,4.79952492550545,5.28465892589104,3.09288510373493,0,1.6113363062682,3.57722563945753,7.00730554411393,NA
0,0,0,0.57321183151735,0.916720745662714,0.556185737511884,0.550510372843396,0.88894132912748,0.539159643506419,0.879681523615736,0.539159643506419,0,0,0,0,0,0,0.49810165140913,0.488238252371325,0.788552796759216,0.780506339649428,0.667521705295707,1.07822321765922,0.751704604535239,0.928430454176556,1.48265595788294,1.80321040495372,4.09794481905387,4.38452029215797,3.19594988096163,5.26367715040215,3.68687468906149,3.53541538200871,5.94249111686393,3.29482178079997
3.705,5.8311,6.30534446274263,3.12968990240143,5.31491316135776,2.76251121415154,2.74919349244568,3.76894678911768,2.25799931694504,3.61115159129981,2.2295174624029,3.87806345890073,4.44835537870562,2.72553291494391,2.64616730723592,4.13131640840617,3.44487377677655,2.09026050777958,2.16200875252124,3.33421863502218,3.49383067199828,1.90483799997995,2.86530120815449,1.57508697131875,1.39265506884434,2.24904070462671,0.88199524813355,1.27986273507659,0.396754774494297,0.243172281141666,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.33,2.1483,1.1172,0.9021,0.0906160085555147,0.146307097146925,0.0896720917997281,0.146307097146925,0.146307097146925,0.0896720917997281,0.146307097146925,0.0896720917997281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,4.58573934185879,2.87555586207948,4.44084355764942,2.7632079161907,3.10624655456197,4.454096045595,3.93989697891727,1.88062868607476,2.07705521227907,3.51538928318744,3.64892581716391,2.55357363350637,2.54098022899992,5.78334675262041,3.513245615866,5.44242737279204,5.42408925318971,3.28061175304315,5.26284357195647,2.9206567273881,6.21312183742479,3.27112941021536,0,3.39325184142962,5.47419148277982,2.94484031762793,4.89690535330617
4.96,3.30083517485932,6.28062551498156,3.92841265661213,3.86386238770157,2.73002318708656,5.47106677608619,3.68149976239541,4.57536454444003,6.40544619961574,4.36833780111747,6.6787829723483,6.80285037781742,4.08039516164004,3.40953360754725,6.10971229173795,5.01960265375814,3.9394173371087,3.27835915214832,4.82302887747597,4.51646792638647,2.94218715889678,5.55861792588769,3.26334481704653,3.61575062030751,4.50831928638178,3.00937554719717,4.98505746530236,3.34738546919975,4.60546568353939,0,3.17125491104675,1.97943154899297,6.42438547727231,NA
NA,NA,NA,NA,0.8928,0.5415,0.8835,0.5415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.565,2.16315,2.4304,1.4744,2.3808,1.444,2.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.091143564384928,0.708326989977723,1.04015527911528,0.936304848323171,0.92694179983994,1.49710217326621,1.48182562047778,1.6160679279221,3.95082950989997,2.22474536820303,3.86411886073461,2.04884518630769,3.85398435269293,2.33849824755335,2.31487705313362,2.68787347580422,0,0.991291688765658,0.277949907255941,0.453497217101798,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.28276292290285,2.83500329494099
NA,NA,NA,NA,NA,NA,NA,NA,4.27409189891414,3.10482862607251,5.19667161684324,2.78257195169342,3.41964213073937,1.88241102672202,1.68517679354308,2.38594682437046,2.21071972680594,0.738439319588258,0.81661452687409,2.33152367182574,0,0,2.49204961478635,1.5117996840195,0,0,1.91015817617294,0.332650092960419,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.82,7.49104262870695,4.16211587349862,8.23446847038841,4.94305115192888,8.33497124896412,3.76171902542964,6.34130249440928,6.05909475929909,3.79479222790242,5.96970497281977,2.91765633218885,4.95581528853893,2.5947335422405,2.86091456844533,3.69784317180763,4.05675959997316,2.00255336105779,3.71299833135054,2.26427618838881,2.03294425343388,2.97597745046492,1.26544985094856,1.60445817009199,1.10258306270126,0.582414646918664,0.274689789623572,0,0,0,0,0,0,0,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43908847364832,0.957588818386037,1.5466001224119,1.93667698534284,1.3695558125526,2.36295744023769,1.53914118831362,2.87526940112045,1.55542761096664,0,1.50878006834776,1.37160798319978,4.71422483011449,NA
NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1.9,3.58993072271752,3.40115504408561,5.80282661444171,3.68664283550054,5.03036893678315,4.8276571293409,3.21120157928017,3.65243560358466,2.01264563222648,2.39962836689243,0,0,0,1.49156136903032,1.03930242036465,1.25711567325469,2.21454241715607,1.59284542586489,1.2569773851719,1.61708694070739,2.99937943019459,2.118457533248,3.54512129798881,4.55949141342718,3.29700282575814,5.28636801335261,3.14414595314931,3.42397768286099,7.04995899909234,6.83278216222083,4.15004035227526,5.96931380002521,3.08280374110893,5.23661024470334
0.475,0.46035,0.1862,0,0,0,0,0,0,0,0,0,0.0880986292845673,0.448557806705195,0.79592971738146,0.482949612385331,0.478071333472348,0.772051825860016,0.764092528686202,0.463436496733398,0.375337867448831,0.330003315142452,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.325,6.12940300553544,3.50618121598623,6.28851946248423,3.33330511061007,7.00577908071447,3.73716945184893,5.38660495215887,6.30861191135226,3.44004160502463,5.78878959310077,3.0812802041384,4.89982928435824,2.70124003797572,3.20717865751865,4.77278190156598,4.95025432250098,3.03836800679748,6.13307700355163,3.82479850819026,3.60521161894916,4.98832019920006,2.71893345232935,4.74539529085348,5.31811799470326,3.31780704253121,4.43736874119076,3.0410509989712,4.68435853498704,2.80198349888822,0,3.06603524424164,2.41929439760484,3.71921416502145,2.27220352672807
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
0.285,0.46035,0.2793,0.45105,0.2736,0.44175,0.27075,0.44175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3.515,6.7347228645124,5.83419303471303,3.20693078649006,5.22669671147244,2.96499729265589,2.67815893180074,4.4262982788202,4.80820108176397,2.68431210898256,4.53089672091036,2.58586545620941,3.68548428021384,1.92451889481815,1.90692953978833,2.66941958863836,2.14338563699475,1.6829512561009,1.6748194054798,3.59842797704815,0,6.4820692371061,4.22425905569203,2.96127182617688,4.42173341065696,2.71075527722738,4.16933248777,2.64030100428773,5.02251875247082,3.66267792506644,0,2.54840087943759,2.84891077275176,7.89931472209035,NA
0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402076802552191,0.24396982761312,0.394035266501147,0.239041144226996,0.385993730450103,0.234112460840873,0,0.234112460840873,0,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
4.185,2.08284622111945,4.59007414451145,2.53255818025691,5.1793675956934,2.67497145239564,2.70490012299222,3.90914706419205,2.64614284362443,4.27464130352027,2.15498746906059,2.74506491364052,1.68625248464523,4.02957949432018,3.59946404245558,2.35100718847781,2.31824284231184,3.7173778985475,2.15524374031785,3.73471553091271,3.14779296304052,1.25813890473171,2.45106171965401,1.36749476749009,0,0,0,1.1254118033826,0.653486880341957,0.311875961171165,0.0920305178668796,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203236744790759,1.91591276197455,1.38446592392344,2.39094243099888,3.57587944096291,2.97209413957104,3.12280627565264,5.22222708059883,5.2596369354689,2.33938222160891,3.78849452847141
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.48,2.11458139474958,4.11264889666405,2.47214461383935,4.32839080351371,2.96900280785866,4.83262687950703,2.4618361035585,2.34386907220942,3.28301219820203,1.54078045003581,2.5162145654106,1.45775731793714,1.99097311780948,1.95150749378747,1.68061086016646,1.85199076858682,4.38484843419892,2.6338223774692,4.12370312365287,5.38822665205888,3.3696575037843,5.50491007962574,3.50776302075865,3.58069838426047,4.61293992231306,2.78454231634166,4.79059435777813,2.31666542750558,3.56725701256401,2.07495605959625,2.66526168420523,2.32532006754157,1.29392161054456,3.67382667124127
0,0,0,0,0,0,0,0,0.0934693167612529,0.152502569452571,0.0934693167612529,0.152502569452571,0.0934693167612529,0.152502569452571,0.152502569452571,0.0934693167612529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.565,2.53935,2.5137,4.05945,1.9152,2.0615,0.589,0.1805,0,0,0,0,0,0,0,0.37667490735763,1.30959489678537,1.68400666645531,3.73944456120939,2.29406115444502,0,8.40378188024354,3.19573047320521,5.07652889247581,4.464162015479,2.0686811412998,2.56129822010879,2.1749212017883,2.08690135111149,3.52268793802178,0,2.27891909375676,1.20137718887048,1.64698917379124,0.922824479284613
0,0,0.0943279375805579,0.457356864363042,0.810698361983516,2.28098799109069,2.3887961330759,2.06626675883326,4.83011090464491,2.96356119094719,5.17944506732185,3.06599721798181,4.51105666468521,2.39675375146373,2.79817954965785,3.55932263387874,2.15381548183059,1.21819235038486,1.53281694317126,0.828478062039008,0,1.49419429165657,0,0,0,0,0,0,0,0,0,0.150191434740428,0.678508308148844,1.61757968772694,1.26969567075508
0.76,0.5643,0.0931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
5.89,3.19102219514663,3.29836267554612,5.17427371118476,3.07628271060441,5.736502805961,6.77599666097744,3.74853841973559,2.89941926033106,4.68341325866708,2.92686881053293,4.88961085757028,3.14695846342815,5.22181703144234,4.92058252257172,2.0054481243684,1.9873049318405,4.02937171293131,4.75674985185902,3.14606006178398,2.60850542658778,3.72604168176272,2.63120274459856,5.46627879963206,3.37095840603955,4.62780740782298,2.46106690378925,3.70842233132356,2.26812234398337,3.53271240092281,0,1.15613000907032,1.76695632786137,1.06152821868644,1.43140511288788
2.635,1.59885,1.5827,2.55595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272342733162984,0.26323847058275,0.710979412748098,0.431403959799733,0.696759824493136,0.422688728288628,0.682540236238174,0.413973496777522,0.548897946292479,0,0.266064108436662,1.11831815696843,0.755658595645475,1.3578412794231
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.48,0.7524,0.6517,0.9021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.875,2.43862219514663,2.4139896477209,3.44672211102765,2.09072867659276,3.37565567574873,1.16690567574873,0.585803698190533,0.563652658811025,0.769239791925807,0.548098111205604,1.03449201243185,0.627438871787461,1.02371605396902,1.02371605396902,0.159885646169671,0.0797603106551368,0.130135243700486,0,0,0,0,0.296933116057628,0.61681275866694,0.374227877692356,0.604351894855486,0.366590574065982,0.591891031044033,0.362771922252794,0.591891031044033,0,0.837046090563425,0.828591079547633,0.584781380000772,1.07885541845032
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,3.09320949023082,4.43194478605339,3.81486717020117,6.26295184872535,3.57857446140538,5.93300503853145,6.31970628792801,3.33224632841032,3.4545618391045,5.43690006606069,3.5025549956061,2.02756894515199,1.51590832080921,1.7739134613741,0.416955220857323,0.529147332301734,0.24207093928311,0.394957848304021,0.326161885858132,0.532158866400109,0.245481624854567,0.271159852826088,0,1.11962320035061,0.970124761373072,0.670642662293163,0.944280730809711
2.17,1.3167,1.3034,1.8042,1.08823640830282,2.79101678908014,2.87730742234844,1.50692513668569,1.88083151958552,3.03803785979367,2.04874796307002,3.30926710455889,2.35949105163044,4.02508635935035,3.99784510468891,2.35513518381455,2.383238426531,5.1778552830093,6.05473764386197,3.69786664390679,2.96479580451398,4.9425876360615,2.50367157174744,4.04367582932947,3.25241494306943,4.11185525024967,2.52623794104082,4.24880588971723,2.59601314183449,3.12815271339957,0,3.0643128621057,1.69280458915878,0.957461734648256,0.601767282490324
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
0.155,0.09405,0.0931,0.15035,0.0912,0.14725,0.14725,0.09025,0.766672947186439,1.36924379114045,1.01560728843949,1.64047303590568,0.995295142670698,1.60733216649344,1.59076173178732,0.964826924017513,0.429524077820522,0.550668019018313,0.276616160371745,0.167808947848955,0.166078958695873,0.397511116980129,0.243635845891047,0.397511116980129,0.0792868763482557,0.129362798252417,0.0792868763482557,0.129362798252417,0.0792868763482557,0,0,0,0,0,0
6.51,3.47317219514663,3.58336267554612,5.48117371118476,2.87385544532154,6.22162441624866,5.36686141155504,3.909321624674,3.61677250349359,6.89695336917479,4.18312036021756,6.75684020289879,4.12873743157012,6.17895909204603,6.02997128279617,2.4307035853125,2.54391260365215,4.28155683028724,4.73516565662754,0,0,0,0,2.1073349365094,2.59506661496535,4.2754346069699,2.22012709998854,0,0,0,0,3.67368995915349,2.42176769403014,0.787438888797612,1.26763589669187
2.945,1.3167,1.50010793297377,2.42306907699816,2.02764542060633,4.33187026805986,3.95431730798482,0,0,0,0,3.29721455511995,3.01847688370734,4.98866819704711,5.10261962947007,0,0,0,3.98495965496278,2.41695301653488,1.85092350206308,2.11864624569317,0.844613293444685,1.49840766875591,1.11963247402349,1.9446314837736,1.66295887823536,2.82096318661788,1.14668269531393,1.85470238227545,0,3.26997317278569,4.16512778422698,2.50264507757382,3.47172785812064
NA,NA,NA,NA,NA,NA,NA,NA,0.104523661312413,1.16025713769767,0.794733179511339,2.27312762342836,1.46196569396812,2.7697791460633,2.74208135460266,1.55583003341401,1.53995421674652,1.73296781943916,2.65558498463118,1.02450076061083,0.918778763766874,2.59255032772602,1.55751745974214,2.66819866495147,1.61866034875101,2.86111981878169,1.34777037997375,2.51149532937486,2.82953236652221,1.08927650835309,0,1.43334814930508,1.41872214778156,2.87163033053313,0
NA,NA,NA,NA,NA,NA,NA,NA,1.77876014519761,4.1117210980861,2.58937125820214,5.21727361507461,2.53863055337052,4.54418694199495,4.38462597331582,2.52521186615449,2.48686345359407,2.7625408935583,3.71203815204474,2.30100984644634,2.13698638292061,4.13417458609891,2.02125733064735,3.41718416617956,1.98640618111563,3.20756635648406,1.27625939585054,1.18339526753524,1.18339526753524,0.283326690427406,0,0.164021892121294,0.164021892121294,0.328043784242587,0
NA,NA,NA,NA,NA,NA,NA,NA,2.52517594457111,5.12782982047088,3.04602988772637,4.72525656965813,2.73738568593837,4.44259778521855,4.69772719982958,3.17861770393547,2.62693974644997,3.31506617270397,0,1.78694342130077,1.78389925093554,3.75873477554651,1.79570565908904,2.73601954203783,1.45959108430946,2.54396113492834,1.25401286823751,2.35852254706836,2.49279173822377,1.60761778696121,0,2.24041753597575,2.55642136399922,4.72469152174059,0
NA,NA,NA,NA,NA,NA,NA,NA,1.64489171837411,3.92944716649116,2.47876107933584,3.90754139533949,2.24612977955275,3.47258859032381,3.3810454274876,1.7058980882589,1.6758255724449,1.94480398531658,3.02640789474711,2.07324662465853,2.02742766597256,4.31578606345349,2.22342891388744,4.09321226679629,2.39651802753981,4.16950766698856,1.83095031485903,2.2260765396441,2.02188560671564,1.54251181329576,0,2.29000199653875,2.42622556348994,4.94895696085969,0
NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.585749626488256,0.574150623983538,0.927309726561397,0.56255162147882,0.908385038264225,0.443340345470243,0.723344774188292,0.443340345470243,-0.175577919927348,-0.175577919927348,-0.107612273503859,0,-0.175577919927348,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,0.0972875857165034,0.158732376695348,0.0972875857165034,0.158732376695348,0.0972875857165034,0.158732376695348,0.158732376695348,0.0972875857165034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,0.280155472601979,0.457095771087439,0.280155472601979,0.305177096368142,0.0921702127556225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.198583096528805,0.324003999599629,0.291037003770547,0.474849848257208,0.474849848257208,0.186513342458134,0.186513342458134,0.325802702319218,0.325802702319218,0.199685527227908,0.214231930313729,0.34953630735398,0.419399287575579,0.677440217668133,0.300000745999034,0.637932304919819,0.588951993295175,1.27342322479403,1.40769241594944,0.958913800258405,0,1.22607703780899,1.54880884380448,3.17311511708822,0
NA,NA,NA,NA,NA,NA,NA,NA,1.99286618392387,3.0380856783635,1.74218915451679,1.72769511116955,0.856248338313046,1.23210131752806,1.26698258540948,0.761160729209589,0.6402711897367,1.0339932693546,1.02333354492826,1.44087083018237,1.52384432108708,2.46115845160156,1.03998494974484,1.679324585155,0.933702498734568,1.52340934004061,0.933702498734568,0.324845747886425,0.150266294194084,0.0920986964415353,0,0.15092676619922,0.15092676619922,0.301853532398439,0
