"round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29"
7.61714285714286,4.72173965159614,4.73691529598676,6.84928068094544,4.39208095726569,6.23334254205667,5.64502498549139,3.64496852574624,3.46530318426511,5.28992191949535,3.28064701223192,4.77217254864215,2.72619151221713,4.47690612961332,4.44952289527408,2.63414837561273,2.74954770570385,5.19319978439294,5.80925281945402,2.92130111316201,2.41238483314913,3.19127639361318,2.11264430557872,3.46206108805714,1.8230556590152,2.18114200345481,1.21365847219941,2.56729644624116,1.57865763818119
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.354285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961039389428822,0.156801163538387,0.0961039389428822
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,4.29059998478169,2.72350853869166,5.39139914399696,2.85123219157886,5.41420487846161,3.39495987836751,4.6122157978102,5.64103668205895,3.05206214037299,2.62456490413843,4.34499340599469,5.30092711946638,3.72478299300245,3.53558999728828,5.30691468178834,3.5599740499426,5.59966262608253,3.46651523744198,4.04042862479998,2.0443734856882,4.40812163606835,3.66705160142993
0.217142857142857,0.896826568724256,1.06600553078883,1.02520542893,2.26454380313787,1.60495793407347,2.60046331386958,2.30375565015163,2.19682531313844,3.59225782704101,2.20385630642553,4.59528211619403,3.43393111815387,6.52672946210904,5.36226533364677,3.27910078830464,3.93237171516107,6.1376038764065,2.90712124169142,3.42407014815069,2.55996499126308,1.72919574528394,2.82219261227293,1.13480741093467,1.21316690946047,3.22795449512263,2.17455391410086,3.34001267621685,1.91459906199414
2.38857142857143,3.50742857142857,2.7776,1.05314285714286,0.510171428571428,0.206285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.38857142857143,3.06636324304373,1.88070073846795,3.32723781251226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.213947622062949,1.16705562940106,1.33169614363781,3.92066083604788,2.80207039806991,5.20117341931496,4.19227067459393,7.99542221426376,8.68037869262133,4.80526543904278,3.98819801973705,6.14989515261389,6.66092958187921,4.34707890947113,6.78770096009971,3.42844815329208,3.27661988589842,6.11335567978822,3.73306240476154,5.37298184678208,2.35926908019379,4.7175494668249,3.31236354951971,5.60473322935298,5.11891151959804
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.54285714285714,2.14971428571429,3.472,2.00097142857143,2.89097142857143,1.13457142857143,1.00971428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06739381965955,0.641254479329163,1.03568905273897,0.628299843383119,0.621822525410097
