"index","round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29","round_30","round_31","round_32","round_33","round_34","round_35"
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,5,7,7,8,8,10,10,11,11,11,13
33,3,3,3,8,9,11,12,12,16,16,17,17,18,18,19,20,20,20,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24
34,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,1,2,2,2,2,2,4,4,6,7,7,8,9,10,11,11,12,12,12,12,13,17,18,18,19,20,20,20,20,20,21,24,25,25
37,0,0,0,2,2,2,2,2,4,4,5,6,6,8,9,11,11,12,14,16,16,16,16,16,18,18,19,20,22,23,23,23,25,NA,NA
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,9,9,9,9,9,9,10,13,14,15,15,15,15,15,15,15,15,15,15
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,4,4,4,4,5,6,7
42,2,3,3,3,4,5,6,8,8,9,10,14,17,17,17,17,17,18,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
43,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,2,2,4,4,5,7,9,9,10,11,14,15,17,18,19,23,24,25,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,6,8,10,11,11,14,14,17,20,23,23
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1,1,2,4,6,10,11,18,20,20,22,22,22,22,23,28,29,32,33,34,39,40,43,43,43,45,46,47,47,49,51,54,56,57,58
48,0,0,0,0,0,0,0,0,0,0,0,2,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,4,4,5,5,7,8,8,10,12,13,15,15,16,18,18,22,25,26,31,32,34,35,35,36,37,37,41,42,42,42,44,45,46,51
51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,2,3,3,3,5,5,5,6,7,7,9,10,12,13,14,14,18,18,20,20,21,21,21,21,23,23,23,23,24,24,25,26,30,30
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,3,3,3,3,9,10,12,13,17,18,18,18,18,22,23,24,26,30,31,32,34,37,39,39,39,39,39,39,39,39,39,39,39,39,39
59,NA,NA,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,6,8,8,8,11,16,18,20,21,21
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0,0,1,4,4,6,8,8,9,12,13,17,18,20,20,21,21,23,26,26,27,29,29,30,33,36,39,41,42,46,48,50,51,51,53
62,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,5,8,8,10,11,12,13,16,16,20,24,24,24,24,24,24,24
65,4,7,10,10,10,13,13,14,17,19,23,25,26,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,33,33,33,34,35,39
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,3,4,8,8,8,8,8,10,12,13,16,16,16,16,19,20,20,20,23,25,26,28,30,31,34,35,36,39,39,39,39,39,41,41,42
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,6,6,6,6,6,6,8,8,8,8,10,12,12
70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,3,3,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,12,12,12,12,12,12,12,12,12,12,12,14,14
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,3,4,4,4,4,4,4,6,8,9,12,12,12,12,15,16,16,16,16,18,18,18,18,18,18,19,19,22,24,24,24,24,26,26,26
75,0,0,4,4,4,4,4,5,7,8,11,11,11,11,14,15,15,15,18,20,20,20,20,21,24,25,26,29,31,31,31,31,31,31,32
76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,2,4,5,5,5,5,5,5,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
