"round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29"
6.82,2.2572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73587836880842,2.24439067765207,0,0,0
4.96,1.07809805978965,4.29735480227986,4.48159249850885,4.56477933474225,2.89427982498927,6.92002411222294,3.1024641086972,2.864162610666,1.28984454660663,4.36221155676945,4.66051930073576,4.71446102876132,5.08774919374436,5.0172372108138,2.56204166592521,1.30560900907374,2.07907947820927,2.56311382881552,6.58506894671266,6.65903768799949,4.05000871598448,3.75765045168401,2.44750967329847,3.32509723305187,0.326117389110505,1.04177867808913,2.33289099488671,2.75929802007558
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.34,1.06168292672601,7.60799059613875,4.27010222233911,1.87545725059751,1.94398257599025,1.6101773405085,1.429234283355,0.426848469489394,0,0,0,0,0.774170292311538,4.28984877074805,5.61013963733747,0,0,0,0,0,3.25375289783832,6.47283921487884,3.80314820770508,3.85521265599392,2.60452644645851,2.61700846419444,3.58039549024118,2.80384632973452
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1.3788367742058,3.48355381301481,1.14356371345136,2.14340944843478,2.80043963865705,0.793550528149687,0,7.06800385639142,8.29333960483296,1.57603469632102,3.28169307079614,5.23503032033627,3.29043175911116,1.26246678844408,0,0,0,0,0,0,0
4.34,2.58258559043494,3.79460634409478,3.97601460079313,1.6293269388038,1.95537903924842,2.43206663702401,1.80594845796047,2.35492113697535,1.94968105610819,2.5926905913252,0.740146785506181,1.09294882583803,1.16394130837976,8.2538690794374,8.29980114992322,3.99393002339043,7.37347441465829,7.06025048580985,4.60545196467439,7.64680259705643,7.19533958302507,1.59786230577658,2.77395481312478,3.18878493961879,1.88271076655638,1.26839857537069,1.12105637937755,2.22015049771018
5.58,1.1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,11.6780746369356,5.86030912459236,4.70172471394118,1.28736159818372,6.15404874137735,3.31429780638843,1.41720131647724,2.63443778763213,9.93949619285298,7.30922428258259,5.36435624858106,0.976083278794627,0.966322446006681,0.664250821027018,4.7135088943531,2.88860805264115,1.29395252579601,3.26788903240854,3.89100390142752,4.84212862675315,6.47869880409826,0.411311025972882,1.34206092007806,1.7681003420681,9.27435089485662,5.51790666196806,1.6305984607117
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.28,3.19477246170005,3.04581729848837,9.77875546503713,4.52420887882323,2.47350029058385,1.50876629204004,7.46117986708693,4.43444249721357,3.01432886835343,3.39855942741372,4.87954609822465,1.14858764886868,2.51242936853918,3.19263369637372,4.52424986022857,3.94521141559904,2.31165057582631,2.8787680181103,1.52643638705294,0.463678281054138,0.786730293157248,2.93122072750745,11.1401866024084,8.06173461675989,5.75846746840485,1.07731524605885,1.84473645381833,1.90131472731521
0,0,0,2.26229232426318,3.61801727105977,0,0,0,0,0,0,0,0,0,0,0,0,1.99760963795399,1.95805301145985,0,0,0.689348738890261,1.11347962087064,0.387264705774846,1.04039093038287,4.0831752162831,5.38883765262922,10.2230232245607,5.93071331568206
5.32,4.2966,3.26537768235159,1.96172961370276,1.23604255331056,1.41591841710102,2.75183988934848,4.93193965605438,3.1884333604038,3.55408450777601,1.85429654382971,4.08758060493718,4.3181513966141,2.72143430962578,2.42771857431142,3.72864435379718,2.15250688778923,0.660605631121068,2.04612998563316,3.86206350564564,4.30381183507718,2.22412747376377,1.61193463350662,0.978080337298692,0,0,0,0,0
NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.365967982888971,0.59088580570615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,2.72260336075206,2.25134996418999,1.42814452769745,4.50935403152635,3.96083446033411,8.37568959446685,5.49748626962372,2.27638020839494,3.63551186207732,1.0456692576425,2.75163446031133,4.23561333942491,1.98703925003993,1.59737142434138,2.06703479824761,5.39618703080534,4.75530409727793,2.71574341050714,3.88152758229032,10.49483568116,5.32866087216121,2.10208711877785,2.10703915924677,2.84102244247365,4.13645250321057,1.31605178306488,9.75910648488674
1.24,2.11957994482908,6.82753676183801,4.61147068656374,5.13467621383917,3.22933032028303,8.75342996586907,4.84635331175538,5.73323584459057,6.25503953334772,3.93521400152737,8.37435843785185,4.18706038302278,3.02574436824509,2.31153793852405,5.53018143754006,6.21017641451404,4.58178184086247,4.75162556099602,2.19084649436856,1.09031522900791,2.62592795325851,7.19523890530752,4.52016051370344,4.49584570051661,4.5010699413744,2.64578139862879,4.077002683263,2.13909691270281
3.72,2.2572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.368780172565199,2.83508833343003,3.52985976244817,2.01439113724225,1.18837009354841,0,0,2.70496705979644,10.2687846839194,4.25689926705578,3.53755820186319,1.38942573357524,1.93095684905432,1.17165478486167,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04812513945403,4.79713111183111
NA,NA,2.65486175257283,3.61928208882182,9.96365225195141,4.3095483610017,3.22171179223155,1.69540729543562,2.09482676861934,3.09499430544708,6.24897198003739,2.33251842726012,2.59794777282175,0.801640801109307,0.373778863703345,0,0,0,1.30641297645028,8.00296012355967,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2,4.95028779767204,3.40881986236104,8.23855412163236,4.16431963585766,4.87402947945378,3.85249088379646,7.75351089347494,6.15053882725627,2.7061681769246,5.01302909811216,1.52322592009801,2.69057113108011,1.67892873279161,3.12806693545532,5.7069394569378,4.06907803809176,1.6932463930804,3.59977254134733,2.5315090097292,0.725762235606649,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87418517170444,3.91243500869414,0.619262910585994,1.47139491628123,1.66369115978426,1.83919106181397,0.799251282830664,1.96787189020274
NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.8,8.14798802513198,5.89591262928316,8.82237640568809,2.04934736613917,2.66725258062728,0.584554364817349,0.75589189176407,1.22096432411786,0.3724,4.40835724757653,0,0,0,0,1.14,2.03276543140442,2.70875926577297,2.51409558520716,2.27507574815196,2.94205853665563,3.79145311706452,1.99979331388209,3.9418216113358,7.3486772563125,5.85173031802085,5.45288751365159,1.88158390807994,3.5160247344538
0,0,0,0,0,0,0,0,0,0,0,0,0.359467556305039,1.83467133559864,2.6597832829351,0.875259668792208,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.04,3.81746353929043,2.7214218588535,5.11760622331847,4.15204406871979,10.4249390849254,5.17235549928493,2.52632774966432,5.40252269057467,2.89338484398023,2.67555223228389,1.61190562071677,3.11056316823045,4.72759148815727,5.90449704643977,4.25823750122323,4.47854836591101,3.26558053737877,7.49134498753472,4.78661488621147,1.60218858949817,2.61947383363468,2.05811731821172,3.32111479247658,7.76774934904819,4.87376527012991,4.1018923923426,3.63559052958103,3.84193333125595
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
1.14,1.8414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.04,5.55507501145722,4.21779760209323,1.03905535247574,4.61097261162507,4.18744671634273,2.28207189209599,3.56326256808478,6.35120949435146,3.51306527291999,3.66868080788509,0.721260838590922,1.18564208358874,1.38676667354732,0.990175090858794,1.63646756907246,2.13717371494223,3.59504278489357,3.69755104051692,4.53508203697527,0,2.06936448539497,4.21833472916558,4.67349173021416,3.26609764233611,2.65421435989721,4.85316624830878,2.56919822740868,7.39507562680315
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56749216303475,0.951113793118827,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
3.1,0.812084447301692,5.20974628703534,5.15407882649818,8.4880895012222,2.69181183096761,0.76558481373262,1.85859503585161,1.66911131809925,2.77928913725032,1.19157591194912,1.84589402827259,3.12709288254331,9.49634117386884,4.84236433828027,0.871320072042474,1.99901053317689,2.4179486432969,0.706568901077644,1.81085437562259,3.2240130918757,1.57682694529912,2.12194795318926,1.29005707941459,0,0,0,0,0
NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.812946979163036,7.80315105034175,4.80957018336009,2.05636262467176,5.18228048505801
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.34,3.01537325078775,8.10765899061594,3.02262041843113,2.4651780971974,2.68109749120283,4.46748356342555,1.20100965038108,0.367505854255566,1.8356862749995,1.55297259856967,1.85877059030601,1.11895959492189,2.13674612603578,2.64153930410156,2.99562468238996,2.96322770278753,8.44016167466547,4.76311000148621,1.30365029808248,5.84165330248008,4.44051140667342,3.3485010546073,3.44988166867072,3.82785785559525,4.17961076995402,1.74315616611823,2.05010347925598,1.59966007157498
0,0,0,0,0,0,0,0,0.368091071404717,0.600569642818223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.52,0.7524,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45542686560332,5.05599245154372,5.61355869017296,9.35667999319378,2.5803498700628,0,3.74488212071953,2.26681875003722,4.82765492768818,2.42526029035908,1.53102391431627,1.82917853771067,3.0233677963391,3.48448715488951
0,0,0.36446721899965,1.75910875112648,2.77007180454519,7.18337709450063,4.37077962067556,2.67170251375346,9.23302424345577,3.66622922681788,2.38318956440224,1.50235280889995,1.92183246808618,1.52866948061961,2.68272044024105,3.02688365414477,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
13.64,3.35908878058651,1.03714201406559,1.10503874807848,2.06774344927828,6.70992819252218,7.96775190787445,6.73727037465835,4.01832903853461,1.10615932028665,1.03098549227723,1.74059728444481,2.81342949237087,7.35607306207558,6.58282411064348,1.86267857207339,0.325950976116208,3.9808000636108,7.32959957949772,3.90315515346312,1.90247960838579,1.65842260722881,3.8824731026308,9.91504730549461,3.48192217736928,1.11679365374904,0.708134286947553,2.4599603278389,1.19968629673721
1.24,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10416485850627,1.06193045476068,1.78419889205933,0.690654130663155,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.96,0.725688780586507,0.345958590883613,-0.612168421006803,-0.371331958735088,0,0,2.0502348386545,2.34363226438613,0.539436607851867,0.328127048840482,0.529845956239433,0,0,0,0,0,0,0,0,0,0,1.18773246423051,2.4819288606586,0.341838913156511,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,2.44921789522319,1.10503874807848,3.79086299034351,9.54916945820653,6.80961879215878,4.26127794230539,2.34363226438613,1.10615932028665,5.14119208116562,8.2974409929078,2.81342949237087,7.35607306207558,8.16377378651544,3.17326648040282,1.04828549016386,1.07448286326599,0,0,0.32611810763546,1.0510231690769,0.321454446710292,0,0.328415207725159,0.535835338919996,0.336363786300088,0.548804072384354,0
0,-0.7524,0,0,2.06774344927828,8.03106366200256,8.14370657016348,2.04677268148561,0.674739667490815,1.08988212606806,0.676550616165943,1.09280728474383,3.21116806893017,10.3727160656279,8.29328649009325,1.86267857207339,0.665206073706546,6.2452474923603,9.61478968035843,3.01777491123369,0.720499836819529,5.57822960812075,3.01490433704074,0,3.49157220844643,6.12514307803966,2.84164325406179,5.34840281407234,1.19968629673721
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
0.62,0.3762,0,0,0,0,0,0,3.06669178874575,5.47697516456181,1.03098549227723,1.09280728474383,0,0,0,0,0.665206073706546,1.07448286326599,0,0,0,0.524478307790477,0.321454446710292,0,0,0,0,0,0
5.58,1.10188878058651,1.03714201406559,1.10503874807848,2.41236735749132,9.92004738461982,10.056860906026,7.78633480358162,5.3580864578534,4.64444954167789,3.15759474894496,1.09280728474383,2.00698004308135,6.69467953459009,6.58282411064348,2.24192719436613,1.04828549016386,5.67312994740653,7.38147597859085,0,0,0,0,0,5.58651553351428,13.6656794529644,3.00402876277304,0,0
3.72,0,0.684123043776184,1.10503874807848,2.06774344927828,7.37049592726237,7.47666268116113,0,0,0,0,0,5.61954412062779,13.2118399314866,7.67996146241739,0,0,0,0,0,2.74482740593178,4.93628297484317,0.719598244746269,1.17862694685414,1.04021565482277,1.65796846304348,2.12642762424476,3.50532681137714,0.795772419998828
NA,NA,0,0,0,0,0,0.661557971032296,0.405471014503665,3.81139038601177,2.66481921412376,4.39061100357028,2.64047246118803,2.04011100812804,1.4032932114405,0,0,0.698920197435013,4.5316837862347,2.28072691550296,0,5.59753222323507,3.36281000060849,0.611355253696487,0.37087812131752,1.23695892158222,1.53167419646481,2.52811314310488,2.51977700204128
NA,NA,0.809116659026041,0.623957047776067,2.70599783335483,4.3276223817436,2.58571011484487,4.82466283112522,0.807336546990123,5.73607005057774,3.84155008235799,5.01491916057898,2.64047246118803,2.04011100812804,5.13128742333704,2.22262279480762,0.347284120288781,0.560839607791817,4.42908841104716,5.07279383259749,2.2627459459049,3.73168814882338,2.63405720071221,1.24477077090258,0.37087812131752,0,0,0,0
NA,NA,0.809116659026041,6.16017197173099,4.10944169189014,1.85063441399715,2.23096769978059,2.95374984830601,2.40582732555077,8.45480962280571,3.04644517580204,5.01832814466388,3.01758390877572,1.30474952169695,4.41546613871335,3.57390788629803,1.66637384842937,1.28010249430011,0,1.90060576291913,0.439335392074595,4.47044170015827,2.63405720071221,1.89400614755006,0.31564526913173,0.509497336459251,1.53167419646481,2.52811314310488,2.51977700204128
NA,NA,-0.0363810268617337,4.3233437262584,2.99479024941237,1.85063441399715,2.60035485904414,4.23391286146402,0.807336546990123,4.46560658857382,3.07058854361399,4.38720201948538,2.26336101360034,0.610190255428415,3.08303737840805,0.975154987254724,-0.520887659088247,1.26704022395011,5.79713761796246,5.85298614213217,3.08368867650182,4.47044170015827,2.63405720071221,1.24477077090258,0.37087812131752,1.23695892158222,1.13345610329785,1.89706891730628,1.2533644445926
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30845798521611,2.2627459459049,0,0,0,-0.423570374563538,-0.691088505866825,0,0,0
NA,NA,0,0,0,0,0,0,0.377151148394923,0.61535187369698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,0,0.588027524128188,0.724122396532158,1.18260859890687,0.361218127019485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,0,0,0,0.661557971032296,0.405471014503665,0.597495192526597,0.366206730903398,0,0.362538976645257,0.591510961894892,0,0,0,0.691639778711732,0.691639778711732,0,0.425886349460067,0.694867201750635,0.792290640349947,1.2797578817021,-0.436946281128702,0.509497336459251,1.53167419646481,2.52811314310488,2.51977700204128
NA,NA,0.809116659026041,4.9356198080826,3.36634073023829,1.85063441399715,2.60035485904414,3.54449981796721,0.794002417673523,1.28252285254739,0,0,0,0,3.69964485408966,2.22262279480762,0.347284120288781,0.560839607791817,0,3.07794398028815,3.4608130008193,0.71681037654276,0.384260960569724,0.620488669916169,0,0,0,0,0
1.52,1.85423468687652,1.21424696351548,0.36031433787057,0.662861033596021,1.182738631018,1.86877732067081,2.77341847858097,2.75542551985453,1.94925925969749,1.1843666466719,1.28681263335229,0.694795995856793,4.21075464542518,3.5655410383471,0,0.352668798353056,1.38375743117045,0.839628299365035,-0.709284384127527,-0.110616711641647,2.69653081338031,7.46100239530478,3.01502172584903,1.57619062171778,1.20861273033209,0,0.547084610580846,2.93670669744331
1.14,1.8988929905349,2.47990661240642,0.364028918673359,0.669765836029313,1.182738631018,1.86877732067081,3.95943663897501,4.39224079539559,2.65851851939497,1.63265989226647,5.68830488895805,4.75948789806689,7.21679904058196,4.17057246726816,1.10172359034057,1.08001515964543,1.97728056306604,0.416237133562866,-0.683818374113231,5.54237051285664,4.1286810867245,1.82506978224997,1.19245822899615,1.57619062171778,11.2440142392034,6.83002981355939,1.21954776360482,1.4639714633808
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.52,2.5059286603566,1.85327192552991,3.4422923188993,5.58872928656662,1.182738631018,5.18096379037689,4.82765926029331,3.21796538906485,2.65851851939497,1.63265989226647,5.08112585389535,5.09322865281321,8.38586428660171,4.17057246726816,1.10172359034057,1.08001515964543,1.97728056306604,0,0,0,0,0.56499468402439,1.19245822899615,1.57619062171778,5.52345133058811,3.35859272433263,1.21954776360482,0
1.14,0,0,0,0,0.759541062525914,1.86877732067081,2.77341847858097,3.21796538906485,2.65851851939497,1.1843666466719,4.36210003213579,1.49993935445683,-1.1123145059217,0.592808571771136,1.10172359034057,1.08001515964543,1.97728056306604,0.839628299365035,0,0,0.765377358066682,1.23628584837192,0.405693309516534,1.16221785690499,5.52345133058811,3.35859272433263,0.661183057960456,0.0199062825883117
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.687571596858317,0.687571596858317,0,0,0,0,0,0,0,0
1.52,2.5059286603566,1.25326937375303,0,0.669765836029313,0.4062696657524,0.615982519385104,0.377537673171515,0.412971923791601,1.26279629671261,1.25265989226647,10.5457371694597,7.41131674606468,7.25053363465922,4.76482930699267,0.367080000212124,0.352859074865674,0.569782206619775,0.406284452032384,0.662885158579153,0.579235642157735,1.139077772362,6.6673683493001,4.10855982396075,1.57619062171778,5.52345133058811,2.95127441792008,0.0508898915503865,0.0197031572557779
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771014492308079,1.88788747822999,3.82065297448743,4.26220336762371,7.5865200914635,2.66998663070307,0.431666097418693,3.57806699092524,2.58367740962159,1.31276833170626,0.793497753735251,1.90271313870041,1.1643593566652,0.712234203837401,0
0.76,0.6138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4312479108612,5.81354813286618,4.86278399964618,0.431666097418693,2.64505252690134,7.2387901001092,2.14958288404036,0,0,1.1921639532439,1.1643593566652,1.9154086496496,2.41681545451861
0.76,3.48454270130609,2.52029631568325,2.67788056492421,3.15435404278134,5.09673116642947,3.01850518801474,7.54181328462077,3.20135396498537,1.9882115189615,3.48033056734267,8.7754986683832,7.63082109457469,3.11473468371363,0,0,0,0,0,0,0,0,0,0,0,0,1.78175771861891,4.09571743690695,2.41681545451861
0,0,0.764608853592417,2.67788056492421,3.15435404278134,5.09673116642947,3.01850518801474,8.21318363281578,3.60477068274961,1.9882115189615,3.8585547805511,10.6619772394796,8.90647203524132,3.11473468371363,1.62225098689171,1.88788747822999,0.636006314252319,0,3.71844247654252,2.66998663070307,0.858630199987096,3.69967340819584,2.22541359561486,1.96370541893869,1.18857415534373,1.90271313870041,1.1643593566652,1.9154086496496,2.41681545451861
0.76,1.32277431857326,1.20353071911512,2.67788056492421,3.15435404278134,5.09673116642947,2.66310873513313,6.95621475204565,3.20135396498537,1.26128414612077,1.89112106604214,7.53749388536566,8.268646564908,3.11473468371363,1.62225098689171,2.5559430836685,5.10916428562561,4.65403429572742,0,0,0,0,0.420940146018157,1.96370541893869,0,0,0,0,0
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357499393913382,3.71882982131607,2.29766733450503,0.431666097418693,3.57806699092524,2.58367740962159,1.31276833170626,1.25353680923699,2.61326232415691,1.62155999194281,2.64217824540205,1.17675266335818
0.76,5.68927922455851,3.83706191225137,2.67788056492421,3.91065888677387,6.31848469242052,3.72929809377796,12.7412324389411,5.62185427157078,1.9882115189615,2.72388214092582,7.52907348634563,6.99684304914556,2.7374849855253,1.62225098689171,2.5559430836685,6.37523511730024,0,0,0,0,0,0,0,0,0,0,0,1.22817640062146
6.2,0.7524,10.0139128235152,8.35554711603767,4.56477933474225,2.89427982498927,3.52575912736037,0.75139917631227,1.72118734387209,0.632023827837249,3.81717959437264,4.28406888234663,7.07228427653299,8.81319809045477,4.39947743843416,2.56204166592521,0.635621249903948,3.01914342521568,6.45509366468448,10.9675263520618,11.0961752423314,6.79463068951575,7.73441293577651,5.5627228417025,8.03115822996663,2.2532085555583,0.532086266443455,0,0.37199488274642
13.64,1.07809805978965,1.77611544198125,3.97130070651767,9.25691363895212,4.70992249109078,11.5248883120082,5.3605849795128,0.706227468867239,2.02104328732867,8.25905840693105,7.28865717861364,6.67939149076925,5.08774919374436,1.81658071679954,0.642041666569644,1.30560900907374,2.07907947820927,2.88749709225772,7.1195660175851,9.90687035921239,6.05994211977925,3.75765045168401,2.79403197101904,7.23072027370904,2.2532085555583,0.532086266443455,2.67220235710765,3.00290718177935
7.44,0,0,0,0,2.57203879427783,4.64517479257291,1.08062673368374,1.72118734387209,0.632023827837249,0.523446538143473,2.23655836807658,4.29223914407353,4.47610585475461,4.39947743843416,2.21861062431398,0.984588175788919,1.07183588112899,2.27068284409537,3.63143598151574,3.18476795915051,3.97212393298478,3.75765045168401,0.693663585150222,0.542987258596012,0.319461932189882,0.515797911348248,0.314182207828251,0.314182207828251
