"index","round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29"
598,1,0,7,0,1,0,6,0,1,0,6,1,1,2,5,1,2,2,5,2,0,2,2,1,1,2,0,0,1
599,2,2,0,5,2,2,9,9,7,1,2,2,2,2,7,2,2,2,1,0,1,1,1,7,1,1,2,1,1
600,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
601,2,2,8,2,2,8,2,13,2,5,2,2,1,0,2,4,1,2,2,1,1,0,0,0,0,0,1,4,1
602,NA,NA,0,1,1,4,1,0,0,0,0,1,1,2,6,9,2,1,0,0,0,0,1,1,1,1,0,0,0
603,2,2,6,2,2,2,2,5,5,2,2,1,2,2,2,1,2,1,8,2,7,2,8,2,8,2,2,2,7
604,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,4,1,2,0,0,0,0,0,0
605,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,1,1,2,13,2,13,13,2,16,0,2,1,8,6,2,12,2,1,17,17,0,3,13,8,2,4,6,6,5
607,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,9,0,0,0,1,0,0,0
608,0,0,1,1,1,4,2,6,2,1,0,0,0,5,2,2,2,-2,0,0,0,0,4,2,2,6,2,9,9
609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
610,1,4,2,2,2,8,1,2,1,1,5,5,6,2,1,1,1,1,2,0,1,7,6,1,1,1,1,0,0
611,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0,1,1,0,0,0,4,1
612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,0,3,0,0,1,2,1,0,0,1,1,0,1,6,2,1,2,0,2,1,2,1,0,0,0,0,0,0,0
615,1,2,5,2,2,2,2,2,2,6,2,2,2,0,2,2,1,1,1,2,8,2,5,9,2,1,2,2,2
616,1,1,1,1,0,1,6,2,2,1,1,1,6,2,2,2,2,1,6,1,0,5,2,2,1,6,2,2,2
617,0,2,5,0,2,4,2,1,1,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0
618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,0,0,0,2,2,1,1,-2,0,0,1,1,2,0,0,0,0,0,4,1,0,12,0,0,0,0,0,0,0
620,2,13,1,2,2,5,2,2,1,9,2,0,0,0,0,0,1,1,1,4,0,3,0,8,5,8,7,1,2
621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0
623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,1,4,0,1,1,0,5,1,0,0,1,1,1,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0
625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
