"index","round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29"
376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,1,3,1,2,1,0,2,1,1,1,8,2,-1,0,0,0,0,3,2,2,3,2,2,2,1,2,7,10,2
378,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
379,1,0,1,0,2,0,0,1,1,2,0,1,2,1,2,1,2,1,2,0,1,2,0,0,0,0,0,2,2
380,5,3,1,1,2,1,3,1,2,1,1,2,10,8,3,5,1,2,4,8,2,13,3,3,1,2,2,5,2
381,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,2,3,3,3,2,0,0,0,1
382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,1,1,1,1,1,4,3,0,1,10,2,2,1,1,8,6,1,2,2,1,2,1,1,1,2,1,0,2,0
384,0,0,0,0,0,0,1,2,2,3,9,2,2,2,3,2,0,2,2,0,2,0,1,0,0,0,0,0,0
385,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,2,1,2,2,2
386,5,11,2,2,2,2,1,8,10,6,7,2,2,9,6,9,8,2,5,8,5,14,3,8,0,0,1,2,10
387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,2,3,2,1,2,1,3,2,2,3,6,2,2,6,3,5,2,-1,2,2,1,3,3,3,4,2,1,2,2
390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,4,0,2,1,0,0
391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
392,5,0,3,1,4,2,0,3,1,1,2,1,0,5,8,0,2,0,8,3,1,2,2,2,14,1,2,13,3
393,2,2,2,1,1,1,1,1,1,1,7,1,7,2,1,2,1,6,1,8,1,2,12,2,1,1,1,6,6
394,0,0,0,0,2,13,10,3,2,0,0,13,2,0,18,1,3,13,8,13,2,0,0,0,0,0,0,0,0
395,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,2,2,3,2,0,9,2,3,6,3,0,3,2,1,2,2,0,3,1,0,0,0,0,0,3,3,0,0,3
397,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,1,0,0,1,1,1
398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,6,8,8,-2,0,0,2,0,0,0,10,3,1,13,0,2,3,0,2,0,6,8,7,2,6,3,3,7,8
400,11,1,11,1,10,7,2,3,7,4,15,16,7,13,5,11,3,8,10,9,14,0,11,2,8,15,13,10,8
401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,2,3,3,1,0,2,2,3,0,8,2,6,1,2,2,0,3,3,1,3,1,2,2,2,1,1,3,0,0
403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,1,1,2,0,1,1,1,6,6,2,1,1,0,1,1,1,6,4,4,3,3,1,6,1,3,5,2,8,11
405,8,2,6,3,11,11,3,7,3,2,5,6,1,1,9,8,16,0,3,0,0,1,0,2,0,0,0,8,9
406,3,2,3,9,6,3,11,9,6,2,10,8,2,13,4,2,10,10,3,6,3,12,2,6,14,2,13,3,3
407,0,0,0,0,0,6,3,5,3,2,2,3,2,2,2,2,3,1,3,0,0,2,1,0,0,0,0,0,0
408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
409,6,2,2,2,3,3,2,7,2,13,5,3,1,2,1,2,1,2,6,3,2,3,1,2,10,2,2,0,0
410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1
412,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0,1,1,13,1,3,1,0,13,0,1,1,1,3,2
413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,1,2,1,13,1,16,3,10,12,12,2,7,1,0,2,2,0,10,3,1,2,5,7,5,0,0,0,13,3
415,0,6,4,0,9,13,3,15,0,7,5,3,13,9,2,2,9,12,13,11,1,9,1,5,10,3,8,0,0
416,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0
417,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,2,1,2
418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
419,1,1,6,0,3,3,16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
420,0,1,0,2,1,0,1,3,2,3,1,1,0,4,0,1,1,2,1,0,0,3,0,1,1,0,0,0,0
421,1,0,4,1,4,0,1,1,2,1,1,0,0,12,15,2,3,10,5,13,2,8,2,3,2,3,2,6,2
422,10,6,3,1,6,0,4,3,0,6,1,7,3,8,5,2,3,1,5,0,1,11,12,10,2,1,2,5,0
423,3,3,3,1,3,3,10,0,1,0,0,5,3,0,0,1,6,6,15,2,3,3,3,3,1,5,1,0,1
424,3,3,3,2,6,3,3,3,2,3,2,2,3,1,2,2,3,1,1,2,2,3,3,2,2,3,2,1,9
425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,3,1,2,0
426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,8,15,3,5,0,0,0,0,0,0,0,12,3,5,5,0,0,0,2,2,3,12,11,2,2,1,2,2,5
428,0,0,2,1,1,5,6,0,12,2,1,7,11,8,1,5,3,3,7,15,5,2,0,0,2,5,2,2,5
429,0,0,0,0,3,2,6,2,1,3,2,8,6,15,2,1,1,2,2,11,4,0,0,3,1,0,2,2,1
430,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
431,2,2,6,1,9,2,2,5,3,2,3,0,0,0,0,1,2,1,15,1,3,3,2,2,3,1,1,1,2
432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,0,1,1,1,1,0,1,0,1,2,0,1,2,0,2,0,2,1,7,2,0,3,2,2,2,9,3,2,2
435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,2,1,3,2,1,2,1,6,1,1,2,1,0,2,1,1,0,1,0,0,3,1,0,2,0,1,1,1,1
437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,3,2
438,1,2,2,3,1,2,2,1,9,0,0,0,1,2,2,6,1,2,0,1,2,0,1,0,2,1,0,0,2
439,0,1,1,1,0,0,0,1,0,1,1,2,2,2,2,2,0,2,1,2,1,6,0,9,1,0,0,0,2
440,1,1,6,5,11,2,2,2,6,2,2,2,2,11,2,2,2,1,2,0,3,3,2,0,1,2,11,1,0
441,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
442,-2,0,0,0,1,1,6,2,3,2,1,2,1,1,1,0,-1,0,0,2,1,3,2,2,0,2,3,2,0
443,1,0,0,2,0,0,1,1,8,2,2,2,2,4,2,1,2,1,1,7,2,2,1,1,1,5,1,1,1
444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,3,5,3,2,11,2,2,1,3,10,2,2,7,0,2,1,2,0,2,0,0,1,5,1,2,0,1,0,0
446,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,0,2,1,1,2,2,1,2,2,1,2,0,0
447,0,2,3,0,3,2,2,2,3,0,0,0,1,2,0,0,2,2,2,2,1,0,1,2,0,10,1,4,3
448,2,2,2,2,3,2,1,2,3,2,2,1,0,7,2,1,1,2,0,2,3,2,1,1,1,2,1,2,3
449,2,5,3,2,3,2,2,6,1,1,2,2,0,2,4,3,1,1,1,2,1,1,0,0,0,1,0,2,3
450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3
451,3,6,3,1,3,2,1,2,3,2,3,1,12,0,2,8,2,0,2,6,3,2,4,2,1,2,2,2,3
452,3,1,1,1,1,1,0,0,0,5,1,1,5,0,1,2,1,2,2,0,2,2,15,2,8,12,2,2,0
453,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2,2,0,3,2,0,-1,0,0
454,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
455,1,3,1,2,6,2,1,0,2,2,2,2,2,2,8,2,2,2,12,6,0,1,2,11,3,2,2,4,3
456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,2,3
457,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,1,3,2,15,2,2,5,2,5,2,5,10,2,2,2,2,1,0,13,2,1,1,2,6,3,1,2,2,3
459,2,3,2,2,2,2,2,2,2,11,2,2,2,2,2,5,2,2,2,2,2,0,2,3,3,0,1,0,0
460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0
462,0,10,2,2,2,2,0,4,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
463,2,1,2,7,7,1,5,2,0,5,13,5,9,2,8,2,3,2,2,2,0,1,2,6,3,8,10,9,3
464,0,1,4,0,1,2,0,1,0,3,2,2,2,0,1,0,2,2,5,7,2,0,1,1,0,0,0,0,0
465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,2,2,2,11,1,0,3,0,1,7,5,0,0,2,1,1,0,0,5,2,0,1,1,0,0,0,0,1,9
467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,3,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,3,2,3,2,2,2,2,8,2,2,1,0,3,2,1,2,1,5,6,2,1,2,2,1,1,1,3,2,1
470,NA,0,3,2,3,1,1,1,0,7,1,2,0,0,2,0,0,1,2,1,2,2,2,3,15,2,3,2,2
471,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,3,2,1,2,0,4,2,2,3,2,2,3,1,1
472,3,1,5,1,1,2,1,2,0,2,2,2,1,1,2,0,1,6,0,2,0,0,0,3,2,1,0,0,0
473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
474,0,0,0,0,0,0,0,1,1,2,2,1,2,2,2,3,2,0,0,0,0,0,2,3,2,8,11,2,13
475,0,0,1,1,6,2,1,1,1,0,1,0,0,0,0,0,7,1,0,1,0,0,0,0,0,0,1,0,7
476,0,2,0,0,0,1,1,0,0,0,0,0,2,2,0,2,2,2,1,2,1,0,0,0,0,0,0,0,0
477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,0,1,0,1,0,0,0,3,1,1,1,1,0,0,0,1,1,2,2,0,9,1,1,0,0,0,0,1,0
479,3,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,2,0,1,0,0,1,1,0,0,0
480,NA,NA,0,3,1,1,1,0,2,0,0,2,3,1,1,0,0,0,0,1,2,2,0,0,0,0,0,0,0
481,8,2,9,3,3,8,2,3,9,2,0,2,6,2,2,6,1,1,8,15,0,10,6,2,5,1,3,3,5
482,3,2,2,1,0,0,0,0,0,1,1,2,1,2,5,1,1,1,1,1,0,0,3,1,2,2,3,2,3
483,3,1,2,3,3,1,3,3,1,2,3,2,1,2,2,2,3,2,3,2,0,5,6,2,3,2,2,3,3
484,12,7,3,8,3,9,3,11,2,2,3,2,2,2,8,8,7,7,3,5,0,8,9,0,10,2,3,6,3
485,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,1,1,1,0,6,1,1,1,4,0,3,1
486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1
487,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,1,1,1,3,3,2,6,1,1,3,3,2,0,1,1,1,3,0,5,1,0,3,1,1,1,0,0,0,1
489,1,1,3,1,3,0,1,3,7,3,10,1,2,1,7,16,8,2,3,14,0,12,13,2,3,2,3,1,16
490,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,7,1,3,0
491,1,0,1,1,0,1,3,3,2,2,1,1,2,0,1,3,6,2,0,1,0,0,0,0,0,0,0,0,0
492,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,0,6,0,0,1,0,2,4,0,1,0,0,0,0,1,0,0,2,1,0,0,2,0,0,3,2,2,2,2
496,NA,0,1,3,2,5,2,1,1,2,2,1,1,4,1,2,3,2,2,4,9,5,2,2,1,1,0,0,3
497,2,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,2,3,3,6,2,2,2,10,2,2,0,3,3,2,4,2,-1,0,2,2,2,1,1,0,3,0,0,0,0
499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,13,2,3,0
500,9,3,3,11,1,1,10,2,8,1,3,3,3,7,2,2,2,7,0,5,1,2,9,2,2,10,2,3,3
501,0,0,0,0,0,0,0,0,0,1,2,14,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0
503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
504,1,0,0,0,1,1,1,2,7,0,0,1,1,4,2,1,0,2,2,1,1,0,1,1,1,9,1,1,3
505,4,11,3,3,2,7,10,5,5,1,7,8,6,2,1,2,6,2,2,5,5,2,2,2,3,2,2,1,1
506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,0,0,0,0,0
509,0,3,2,2,3,2,2,2,1,8,1,2,1,2,1,0,0,6,2,2,2,1,3,2,1,1,2,2,0
510,8,3,3,0,3,0,2,0,0,0,0,0,0,0,0,0,1,1,6,3,2,0,6,2,0,9,1,5,2
511,NA,0,1,4,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,0,1,0,0,0,1,1,1,1
512,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
513,3,3,0,0,0,0,0,0,0,0,0,0,3,9,2,0,-1,0,0,0,0,0,0,0,1,0,0,0,1
514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,NA,NA,0,2,3,1,6,7,2,2,1,1,0,1,0,0,3,2,0,1,1,1,3,6,1,0,2,2,2
516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,3,3,2,2,0,2,0,2,2,2,2,2,5,2,2,2,3,2,2,3,2,2,1,1,0,0,0,1,2
518,3,3,1,0,0,0,0,1,0,1,0,1,1,1,1,1,3,2,1,1,-1,8,0,1,1,1,0,1,1
519,0,0,3,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,3,6,3,2,3,1,4,0,1,6,1,2,2,5,0,0,0,0,0,3,3,0,3,2,0,1,2,2,2
521,2,0,1,0,0,0,0,0,0,0,0,0,1,1,3,1,3,1,0,0,0,1,0,0,2,2,1,0,0
522,0,5,2,3,2,1,3,8,2,1,0,0,0,1,2,3,3,3,1,0,0,0,0,0,0,1,6,6,6
523,2,-2,0,0,1,2,0,1,2,0,1,1,2,2,1,7,3,9,7,15,0,5,16,5,0,0,8,2,1
524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,1,1,1,0,0,0,0,0,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,5,3,2,0
529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,0,0,1,3,3,8,2,2,1,2,2,2,8,2,1,0,0,0,1,2,0,4,5,2,2,2,3,4,1
531,0,0,1,0,0,0,1,2,2,2,6,2,7,0,2,7,2,15,0,2,0,6,14,3,0,0,0,1,2
532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
533,2,2,2,0,0,2,3,0,0,2,1,1,0,0,0,3,3,6,0,0,0,2,8,3,10,2,3,2,1
534,2,1,0,11,3,0,0,0,2,0,2,1,2,1,2,2,3,3,2,1,0,11,2,2,0,0,0,0,0
535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,2,0,9
538,6,2,1,6,2,13,2,2,6,2,4,5,2,5,6,2,1,2,5,8,2,2,2,8,2,0,1,0,0
539,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,6,2,1,16,2,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0,1,1,2,0,0,0,1,2,1
542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
543,1,1,2,11,2,9,0,0,0,0,1,0,1,1,0,1,2,1,5,2,1,0,0,2,0,0,0,0,0
544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,7,0
545,1,2,0,0,1,0,1,2,13,6,8,1,1,2,6,2,1,0,1,1,2,8,2,1,8,6,2,12,7
546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0
547,2,1,1,0,1,1,1,0,5,2,0,0,1,0,1,1,1,0,1,1,1,2,1,0,0,0,0,0,0
548,1,1,2,2,7,2,2,1,0,1,1,0,0,4,1,13,1,2,0,0,0,0,0,0,0,0,0,1,0
549,2,2,2,2,2,7,2,2,0,0,2,5,1,7,2,2,2,1,0,5,4,0,0,1,1,6,1,2,8
550,0,1,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,8,0,1,1
551,0,0,0,0,0,0,0,0,0,1,2,17,2,2,1,1,2,0,2,7,2,6,12,2,12,2,2,2,2
552,0,0,1,1,1,1,1,1,1,2,1,7,2,1,1,1,6,0,1,5,2,2,2,2,1,1,2,6,7
553,13,2,1,2,1,0,0,1,0,0,8,1,0,0,1,0,1,1,1,0,1,4,2,1,3,2,2,0,0
554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0
555,NA,0,6,9,2,2,2,7,1,0,2,0,1,8,2,2,2,2,1,0,0,0,0,0,0,0,0,0,5
556,1,-1,1,0,0,0,1,1,12,1,0,0,0,0,0,0,1,0,1,1,1,0,0,5,0,0,0,0,0
557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,5,1,1,1,1,1,1,1,0,1,1,0,0,11,1,7,2,1,0,0,0,0,0,0,1,1,5,1,1
559,10,2,12,6,1,17,1,0,1,5,8,9,2,1,8,2,0,1,0,6,2,2,1,0,0,0,4,1,1
560,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,2,1,1,1,2,2,0,0,0,0,0,1,1,2,2,-1,2,11,0,2,2,5,5,5,8,5,5,2,5
562,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,2
564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,5,5,1,1,1,2,1,5,2,2,5,1,5,2,12,5,1,6,1,2,1,1,1,0,1,5,0,1,1
566,NA,NA,NA,NA,NA,11,2,1,5,1,9,10,0,0,0,1,0,0,0,1,4,2,0,7,2,2,12,1,1
567,9,8,1,1,2,1,1,9,6,2,2,0,0,15,5,8,8,13,0,0,1,1,1,1,2,0,2,2,1
568,2,0,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,0,1,0,1,9
570,0,0,0,1,9,2,2,2,9,2,2,2,2,1,2,1,5,13,9,1,2,1,2,1,2,2,0,1,1
571,12,1,2,2,0,0,0,0,1,1,0,1,1,2,1,13,2,0,1,2,0,2,0,2,2,0,15,8,2
572,4,1,1,0,1,0,0,0,0,0,0,0,1,2,1,2,0,5,1,5,2,1,0,1,1,2,1,5,1
573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,1,1
574,1,0,0,1,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,4
575,6,7,1,0,0,6,2,0,9,1,1,1,0,2,1,4,16,1,1,2,1,2,1,2,1,1,0,0,0
576,13,2,2,7,9,3,2,2,2,8,2,2,5,8,2,2,5,2,8,2,9,0,2,9,7,6,5,2,2
577,12,2,12,2,2,2,1,2,2,8,2,5,0,2,13,1,2,12,11,13,2,1,8,2,8,2,12,8,5
578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
579,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,0,1,0,1,1,0,1,1,0,1,1,0,0,5,1,2,1,1,0,1,0,2,0,0,1,0,0,1,0
581,9,2,1,9,20,11,0,0,7,0,8,0,8,2,2,0,6,1,16,2,1,6,5,17,6,2,21,5,2
582,1,1,9,12,6,0,5,13,1,1,5,8,4,5,3,1,0,-1,0,2,1,0,0,0,0,0,0,1,1
583,NA,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
584,13,6,0,6,12,7,6,2,5,5,2,6,2,5,2,2,5,8,2,2,1,0,5,5,2,6,2,12,8
585,5,2,6,7,2,2,9,1,7,2,2,5,2,1,1,6,1,4,1,2,2,1,1,1,0,1,0,0,1
586,2,1,0,0,1,1,1,1,0,1,2,7,2,0,6,12,2,1,2,0,2,1,2,1,1,2,5,13,2
587,0,0,7,2,2,2,8,2,1,2,2,2,2,2,0,6,1,2,5,2,2,0,7,2,0,0,1,0,1
588,0,0,5,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,2,2,5,2,2,2,1,8,2,2,1,0,1,2,2,-1,1,2,1,0,1,9,5,1,2,5,2,4,1
591,0,1,1,1,1,1,0,4,0,0,0,1,1,1,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0
592,1,7,0,1,0,1,1,1,1,0,1,1,13,1,7,7,1,1,8,0,0,0,0,0,0,0,0,0,0
593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,2,5,2
594,2,7,2,2,1,1,1,12,2,2,2,1,0,0,1,1,1,2,1,1,1,1,0,2,0,0,0,8,1
595,0,1,1,1,1,1,5,5,2,1,1,2,1,1,0,0,0,0,0,1,2,6,2,0,2,1,1,0,1
596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0
597,2,5,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,2,1,0,0,1,1,1,0,0
