"round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29"
8.88666666666667,5.1324962601955,4.63973451198456,7.16416079443635,3.07716111680997,5.37503296573279,5.73439581640663,4.13008337033695,3.70421280830676,5.75925594897366,3.14499793365068,3.40881655269625,2.48451622273801,4.09697715124585,5.00212374989887,2.95620959576479,2.98228878459918,5.61814863755069,5.01374554940172,2.72964229546225,2.19355611464952,3.51898118426848,2.24301633193966,2.90616523978858,1.46370828557783,1.90583304429612,1.30269943019255,2.81115171086364,1.58046610241401
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112121262100029,0.182934690794785,0.112121262100029
NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,2.66761005304629,4.53648357940748,3.04600900395586,5.06541350434806,3.07127510202307,6.10771290193596,2.86359694279114,4.68454161916563,5.92699325984006,2.79748724041194,2.8094244123675,3.82615473387118,5.76516860673616,3.90250713084374,3.00231823178197,6.1914004620864,3.91705535738965,6.05243209469305,2.6364116563348,3.47078671257585,2.08623478631338,3.89891252580528,3.6318845038389
0.253333333333333,0.839630996844966,1.24367311925363,1.19607300041833,2.64196777032752,1.74578425641905,3.03387386618118,2.29588958659233,2.31532414514222,3.48315305713648,2.1479681223377,4.94394789577573,3.87113422499181,6.29891722424509,5.78786511118756,3.57228425302208,4.14707375542669,5.35703577146291,2.4733778604729,2.81824001540807,2.78902296588322,1.7750109823137,1.70982969593016,1.04123884832445,1.27280544628901,3.76594691097641,2.4124127616859,3.48458617279569,1.99555060873772
2.53333333333333,3.2736,2.02533333333333,0.3686,0.3968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.9,3.16409045021768,1.94081752821261,2.4351107812643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.24960555907344,1.3615649009679,1.55364550091077,4.57410430872252,3.26908213108156,6.06803565586746,4.63888083902874,8.35459258315742,8.9444290854065,4.39589285892387,4.13232858409326,6.44060760447306,5.91977652122485,4.03924566872814,6.22837633230532,3.71611068064621,3.56828841775316,6.69526436288569,3.58694353476355,4.01718993252068,2.00032039921993,5.01990275210562,3.71629373817443,5.35797523922031,5.4951210226245
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
