"round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.89,3.1977,3.3418,1.1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86793918440421,1.12219533882603,1.81245584229319,1.09952472592046,0
6.51,2.79624902989483,4.65347740113993,2.79618009823697,4.4097930348364,3.66596757107009,5.78804951683002,2.98404384889775,4.82424998779523,2.19615432765192,3.62750789677106,2.98808036913726,3.72050870291432,6.2713281139725,6.27994652596175,2.84016977943265,2.17512176747942,3.12962636130678,1.94088946399,4.35286500724306,5.46188529929103,4.08257808327754,5.07904236716215,3.1903456073917,3.54137384236794,1.35046437764065,2.1498511148326,1.33449578468907,1.70877762466522
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.1,2.050841463363,5.99569529806937,2.66058415989893,4.70406060358526,3.12860857200478,1.37407820063714,2.2687800537455,1.00224848741805,0.700033118377958,0.209023735059239,0,0,0.387085146155769,2.14492438537402,3.43031419422245,3.39566455589697,1.68450429319208,0,0,0,1.62687644891916,3.23641960743942,3.5284505527717,3.91121834545983,4.37411300016665,3.25538662337415,3.07943833611755,3.51571322192894
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.689418387102898,1.7417769065074,1.25430605995755,2.8134816307248,2.34255036470312,1.04705803383385,0.841035259222487,4.19445028110285,4.14666980241648,2.93257297370246,4.20776890663588,3.90322767558791,4.29587990234558,2.21947404463374,1.61231156196447,0.618481204439777,0,0,0,0,0
5.89,4.16979279521747,3.22730317204739,4.07399357719394,2.71196664144929,2.94581674701681,2.54522108437826,1.50825610818714,2.39349388699968,1.87781475703433,2.4620312584654,1.3254171102461,1.34903422450551,1.19193587565027,5.02746684858682,4.51740110536891,4.50133282564141,10.3912463405618,6.78833131461817,4.5623391094099,6.03029895038297,7.31755022155178,4.54736379850418,4.98464719807493,2.89791171925871,1.79143830988095,2.21264783279665,1.50188357296697,1.50270432888186
2.79,1.6929,1.6758,0.9021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.24,0.5643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,8.01816328371877,3.48849105374834,5.47537889648696,2.29439289429515,3.6942282654415,3.00784555263036,5.70727123051159,4.99791457755916,7.50575715905742,4.03620876686459,2.1270768475685,1.11247830550774,3.16099569609917,1.6499419121586,2.07713705805465,4.01424354948113,3.00109480070525,3.43252867679464,5.16539633325575,2.55480702497559,3.94310056311896,1.09390273530593,5.31491621206773,3.64300350201808,3.62929902279079
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.04,0.6138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.94,5.93738623085002,2.67430864924419,6.51871168798559,3.76993478519794,6.03025772619248,3.01648758543163,4.97970758028831,2.9716043946268,5.2008178337247,3.93867317479971,3.94693748328904,2.23992443489948,3.69598773338191,2.54278726591491,3.03976234273149,2.94120957600581,4.81011777533071,4.69035566996877,1.47162724095711,1.10522021182795,1.63861588338497,1.70213312328134,5.9713257507144,5.52549965953474,8.2855007618418,4.45212102922355,3.80160196111159,1.82951980123193
0,0,0,1.13114616213159,1.80900863552988,1.0975477612762,1.0863482943244,0,0,0,0,0,0,0,0,0,0,0.998804818976996,0.979026505729927,1.58122409591043,1.56508915615624,0.344674369445131,0.556739810435319,0.531413234943651,0.864869834636565,2.36718529712679,3.22501820080987,7.19352669781084,7.27531453275088
5.13,6.138,6.0160888411758,2.29756480685138,2.23454488177983,1.69873174072362,1.75849505109407,3.62106116829381,2.97013662487614,4.21835238363493,2.52136495211676,3.83878247811304,3.67179129985234,2.61336282406783,2.53716374740842,4.08443964001436,3.03715171913313,1.46152540096255,1.68930059244038,2.4699468729479,3.82111722160775,2.29559932732168,2.93656723510835,1.60110390553123,0.484100368966019,0.781788297250709,0,0,0
NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.182983991444485,0.295442902853075,0.181077908200272,0.295442902853075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,2.07537394422475,3.39160874767912,2.70877093929275,6.48716888261567,5.88491469280086,3.65509400832868,4.56649906585052,1.64975552406627,2.51243294591428,2.97085264305239,3.21604876180087,2.09669625167187,1.64244878220056,4.01424349687974,4.06391727878833,3.01154192437133,3.42717981381042,7.50676351795086,4.56704003524252,6.09467818285904,5.40058502796543,2.07771310799712,3.12174583122867,2.06447264523226,6.96846175656471
1.86,1.63548997241454,4.04616838091901,3.38651125574422,5.91416985291861,3.87562894335966,6.99539985199251,4.06981538354676,5.60171874654533,6.92758576406202,4.75153402145429,7.34629009435407,5.27205114115569,4.10487119093508,2.42606906288555,5.23346112444366,5.00986428631724,3.98562394161286,4.27893135913941,4.75917740810322,4.34395720774235,1.99791582131698,4.16502839836196,3.5990435201469,4.4961505664012,5.83063144296125,3.50596962119986,4.2890363123187,2.37934122794981
1.86,1.1286,1.8228,1.1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.96,3.0096,4.8608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0.1843900862826,1.41754416671501,2.08161091583686,1.87601296112388,1.6650989521234,1.61045270393209,0.949874766427453,1.35248352989822,5.1343923419597,3.46754223738751,6.80249708324502,2.80187800398023,2.73425752545875,1.28054025921845,0.579909944022441
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,6.33580561978785,3.94649798684829,6.49499915687627,3.00247782821866,2.64216072146429,2.40367783691853,4.18247930750321,2.69843461236624,4.39221501652939,1.54375442991211,0.966950973935494,0.640623798093796,0.29863775192793,0,0.653206488225141,4.00148006177983,0,0,3.96003505417717,0.680571508328182,0,0,0,0,0
NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.23,10.302643898836,3.60440993118052,6.5944209596522,3.76952564979754,6.55629180054307,4.02943717717988,6.31377018646436,6.18666270898901,3.72916000743043,5.6128472900946,2.10130017634831,3.85180011459614,1.60107732644481,2.39680862910552,4.22312211574627,4.56111731501032,2.57803498984665,3.83442528971954,2.12092945086481,1.45500565817015,2.02387483462035,0.35555018613053,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93709258585222,1.95621750434707,3.15948366730802,3.95966038396513,1.02549263883113,1.64793601446619,1.21483430970962,1.91282031975489
NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.42,4.38399401256599,4.86695631464158,8.48518221541003,3.94344231142758,5.70070261112924,1.9306764714431,1.20358620381488,0.905741764696264,0.556587026964395,2.82699375881808,0,0,0,0.310718840694255,0.57,1.01638271570221,2.28437963288649,2.91535643401244,1.96764152003866,2.24147791540743,3.75170940570885,2.47092592526886,3.86663736420016,5.32206306651541,4.15800230139249,6.36440279460426,3.80928720797176,3.44576900250068
0,0,0,0,0,0,0,0,0,0,0,0,0.17973377815252,0.917335667799319,1.63857569258822,0.994245444438207,0.798792979487928,0.699602824045234,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.23,6.29213176964522,2.86551092942675,4.46753488130445,3.45047751862934,7.77127265412194,4.64143956365876,6.42402480796355,7.00605801414994,2.22088963559692,4.01229229959475,2.2526452323485,2.89305770025717,3.17780808254061,3.9245503651603,5.90946744189736,7.00887693125347,2.95091526906803,5.98494667672286,4.02609771179512,3.05136895485014,5.21460695556881,1.83824481541806,2.97029431305563,5.57965502276643,3.45464361985616,5.89636666599713,4.27904672620612,3.95140339983756
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
0.57,0.9207,0.5586,0.9021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6587,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.61,5.28233750572861,4.56409880104662,2.20503430698982,4.45698912304191,2.62364158793399,2.52609494995518,5.16421530593844,5.093709830325,2.83768863763551,4.94767839136973,2.09959772939086,2.42716144573692,1.05765648757715,0.854796054982691,1.9495434392722,1.88452061123567,2.30403449971292,2.50371585225689,5.20033907984818,0,5.47996067498017,4.25763525623267,2.66343439334881,3.70045049536307,3.64094377186836,4.05963194532245,2.61170629365295,6.19765375950004
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783746081517375,0.475556896559414,0.768071159887027,0.46594968652791,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
3.41,1.53464222365085,4.17037314351767,2.99538594670754,6.90049954053506,3.84715005187263,2.90821834678522,3.1252492747678,1.21734806591593,2.31894208655097,1.43034361502418,2.31259158276145,2.16529227680596,5.69908569240818,4.92171579512383,3.28876696681674,2.49844502591274,1.91267992720065,1.3327996117955,2.12661337129457,2.20018151729679,1.33780332435054,2.67298052253248,1.43344201235686,0,0,0,0,0
NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406473489581518,3.90157552517088,2.81125858126156,4.85249791621625,6.55397293834491
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.41,3.04288662539388,6.26722949530797,3.00406924425901,5.20693169105749,2.86697205690913,3.46633083031147,1.91450805107707,1.52543911988558,1.90751084515029,0.96211425628127,1.84722843265276,1.33596609674578,1.9977583581709,2.24282567125808,2.15916973085025,2.29111783168295,6.66387992033507,3.84835271362293,4.74655705061162,6.88502054136586,2.62791461814196,4.56615810278884,3.96739909470544,2.94008247679018,4.87631741543017,2.76636772157876,3.114857124605,1.6802119378674
0,0,0,0,0,0,0,0,0.184045535702359,0.300284821409111,0.184045535702359,0.300284821409111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.99,2.6334,0.7448,0.6014,0,0,0,0,0,0,0,0,0,0,0,0.727713432801661,2.52799622577186,3.26171761372184,7.25639555357215,4.01440194643887,0,6.08248558519907,1.903683560756,3.35950476705609,3.0435676452096,2.24495459628838,2.11509311258308,2.28485097489927,2.30846045943405
0,0,0.182233609499825,0.879554375563239,1.57284809165507,4.48883401032482,4.40043680568671,3.51562681733636,6.86812586571227,3.1425133701495,5.71758705840493,2.58429101785892,2.15251101624421,1.52309878520877,1.93619836629107,2.74804357339386,2.12352910303603,0.90885411772382,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
7.44,4.50104439029325,4.69857100703279,3.29282864241244,1.55762844174226,3.92422648163485,5.70412213255774,5.46522249100151,4.35607046018679,5.7321857831727,2.54495185650963,1.4290219723672,1.92736241978544,4.57470785938815,5.63202705509771,3.1193173742347,2.08236454130241,3.54065165571868,3.94156052725677,3.15942173528482,3.13134366393913,4.0133641919659,2.91169332124957,5.803319182434,3.66297747612563,5.37011096042338,2.09502823215841,1.7940173627826,0.950369620407643
3.41,0.5643,0.3724,0.3007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552082429253133,0.530965227380339,1.4441818752828,0.876292292711917,0.874257457109071,0.338350760981445,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.13,4.50104439029325,1.66257929544181,0.273965274670343,-0.0162168736286313,-0.299773195853847,-0.299773195853847,1.02511741932725,1.17181613219307,1.89259830388226,1.31220660343769,0.529136826863488,0.160680771339411,0.262163363764303,0,0,0,0,0,0,0,0,0.593866232115257,1.2409644303293,0.752908364051207,1.2158944418378,0.167431304403189,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,3.13228653225946,5.34384711447702,6.55859405688367,5.11437692963089,3.17759329286495,3.82882925243173,3.76608522595149,4.70744382659869,3.97731078676824,7.95247583041453,6.42250189303369,3.77461132839941,2.9530763802807,3.12595882354056,0.838076662925737,0.322624945747675,0.16305905381773,0.525511584538448,0.322087745362275,0.525511584538448,0.324934827217726,0.267917669459998,0.332389497012623,0.542319705652175,0.168181893150044
1.86,0.9405,0,-0.6014,1.03387172463914,4.01553183100128,5.79209946370226,3.41213250586406,2.76033295358735,2.21467667161439,0.675645141828379,1.09134470540594,1.94724209562888,5.74931936131834,6.81815435606643,4.01658263193265,2.8000700476859,4.67287537009343,5.36091631519503,3.38485528268962,3.19116996661144,5.30071853799783,1.87137810650575,2.70626980988037,3.28369185190561,3.06257153901983,3.16660773125411,5.7677080121067,1.99252969367612
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
0.31,0.1881,0.1862,0.3007,0,0,0,0,1.53334589437288,2.73848758228091,2.03365699799295,3.28489122465282,0.505182891215843,0.53536518495026,0,0,0.332603036853273,0.537241431632997,0.531814750505391,0.322624945747675,0,0.262239153895238,0.160727223355146,0.262239153895238,0.160727223355146,0,0,0,0
6.51,4.12484439029325,2.22857100703279,1.45142864241244,1.72994039584878,5.52928607768367,7.03538432807028,6.99279005074855,5.64129743566565,8.49100368531618,4.28490164611561,2.82264376428336,2.59807536975788,3.91030109579944,4.96110649970912,3.11221789898002,2.48270300349449,4.70245387470283,4.56302186295282,0,0,0,0,0,2.79325776675714,6.83283972648222,4.23996011315837,0,0
4.34,2.6334,1.48206152188809,0.552519374039239,1.37935386174611,4.25451034900495,5.45857751920108,0,0,0,0,0,2.8097720603139,6.60591996574329,8.51512517549336,0,0,0,0,0,1.37241370296589,2.46814148742158,1.69144806188459,3.00759351665832,0.887249789016623,1.43044849821535,1.58852271780788,2.58164763721031,1.42951941384093
NA,NA,NA,NA,0,0,0,0.330778985516148,0.202735507251833,2.25736548287042,1.543681346198,4.10100069479102,2.6526458376559,3.19362530781168,2.85571624511049,0.612691402763613,0.4213537615974,0.349460098717507,2.26584189311735,1.36124196772716,1.34749204886123,4.69694685920918,1.68140500030424,3.02131207178407,1.83287628317908,0.930395406554626,0.957011387571334,1.88253603234355,2.50941218761035
NA,NA,NA,NA,1.769941684849,2.48222226164412,2.64585397409985,4.57614260643441,1.65812169554851,5.32910040884265,2.33268144270457,5.37549460557836,3.22180352136122,3.50268875187539,4.76322990943028,1.73025475325685,1.6994257047074,2.05698193680035,2.50652771267293,2.71712640746944,2.46179700699584,5.96360400471684,2.44840157330856,2.43280834874184,1.47586102262383,0.609683642891057,0.181615574871981,0,0
NA,NA,NA,NA,2.46753546789713,3.94441139116376,3.19075190429481,2.40219213115158,2.31839751266568,5.74903352113625,2.7023161781462,6.69512373852496,3.03201454228888,3.08700920726956,4.71917783766523,2.19495659147426,2.15951905562954,3.4972965520378,0,1.34659530933621,1.37901897240754,3.81703813973883,1.53893780349583,3.16009302434843,1.47485123492197,1.20175174200466,0.925253900824189,1.51880523978207,2.50941218761035
NA,NA,NA,NA,1.47883337630734,3.04418368669947,2.81254650547531,3.04227363773059,1.66522657144717,4.39252652159936,1.94720067333257,4.4264043040296,2.6516218358891,2.43353967182098,3.42524631641898,0.676479381458312,0.656294528583597,1.41297015096361,2.46062593556413,3.33479436039354,3.2832074585619,6.96321352577981,2.85887293860702,2.79121353701322,1.47586102262383,1.25356658880263,0.755990598094464,1.56701391944425,1.55134378024981
NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15422899260805,1.13137297295245,1.82727862404548,1.10851695329684,0,-0.211785187281769,-0.345544252933413,-0.211785187281769,-0.345544252933413,0
NA,NA,NA,NA,0,0,0,0,0.188575574197462,0.30767593684849,0.188575574197462,0.30767593684849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,0.362061198266079,0.879255922093529,0.53889879096055,0.591304299453436,0.180609063509742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,0,0.330778985516148,0.202735507251833,0.629526581779446,0.385838872703532,0.298747596263298,0.364372853774327,0.295755480947446,0.295755480947446,0.181269488322628,0,0.345819889355866,0.345819889355866,0.21195412573424,0.424897300464274,0.347433600875318,0.620296030417114,1.00194132492112,0.169749273207123,0.901091032725635,0.542905322146333,1.51880523978207,2.50941218761035
NA,NA,NA,NA,2.09598498707121,3.34425958818757,3.00017949829241,2.69756711598218,1.68430559450218,2.4135113352573,0.389061184660026,0.628306649985337,0,0,1.84982242704483,1.11131139740381,1.27372808989766,2.05698193680035,0.277528878082549,1.71792962355819,1.73040650040965,2.79477668699868,1.88757927361553,0.661335131632089,0.188169027083112,0.307012623135604,0,0,0
3.61,3.68921734343826,1.82232348175774,0.736910920631834,0.926163723417836,0.777098355648468,1.27617638078335,1.98399224795457,1.9504025840038,3.21475398722263,1.96989608326322,1.59854335392791,0.927618021803015,2.76847975112372,2.36126452657575,0,1.24692614464308,0.988480255165926,0.599784309666809,0.323398949209754,0.615813998296842,1.12425014448793,3.67234189565524,2.84242710717219,3.02969944607064,3.03933312217411,0.772333404641714,0.865640461059175,1.46835334872165
0.76,1.87944649526745,2.16065330620321,0.752294902623128,1.54978666247639,0.777098355648468,1.27617638078335,2.57700132815159,2.77459496747207,4.52734513276224,3.01245034383103,4.18670429677349,3.21240049408934,6.50887181515573,5.85382812196413,2.69804597573805,1.81808623914683,1.88741478944244,0.748126146604148,0.626958288845746,3.11760696434574,1.85050662123994,3.62884519198047,2.66056965786033,1.35304033957752,6.60452993933509,4.20311021763859,6.12045412774861,4.14700063847009
NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.09,2.1829643301783,2.15423596276495,2.49677149803421,3.72100060604826,2.29547442387499,5.44129834944718,3.01702633196583,3.18097745686332,5.19039024703218,2.42531264066566,3.88311477924214,3.3792708714625,6.78380324701977,6.11808260501791,3.04587309246801,1.81808623914683,1.88741478944244,0,0,0.671122354117666,0,0.282497342012195,0.596229114498077,0.970351660544179,3.74424848502747,2.46739167302521,3.31681191015995,1.64571043492299
2.28,0,0,0.566386962190965,0.61397540027295,0.379770531262957,0.934388660335404,1.77027747586607,2.1874572643067,3.56938361707138,2.18507619092305,3.52360186836236,1.34215300056437,1.56010909926345,1.49531912874886,0.203034678440329,0.725420437072716,1.88741478944244,0.959821729505232,0.968867475902362,0.671122354117666,0.382688679033341,0.61814292418596,0.577881560210941,0.963797607485838,3.10281743545954,2.26040529061881,3.03762955733777,1.65566357621715
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.343785798429159,0.343785798429159,0.210707424843678,0.343785798429159,0,0,0,0,0,0
2.09,2.1829643301783,1.85423468687652,0.752586962190965,0.948858318287606,0.2031348328762,0.635969375273916,0.389787681619497,0.395254798481558,0.939389408048858,0.843683590234076,5.94414451087708,4.34451491808824,9.00254864136104,8.25066312967603,2.29761667215984,1.60712038343927,0.578239674907975,0.375934041027733,0.613366066939986,0.621060400368444,0.783372808303305,3.64159364758653,2.62381879816137,2.81109113705982,6.14696272024698,2.25585156671035,2.70513915566448,1.45567793488167
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38550724615404,0.943943739114994,2.54560184919545,2.72717954839473,5.74141478024762,3.40341553787481,2.42787507976244,4.01118345312645,1.50987413156819,2.39227805253963,1.66248983006608,1.62113633042483,0.987108944413994,1.2884465398819,0.93068277126323
0.57,0.9207,0.3724,0.3007,0,0,0,0,0,0,0,0,0,0,0,0,2.2156239554306,2.90677406643309,4.603142213562,3.00861597528231,2.84283947546126,3.98591712310452,2.37112906659064,3.47745798926814,1.05307848359553,0.59608197662195,0.582179678332602,1.55378630144675,2.16787450175748
1.71,2.36227135065305,1.64014815784162,3.08121163311515,2.84992666081071,3.88730586567684,3.08642961539804,6.37023953718942,3.09498648150988,4.65410338289965,3.35684903598895,5.41197951062631,6.71084970870609,4.19390236240205,0,0,0,0,0,0,0,0,0,0,0,0,0.890878859309455,2.04785871845347,2.6619469187642
0,0,0.382304426796209,1.3389402824621,1.96330449245484,3.88730586567684,3.08642961539804,6.70592471128692,3.296694840392,4.97991546364135,3.7496865850641,6.35521879617452,7.66333643823027,4.76068118673526,3.46103104730719,3.45950182972476,1.61495013033064,0.566858361417052,2.18695918592169,1.33499331535154,1.53499058567259,4.07198666176175,1.54640266412744,2.81337419867521,1.70699387547929,1.93320927881955,1.17646675600447,1.909060894175,2.16787450175748
1.71,1.27518715928663,0.981765359557562,2.00700812012537,2.18496003454381,3.88730586567684,2.90873138895724,6.07744027090186,2.91904764344968,4.00645217331784,2.56224428533868,4.41849938159353,5.70762957840829,3.82195279128672,3.27126148989515,3.81893931012695,3.89123157438068,3.12595548595235,0,0,0,1.78558871398329,0.210470073009079,0.981852709469345,0,0,0,0,0
NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178749696956691,1.85941491065804,1.33510966723896,1.32162371100422,3.7013132467479,1.50987413156819,2.39227805253963,1.93165598523546,1.97641092315308,1.4375484005899,2.62772028477948,1.89799938832975
1.33,3.47083961227926,2.29853095612568,4.15541514610493,3.89304570907388,4.49818262867236,3.81997849027592,9.593043412605,4.657114310923,7.17735091367273,4.20097747760615,4.78876691960752,5.76453816760981,3.63079809428964,2.89286708338894,3.51118297739436,4.524266990218,0,0,0,0,0,0,0,0,0,0,0,0.61408820031073
9.3,4.5144,8.13795641175758,4.56537355801884,7.23977225326972,5.58395490621917,4.0224453343776,1.80851138270528,2.62347323561623,0.684197510311637,2.78656919986855,2.47094480055801,4.72908695880103,7.83296992636117,7.85720475647431,3.9818396026181,1.63934001838772,3.620559201032,3.55498808229276,7.02322739779927,10.9173399366824,6.82359393422909,9.46864108541132,6.17867676560913,7.88278558287157,3.74903076029605,4.01391697387282,1.10384459539978,0.345728407468151
