"round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29","round_30","round_31","round_32","round_33","round_34","round_35"
11.9866666666667,3.49339252039101,1.92911104542135,2.32441865439433,2.56795444379634,7.50270702628737,9.00690757093387,5.53152507175222,2.86854160350727,2.83594621267767,0.908980322529794,1.9885539230427,3.13310492130269,6.71646888849022,7.99163174649074,2.8669316894545,1.97569906372604,3.41190498710521,5.2230551143318,3.45324517922726,2.30731697093183,1.95894719642078,0.976911656201126,1.9634612972764,1.67225254725557,2.21147544036575,1.38823005656432,2.8763769811288,1.79488449388179,2.92996189430598,0,6.31502260897584,5.52394053031755,0.451504263903151,1.09937859412682
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224242524200059,0.365869381589569,0.224242524200059,0,0,0,2.22786666554099,1.33842772209601,2.16169240814869
NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,4.02173982945449,2.37579659511409,3.81127980272861,3.18321775628069,5.70934355315142,4.05981555645539,5.4110634804325,2.92969633475985,6.01180346033256,2.58305258396029,4.79728790901842,6.02909756906629,3.10823093068394,2.73242472446577,1.75932145598499,6.64119564703918,5.202358114504,5.09905251211146,6.04789105068408,2.8991055248078,4.12375741014504,1.63429918185032,2.2614430438987,1.65935020612311,5.10556024385686,5.04275363090779,3.69157617129012,0,4.75915560017099,3.33623019697312,3.24426186228674,0
0.253333333333333,1.64657379346154,2.03985456995553,2.11946892042953,3.61765463443252,2.21900691656993,2.61446360514303,2.37710171039392,2.44908095526165,4.40353263972447,1.99406517492156,6.08194294033642,5.16304796585067,9.51900723004565,5.86826735796414,2.25852763588588,2.78349519527725,5.03363150331098,2.82873514301917,1.39693240327039,0.857099740307637,0.78307158915715,2.08771611203033,1.59218876214562,1.82918639016184,5.56933402723413,3.3033583085861,4.09856183247591,0.723403614790523,1.68195200563236,2.13463821373137,1.79816974960549,2.46643496146753,5.61300071948889,0
0.76,0.8184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.01333333333333,2.20952849592034,1.35638186104934,3.2274519029813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
