"round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29"
5.78666666666667,2.22353203985977,3.69983653485324,3.21144013098263,5.5218775161108,3.35356689330753,5.37094982708079,3.52349401359323,4.05808474644725,1.61129554071669,3.59845044778226,3.55682525643643,4.50645595588808,6.20193739818391,5.53505638623779,2.45778412830316,2.15040600561954,2.08441409647842,2.1555445631631,5.0676095054476,6.59830741160209,4.10736380484575,4.58623579918142,2.95249110611668,2.60948660321453,1.5623298175568,0.694519118726089,1.77932771291876,2.05652160219954
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.72,2.22778861781734,5.48946039742583,3.2966455465319,5.53060113009592,1.54807068855732,1.58254278599801,2.20280767211145,0.578029138517284,0.459504809260422,0,0,0,0.516113528207692,2.8598991804987,4.57375225896326,3.70231437346176,0,0,0,0,2.16916859855888,4.31522614325256,4.70460073702893,3.06726611220497,5.02105305700397,2.30717894431993,3.20631754054372,3.85995377699994
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.919224516137197,2.32236920867654,1.6724080799434,2.25152147253202,2.30081864602866,1.13282300221804,0.52368991083279,4.71200257092762,5.52889306988864,3.91009729826995,2.72235696645135,4.34075957768826,4.87710050566336,1.33103271804045,1.35933868626373,0,0,0,0,0,0
6.61333333333333,3.25692372695662,2.78307089606318,5.01865810292525,2.16461189788292,2.18586566384166,2.50243655929622,1.47100436281972,2.75563042216301,1.77704407541966,2.51181317269127,1.29195306015236,0.983894064835671,1.17693331456032,6.29421623576201,5.53320076661548,6.00177710085521,8.35241573445741,5.64836968217879,5.50027764095888,5.58636309773887,8.97534375821255,3.50216581668125,2.67016191334186,3.04302358775294,1.82644982396595,2.02738222546019,1.27087635962073,1.48010033180679
3.72,2.2572,0.7448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,6.52507533340152,6.58497547216327,2.51514172884333,4.57010731264946,2.7783873531282,4.00688013545764,2.07625069874634,7.08248817197928,6.38156479212572,7.64163151873479,2.86474996305522,0.644214964004454,1.48330440734365,3.14233926290206,2.1999225495448,2.49256269580617,2.69296904649027,3.48708337605575,4.02385909354617,5.61453831697106,2.62047076642358,1.35122864794174,1.17873356137873,7.08655494942364,4.30896902459436,4.20870078043873
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.506666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.30666666666667,3.36984830780003,2.79814486565891,7.42681558398079,4.4811888152682,5.64999961153906,1.56975799761271,5.71033951918765,3.51537545766707,6.02223987065406,2.7675813579464,4.45184192162415,2.25915822048921,2.46671693751581,2.59861899606352,3.76194963615217,3.19059768678023,5.48982428340354,2.30508366043903,1.72564724647149,0.772684190552096,1.4208379012918,1.7146406232354,8.3564105247924,6.79198016704256,8.8244022557331,2.84971448647856,1.62586221188583,2.039321442713
0,0,0,1.50819488284212,2.41201151403985,1.46339701503493,0,0,0,0,0,0,0,0,0,0,0,1.33173975863599,1.30536867430657,2.10829879454724,0,0.459565825926841,0.742319747247092,0.708550979924868,0.693593953588579,3.15624706283572,4.03130998210681,8.86849292956979,7.70707557778177
5.06666666666667,5.7288,5.09918512156773,1.30781974246851,2.97939317570644,0.943945611400679,2.34466006812543,4.00405318885137,3.51689724087995,3.39944484386982,2.71774177548291,2.72505373662478,4.89572173313645,2.26052565068469,2.93218652450104,3.32372401591477,3.21157451212752,0.870723753963774,1.81338745670647,2.57470900376376,5.09482296214367,1.72372406297885,3.51828609402575,0.652053558199128,0.645467158621359,0,0,0,0
NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.243978655259314,0.393923870470767,0.241437210933696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,3.68553516890136,1.42819530210443,3.73758404247997,3.15901094931545,7.7953656962913,5.72086660627791,3.58795017885487,2.77759445056106,1.98056430119836,2.05362461715464,3.60703310794896,3.5047741340688,1.45941614050438,1.79542985199061,4.66448243564293,4.3620965547811,3.27756850770779,3.08797471011314,9.18475338553273,4.78729685990074,6.13161972525406,2.42277164058471,2.14006048360292,3.76485976139321,2.13529888958483,7.21834441150416
1.24,1.92478662988605,4.55169117455867,4.51534834099229,5.60287860570835,3.81816280358189,6.58326938589311,4.96369126006035,5.71934608182189,6.29018557994416,5.0096747032283,5.94032913561026,6.67197801116523,3.07094226960841,2.20184631103827,5.87798505613491,4.51031664138517,5.08500011295161,3.69486667781958,5.49413833198127,1.79911211299568,1.98659364439985,5.16454734261877,4.57113747308421,4.42204701814024,5.53888613354664,3.10341529753174,3.55475510470933,2.65960616410042
2.48,1.5048,2.4304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.61333333333333,4.0128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.245853448376799,1.89005888895335,2.77548122111581,2.24255751127731,1.32949815057989,1.27955638639025,0,1.80331137319763,6.84585645594626,4.62338964985002,6.1568823762812,1.43099935004401,2.81387545885323,0.781103189907778,0.773213258696588
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.19808740788741
NA,NA,NA,3.02298586680912,7.44240749255678,4.78130533285883,5.54650067278652,1.92023398338798,2.24688371534374,2.67320350980112,4.59143359684142,3.33715174360078,2.97766247873922,1.30255938756946,0.528973861956482,0.402375076281843,0,0,0.870941984300188,5.33530674903978,0,0,1.49580484159958,0,0,0,0,0,0
NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.16,6.63992519844802,2.77921324157402,7.95762794620293,3.5449893903143,7.46206339248707,2.81616330158084,8.00995253328311,5.4641946830182,4.11942733573256,3.74357899485598,2.55561639665228,2.62288580467932,1.62656774831699,2.68339009308689,4.66478591186091,5.22133014611138,1.91521929450465,3.81655220238439,1.95960358002714,1.67079594642128,0.781451593752614,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91612344780296,2.60829000579609,4.21264488974403,1.40219723030041,1.10912743985617,2.19724801928826,1.03058825507183,1.72172805637604
NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.78666666666667,5.43199201675465,6.48927508618877,7.18024295388004,4.46197098561296,2.60050300235192,1.76020709024561,0.747652591690193,0.813976216078573,0.742116035952526,2.93890483171769,0,0,0,0,0.76,1.35517695426961,3.04583951051532,2.64714191201659,2.02834507244861,2.47700931352927,4.16097680611053,2.29348769068269,3.58872403344581,6.12563269987305,4.78482543926805,7.07236013937197,2.97243883186082,2.8591286145953
0,0,0,0,0,0,0,0,0,0,0,0,0.239645037536693,1.22311422373243,2.18476759011763,1.07592523767762,0.577612441357821,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.54666666666667,5.88470902619362,1.81428123923567,5.9567131750726,3.05625667986907,9.88672862028769,4.42427343005092,6.95680025717008,4.01610311056544,2.7097008719447,4.07582270184418,1.59867849067617,3.00234094861581,3.66222417440761,4.71718288363075,6.64274022549833,5.46440724477263,2.43038702491918,7.56246223563048,3.80963738444163,3.45611675410254,3.01725787266254,1.6720286456795,3.47099960479231,6.17004772311591,4.00448548916225,6.6294765416096,3.29433827491616,3.87619500965232
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
0.76,1.2276,0.7448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.78666666666667,5.79071667430481,4.03946506806216,2.18004574265309,3.4916688230844,3.23965235308542,2.93328248546144,4.53545414925511,4.61028173487964,3.55756652735985,4.61368276527496,1.48404055906061,1.58288192764922,0.92451111569821,1.13972807331025,1.8089631966371,1.79470933105877,2.84304934360034,2.89635299739404,6.22301717860367,0,5.61579726134225,3.51594642895514,3.1156611534761,4.93393399381742,3.13097105379984,3.23544416553919,3.48227505820393,5.34791360881228
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0449947753565,0.634075862079218,1.02409487984937,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
2.89333333333333,1.54458963153446,3.89063085802356,3.73544792894338,8.70738976830005,3.33356224069296,2.32305777546324,1.23906335723441,1.62313075455458,2.26750881949062,1.65041779825042,1.70073549263845,2.59308515688722,6.76114493067516,6.14469134779748,2.57946639379404,1.3326736887846,2.5502399029342,1.20780370199292,1.60887381803603,2.53193778877475,1.55158855177712,2.73933350715253,1.1074613088453,0,0,0,0,0
NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541964652775357,5.20210070022784,3.74834477501542,5.59458168511241,4.42963058309502
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.72,3.5454488338585,5.82670599374396,3.75209232567867,4.10850330131548,2.2966831760262,3.79906311653375,2.05467310025405,0.792585493180779,1.63169208458336,1.03531506571311,2.46297124353701,1.03872342291393,2.18120778704483,2.23372385865646,2.58627787713975,2.47146263147188,8.06785452140116,3.66461775164892,5.53861871864323,4.36756442407884,3.21677504628818,5.66981831089303,3.16195180710958,3.06661423176404,5.66196819413233,1.94367408007042,2.86506898649763,1.32194925028946
0,0,0,0,0,0,0,0,0.245394047603145,0.400379761878815,0.245394047603145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.54666666666667,1.0032,0.496533333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.970284577068882,3.37066163436248,4.34895681829579,8.67580095704859,3.91629888231412,0,3.28500465663094,2.29175217523506,3.21843661845878,4.0580901936128,1.49702279502661,2.05070939787625,2.52669531791282,2.57189105447303
0,0,0.242978145999767,1.17273916741765,2.09713078887343,5.5724928420955,5.10672061218608,3.31633500916897,6.62790115428302,3.9089078743319,5.20944586255944,1.2488026623988,2.46255813239275,1.306753436632,2.29108096767364,2.86026368980364,1.99753938118645,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
9.50666666666667,5.75059252039101,2.71809467604372,1.11683818988326,1.83913848232815,4.47328546168145,7.60549617674366,5.86752227364597,4.49823952034362,4.70447954675102,0.912236884015093,1.54206858780024,2.33116374313231,5.34899537451167,7.06006051811546,2.58529954110458,1.4465430754121,2.65386670907386,5.25541403634235,3.99082695581091,2.80028860028504,2.82637635472133,2.81705101891485,7.36086364078067,4.43280583243376,3.74948040784081,0.933023149509118,1.6399735518926,1.26715949387686
1.24,0.5016,0.248266666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736109905670845,0.707953636507119,1.9255758337104,0.721737229239483,0.743649565463287,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.50666666666667,2.23939252039101,0.478905727255742,-0.0356463004395427,-0.247554639156725,-0.399697594471796,0,1.36682322576967,1.56242150959075,2.52346440517635,0.436917191715685,0.353230637492955,0.214241028452548,0,0,0,0,0,0,0,0,0,0.791821642820342,1.65461924043907,1.00387781873494,0.368030652295607,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,2.63742095454034,2.9878848430383,6.36611297213768,8.74479207584489,4.21686065207732,2.92693663058116,2.90127954679954,3.65462374216565,5.91329772677557,5.06442823244272,5.34899537451167,8.11402696869677,3.4590248133242,2.58035050058741,1.12883795414487,0.709086334007188,0,0.217412071756973,0.700682112717931,0.429450327149699,0.349652205193651,0.218943471816773,0.357223559279997,0.443185996016831,0.365869381589569,0.224242524200059
2.06666666666667,0,-0.496533333333333,0,1.37849563285219,5.35404244133504,7.72279928493634,3.19831131819136,1.82812454700439,0.726588084045372,0.900860189104505,0.72853818982922,2.59632279417185,6.91514404375192,9.09087247475524,3.25705645429907,1.69779972056759,4.1634983282402,7.14788842026004,4.07410436827318,2.21346971416707,4.15331196276412,2.23414242369321,3.24624468400842,2.32771480563095,4.08342871869311,4.22214364167215,3.93002935705458,2.43558106734032
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0.413333333333333,0.2508,0.248266666666667,0,0,0,0,0,2.04446119249717,3.65131677637454,2.7115426639906,1.11020858799959,0.442013069228416,0,0,0,0.443470715804364,0.716321908843996,0.709086334007188,0,0,0.349652205193651,0.214302964473528,0.349652205193651,0,0,0,0,0
8.68,2.490192520391,1.19809467604372,1.11683818988326,2.06888775447018,6.61336492307988,9.38051243742704,7.66770551202713,5.16399194639107,8.67149969430189,2.32997638846025,3.40023097702179,1.7935307769393,4.46311968972673,6.61480866627882,2.8381319559664,1.9531859982058,4.20293633438606,5.65901261908165,0,0,0,0,0,3.72434368900952,9.11045296864296,5.65328015087783,0,0
5.78666666666667,1.5048,0.456082029184123,0.736692498718985,1.83913848232815,4.91366395150825,7.27810335893477,0,0,0,0,0,3.74636274708519,8.80789328765772,11.3535002339911,0,0,0,0,0,1.82988493728786,3.29085531656211,2.25526408251279,1.14276460215312,0.95741765082196,1.48093122186333,1.88316137728937,2.69766774711438,1.68713428201356
NA,NA,NA,0,0,0,0,0.441038647354864,0.27031400966911,3.00982064382723,1.77654614274917,5.46800092638803,2.01035727016142,3.84608248499729,1.3464732653645,0.567596819746326,0,0.465946798290009,3.02112252415647,1.81498929030288,1.50512617992788,3.73168814882338,2.24187333373899,4.02841609571209,0.247252080878346,1.2405272087395,1.02111613097654,2.51004804312474,2.52124363575899
NA,NA,NA,0.871111275936737,2.06946215709572,2.88508158782907,3.5278052987998,3.21644188741681,2.21082892739802,4.29294042020454,2.8257008607965,6.73118200572978,2.26039956619748,3.84608248499729,3.84010464819932,2.0551371539012,1.69830411986354,0.373893071861211,3.34203695023057,3.38186255506499,3.28239600932779,4.99874639892434,1.75603813380814,3.24374446498912,0.503426054591496,0.399252410577297,0,0,0
NA,NA,NA,4.58068988135353,3.00246304362891,4.83466709385525,2.00273995858798,2.37861381644142,2.83517541457903,5.63653974853714,3.60308823752827,6.3099668411184,2.26176490188654,3.71216937611616,3.36289045845019,2.67219547168831,2.59266442882465,2.26989246079768,0,1.56157518858033,1.54716207798963,2.98029446677218,2.05191707132777,3.72583125930623,0.471886090736636,1.1714407463422,0.723873762861778,2.51004804312474,2.52124363575899
NA,NA,NA,2.40832058397273,2.25936208197706,3.63436348790287,2.24899806476368,3.23205582521343,1.97188541843546,3.44596477886859,2.31172650163384,5.46572827033143,2.00899193447235,2.43703376194147,2.47460461824666,0.650103324836483,0.875059371444797,-0.089997724164559,4.25406975484077,4.20541982563047,4.08310526478162,5.90974114976572,2.05191707132777,3.24374446498912,0.503426054591496,1.2405272087395,0.755637402198567,2.08935189259234,1.25206548542214
NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53897199014407,1.50849729726993,2.4363714987273,0,0,-0.282380249709025,-0.460725670577883,-0.282380249709025,0,0
NA,NA,NA,0,0,0,0,0,0.251434098929949,0.410234582464653,0.251434098929949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,0.392018349418792,0.482748264354772,1.17234122945804,0.483216416757647,0.392903927635229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,0,0,0.441038647354864,0.27031400966911,0.839368775705928,0.244137820602265,0.398330128351065,0.241692651096838,0.394340641263262,0.394340641263262,0,0,0.461093185807821,0.461093185807821,0.282605500978987,0.283924232973378,0.46324480116709,0.827061373889485,0.853171921134732,0.226332364276164,0.339664890972834,0.723873762861778,2.51004804312474,2.52124363575899
NA,NA,NA,3.7643217722546,2.50706240252767,4.034464689887,2.24899806476368,2.77244712954889,1.99225438774362,0.855015235031593,0.518748246213368,0,0,0,2.46642990272644,1.48174852987174,1.69830411986354,0.373893071861211,0.370038504110065,2.05196265352543,2.30720866721287,3.72636891599824,0.546075558959651,0.413659113277446,0.250892036110816,0,0,0,0
2.78666666666667,2.05455645791768,1.61963130901032,0.491081227509112,0.829787793243003,0.788492420678665,1.70156850771114,2.36036996782143,2.09923967740463,3.85407021497397,1.07648457466105,1.66800842223486,0.74535736240402,3.21195578699193,2.75158224354517,0,0.23511253223537,1.31797367355457,0.55975219957669,0.431198598946339,-0.0737444744277647,1.49900019265057,5.38861237230907,3.54076920003271,2.50884454529415,1.69730842738662,0.488853460166907,0.364723073720564,1.95780446496221
0.76,2.5059286603566,1.65327107493761,1.00305987016417,0.838431416089284,0.788492420678665,1.70156850771114,3.15104874141746,3.19309924827882,5.60419174236011,1.66804964577989,4.6271365926387,3.76640065878579,7.70081047774911,5.02771095272805,2.20608616739757,0.967227249430288,2.1091244809259,0.517581102180754,0.44817593895587,3.22507928213956,2.75245405781633,4.83846025597396,1.30522372470856,1.29380221405891,8.40558754657687,5.05218327043439,7.35486368344342,1.47932424719558
NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.26666666666667,2.49728577357107,2.05391461701994,2.81729533071229,4.12582122556233,2.81299384498069,3.91889922409292,3.73492742937983,3.73494256746716,4.32690972143896,1.66804964577989,4.22235056926356,3.98889449528334,8.06738572023449,5.77682072202225,2.20608616739757,0.967227249430288,2.1091244809259,0,0,0,0,0.376663122682927,0.794972152664102,1.29380221405891,4.59187894083337,2.73789187761656,3.61667405999188,0.49327640617621
1.01333333333333,0,0,0.506915949587954,0,0.506360708350609,1.24585154711387,2.36036996782143,2.41024897739166,4.32690972143896,1.36339138487416,3.74300002142386,1.28793733408582,1.61503305292924,-0.3387705240873,0.734482393560382,0.967227249430288,2.1091244809259,0.7998418793822,0.904054855031357,0,0.510251572044455,0.82419056558128,0.770508746947922,0.774811904603329,4.13708991394606,2.73789187761656,3.24443092289563,0.506547261235084
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.458381064572212,0.458381064572212,0.280943233124904,0,0,0,0,0,0,0
1.26666666666667,2.49728577357107,1.65391291583535,0.506915949587954,0.446510557352875,0.270846443834933,0.847959167031888,0.251691782114344,0.527006397975411,0.841864197808408,1.12491145364543,7.44795811297314,5.53428655745098,11.0257129126895,5.04932729456396,1.9272536482286,0.477462240526612,0.379854804413183,0.501245388036978,0.441923439052768,0.828080533824592,0.759385181574663,4.85545819678204,3.24929145468495,3.2378699440353,4.59187894083337,2.46135803939424,2.8092491935961,0.257256924900582
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514009661538719,1.25859165215332,3.39413579892727,3.11194954309015,7.20958262966357,3.27019908702695,1.76201137918452,2.86928295314025,1.72245160641439,3.18970407005284,0.812548461960732,1.68457269032656,1.06366817709803,1.25370325201095,0.469977671919918
0.76,0.8184,0.248266666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95416527390747,3.87569875524412,6.13752295141599,2.25465125672187,1.76336835126756,5.31455616413936,2.87079151977765,2.31452518224867,0,0.794775968829267,0.776239571110137,2.07171506859567,2.09572336684737
0.76,2.73636180087073,1.93353087712216,3.69494884415353,2.61773932327312,4.35139468190719,3.52494647999487,6.00127552323082,3.54174668113855,3.93197099190789,2.84599517488442,6.34963609562081,8.44360082775227,3.59464624843876,0,0,0,0,0,0,0,0,0,0,0,0,1.18783847907927,2.7304782912713,3.54926255835227
0,0,0.509739235728278,1.78525370994947,2.61773932327312,4.35139468190719,3.52494647999487,6.44885575536082,3.81069115964804,4.36638709956348,3.09814465035671,7.60728847635176,9.7135831337845,4.10069840153754,2.59049945068114,2.17523895105759,1.24587860516188,0.257221776863512,2.47896165102835,1.77999108713538,2.04665411423012,2.95035389798732,1.77115631649339,3.27727060433384,1.08177912061664,2.10066995485286,1.06366817709803,2.07171506859567,2.09572336684737
0.76,1.2910495457155,1.05568714607675,2.26267749350049,2.61773932327312,4.35139468190719,3.28801551140713,5.61087650151407,3.30716156372494,3.4473527433474,1.7865221740174,5.02499592357711,7.61017277121105,3.84767232498815,2.59049945068114,2.62986841830857,4.25314333968605,3.64365079316697,0,0,0,0,0.280626764012105,1.30913694595913,0,0,0,0,0
NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238332929275588,2.47921988087738,1.78014622298528,1.51630571570029,2.86928295314025,1.72245160641439,3.18970407005284,1.12801075200393,2.15827214729757,1.66170384510913,2.55622813243063,1.74383764196535
0.76,4.21031948303901,2.81137460816758,5.12722019480658,3.12194255260147,5.16589703256789,4.50301164649871,9.46755495944434,5.6245837870227,6.53846763784144,2.34169622393985,5.51868597426243,7.18185210629056,3.34314644964654,2.33899965188892,2.62986841830857,5.09719056080247,0,0,0,0,0,0,0,0,0,0,0,0.818784267080973
9.92,2.508,7.51087521567678,5.57036474402511,9.65302967102629,3.35356689330753,3.08582413857637,1.95611739200327,1.14745822924806,0.912263347082183,2.88994110121641,3.08095211620405,6.0783381210692,8.28412648136881,8.0435253100228,2.20786534462993,1.69094749951064,2.71810700559275,4.30339577645632,9.36430319706569,12.4839059471117,5.9506440756056,10.3065601089459,5.08160950844218,8.27001467015213,3.31366154393451,2.4261022831069,0.215193107100129,0.247996588497613
