"round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29","round_30","round_31","round_32","round_33","round_34","round_35"
NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.23,10.2855852574139,3.57423174699724,6.44973694077681,3.67880230385777,6.38435724051434,3.94920630386203,6.23286804804175,6.11593312809341,3.67659130839283,5.4959680814436,2.05299094886211,3.73392034668047,1.54927767023068,2.31964760518412,4.04606953231394,4.37959885326586,2.47132182858721,3.67878062514466,2.04870330858521,1.40846094461193,1.96052708846416,0.343805285077245,0,0,0,0,0,0,0,0,0,0,0,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87817694729664,1.91517763677207,3.0932002448238,3.87335397068567,0.992533471204335,1.60115136784725,1.18244996850944,1.87718483155523,2.1083964160169,0,1.83511016818607,1.62719930686528,2.61653836304044,NA
NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3.42,4.38986144543503,4.88331008817122,8.50565322888343,3.95328567100108,5.71477504258562,1.92446691742897,1.20926085698663,0.919274510168102,0.558067045067358,2.81587756378153,0,0,0,0.306645053674235,0.557916414192365,0.993542919972453,2.25077801136837,2.86626892081912,1.95603835615144,2.24063096144233,3.7479808490208,2.48016959889717,3.8988115938358,5.42665885828808,4.25091310783812,6.52614352324141,3.89869770362506,3.52193864612606,7.16421766434355,7.13942080120024,4.40138300092545,6.24920091792912,1.90378160409318,3.33379968820643
0,0,0,0,0,0,0,0,0,0,0,0,0.176197258569135,0.89711561341039,1.59185943476292,0.965899224770662,0.774381284420746,0.673901506711954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.23,6.30990601107088,2.87416243197245,4.43643892496845,3.43661022122014,7.70165215035806,4.60017647172541,6.38069611722026,6.95405192657807,2.20645207441198,3.99621445342707,2.25181117514181,2.91445864141145,3.17396348079534,3.91607873092708,5.90829617338974,6.95690541717639,2.93419791379759,5.93940348773654,3.99180531568306,3.03094732294821,5.18926485483563,1.83362971951037,2.97784506664513,5.59110251351559,3.45509691596962,5.88302583475932,4.23871984217079,3.88832945771623,2.14887008180683,0,1.97728569269211,2.43134670669198,3.93237714393702,1.38293761328688
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.57,0.9207,0.5586,0.9021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3.61,5.32884572902481,4.60968606942606,2.23386157298012,4.50449342294487,2.63159055374037,2.53102640169519,5.17142782869264,5.06730979580144,2.78863347900399,4.89051122743738,2.06491016959835,2.40301778023019,1.06040431063232,0.846423073509015,1.93574426725285,1.88375349375931,2.29489415846316,2.49466600943534,5.24175424417093,0,5.62382563176984,4.33757112425666,2.6780467742946,3.70687099651651,3.66326334243678,4.08698634879337,2.62881059481316,6.22583708428826,3.58955263952904,0,2.52004681940486,1.95680621971361,4.42651581869267,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804153605104382,0.48793965522624,0.788070533002295,0.478082288453992,0,0,0,0,0,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
3.41,1.5322924422389,4.17054828902291,2.93331636051383,6.84643519138681,3.81765046255239,2.87896608784214,3.17311976800385,1.21830295513645,2.32048448392874,1.43100885027904,2.31701005927719,2.14201898460264,5.66835679307741,4.88747221043412,3.26756696326169,2.51567480877948,1.93311538028457,1.34519805221331,2.13813759545109,2.19106386965136,1.33146515703093,2.66253484539756,1.43762281980486,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406473489581518,3.8318255239491,2.76893184784688,4.78188486199777,6.48193335777859,3.57239720107969,3.47668070345839,5.6625692991999,4.10151807115701,1.21143774805225,1.90451001445808
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.41,3.07776278949917,6.32809779332809,3.0442892276787,5.24678160702743,2.86024282621816,3.46123631457475,1.90982587171509,1.53628415981076,1.9455174858901,0.981372026615133,1.88492237786172,1.36355410708586,2.03642874972886,2.28565545407845,2.19439396448884,2.32665415627883,6.71290383117169,3.88076801006048,4.77342559899042,6.94237216553406,2.66569083662442,4.61408340689236,4.00031744228668,2.9485232091103,4.87659479539682,2.76937789450121,3.11897710998633,1.68480764590085,2.2579192297312,1.38053422469128,2.21154625842413,1.92923241652013,1.20395724157645,5.04969871329148
0,0,0,0,0,0,0,0,0.186938633522506,0.305005138905141,0.186938633522506,0.305005138905141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.99,2.6334,0.7448,0.6014,0,0,0,0,0,0,0,0,0,0,0,0.75334981471526,2.61918979357075,3.36801333291063,7.47888912241879,4.13100908260637,0,6.14045032529337,1.89663218790067,3.34490884498366,3.03291268641262,2.23660379155081,2.08936862121436,2.2792359282464,2.31492073313137,3.43267217274386,0,0.986362191558899,0.180430473934847,0,0
0,0,0.188655875161116,0.914713728726084,1.62139672396703,4.56197598218138,4.46664442465371,3.56629621269061,6.98859260596322,3.21330934505592,5.84712808953894,2.63631795025699,2.17055195097512,1.54774048771945,1.97679819485595,2.81728440154872,2.18049005170557,0.935076427681852,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300382869480856,1.35701661629769,3.23515937545388,2.3455959418451
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.44,4.50104439029325,4.69672535109224,3.28984742236952,1.54696542120881,3.90665666874962,5.65902277140882,5.37888247433525,4.28250607809111,5.61337207088844,2.48632663901864,1.42507681952573,1.92489557446032,4.60114476461304,5.66282769862422,3.13746206902748,2.10688940529375,3.50270792364774,3.9056509147892,3.1229665184897,3.08862257639922,3.98405571634945,2.89208793528172,5.7352838458618,3.62209602783746,5.31139965646002,2.05868040630948,1.7940173627826,0.950369620407643,1.807675646966,0,0.590003349869331,1.95198427640519,1.00382079157201,1.62126930611151
3.41,0.5643,0.3724,0.3007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544685466325967,0.5264769411655,1.4219588254962,0.862807919599467,0.859727891986825,0.329536413213078,0,0,0.264386201373239,0,0.532128216873325,2.23663631393686,1.34245116589772,2.16675029301899
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.13,4.50104439029325,1.66257929544181,0.278044222055305,-0.0137426468144742,-0.295778350476822,-0.295778350476822,0.99416580605046,1.14147742214948,1.84359830329086,1.28129622238703,0.527224025485807,0.159520621310274,0.260270487400973,0,0,0,0,0,0,0,0,0.593866232115257,1.23362551733388,0.748455755384713,1.20870378971097,0.163069565301317,0,0,0,0,1.67409218112685,1.65718215909527,1.16956276000154,0.534348721868545
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,3.11429108836478,5.31419542422428,6.50890911073267,5.05175824662976,3.13379702255953,3.75809396844031,3.7178656953989,4.67982775670842,3.96004286949244,7.954524518074,6.45330253656021,3.79621112851548,2.98828915395905,3.15323221752015,0.865074568077252,0.33561789569791,0.16305905381773,0.521998027148044,0.31993427470364,0.521998027148044,0.322781356559091,0.267917669459998,0.332389497012623,0.542319705652175,0.168181893150044,0.274402036192177,0,1.67409218112685,1.65718215909527,1.16956276000154,0.265199346587325
1.86,0.9405,0,-0.6014,1.02507281660565,4.00103357816027,5.75461484469688,3.39005027337138,2.74673945837338,2.19271959960825,0.673202720714405,1.08739955256448,1.94477525030377,5.79100707061947,6.8643553213562,4.04379967412183,2.84095680325629,4.62147807452286,5.31176419278868,3.35193361369175,3.1454539418368,5.26369719760014,1.84749859996689,2.67364920337156,3.26308653791931,3.06424493057446,3.16765407807501,5.76939830660633,1.99355532075798,3.22301246522039,0,0.590003349869331,0.264386201373239,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
0.31,0.1881,0.1862,0.3007,0,0,0,0,1.53334589437288,2.73848758228091,2.03121457687898,3.28094607181136,0.502789318524149,0.531499732166197,0,0,0.345997830616402,0.558877548506178,0.55323232074349,0.33561789569791,0,0.258725596504834,0.158573752696511,0.258725596504834,0.158573752696511,0,0,0,0,0,0,0,0,0,0
6.51,4.12484439029325,2.22672535109224,1.44844742236952,1.71781089064309,5.50929988932494,6.991652272564,6.88604888421207,5.54975017358454,8.33861959303763,4.20584632085116,2.81869861144189,2.59560852443277,3.93673800102434,4.99190714323563,3.13381769909609,2.51791577717284,4.66497113014842,4.52688928791494,0,0,0,0,0,2.79325776675714,6.84663252959915,4.24816512981332,0,0,0,0,0,1.67089999915574,1.00382079157201,1.89602596004443
4.34,2.6334,1.48021586594754,0.549538153996317,1.36869084121266,4.23694053611972,5.4210929001957,0,0,0,0,0,2.8097720603139,6.6415051752545,8.55105925960762,0,0,0,0,0,1.37241370296589,2.46447999077264,1.68922658688937,2.99681533751182,0.880439499565891,1.42478297677455,1.58498015161535,2.58332102876494,1.43053468105329,2.31340528225665,0,3.95662531680645,5.92477539317048,3.55816167629007,2.70717339505616
NA,NA,NA,NA,0,0,0,0.341077210598399,0.209047322624825,2.32051427539535,1.58946635902268,4.18363631769421,2.70608207277983,3.24201940559654,2.89082286027359,0.623659165024561,0.428494685415825,0.353597009505628,2.36194664716506,1.41897848716624,1.40464537113425,4.81308713503467,1.69605643231805,3.0446075138418,1.84700844239975,0.956806830598351,0.982352444474723,1.91624829768667,2.55232237198136,1.59212302375879,0,0.988772966877218,0.361691594741193,0.547911846695447,0
NA,NA,NA,NA,1.8466685621439,2.5914871743016,2.80276279132393,4.83781407625212,1.76570326970114,5.57960174562209,2.40372985172713,5.49899953619504,3.29354045673683,3.56401572000764,4.80815817518025,1.74680887201423,1.71345453587289,2.06798653870919,2.61591812890923,2.80227721869621,2.54303400001045,6.11508483807793,2.47095860876252,2.44153128880954,1.48115278646346,0.602774847072268,0.181396894403705,0,0,0.201059093568037,0,0.328043784242587,0.328043784242587,0,0
NA,NA,NA,NA,2.59392985585289,4.14147382323526,3.37462037099019,2.54725614169005,2.43048273473079,5.9886866109418,2.78426357022472,6.85179727759206,3.09241700813071,3.13135941482636,4.76093593162429,2.19932584944715,2.16146248476923,3.4987729305816,0,1.39655425164885,1.42816897149346,3.91159132671811,1.54566853389921,3.17043452261289,1.47644004435513,1.21505957013579,0.946744389102079,1.54661057152383,2.55232237198136,2.46307450453835,0,2.96515671185815,2.63709002717651,1.80987316801882,0
NA,NA,NA,NA,1.55783732605423,3.19158232025355,2.97933035451319,3.22041035711926,1.76310285721508,4.6028356022186,2.00769012450021,4.5296136384664,2.71116585640863,2.47905946760383,3.45362886560142,0.69055591655125,0.667870802182267,1.43584502820896,2.59918692389279,3.43501139590061,3.38016952157731,7.13651699444198,2.88535332319413,2.80171626695374,1.48115278646346,1.27315692363853,0.776547306523939,1.59325892933541,1.57732634004206,2.29689842128109,0,3.01861024232879,3.30698996552453,2.47698103378674,0
NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17149925297651,1.14830124796708,1.85461945312279,1.12510324295764,0,-0.215224547007717,-0.351155839854696,-0.215224547007717,-0.351155839854696,0,0,0,0,0,0,0
NA,NA,NA,NA,0,0,0,0,0.194575171433007,0.317464753390695,0.194575171433007,0.317464753390695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,0.379928104110531,0.914191542174878,0.560310945203958,0.610354192736284,0.184340425511245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,0,0.341077210598399,0.209047322624825,0.648007999199257,0.397166193057609,0.306930788600858,0.373026684916268,0.301691697315158,0.301691697315158,0.184907814483484,0,0.349913707323278,0.349913707323278,0.214463239972332,0.428463860627459,0.349158907384681,0.613047796232914,0.990233519283586,0.158007193666585,0.908328917855763,0.564856190357437,1.54661057152383,2.55232237198136,1.3666770539082,0,0.95194182123986,0.647388210506853,1.84149991294792,0
NA,NA,NA,NA,2.2018816630289,3.50821282124746,3.1773146918893,2.86497200081145,1.78385070481885,2.56795853547954,0.401439301061782,0.648296443766262,0,0,1.85893485308295,1.11678583795881,1.2805423794734,2.06798653870919,0.279758714648966,1.74239449234616,1.75407950372653,2.83301091564126,1.90671878688954,0.65653035362309,0.184197392883071,0.300532588388168,0,0,0,0,0,0.301853532398439,0.301853532398439,0.603707064796878,0
3.61,3.68112701388173,1.81377459809295,0.731724747954348,0.920634203821301,0.770889562354224,1.27140466278609,1.99837551639199,1.96716395068505,3.26962801693849,2.0030501902252,1.63492998348975,0.94847515949397,2.8071503169241,2.39468975562775,0,1.26867462883293,1.0325914002789,0.626549814169229,0.336006617328252,0.634195866076799,1.16275747725148,3.77503161092933,2.92291350545563,3.11531482137429,3.10961364796159,0.791866346325767,0.878527576110836,1.48752565787645,3.04185203863654,4.10891051171684,0,0,0,0
0.76,1.85493034509615,2.13583652991859,0.7372382595987,1.52834576660662,0.770889562354224,1.27140466278609,2.60006807291211,2.80462925429666,4.60359874225098,3.06181623786108,4.30009879181372,3.29329640449264,6.64545518036541,5.98498022432236,2.75688728293002,1.86106435010344,1.96577459679796,0.78851649519765,0.655602122994962,3.1957187669765,1.89634883644605,3.71208412033998,2.72317522058871,1.39093673170081,6.69816008292004,4.24630574559279,6.17234074204393,4.18152081625521,2.45164303918531,1.83300903176918,1.49699270052105,2.44527147525093,4.18131000535039,0
NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.09,2.1666202300641,2.13750951603686,2.48912657193157,3.71170810170182,2.2920516424278,5.46505382648417,3.04642746758064,3.2169980252985,5.27641094756978,2.46608103338571,3.9858595557731,3.46020837881208,6.92045514631069,6.24930057993967,3.11121780160189,1.86106435010344,1.96577459679796,0,0,0.695801575714242,0,0.288588503713212,0.611231723914291,0.994213015433764,3.80684483292757,2.49175481139103,3.33827925937804,1.65005336883745,1.23898511314754,0.984606981108289,1.53018352118911,2.74800553127954,4.78683825855996,0
2.28,0,0,0.556569957541729,0.59812162316218,0.372083333375055,0.926683142250502,1.78282628279544,2.20889404982129,3.63160972442276,2.22269134886323,3.62177656529752,1.38577260252676,1.6161451779202,1.55504800929277,0.224883335104818,0.757529295697095,1.96577459679796,1.00195520882374,1.00032663761275,0.695801575714242,0.396723716267043,0.640813202749239,0.597061582260044,0.992227804029721,3.14981448948643,2.27923201514783,3.06025328298009,1.66346587254285,1.2613152750631,0.654584545288187,0.743298134823407,0.906305045531966,0.567300000019218,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
