FirstName;Surname;PositionsList;Team;Cost;PointsLastRound;TotalPoints;AveragePoints;AveragePointsPerDollar;TotalPointsPerDollar;GameweekWeighting;TransfersOut;YellowCards;GoalsConceded;GoalsConcededPoints;Saves;SavesPoints;GoalsScored;GoalsScoredPoints;ValueSeason;TransfersOutRound;PriceRise;PriceFallRound;LastSeasonPoints;PriceFall;ValueForm;PenaltiesMissed;Form;Bonus;FanRating;CleanSheets;CleanSheetPoints;Assists;SelectedByPercent;TransfersIn;OwnGoals;EAIndex;PenaltiesSaved;DreamteamCount;MinutesPlayed;TransfersInRound;PriceRiseRound;RedCards;BPS;NextFixture1;NextFixture2;NextFixture3;NextFixture4;NextFixture5;GW6Forecast;GW7Forecast;GW8Forecast;GW9Forecast;GW10Forecast;GW11Forecast;GW12Forecast;GW13Forecast;GW14Forecast;GW15Forecast;GW16Forecast;GW17Forecast;GW18Forecast;GW19Forecast;GW20Forecast;GW21Forecast;GW22Forecast;GW23Forecast;GW24Forecast;GW25Forecast;GW26Forecast;GW27Forecast;GW28Forecast;GW29Forecast;GW30Forecast;GW31Forecast;GW32Forecast;GW33Forecast;GW34Forecast;GW35Forecast;GW36Forecast;GW37Forecast;GW38Forecast
Almen;Abdi;MID;WAT;5000000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Chelsea;Arsenal;West Ham;Man Utd;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Charlie;Adam;MID;STK;4800000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man City;Everton;Tottenham;Crystal Palace;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Albert;Adomah;MID;MID;5400000;2;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Sunderland;West Brom;Crystal Palace;Everton;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Adrian;GLK;WHU;5000000;1;1;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Bournemouth;Man City;Watford;West Brom;Southampton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ibrahim;Afellay;MID;STK;5400000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man City;Everton;Tottenham;Crystal Palace;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Benik;Afobe;FWD;BOU;5700000;1;1;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;;West Ham;Crystal Palace;West Brom;Man City;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergio;Aguero;FWD;MCI;13000000;6;6;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;90;;;;;Stoke;West Ham;Man Utd;Bournemouth;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ola;Aina;DEF;CHE;4800000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Watford;Burnley;Swansea;Liverpool;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nathan;Ake;DEF;BOU;4400000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;West Ham;Crystal Palace;West Brom;Man City;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chuba;Akpom;FWD;ARS;5200000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leicester;Watford;Southampton;Hull;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marc;Albrighton;MID;LEI;5300000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arsenal;Swansea;Liverpool;Burnley;Man Utd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Toby;Alderweireld;DEF;TOT;6500000;2;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Crystal Palace;Liverpool;Stoke;Sunderland;Middlesbrough;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Trent;Alexander-Arnold;MID;LIV;4400000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Burnley;Tottenham;Leicester;Chelsea;Hull;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Joe;Allen;MID;STK;4800000;1;1;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;Man City;Everton;Tottenham;Crystal Palace;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bamidele;Alli;MID;TOT;8300000;2;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Crystal Palace;Liverpool;Stoke;Sunderland;Middlesbrough;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marcos;Alonso;DEF;CHE;5900000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Watford;Burnley;Swansea;Liverpool;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Daniel;Amartey;MID;LEI;4500000;1;1;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;;Arsenal;Swansea;Liverpool;Burnley;Man Utd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jordi;Amat;DEF;SWA;4100000;5;5;;;;;;1;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Hull;Leicester;Chelsea;Southampton;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nordin;Amrabat;MID;WAT;5000000;2;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Chelsea;Arsenal;West Ham;Man Utd;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keshi;Anderson;FWD;CRY;4500000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tottenham;Bournemouth;Middlesbrough;Stoke;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Angelino;DEF;MCI;4400000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stoke;West Ham;Man Utd;Bournemouth;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Victor;Anichebe;FWD;SUN;4500000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Middlesbrough;Southampton;Everton;Tottenham;Crystal Palace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Michail;Antonio;MID;WHU;7300000;0;0;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;52;;;;;Bournemouth;Man City;Watford;West Brom;Southampton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ikechi;Anya;MID;WAT;4500000;1;1;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;Chelsea;Arsenal;West Ham;Man Utd;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alvaro;Arbeloa;DEF;WHU;4900000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bournemouth;Man City;Watford;West Brom;Southampton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scott;Arfield;MID;BUR;5300000;3;3;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;75;;;;;Liverpool;Chelsea;Hull;Leicester;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marko;Arnautovic;MID;STK;7300000;1;1;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Man City;Everton;Tottenham;Crystal Palace;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Harry;Arter;MID;BOU;5000000;2;2;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;West Ham;Crystal Palace;West Brom;Man City;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Takuma;Asano;FWD;ARS;4900000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leicester;Watford;Southampton;Hull;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Joel;Asoro;MID;SUN;4500000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Middlesbrough;Southampton;Everton;Tottenham;Crystal Palace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Charlie;Austin;FWD;SOU;6200000;1;1;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;Man Utd;Sunderland;Arsenal;Swansea;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Daniel;Ayala;DEF;MID;5000000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sunderland;West Brom;Crystal Palace;Everton;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Andre;Ayew;MID;WHU;7200000;1;1;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;35;;;;;Bournemouth;Man City;Watford;West Brom;Southampton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cesar;Azpilicueta;DEF;CHE;6000000;1;1;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Watford;Burnley;Swansea;Liverpool;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Baba Rahman;DEF;CHE;5500000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Watford;Burnley;Swansea;Liverpool;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eric;Bailly;DEF;MUN;5500000;0;0;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Southampton;Hull;Man City;Watford;Leicester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leighton;Baines;DEF;EVE;5600000;2;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;West Brom;Stoke;Sunderland;Middlesbrough;Bournemoth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mario;Balotelli;FWD;LIV;6300000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Burnley;Tottenham;Leicester;Chelsea;Hull;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Patrick;Bamford;FWD;BUR;5000000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Liverpool;Chelsea;Hull;Leicester;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alex;Baptiste;DEF;MID;4000000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sunderland;West Brom;Crystal Palace;Everton;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Phil;Bardsley;DEF;STK;4500000;1;1;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Man City;Everton;Tottenham;Crystal Palace;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ross;Barkley;MID;EVE;7500000;7;7;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;90;;;;;West Brom;Stoke;Sunderland;Middlesbrough;Bournemoth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ashley;Barnes;FWD;BUR;4400000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Liverpool;Chelsea;Hull;Leicester;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Antonio;Barragan;DEF;MID;4500000;2;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Sunderland;West Brom;Crystal Palace;Everton;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Modou;Barrow;FWD;SWA;5000000;2;2;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;64;;;;;Hull;Leicester;Chelsea;Southampton;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gareth;Barry;MID;EVE;4600000;2;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;85;;;;;West Brom;Stoke;Sunderland;Middlesbrough;Bournemoth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Borja;Baston;FWD;SWA;6900000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hull;Leicester;Chelsea;Southampton;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Michy;Batshuayi;FWD;CHE;8800000;4;4;;;;;;;0;;;;;;;;;;;;;;;;;;;1;;;;;;;5;;;;;Watford;Burnley;Swansea;Liverpool;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asmir;Begovic;GLK;CHE;4900000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Watford;Burnley;Swansea;Liverpool;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Valon;Behrami;MID;WAT;4500000;2;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;;Chelsea;Arsenal;West Ham;Man Utd;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hector;Bellerin;DEF;ARS;6500000;0;0;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Leicester;Watford;Southampton;Hull;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yohan;Benalouane;DEF;LEI;4000000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arsenal;Swansea;Liverpool;Burnley;Man Utd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nabil;Bentaleb;MID;TOT;4500000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Crystal Palace;Liverpool;Stoke;Sunderland;Middlesbrough;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Saido;Berahino;FWD;WBA;6200000;2;2;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;86;;;;;Everton;Middlesbrough;Bournemouth;West Ham;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Steven;Berghuis;MID;WAT;5000000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Chelsea;Arsenal;West Ham;Man Utd;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Bernardo;DEF;MID;4400000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sunderland;West Brom;Crystal Palace;Everton;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ryan;Bertrand;DEF;SOU;5400000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man Utd;Sunderland;Arsenal;Swansea;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Muhamed;Besic;MID;EVE;4400000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;West Brom;Stoke;Sunderland;Middlesbrough;Bournemoth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Daley;Blind;DEF;MUN;5500000;0;0;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Southampton;Hull;Man City;Watford;Leicester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hiram;Boateng;MID;CRY;4500000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tottenham;Bournemouth;Middlesbrough;Stoke;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Bojan;MID;STK;5900000;2;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;78;;;;;Man City;Everton;Tottenham;Crystal Palace;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yannick;Bolasie;MID;CRY;6100000;1;1;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;;Tottenham;Bournemouth;Middlesbrough;Middlesbrough;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wilfried;Bony;FWD;STK;7300000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man City;Everton;Tottenham;Crystal Palace;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fabio;Borini;FWD;SUN;5300000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Middlesbrough;Southampton;Everton;Tottenham;Crystal Palace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cameron;Borthwick-Jackson;DEF;MUN;4400000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Southampton;Hull;Man City;Watford;Leicester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Artur;Boruc;GLK;BOU;4500000;1;1;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;West Ham;Crystal Palace;West Brom;Man City;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sofiane;Boufal;MID;SOU;6900000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man Utd;Sunderland;Arsenal;Swansea;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jarrod;Bowen;FWD;HUL;4500000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Swansea;Man Utd;Burnley;Arsenal;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
George;Boyd;MID;BUR;5400000;2;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Liverpool;Chelsea;Hull;Leicester;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cameron;Brannagan;MID;LIV;4400000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Burnley;Tottenham;Leicester;Chelsea;Hull;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Claudio;Bravo;GLK;MCI;5500000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stoke;West Ham;Man Utd;Bournemouth;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Miguel;Britos;DEF;WAT;4400000;2;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Chelsea;Arsenal;West Ham;Man Utd;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leon;Britton;MID;SWA;4400000;3;3;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;60;;;;;Hull;Leicester;Chelsea;Southampton;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tyias;Browning;DEF;EVE;3900000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;West Brom;Stoke;Sunderland;Middlesbrough;Bournemoth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alex;Bruce;DEF;HUL;4000000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Swansea;Man Utd;Burnley;Arsenal;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chris;Brunt;DEF;WBA;4900000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Everton;Middlesbrough;Bournemouth;West Ham;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Reece;Burke;DEF;WHU;4000000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bournemouth;Man City;Watford;West Brom;Southampton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jack;Butland;GLK;STK;4800000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man City;Everton;Tottenham;Crystal Palace;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sam;Byram;DEF;WHU;4500000;1;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;38;;;;;Bournemouth;Man City;Watford;West Brom;Southampton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Willy;Caballero;GLK;MCI;5000000;2;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Stoke;West Ham;Man Utd;Bournemouth;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yohan;Cabaye;MID;CRY;5700000;1;1;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;13;;;;;Tottenham;Bournemouth;Middlesbrough;Stoke;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gary;Cahill;DEF;CHE;6000000;2;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Watford;Burnley;Swansea;Liverpool;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jonathan;Calleri;FWD;WHU;6900000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bournemouth;Man City;Watford;West Brom;Southampton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Callum Wilson;FWD;BOU;6400000;2;2;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;;West Ham;Crystal Palace;West Brom;Man City;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geoff;Cameron;DEF;STK;4400000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man City;Everton;Tottenham;Crystal Palace;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fraizer;Campbell;FWD;CRY;4400000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tottenham;Bournemouth;Middlesbrough;Stoke;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Joel;Campbell;MID;ARS;5900000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leicester;Watford;Southampton;Hull;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Emre;Can;MID;LIV;4800000;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;Burnley;Tottenham;Leicester;Chelsea;Hull;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Etienne;Capoue;MID;WAT;5100000;7;7;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;90;;;;;Chelsea;Arsenal;West Ham;Man Utd;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Michael;Carrick;MID;MUN;4300000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Southampton;Hull;Man City;Watford;Leicester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Andy;Carroll;FWD;WHU;6300000;2;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Bournemouth;Man City;Watford;West Brom;Southampton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tom;Carroll;MID;TOT;4400000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Crystal Palace;Liverpool;Stoke;Sunderland;Middlesbrough;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cameron;Carter-Vickers;DEF;TOT;4400000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Crystal Palace;Liverpool;Stoke;Sunderland;Middlesbrough;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Craig;Cathcart;DEF;WAT;4500000;2;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Chelsea;Arsenal;West Ham;Man Utd;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lee;Cattermole;MID;SUN;4400000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Middlesbrough;Southampton;Everton;Tottenham;Crystal Palace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Santiago;Cazorla;MID;ARS;7700000;7;7;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;29;;;;;Leicester;Watford;Southampton;Hull;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Petr;Cech;GLK;ARS;5500000;0;0;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Leicester;Watford;Southampton;Hull;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Cedric;DEF;SOU;5000000;2;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;79;;;;;Man Utd;Sunderland;Arsenal;Swansea;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nacer;Chadli;MID;WBA;6400000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Everton;Middlesbrough;Bournemouth;West Ham;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nathaniel;Chalobah;MID;CHE;4500000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Watford;Burnley;Swansea;Liverpool;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Chamberlain;MID;ARS;6000000;6;6;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;31;;;;;Leicester;Watford;Southampton;Hull;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Calum;Chambers;DEF;ARS;4400000;6;6;;;;;;;4;;;;1;;;;;;;;;;;;;;;;;;;;;;90;;;;;Leicester;Watford;Southampton;Hull;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
James;Chester;DEF;WBA;4500000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Everton;Middlesbrough;Bournemouth;West Ham;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Benjamin;Chilwell;DEF;LEI;4400000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arsenal;Swansea;Liverpool;Burnley;Man Utd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pedro;Chirivella;MID;LIV;4400000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Burnley;Tottenham;Leicester;Chelsea;Hull;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Christian Benteke;FWD;CRY;7600000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tottenham;Bournemouth;Middlesbrough;Stoke;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Josh;Clackstone;DEF;HUL;4000000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Swansea;Man Utd;Burnley;Arsenal;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jordy;Clasie;MID;SOU;4800000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man Utd;Sunderland;Arsenal;Swansea;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
