FirstName;Surname;PositionsList;Team;Cost;PointsLastRound;TotalPoints;AveragePoints;AveragePointsPerDollar;TotalPointsPerDollar;GameweekWeighting;TransfersOut;YellowCards;GoalsConceded;GoalsConcededPoints;Saves;SavesPoints;GoalsScored;GoalsScoredPoints;ValueSeason;TransfersOutRound;PriceRise;PriceFallRound;LastSeasonPoints;PriceFall;ValueForm;PenaltiesMissed;Form;Bonus;FanRating;CleanSheets;CleanSheetPoints;Assists;SelectedByPercent;TransfersIn;OwnGoals;EAIndex;PenaltiesSaved;DreamteamCount;MinutesPlayed;TransfersInRound;PriceRiseRound;RedCards;BPS;NextFixture1;NextFixture2;NextFixture3;NextFixture4;NextFixture5;GW6Forecast;GW7Forecast;GW8Forecast;GW9Forecast;GW10Forecast;GW11Forecast;GW12Forecast;GW13Forecast;GW14Forecast;GW15Forecast;GW16Forecast;GW17Forecast;GW18Forecast;GW19Forecast;GW20Forecast;GW21Forecast;GW22Forecast;GW23Forecast;GW24Forecast;GW25Forecast;GW26Forecast;GW27Forecast;GW28Forecast;GW29Forecast;GW30Forecast;GW31Forecast;GW32Forecast;GW33Forecast;GW34Forecast;GW35Forecast;GW36Forecast;GW37Forecast;GW38Forecast
Pedro;Chirivella;MID;LIV;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tottenham;Leicester;Chelsea;Hull;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Christian Benteke;FWD;CRY;7600000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bournemouth;Middlesbrough;Stoke;Sunderland;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Josh;Clackstone;DEF;HUL;4000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man Utd;Burnley;Arsenal;Liverpool;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jordy;Clasie;MID;SOU;4800000;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;78;;;;;Sunderland;Arsenal;Swansea;West Ham;Leicester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adam;Clayton;MID;MID;4400000;1;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;West Brom;Crystal Palace;Everton;Tottenham;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tom;Cleverley;MID;EVE;5300000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stoke;Sunderland;Middlesbrough;Bournemoth;Crystal Palace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gael;Clichy;DEF;MCI;5400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;West Ham;Man Utd;Bournemouth;Swansea;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sam;Clucas;MID;HUL;4900000;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Man Utd;Burnley;Arsenal;Liverpool;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nathaniel;Clyne;DEF;LIV;5500000;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Tottenham;Leicester;Chelsea;Hull;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Seamus;Coleman;DEF;EVE;5400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stoke;Sunderland;Middlesbrough;Bournemoth;Crystal Palace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
James;Collins;DEF;WHU;4600000;6;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Man City;Watford;West Brom;Southampton;Middlesbrough;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Steve;Cook;DEF;BOU;4900000;1;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Crystal Palace;West Brom;Man City;Everton;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lewis;Cook;MID;BOU;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Crystal Palace;West Brom;Man City;Everton;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Francis;Coquelin;MID;ARS;4400000;2;;;;;;;1;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Watford;Southampton;Hull;Chelsea;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jack;Cork;MID;SWA;4900000;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Leicester;Chelsea;Southampton;Man City;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Costa;FWD;CHE;10000000;5;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;90;;;;;Burnley;Swansea;Liverpool;Arsenal;Hull;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thibaut;Courtois;GLK;CHE;5500000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Burnley;Swansea;Liverpool;Arsenal;Hull;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Philippe;Coutinho;MID;LIV;8100000;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Tottenham;Leicester;Chelsea;Hull;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aaron;Cresswell;DEF;WHU;5400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man City;Watford;West Brom;Southampton;Middlesbrough;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Peter;Crouch;FWD;STK;4800000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Everton;Tottenham;Crystal Palace;West Brom;Man Utd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Juan;Cuadrado;MID;CHE;6900000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Burnley;Swansea;Liverpool;Arsenal;Hull;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Josh;Cullen;MID;WHU;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man City;Watford;West Brom;Southampton;Middlesbrough;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Charlie;Daniels;DEF;BOU;4900000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Crystal Palace;West Brom;Man City;Everton;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scott;Dann;DEF;CRY;5500000;1;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Bournemouth;Middlesbrough;Stoke;Sunderland;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tendayi;Darikwa;DEF;BUR;4300000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Chelsea;Hull;Leicester;Watford;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Matteo;Darmian;DEF;MUN;5100000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hull;Man City;Watford;Leicester;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;David Luiz;DEF;CHE;6000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Burnley;Swansea;Liverpool;Arsenal;Hull;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tom;Davies;MID;EVE;5000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stoke;Sunderland;Middlesbrough;Bournemoth;Crystal Palace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Curtis;Davies;DEF;HUL;4900000;9;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;90;;;;;Man Utd;Burnley;Arsenal;Liverpool;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ben;Davies;DEF;TOT;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Liverpool;Stoke;Sunderland;Middlesbrough;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Steven;Davis;MID;SOU;5300000;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;;Sunderland;Arsenal;Swansea;West Ham;Leicester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Michael;Dawson;DEF;HUL;5000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man Utd;Burnley;Arsenal;Liverpool;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Craig;Dawson;DEF;WBA;4400000;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Middlesbrough;Bournemouth;West Ham;Stoke;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kevin;De Bruyne;MID;MCI;10800000;4;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;88;;;;;West Ham;Man Utd;Bournemouth;Swansea;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
David;de Gea;GLK;MUN;5500000;6;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Hull;Man City;Watford;Leicester;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ritchie;de Laet;DEF;LEI;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Swansea;Liverpool;Burnley;Man Utd;Southampton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Carlos;De Pena;MID;MID;4300000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;West Brom;Crystal Palace;Everton;Tottenham;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marten;de Roon;MID;MID;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;West Brom;Crystal Palace;Everton;Tottenham;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Julien;de Sart;MID;MID;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;West Brom;Crystal Palace;Everton;Tottenham;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mathieu;Debuchy;DEF;ARS;4800000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Watford;Southampton;Hull;Chelsea;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Troy;Deeney;FWD;WAT;7000000;1;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Arsenal;West Ham;Man Utd;Burnley;Bournemouth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jermain;Defoe;FWD;SUN;7100000;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Southampton;Everton;Tottenham;Crystal Palace;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Steven;Defour;MID;BUR;6000000;4;;;;;;;;0;;;;;;;;;;;;;;;;;0;;1;;;;;;;56;;;;;Chelsea;Hull;Leicester;Watford;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Damien;Delaney;DEF;CRY;5000000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;82;;;;;Bournemouth;Middlesbrough;Stoke;Sunderland;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fabian;Delph;MID;MCI;4800000;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;West Ham;Man Utd;Bournemouth;Swansea;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mousa;Dembele;MID;TOT;5500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Liverpool;Stoke;Sunderland;Middlesbrough;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jason;Denayer;DEF;SUN;4900000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Southampton;Everton;Tottenham;Crystal Palace;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Memphis;Depay;MID;MUN;7300000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hull;Man City;Watford;Leicester;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gerard;Deulofeu;MID;EVE;6200000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;61;;;;;Stoke;Sunderland;Middlesbrough;Bournemoth;Crystal Palace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mohamed;Diame;MID;HUL;5500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man Utd;Burnley;Arsenal;Liverpool;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eric;Dier;MID;TOT;5300000;2;;;;;;;1;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Liverpool;Stoke;Sunderland;Middlesbrough;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adama;Diomande;FWD;HUL;4600000;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;73;;;;;Man Utd;Burnley;Arsenal;Liverpool;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mame Biram;Diouf;FWD;STK;5800000;2;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Everton;Tottenham;Crystal Palace;West Brom;Man Utd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brice;Dja Djedje;DEF;WAT;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arsenal;West Ham;Man Utd;Burnley;Bournemouth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Papy;Djilobodji;DEF;SUN;4500000;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Southampton;Everton;Tottenham;Crystal Palace;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Abdoulaye;Doucoure;MID;WAT;4800000;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;Arsenal;West Ham;Man Utd;Burnley;Bournemouth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stewart;Downing;MID;MID;5300000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;West Brom;Crystal Palace;Everton;Tottenham;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Luke;Dreher;MID;CRY;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bournemouth;Middlesbrough;Stoke;Sunderland;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Daniel;Drinkwater;MID;LEI;5400000;3;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Swansea;Liverpool;Burnley;Man Utd;Southampton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nathan;Dyer;MID;SWA;4800000;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;Leicester;Chelsea;Southampton;Man City;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oviemuno;Ejaria;MID;LIV;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tottenham;Leicester;Chelsea;Hull;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ahmed;Elmohamady;MID;HUL;4900000;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Man Utd;Burnley;Arsenal;Liverpool;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mohamed;Elneny;MID;ARS;4800000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Watford;Southampton;Hull;Chelsea;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marvin;Emnes;FWD;SWA;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leicester;Chelsea;Southampton;Man City;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Christian;Eriksen;MID;TOT;8300000;3;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;68;;;;;Liverpool;Stoke;Sunderland;Middlesbrough;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jonny;Evans;DEF;WBA;4500000;0;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Middlesbrough;Bournemouth;West Ham;Stoke;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lukasz;Fabianski;GLK;SWA;5100000;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Leicester;Chelsea;Southampton;Man City;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Fabio;DEF;MID;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;West Brom;Crystal Palace;Everton;Tottenham;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cesc;Fabregas;MID;CHE;7100000;4;;;;;;;;0;;;;;;;;;;;;;;;;;;;1;;;;;;;12;;;;;Burnley;Swansea;Liverpool;Arsenal;Hull;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adam;Federici;GLK;BOU;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Crystal Palace;West Brom;Man City;Everton;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sofiane;Feghouli;MID;WHU;5300000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man City;Watford;West Brom;Southampton;Middlesbrough;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marouane;Fellaini;MID;MUN;6000000;3;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Hull;Man City;Watford;Leicester;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leroy;Fer;MID;SWA;5300000;2;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;68;;;;;Leicester;Chelsea;Southampton;Man City;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Edimilson;Fernandes;MID;WHU;5000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man City;Watford;West Brom;Southampton;Middlesbrough;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Federico;Fernandez;DEF;SWA;4500000;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Leicester;Chelsea;Southampton;Man City;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Fernandinho;MID;MCI;5500000;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;West Ham;Man Utd;Bournemouth;Swansea;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Fernando;MID;MCI;4800000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;West Ham;Man Utd;Bournemouth;Swansea;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sam;Field;MID;WBA;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Middlesbrough;Bournemouth;West Ham;Stoke;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Roberto;Firmino;MID;LIV;8400000;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Tottenham;Leicester;Chelsea;Hull;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viktor;Fischer;MID;MID;5100000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;West Brom;Crystal Palace;Everton;Tottenham;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mathieu;Flamini;MID;CRY;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bournemouth;Middlesbrough;Stoke;Sunderland;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jon;Flanagan;DEF;BUR;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Chelsea;Hull;Leicester;Watford;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Darren;Fletcher;MID;WBA;4400000;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Middlesbrough;Bournemouth;West Ham;Stoke;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ashley;Fletcher;FWD;WHU;5000000;1;;;;;;;;0;;;;;;;;;;;;;;;;;0;;;;;;;;;10;;;;;Man City;Watford;West Brom;Southampton;Middlesbrough;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jose;Fonte;DEF;SOU;5400000;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Sunderland;Arsenal;Swansea;West Ham;Leicester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adam;Forshaw;MID;MID;4500000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;West Brom;Crystal Palace;Everton;Tottenham;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fraser;Forster;GLK;SOU;5000000;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Sunderland;Arsenal;Swansea;West Ham;Leicester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ben;Foster;GLK;WBA;4700000;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Middlesbrough;Bournemouth;West Ham;Stoke;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Timothy;Fosu-Mensah;DEF;MUN;4300000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hull;Man City;Watford;Leicester;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Simon;Francis;DEF;BOU;4500000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Crystal Palace;West Brom;Man City;Everton;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ryan;Fraser;MID;BOU;5000000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;86;;;;;Crystal Palace;West Brom;Man City;Everton;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
George;Friend;DEF;MID;4500000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;West Brom;Crystal Palace;Everton;Tottenham;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dael;Fry;DEF;MID;4000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;West Brom;Crystal Palace;Everton;Tottenham;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ezekiel;Fryers;DEF;CRY;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bournemouth;Middlesbrough;Stoke;Sunderland;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Christian;Fuchs;DEF;LEI;5400000;6;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Swansea;Liverpool;Burnley;Man Utd;Southampton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jay;Fulton;MID;SWA;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leicester;Chelsea;Southampton;Man City;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ramiro;Funes Mori;DEF;EVE;4800000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Stoke;Sunderland;Middlesbrough;Bournemoth;Crystal Palace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Gabriel;DEF;ARS;4800000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Watford;Southampton;Hull;Chelsea;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brendan;Galloway;DEF;WBA;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Middlesbrough;Bournemouth;West Ham;Stoke;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cristian;Gamboa;DEF;WBA;4000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Middlesbrough;Bournemouth;West Ham;Stoke;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Garcia;MID;MCI;5000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;West Ham;Man Utd;Bournemouth;Swansea;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Craig;Gardner;MID;WBA;5500000;5;;;;;;;;2;;;;;;;;;;;;;;;;;;;1;;;;;;;64;;;;;Middlesbrough;Bournemouth;West Ham;Stoke;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Florin;Gardos;DEF;SOU;4000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sunderland;Arsenal;Swansea;West Ham;Leicester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Paulo;Gazzaniga;GLK;SOU;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sunderland;Arsenal;Swansea;West Ham;Leicester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kieran;Gibbs;DEF;ARS;4800000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Watford;Southampton;Hull;Chelsea;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Darron;Gibson;MID;EVE;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stoke;Sunderland;Middlesbrough;Bournemoth;Crystal Palace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ben;Gibson;DEF;MID;4400000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;West Brom;Crystal Palace;Everton;Tottenham;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Olivier;Giroud;FWD;ARS;8900000;1;;;;;;;;0;;;;;;;;;;;;;;;;;0;;;;;;;;;12;;;;;Watford;Southampton;Hull;Chelsea;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Shay;Given;GLK;STK;4500000;0;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Everton;Tottenham;Crystal Palace;West Brom;Man Utd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
