FirstName;Surname;PositionsList;Team;Cost;PointsLastRound;TotalPoints;AveragePoints;AveragePointsPerDollar;TotalPointsPerDollar;GameweekWeighting;TransfersOut;YellowCards;GoalsConceded;GoalsConcededPoints;Saves;SavesPoints;GoalsScored;GoalsScoredPoints;ValueSeason;TransfersOutRound;PriceRise;PriceFallRound;LastSeasonPoints;PriceFall;ValueForm;PenaltiesMissed;Form;Bonus;FanRating;CleanSheets;CleanSheetPoints;Assists;SelectedByPercent;TransfersIn;OwnGoals;EAIndex;PenaltiesSaved;DreamteamCount;MinutesPlayed;TransfersInRound;PriceRiseRound;RedCards;BPS;NextFixture1;NextFixture2;NextFixture3;NextFixture4;NextFixture5;GW6Forecast;GW7Forecast;GW8Forecast;GW9Forecast;GW10Forecast;GW11Forecast;GW12Forecast;GW13Forecast;GW14Forecast;GW15Forecast;GW16Forecast;GW17Forecast;GW18Forecast;GW19Forecast;GW20Forecast;GW21Forecast;GW22Forecast;GW23Forecast;GW24Forecast;GW25Forecast;GW26Forecast;GW27Forecast;GW28Forecast;GW29Forecast;GW30Forecast;GW31Forecast;GW32Forecast;GW33Forecast;GW34Forecast;GW35Forecast;GW36Forecast;GW37Forecast;GW38Forecast
Pedro;Chirivella;MID;LIV;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leicester;Chelsea;Hull;Swansea;Man Utd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Christian Benteke;FWD;CRY;7600000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Middlesbrough;Stoke;Sunderland;Everton;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Josh;Clackstone;DEF;HUL;4000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Burnley;Arsenal;Liverpool;Chelsea;Bournemouth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jordy;Clasie;MID;SOU;4800000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arsenal;Swansea;West Ham;Leicester;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adam;Clayton;MID;MID;4400000;3;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Crystal Palace;Everton;Tottenham;West Ham;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tom;Cleverley;MID;EVE;5300000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sunderland;Middlesbrough;Bournemoth;Crystal Palace;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gael;Clichy;DEF;MCI;5400000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Man Utd;Bournemouth;Swansea;Tottenham;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sam;Clucas;MID;HUL;4900000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Burnley;Arsenal;Liverpool;Chelsea;Bournemouth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nathaniel;Clyne;DEF;LIV;5500000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Leicester;Chelsea;Hull;Swansea;Man Utd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Seamus;Coleman;DEF;EVE;5400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sunderland;Middlesbrough;Bournemoth;Crystal Palace;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
James;Collins;DEF;WHU;4600000;1;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Watford;West Brom;Southampton;Middlesbrough;Crystal Palace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Steve;Cook;DEF;BOU;4900000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;West Brom;Man City;Everton;Watford;Hull;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lewis;Cook;MID;BOU;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;West Brom;Man City;Everton;Watford;Hull;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Francis;Coquelin;MID;ARS;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Southampton;Hull;Chelsea;Burnley;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jack;Cork;MID;SWA;4900000;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;86;;;;;Chelsea;Southampton;Man City;Liverpool;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Costa;FWD;CHE;10000000;5;;;;;;;;0;;;;;;;;;;;;;;;;;1;;1;;;;;;;80;;;;;Swansea;Liverpool;Arsenal;Hull;Leicester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thibaut;Courtois;GLK;CHE;5500000;6;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Swansea;Liverpool;Arsenal;Hull;Leicester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Philippe;Coutinho;MID;LIV;8100000;2;;;;;;;1;0;;;;;;;;;;;;;;;;;1;;;;;;;;;69;;;;;Leicester;Chelsea;Hull;Swansea;Man Utd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aaron;Cresswell;DEF;WHU;5400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Watford;West Brom;Southampton;Middlesbrough;Crystal Palace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Peter;Crouch;FWD;STK;4800000;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;65;;;;;Tottenham;Crystal Palace;West Brom;Man Utd;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Juan;Cuadrado;MID;CHE;6900000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Swansea;Liverpool;Arsenal;Hull;Leicester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Josh;Cullen;MID;WHU;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Watford;West Brom;Southampton;Middlesbrough;Crystal Palace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Charlie;Daniels;DEF;BOU;4900000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;West Brom;Man City;Everton;Watford;Hull;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scott;Dann;DEF;CRY;5500000;2;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;90;;;;;Middlesbrough;Stoke;Sunderland;Everton;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tendayi;Darikwa;DEF;BUR;4300000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hull;Leicester;Watford;Arsenal;Southampton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Matteo;Darmian;DEF;MUN;5100000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man City;Watford;Leicester;Stoke;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;David Luiz;DEF;CHE;6000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Swansea;Liverpool;Arsenal;Hull;Leicester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tom;Davies;MID;EVE;5000000;1;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;2;;;;;Sunderland;Middlesbrough;Bournemoth;Crystal Palace;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Curtis;Davies;DEF;HUL;4900000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Burnley;Arsenal;Liverpool;Chelsea;Bournemouth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ben;Davies;DEF;TOT;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stoke;Sunderland;Middlesbrough;Man City;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Steven;Davis;MID;SOU;5300000;1;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Arsenal;Swansea;West Ham;Leicester;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Michael;Dawson;DEF;HUL;5000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Burnley;Arsenal;Liverpool;Chelsea;Bournemouth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Craig;Dawson;DEF;WBA;4400000;6;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Bournemouth;West Ham;Stoke;Sunderland;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kevin;De Bruyne;MID;MCI;10800000;5;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;90;;;;;Man Utd;Bournemouth;Swansea;Tottenham;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
David;de Gea;GLK;MUN;5500000;6;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Man City;Watford;Leicester;Stoke;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ritchie;de Laet;DEF;LEI;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Liverpool;Burnley;Man Utd;Southampton;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Carlos;De Pena;MID;MID;4300000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Crystal Palace;Everton;Tottenham;West Ham;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marten;de Roon;MID;MID;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Crystal Palace;Everton;Tottenham;West Ham;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Julien;de Sart;MID;MID;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Crystal Palace;Everton;Tottenham;West Ham;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mathieu;Debuchy;DEF;ARS;4800000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Southampton;Hull;Chelsea;Burnley;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Troy;Deeney;FWD;WAT;7000000;1;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;West Ham;Man Utd;Burnley;Bournemouth;Middlesbrough;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jermain;Defoe;FWD;SUN;7100000;6;;;;;;;;1;;;;1;;;;;;;;;;;;;0;;;;;;;;;90;;;;;Everton;Tottenham;Crystal Palace;West Brom;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Steven;Defour;MID;BUR;6000000;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;;Hull;Leicester;Watford;Arsenal;Southampton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Damien;Delaney;DEF;CRY;5000000;1;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Middlesbrough;Stoke;Sunderland;Everton;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fabian;Delph;MID;MCI;4800000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man Utd;Bournemouth;Swansea;Tottenham;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mousa;Dembele;MID;TOT;5500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stoke;Sunderland;Middlesbrough;Man City;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jason;Denayer;DEF;SUN;4900000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Everton;Tottenham;Crystal Palace;West Brom;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Memphis;Depay;MID;MUN;7300000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man City;Watford;Leicester;Stoke;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gerard;Deulofeu;MID;EVE;6200000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sunderland;Middlesbrough;Bournemoth;Crystal Palace;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mohamed;Diame;MID;HUL;5500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Burnley;Arsenal;Liverpool;Chelsea;Bournemouth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eric;Dier;MID;TOT;5300000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Stoke;Sunderland;Middlesbrough;Man City;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adama;Diomande;FWD;HUL;4600000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Burnley;Arsenal;Liverpool;Chelsea;Bournemouth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mame Biram;Diouf;FWD;STK;5800000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;78;;;;;Tottenham;Crystal Palace;West Brom;Man Utd;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brice;Dja Djedje;DEF;WAT;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;West Ham;Man Utd;Burnley;Bournemouth;Middlesbrough;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Papy;Djilobodji;DEF;SUN;4500000;2;;;;;;;;1;;;;;;;;;;;;;;;;;0;;;;;;;;;90;;;;;Everton;Tottenham;Crystal Palace;West Brom;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Abdoulaye;Doucoure;MID;WAT;4800000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;West Ham;Man Utd;Burnley;Bournemouth;Middlesbrough;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stewart;Downing;MID;MID;5300000;3;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Crystal Palace;Everton;Tottenham;West Ham;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Luke;Dreher;MID;CRY;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Middlesbrough;Stoke;Sunderland;Everton;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Daniel;Drinkwater;MID;LEI;5400000;5;;;;;;;;1;;;;;;;;;;;;;;;;;0;;1;;;;;;;90;;;;;Liverpool;Burnley;Man Utd;Southampton;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nathan;Dyer;MID;SWA;4800000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Chelsea;Southampton;Man City;Liverpool;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oviemuno;Ejaria;MID;LIV;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leicester;Chelsea;Hull;Swansea;Man Utd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ahmed;Elmohamady;MID;HUL;4900000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Burnley;Arsenal;Liverpool;Chelsea;Bournemouth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mohamed;Elneny;MID;ARS;4800000;1;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;Southampton;Hull;Chelsea;Burnley;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marvin;Emnes;FWD;SWA;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Chelsea;Southampton;Man City;Liverpool;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Christian;Eriksen;MID;TOT;8300000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Stoke;Sunderland;Middlesbrough;Man City;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jonny;Evans;DEF;WBA;4500000;6;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Bournemouth;West Ham;Stoke;Sunderland;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lukasz;Fabianski;GLK;SWA;5100000;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Chelsea;Southampton;Man City;Liverpool;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Fabio;DEF;MID;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Crystal Palace;Everton;Tottenham;West Ham;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cesc;Fabregas;MID;CHE;7100000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Swansea;Liverpool;Arsenal;Hull;Leicester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adam;Federici;GLK;BOU;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;West Brom;Man City;Everton;Watford;Hull;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sofiane;Feghouli;MID;WHU;5300000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Watford;West Brom;Southampton;Middlesbrough;Crystal Palace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marouane;Fellaini;MID;MUN;6000000;2;;;;;;;1;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Man City;Watford;Leicester;Stoke;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leroy;Fer;MID;SWA;5300000;7;;;;;;;1;2;;;;1;;;;;;;;;;;;;;;;;;;;;;90;;;;;Chelsea;Southampton;Man City;Liverpool;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Edimilson;Fernandes;MID;WHU;5000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Watford;West Brom;Southampton;Middlesbrough;Crystal Palace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Federico;Fernandez;DEF;SWA;4500000;0;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Chelsea;Southampton;Man City;Liverpool;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Fernandinho;MID;MCI;5500000;6;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;90;;;;;Man Utd;Bournemouth;Swansea;Tottenham;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Fernando;MID;MCI;4800000;1;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;Man Utd;Bournemouth;Swansea;Tottenham;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sam;Field;MID;WBA;4500000;3;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;76;;;;;Bournemouth;West Ham;Stoke;Sunderland;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Roberto;Firmino;MID;LIV;8400000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Leicester;Chelsea;Hull;Swansea;Man Utd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viktor;Fischer;MID;MID;5100000;1;;;;;;;;0;;;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;;Crystal Palace;Everton;Tottenham;West Ham;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mathieu;Flamini;MID;CRY;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Middlesbrough;Stoke;Sunderland;Everton;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jon;Flanagan;DEF;BUR;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hull;Leicester;Watford;Arsenal;Southampton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Darren;Fletcher;MID;WBA;4400000;3;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Bournemouth;West Ham;Stoke;Sunderland;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ashley;Fletcher;FWD;WHU;5000000;1;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Watford;West Brom;Southampton;Middlesbrough;Crystal Palace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jose;Fonte;DEF;SOU;5400000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Arsenal;Swansea;West Ham;Leicester;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adam;Forshaw;MID;MID;4500000;3;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Crystal Palace;Everton;Tottenham;West Ham;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fraser;Forster;GLK;SOU;5000000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Arsenal;Swansea;West Ham;Leicester;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ben;Foster;GLK;WBA;4700000;6;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Bournemouth;West Ham;Stoke;Sunderland;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Timothy;Fosu-Mensah;DEF;MUN;4300000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man City;Watford;Leicester;Stoke;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Simon;Francis;DEF;BOU;4500000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;West Brom;Man City;Everton;Watford;Hull;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ryan;Fraser;MID;BOU;5000000;3;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;88;;;;;West Brom;Man City;Everton;Watford;Hull;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
George;Friend;DEF;MID;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Crystal Palace;Everton;Tottenham;West Ham;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dael;Fry;DEF;MID;4000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Crystal Palace;Everton;Tottenham;West Ham;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ezekiel;Fryers;DEF;CRY;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Middlesbrough;Stoke;Sunderland;Everton;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Christian;Fuchs;DEF;LEI;5400000;2;;;;;;;;1;;;;;;;;;;;;;;;;;0;;;;;;;;;90;;;;;Liverpool;Burnley;Man Utd;Southampton;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jay;Fulton;MID;SWA;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Chelsea;Southampton;Man City;Liverpool;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ramiro;Funes Mori;DEF;EVE;4800000;1;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;6;;;;;Sunderland;Middlesbrough;Bournemoth;Crystal Palace;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Gabriel;DEF;ARS;4800000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Southampton;Hull;Chelsea;Burnley;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brendan;Galloway;DEF;WBA;4500000;6;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Bournemouth;West Ham;Stoke;Sunderland;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cristian;Gamboa;DEF;WBA;4000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bournemouth;West Ham;Stoke;Sunderland;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Garcia;MID;MCI;5000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man Utd;Bournemouth;Swansea;Tottenham;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Craig;Gardner;MID;WBA;5500000;1;;;;;;;;0;;;;;;;;;;;;;;;;;0;;;;;;;;;14;;;;;Bournemouth;West Ham;Stoke;Sunderland;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Florin;Gardos;DEF;SOU;4000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arsenal;Swansea;West Ham;Leicester;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Paulo;Gazzaniga;GLK;SOU;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arsenal;Swansea;West Ham;Leicester;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kieran;Gibbs;DEF;ARS;4800000;1;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;;;Southampton;Hull;Chelsea;Burnley;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Darron;Gibson;MID;EVE;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sunderland;Middlesbrough;Bournemoth;Crystal Palace;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ben;Gibson;DEF;MID;4400000;6;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Crystal Palace;Everton;Tottenham;West Ham;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Olivier;Giroud;FWD;ARS;8900000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Southampton;Hull;Chelsea;Burnley;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Shay;Given;GLK;STK;4500000;0;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;90;;;;;Tottenham;Crystal Palace;West Brom;Man Utd;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
