"round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29","round_30","round_31","round_32","round_33","round_34","round_35","round_36","round_37","round_38"
NA,NA,NA,NA,NA,2.1124587225416,2.14976805166748,3.45890955982229,3.49396037924389,2.99969038670165,4.92621950548822,2.37368393024851,3.30855235700993,2.02314190714525,2.27228554576484,1.66768434730245,1.50970178170623,2.22277166086863,3.13821182285603,2.60158023888057,2.48429611315717,5.24217261540019,5.67920751806466,2.8947534294736,3.71869013112955,2.99227049551061,2.09959229951027,2.97748312010465,2.58139550736457,1.53627061840824,0.573161289506695,0.925806314471603,0.270732765197443,1.06587798064808,1.41171087728066,2.0558625244236,7.39698899473658,9.51528743140621
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09028268306837,1.07926972667374,0.428485101484792,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29166255518884,0.500916299770308,0.30394308382837,0.490897973774901,0.297802819508605,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14049315657259,0.229225676513174,0.14049315657259,0.229225676513174,0.434630106864098
NA,NA,NA,NA,NA,3.18196819755926,2.74078180667835,4.4882474190379,4.97772824124557,3.47741307299081,5.38962559621014,2.41768146130214,2.09240345536782,2.61852187386063,0.450041380899648,0.965226424452739,2.64106799299248,1.95922315200516,2.11456874533719,5.08594872113453,2.87576192275633,3.00414678159895,2.70027746169687,1.61288571742643,0.715055714416232,0.765139979556315,0.807944116766782,4.44780795073295,4.81767316675571,3.84403956638623,4.8205428049035,8.52914045439057,3.38038511059893,6.12376598290543,3.7138054988909,5.69364143016533,5.15206050357297,3.01825460011016
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.04453498072065,2.098712606794,1.26083628661115,2.03637460857239,2.01559527583186,0.167099040629939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,3.50194475528846,4.74677746117483,2.26341655987141,4.73125622600883,3.25639985293442,7.67554546873117,3.96901041716545,5.8478911226126,2.73106354813742,3.38446895471645,0.441442028926911,1.92623923426625,4.14519748620313,6.32787392516431,4.22154955720045,6.84977759889339,3.89007718663026,6.49469107050199,4.00140200168942,6.59212358163618,4.17814437130146,2.90878611739462,2.38800075135557,1.12193930901979,3.68929695772677,3.78686547064865,2.92029604105255,3.98202206319108,6.82693098688247,2.97268537167284,6.05875268283843,2.95840777194281,3.5710505136265
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.331270588306305,0.822882208699548,0.499303688568984,0.494260216967277,0.798195742438561,0.243783390822721,0,0,0,0,0,0,0,0,0.285630243844057,0.300663414572692,0.4856505364861,0.480744975511493,0.291643512135511,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30069759396474,1.11771316144504,2.03374767234615,3.3514020853241,6.01984663306879,2.91656912363908,3.04003378128408,3.74308422203558,3.19376821765047,2.52609777942542,1.51759499300518,1.97411687656136,2.12305599938297,1.99031855549906,1.9534905762239
NA,NA,NA,NA,NA,1.68433146079858,1.56746711264095,3.73257132672746,3.9417161356018,3.51667255832706,6.77920755824941,4.92350561563732,7.73269510284018,4.25172427331545,5.64106523047421,3.38617735509262,3.48494233050155,5.73420182460557,6.5927931543241,3.73817079565684,2.89457096700438,4.55431416773881,3.05208767869407,3.98094113625838,2.70894512611331,4.82432104166957,2.37474464403998,1.67946704475438,2.25766708176584,1.94299918062129,0.935971179100565,1.25499754394976,2.05435564077644,1.25912119918556,1.81811141712271,1.95614573720685,3.55348416508018,4.47379894720166
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.166629064019192,0.271868472873418,1.26338784689601,2.71594314556481,3.23230523166169,2.32976778433403,2.63583581154055,2.98922830228486,1.66360316268294,2.40341790786507,1.59228904133899,3.92578023783514,2.22781822564546,3.83960540889478,3.59904715061635,6.4413208547048,2.87783971581393,3.7068574442217,7.11043721276425,5.41250677509599,3.47630793756781,5.99160119538722,5.5091463252381,2.69535027841141,4.35171429599443,2.4531311146882
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
