"index","round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29","round_30","round_31","round_32","round_33","round_34","round_35","round_36","round_37","round_38"
451,81,81,81,81,81,79,70,90,69,77,65,0,0,0,45,25,29,19,73,66,67,90,55,0,81,0,86,0,68,79,90,90,90,90,90,169,77,77
452,15,14,15,15,15,11,8,3,8,0,14,0,90,90,90,90,0,90,16,90,90,90,0,90,90,0,77,0,90,62,90,70,59,81,0,159,80,81
453,4,4,4,4,4,5,0,26,0,90,90,90,90,86,80,87,8,0,90,83,67,62,90,57,78,59,0,0,0,21,90,54,57,0,11,0,0,0
454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,61,23,23,28,90,68,12,31,26,0,0,0,6,0,0,0,0,0,0,0
455,75,74,75,74,75,85,90,74,90,90,90,90,0,30,90,90,90,90,90,90,90,90,66,90,90,90,174,0,90,90,84,26,0,90,69,90,74,75
456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,55,54,54,54,54,0,0,0,0,0,20,72,0,0,0,0,82,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,87,86,86,86,86,90,90,90,90,50,90,90,63,90,90,90,90,90,90,90,90,90,90,90,90,90,80,90,90,90,90,65,90,0,22,90,135,135
460,61,62,61,62,62,0,0,0,0,0,0,0,90,90,90,0,90,90,29,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,18,18,18,18,18,87,89,90,90,25,0,90,90,60,85,56,0,0,60,0,88,72,0,0,0,0,0,0,0,0,0,90,87,90,90,90,90,90
464,3,4,3,3,3,0,0,0,0,65,83,0,0,0,10,0,1,25,0,0,0,0,0,0,81,90,180,0,90,90,0,10,0,14,0,0,50,50
465,85,86,85,85,85,90,90,90,90,90,70,0,0,4,0,90,90,65,0,7,90,90,90,90,90,81,102,0,0,69,0,23,0,0,79,90,90,90
466,7,6,7,7,7,0,0,0,0,31,62,60,17,28,62,22,45,74,64,2,0,0,0,0,0,26,27,33,90,90,90,85,90,90,68,83,83,83
467,75,76,75,76,75,18,29,82,90,61,45,80,79,70,76,27,58,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,11,12,12,12,12,78,62,59,90,0,69,0,0,0,90,71,69,90,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,64,72,70,71
469,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,74,90,75,90,90,90,90,90,45,24,90,90,90,90,90
470,89,88,89,88,88,90,80,90,90,90,90,90,90,90,90,65,90,77,35,90,90,90,90,90,90,0,90,90,90,90,90,57,90,90,90,90,90,90
471,1,2,1,1,1,0,0,0,0,0,0,10,0,0,0,0,0,21,90,11,54,0,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0
472,85,86,85,86,85,90,71,90,0,90,21,90,90,90,0,0,21,0,37,22,36,90,71,90,90,90,90,90,90,90,90,90,90,19,30,16,52,52
473,0,0,0,0,0,0,19,0,0,0,0,86,90,45,90,90,90,45,0,68,0,1,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0
474,42,42,42,42,42,18,28,20,90,86,90,4,0,0,0,0,0,0,90,90,90,0,19,0,0,0,0,0,66,0,19,0,90,71,60,74,38,38
475,23,24,23,24,23,45,0,17,86,90,90,0,90,90,90,90,90,63,0,90,0,0,0,45,0,0,0,0,0,0,9,90,63,0,10,24,78,79
476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,24,24,24,24,24,0,0,0,0,0,45,0,5,62,14,63,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,7,0,0,0
