"index","round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29","round_30","round_31","round_32","round_33","round_34","round_35","round_36","round_37","round_38"
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU"
90,"BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE"
91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,"BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU"
93,"BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU"
94,"BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU"
95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU","BOU"
97,"STK","STK","STK","STK","STK","STK","STK","STK","STK","STK","STK","STK","STK","STK","STK","STK","STK","STK","STK","STK","STK","STK","STK","STK","STK","STK","STK","STK","STK","STK","STK","STK","STK","STK","STK","STK","STK","STK"
98,NA,NA,NA,NA,NA,NA,NA,NA,"BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR"
99,"BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR"
100,"BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR"
101,"BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR"
102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,"BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR","BUR"
104,"CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE"
105,"CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE"
106,"CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE"
107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE"
109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,"CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE","CHE"
111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,"CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY"
116,"CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY"
117,"MUN","MUN","MUN","MUN","MUN","MUN","MUN","MUN","MUN","MUN","MUN","MUN","MUN","MUN","MUN","MUN","MUN","MUN","MUN","MUN","MUN","MUN","MUN","MUN","MUN","MUN","MUN","MUN","MUN","MUN","MUN","MUN","MUN","MUN","MUN","MUN","MUN","MUN"
118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,"CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY","CRY"
