"round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29","round_30","round_31","round_32","round_33","round_34","round_35","round_36","round_37","round_38"
NA,NA,NA,NA,NA,NA,1.79147337638957,4.11430469825251,3.28561873715666,2.49974198891805,4.29892983579659,2.70887968764813,3.8481140889904,1.91107650004435,3.117554897609,1.49873552545973,1.50315875360256,2.43456539190752,2.97612173915463,2.39503947512689,2.41516952712348,4.55353379650188,5.14323011262949,3.08961499647657,4.35273785002993,2.71485365923325,2.51849433372143,3.19782749750073,2.50629892264701,1.53318293470393,1.29315708620222,0.771505262059669,0.468081719763801,0.888231650540067,1.4066406674596,1.713218770353,6.16415749561382,7.92940619283851
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.899391438894782,1.45245438064265,0.353389774420447
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243052129324034,0.41743024980859,0.253285903190309,0.409081644812418,0.248169016257171,0.245610572790602,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117077630477159,0.191021397094311,0.117077630477159,0.191021397094311,0.362191755720082
NA,NA,NA,NA,NA,NA,2.42386549732616,4.18534876822156,4.35657961030477,3.6739539532759,4.97783903928562,2.82134473752165,1.99438369703375,2.81590457854057,1.46133772223008,0.994822630128511,2.4037483068974,1.6326859600043,1.76214062111433,4.46999411291241,2.65014000104735,4.04494352760982,2.67809062697866,1.48532270376447,2.17035082974365,0.637616649630262,0.804746849346642,3.90846905663433,4.21896794231987,3.20336630532186,4.31076785123321,7.32990802295511,4.56341122493677,5.53638821510723,3.86192746794071,6.49924879015192,5.00415144715681,2.80483378853594
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.870445817267212,1.74892717232833,1.05069690550929,1.69697884047699,1.67966272985988,1.01885760534234,0.137798688019481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,4.38185843208318,2.73948795078328,4.16942899846025,2.98098688716582,6.85135929002568,4.21350642613319,5.3430312199118,2.9569578499017,3.67578019636784,1.83491735938341,1.8466230988979,3.45433123850261,5.27322827097026,3.51795796433371,5.91660288160157,4.77060778757154,6.11115756804756,4.47027161340731,5.90730191668412,3.62496527067379,3.74424185416851,2.42398843116219,2.10902414930314,3.47455896759289,3.63584609828915,2.69603491229442,3.3183517193259,5.92264248910744,3.70587343104049,5.51165091412194,3.25418335249002,4.35194511555171
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.276058823588588,0.68573517391629,0.41608640714082,0.411883514139397,0.665163118698801,0.658305766959638,0.123216011546542,0,0,0,0,0,0,0,0.238025203203381,0.250552845477243,0.404708780405084,0.400620812926244,0.243036260112926,0.240530731658153,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08391466163728,0.931427634537529,1.69478972695512,2.79283507110341,5.01653886089066,3.13676704921772,2.75403822348147,4.37976888297831,2.66147351470872,4.4301294920537,1.26466249417098,2.2454167875647,1.96771249667598,2.92562876836844,1.62790881351992
NA,NA,NA,NA,NA,NA,1.5481961948456,3.48125677233242,4.42641172285449,2.93056046527255,6.07530882861878,4.23854646709264,7.89838906799414,4.34154812949902,6.13633367484058,3.56383866510598,3.62513380859085,5.88571762435031,6.12147612347819,3.51720046414877,3.0879654126462,5.02233707993334,3.21129668362288,4.60099374283147,2.37016728417205,4.22230239776752,2.68347346223197,2.20545732946708,2.28348589418358,2.22773101581263,1.11038447074474,1.26307542300315,2.08152130989861,1.04926766598796,1.88024852095807,1.73593033655169,3.77835822686382,4.09325344871273
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.138857553349327,0.226557060727849,1.05282320574667,2.26328595463734,2.69358769305141,2.08763899924256,2.19652984295046,4.06071528741565,1.65154186946476,2.45103166169396,1.75490333936437,3.68762865623991,2.15173380038393,3.401232560161,3.13028939601115,6.27537180326798,3.32249542649258,3.21312129891156,6.36625757675102,6.42325196920961,3.70583179905143,4.99300099615602,6.0356479820556,2.99657215945174,4.05273097707513,3.03986029155662
