"index","round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29","round_30","round_31","round_32","round_33","round_34","round_35","round_36","round_37","round_38"
160,"ARS","Burnley","Tottenham","Leicester","Chelsea","Hull City","Swansea","Man Utd","West Brom","Crystal Palace","Watford","Southampton","Sunderland","Bournemouth","West Ham","Middlesbrough","Everton","Stoke","Man City","Sunderland","Man Utd","Swansea","Chelsea","Hull City","Tottenham","Leicester","Arsenal","Burnley","Man City","Everton","Bournemouth","Stoke","West Brom","Crystal Palace","Watford","Southampton","West Ham","Middlesbrough"
161,"ARS","Burnley","Tottenham","Leicester","Chelsea","Hull City","Swansea","Man Utd","West Brom","Crystal Palace","Watford","Southampton","Sunderland","Bournemouth","West Ham","Middlesbrough","Everton","Stoke","Man City","Sunderland","Man Utd","Swansea","Chelsea","Hull City","Tottenham","Leicester","Arsenal","Burnley","Man City","Everton","Bournemouth","Stoke","West Brom","Crystal Palace","Watford","Southampton","West Ham","Middlesbrough"
162,"ARS","Burnley","Tottenham","Leicester","Chelsea","Hull City","Swansea","Man Utd","West Brom","Crystal Palace","Watford","Southampton","Sunderland","Bournemouth","West Ham","Middlesbrough","Everton","Stoke","Man City","Sunderland","Man Utd","Swansea","Chelsea","Hull City","Tottenham","Leicester","Arsenal","Burnley","Man City","Everton","Bournemouth","Stoke","West Brom","Crystal Palace","Watford","Southampton","West Ham","Middlesbrough"
163,"ARS","Burnley","Tottenham","Leicester","Chelsea","Hull City","Swansea","Man Utd","West Brom","Crystal Palace","Watford","Southampton","Sunderland","Bournemouth","West Ham","Middlesbrough","Everton","Stoke","Man City","Sunderland","Man Utd","Swansea","Chelsea","Hull City","Tottenham","Leicester","Arsenal","Burnley","Man City","Everton","Bournemouth","Stoke","West Brom","Crystal Palace","Watford","Southampton","West Ham","Middlesbrough"
164,"ARS","Burnley","Tottenham","Leicester","Chelsea","Hull City","Swansea","Man Utd","West Brom","Crystal Palace","Watford","Southampton","Sunderland","Bournemouth","West Ham","Middlesbrough","Everton","Stoke","Man City","Sunderland","Man Utd","Swansea","Chelsea","Hull City","Tottenham","Leicester","Arsenal","Burnley","Man City","Everton","Bournemouth","Stoke","West Brom","Crystal Palace","Watford","Southampton","West Ham","Middlesbrough"
165,"ARS","Burnley","Tottenham","Leicester","Chelsea","Hull City","Swansea","Man Utd","West Brom","Crystal Palace","Watford","Southampton","Sunderland","Bournemouth","West Ham","Middlesbrough","Everton","Stoke","Man City","Sunderland","Man Utd","Swansea","Chelsea","Hull City","Tottenham","Leicester","Arsenal","Burnley","Man City","Everton","Bournemouth","Stoke","West Brom","Crystal Palace","Watford","Southampton","West Ham","Middlesbrough"
166,"ARS","Swansea","Man Utd","Burnley","Arsenal","Liverpool","Chelsea","Bournemouth","Stoke","Watford","Southampton","Sunderland","West Brom","Middlesbrough","Crystal Palace","Tottenham","West Ham","Man City","Everton","West Brom","Bournemouth","Chelsea","Man Utd","Liverpool","Arsenal","Burnley","Leicester","Swansea","Everton","West Ham","Middlesbrough","Man City","Stoke","Watford","Southampton","Sunderland","Crystal Palace","Tottenham"
167,"ARS","Man Utd","Sunderland","Arsenal","Swansea","West Ham","Leicester","Burnley","Man City","Chelsea","Hull City","Liverpool","Everton","Crystal Palace","Middlesbrough","Stoke","Bournemouth","Tottenham","West Brom","Everton","Burnley","Leicester","Swansea","West Ham","Sunderland","Watford","Watford","Tottenham","Tottenham","Bournemouth","Crystal Palace","West Brom","Man City","Chelsea","Hull City","Liverpool","Middlesbrough","Stoke"
168,"SUN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Watford",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,"SUN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,"SUN","Stoke","West Ham","Man Utd","Bournemouth","Swansea","Tottenham","Everton","Southampton","West Brom","Middlesbrough","Crystal Palace","Burnley","Chelsea","Leicester","Watford","Arsenal","Hull City","Liverpool","Burnley","Everton","Tottenham","West Ham","Swansea","Bournemouth","Sunderland","Sunderland","Liverpool","Liverpool","Arsenal","Chelsea","Hull City","Southampton","Man Utd","Middlesbrough","Crystal Palace","Leicester","Watford"
171,"SUN","Stoke","West Ham","Man Utd","Bournemouth","Swansea","Tottenham","Everton","Southampton","West Brom","Middlesbrough","Crystal Palace","Burnley","Chelsea","Leicester","Watford","Arsenal","Hull City","Liverpool","Burnley","Everton","Tottenham","West Ham","Swansea","Bournemouth","Sunderland","Sunderland","Liverpool","Liverpool","Arsenal","Chelsea","Hull City","Southampton","Man Utd","Middlesbrough","Crystal Palace","Leicester","Watford"
172,"SUN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,"SUN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,"SUN","Stoke","West Ham","Man Utd","Bournemouth","Swansea","Tottenham","Everton","Southampton","West Brom","Middlesbrough","Crystal Palace","Burnley","Chelsea","Leicester","Watford","Arsenal","Hull City","Liverpool","Burnley","Everton","Tottenham","West Ham","Swansea","Bournemouth","Sunderland","Sunderland","Liverpool","Liverpool","Arsenal","Chelsea","Hull City","Southampton","Man Utd","Middlesbrough","Crystal Palace","Leicester","Watford"
175,"SUN","Stoke","West Ham","Man Utd","Bournemouth","Swansea","Tottenham","Everton","Southampton","West Brom","Middlesbrough","Crystal Palace","Burnley","Chelsea","Leicester","Watford","Arsenal","Hull City","Liverpool","Burnley","Everton","Tottenham","West Ham","Swansea","Bournemouth","Sunderland","Sunderland","Liverpool","Liverpool","Arsenal","Chelsea","Hull City","Southampton","Man Utd","Middlesbrough","Crystal Palace","Leicester","Watford"
176,"SUN","Crystal Palace","Liverpool","Stoke","Sunderland","Middlesbrough","Man City","West Brom","Bournemouth","Leicester","Arsenal","West Ham","Chelsea","Swansea","Man Utd","Hull City","Burnley","Southampton","Watford","Chelsea","West Brom","Man City","Sunderland","Middlesbrough","Liverpool","Stoke","Everton","Southampton","Southampton","Burnley","Swansea","Watford","Bournemouth","Crystal Palace","Arsenal","West Ham","Man Utd","Hull City"
177,"BOU","Southampton","Hull","Man City","Watford","Leicester","Stoke","Liverpool","Chelsea","Burnley","Swansea","Arsenal","West Ham","Everton","Tottenham","Crystal Palace","West Brom","Sunderland","Middlesbrough","West Ham","Liverpool","Stoke","Hull City","Leicester","Watford","Bournemouth","Bournemouth","Middlesbrough","Middlesbrough","West Brom","Everton","Sunderland","Chelsea","Burnley","Swansea","Arsenal","Tottenham","Crystal Palace"
178,"BOU","Southampton","Hull","Man City","Watford","Leicester","Stoke","Liverpool","Chelsea","Burnley","Swansea","Arsenal","West Ham","Everton","Tottenham","Crystal Palace","West Brom","Sunderland","Middlesbrough","West Ham","Liverpool","Stoke","Hull City","Leicester","Watford","Bournemouth","Bournemouth","Middlesbrough","Middlesbrough","West Brom","Everton","Sunderland","Chelsea","Burnley","Swansea","Arsenal","Tottenham","Crystal Palace"
179,"BOU","Southampton","Hull","Man City","Watford","Leicester","Stoke","Liverpool","Chelsea","Burnley","Swansea","Arsenal","West Ham","Everton","Tottenham","Crystal Palace","West Brom","Sunderland","Middlesbrough","West Ham","Liverpool","Stoke","Hull City","Leicester","Watford","Bournemouth","Bournemouth","Middlesbrough","Middlesbrough","West Brom","Everton","Sunderland","Chelsea","Burnley","Swansea","Arsenal","Tottenham","Crystal Palace"
180,"BOU","Southampton","Hull","Man City","Watford","Leicester","Stoke","Liverpool","Chelsea","Burnley","Swansea","Arsenal","West Ham","Everton","Tottenham","Crystal Palace","West Brom","Sunderland","Middlesbrough","West Ham","Liverpool","Stoke","Hull City","Leicester","Watford","Bournemouth","Bournemouth","Middlesbrough","Middlesbrough","West Brom","Everton","Sunderland","Chelsea","Burnley","Swansea","Arsenal","Tottenham","Crystal Palace"
181,"BOU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,"BOU","Southampton","Hull","Man City","Watford","Leicester","Stoke","Liverpool","Chelsea","Burnley","Swansea","Arsenal","West Ham","Everton","Tottenham","Crystal Palace","West Brom","Sunderland","Middlesbrough","West Ham","Liverpool","Stoke","Hull City","Leicester","Watford","Bournemouth","Bournemouth","Middlesbrough","Middlesbrough","West Brom","Everton","Sunderland","Chelsea","Burnley","Swansea","Arsenal","Tottenham","Crystal Palace"
183,"BOU","Southampton","Hull","Man City","Watford","Leicester","Stoke","Liverpool","Chelsea","Burnley","Swansea","Arsenal","West Ham","Everton","Tottenham","Crystal Palace","West Brom","Sunderland","Middlesbrough","West Ham","Liverpool","Stoke","Hull City","Leicester","Watford","Bournemouth","Bournemouth","Middlesbrough","Middlesbrough","West Brom","Everton","Sunderland","Chelsea","Burnley","Swansea","Arsenal","Tottenham","Crystal Palace"
184,"BOU","Southampton","Hull","Man City","Watford","Leicester","Stoke","Liverpool","Chelsea","Burnley","Swansea","Arsenal","West Ham","Everton","Tottenham","Crystal Palace","West Brom","Sunderland","Middlesbrough","West Ham","Liverpool","Stoke","Hull City","Leicester","Watford","Bournemouth","Bournemouth","Middlesbrough","Middlesbrough","West Brom","Everton","Sunderland","Chelsea","Burnley","Swansea","Arsenal","Tottenham","Crystal Palace"
185,"BOU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Everton","Sunderland","Chelsea","Burnley","Swansea","Arsenal","Tottenham","Crystal Palace"
186,"BOU","Southampton","Hull","Man City","Watford","Leicester","Stoke","Liverpool","Chelsea","Burnley","Swansea","Arsenal","West Ham","Everton","Tottenham","Crystal Palace","West Brom","Sunderland","Middlesbrough","West Ham","Liverpool","Stoke","Hull City","Leicester","Watford","Bournemouth","Bournemouth","Middlesbrough","Middlesbrough","West Brom","Everton","Sunderland","Chelsea","Burnley","Swansea","Arsenal","Tottenham","Crystal Palace"
187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,NA,"Middlesbrough","Southampton","Everton","Tottenham","Crystal Palace","West Brom","Stoke","West Ham","Arsenal","Bournemouth","Hull City","Liverpool","Leicester","Swansea","Chelsea","Watford","Man Utd","Burnley","Liverpool","Stoke","West Brom","Tottenham","Crystal Palace","Southampton","Everton","Man City","Burnley","Burnley","Watford","Leicester","Man Utd","West Ham","Middlesbrough","Bournemouth","Hull City","Swansea","Chelsea"
195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,NA,"Crystal Palace","Liverpool","Stoke","Sunderland","Middlesbrough","Man City","West Brom","Bournemouth","Leicester","Arsenal","West Ham","Chelsea","Swansea","Man Utd","Hull City","Burnley","Southampton","Watford","Chelsea","West Brom","Man City","Sunderland","Middlesbrough","Liverpool","Stoke","Everton","Southampton","Southampton","Burnley","Swansea","Watford","Bournemouth","Crystal Palace","Arsenal","West Ham","Man Utd","Hull City"
197,"WAT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,"WAT","Man Utd","Sunderland","Arsenal","Swansea","West Ham","Leicester","Burnley","Man City","Chelsea","Hull City","Liverpool","Everton","Crystal Palace","Middlesbrough","Stoke","Bournemouth","Tottenham","West Brom","Everton","Burnley","Leicester","Swansea","West Ham","Sunderland","Watford","Watford","Tottenham","Tottenham","Bournemouth","Crystal Palace","West Brom","Man City","Chelsea","Hull City","Liverpool","Middlesbrough","Stoke"
199,"WAT","Man Utd","Sunderland","Arsenal","Swansea","West Ham","Leicester","Burnley","Man City","Chelsea","Hull City","Liverpool","Everton","Crystal Palace","Middlesbrough","Stoke","Bournemouth","Tottenham","West Brom","Everton","Burnley","Leicester","Swansea","West Ham","Sunderland","Watford","Watford","Tottenham","Tottenham","Bournemouth","Crystal Palace","West Brom","Man City","Chelsea","Hull City","Liverpool","Middlesbrough","Stoke"
200,"WAT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,"WAT",NA,NA,NA,NA,NA,NA,NA,"Man City","Chelsea","Hull City","Liverpool","Everton","Crystal Palace","Middlesbrough","Stoke","Bournemouth","Tottenham","West Brom","Everton","Burnley","Leicester","Swansea","West Ham","Sunderland","Watford","Watford","Tottenham","Tottenham","Bournemouth","Crystal Palace","West Brom","Man City","Chelsea","Hull City","Liverpool","Middlesbrough","Stoke"
202,"WAT","Man Utd","Sunderland","Arsenal","Swansea","West Ham","Leicester","Burnley","Man City","Chelsea","Hull City","Liverpool","Everton","Crystal Palace","Middlesbrough","Stoke","Bournemouth","Tottenham","West Brom","Everton","Burnley","Leicester","Swansea","West Ham","Sunderland","Watford","Watford","Tottenham","Tottenham","Bournemouth","Crystal Palace","West Brom","Man City","Chelsea","Hull City","Liverpool","Middlesbrough","Stoke"
203,"WAT","Man Utd","Sunderland","Arsenal","Swansea","West Ham","Leicester","Burnley","Man City","Chelsea","Hull City","Liverpool","Everton","Crystal Palace","Middlesbrough","Stoke","Bournemouth","Tottenham","West Brom","Everton","Burnley","Leicester","Swansea","West Ham","Sunderland","Watford","Watford","Tottenham","Tottenham","Bournemouth","Crystal Palace","West Brom","Man City","Chelsea","Hull City","Liverpool","Middlesbrough","Stoke"
204,"WAT","Man Utd","Sunderland","Arsenal","Swansea","West Ham","Leicester","Burnley","Man City","Chelsea","Hull City","Liverpool","Everton","Crystal Palace","Middlesbrough","Stoke","Bournemouth","Tottenham","West Brom","Everton","Burnley","Leicester","Swansea","West Ham","Sunderland","Watford","Watford","Tottenham","Tottenham","Bournemouth","Crystal Palace","West Brom","Man City","Chelsea","Hull City","Liverpool","Middlesbrough","Stoke"
205,"WAT","Man Utd","Sunderland","Arsenal","Swansea","West Ham","Leicester","Burnley","Man City","Chelsea","Hull City","Liverpool","Everton","Crystal Palace","Middlesbrough","Stoke","Bournemouth","Tottenham","West Brom","Everton","Burnley","Leicester","Swansea","West Ham","Sunderland","Watford","Watford","Tottenham","Tottenham","Bournemouth","Crystal Palace","West Brom","Man City","Chelsea","Hull City","Liverpool","Middlesbrough","Stoke"
206,"MID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,"MID","Man City","Everton","Tottenham","Crystal Palace","West Brom","Man Utd","Sunderland","Hull City","Swansea","West Ham","Bournemouth","Watford","Burnley","Arsenal","Southampton","Leicester","Liverpool","Chelsea","Watford","Sunderland","Man Utd","Everton","West Brom","Crystal Palace","Tottenham","Middlesbrough","Chelsea","Chelsea","Leicester","Burnley","Liverpool","Hull City","Swansea","West Ham","Bournemouth","Arsenal","Southampton"
208,"MID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West Brom","Crystal Palace","Tottenham","Middlesbrough","Chelsea","Chelsea","Leicester","Burnley","Liverpool","Hull City","Swansea","West Ham","Bournemouth","Arsenal","Southampton"
209,"MID","Man City","Everton","Tottenham","Crystal Palace","West Brom","Man Utd","Sunderland","Hull City","Swansea","West Ham","Bournemouth","Watford","Burnley","Arsenal","Southampton","Leicester","Liverpool","Chelsea","Watford","Sunderland","Man Utd","Everton","West Brom","Crystal Palace","Tottenham","Middlesbrough","Chelsea","Chelsea","Leicester","Burnley","Liverpool","Hull City","Swansea","West Ham","Bournemouth","Arsenal","Southampton"
210,"MID","Man City","Everton","Tottenham","Crystal Palace","West Brom","Man Utd","Sunderland","Hull City","Swansea","West Ham","Bournemouth","Watford","Burnley","Arsenal","Southampton","Leicester","Liverpool","Chelsea","Watford","Sunderland","Man Utd","Everton","West Brom","Crystal Palace","Tottenham","Middlesbrough","Chelsea","Chelsea","Leicester","Burnley","Liverpool","Hull City","Swansea","West Ham","Bournemouth","Arsenal","Southampton"
211,"MID","Man City","Everton","Tottenham","Crystal Palace","West Brom","Man Utd","Sunderland","Hull City","Swansea","West Ham","Bournemouth","Watford","Burnley","Arsenal","Southampton","Leicester","Liverpool","Chelsea","Watford","Sunderland","Man Utd","Everton","West Brom","Crystal Palace","Tottenham","Middlesbrough","Chelsea","Chelsea","Leicester","Burnley","Liverpool","Hull City","Swansea","West Ham","Bournemouth","Arsenal","Southampton"
212,"MID","Man City","Everton","Tottenham","Crystal Palace","West Brom","Man Utd","Sunderland","Hull City","Swansea","West Ham","Bournemouth","Watford","Burnley","Arsenal","Southampton","Leicester","Liverpool","Chelsea","Watford","Sunderland","Man Utd","Everton","West Brom","Crystal Palace","Tottenham","Middlesbrough","Chelsea","Chelsea","Leicester","Burnley","Liverpool","Hull City","Swansea","West Ham","Bournemouth","Arsenal","Southampton"
213,"MID","Man City","Everton","Tottenham","Crystal Palace","West Brom","Man Utd","Sunderland","Hull City","Swansea","West Ham","Bournemouth","Watford","Burnley","Arsenal","Southampton","Leicester","Liverpool","Chelsea","Watford","Sunderland","Man Utd","Everton","West Brom","Crystal Palace","Tottenham","Middlesbrough","Chelsea","Chelsea","Leicester","Burnley","Liverpool","Hull City","Swansea","West Ham","Bournemouth","Arsenal","Southampton"
214,"MID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,"MID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,"MID","Swansea","Man Utd","Burnley","Arsenal","Liverpool","Chelsea","Bournemouth","Stoke","Watford","Southampton","Sunderland","West Brom","Middlesbrough","Crystal Palace","Tottenham","West Ham","Man City","Everton","West Brom","Bournemouth","Chelsea","Man Utd","Liverpool","Arsenal","Burnley","Leicester","Swansea","Everton","West Ham","Middlesbrough","Man City","Stoke","Watford","Southampton","Sunderland","Crystal Palace","Tottenham"
217,"MID","Crystal Palace","Liverpool","Stoke","Sunderland","Middlesbrough","Man City","West Brom","Bournemouth","Leicester","Arsenal","West Ham","Chelsea","Swansea","Man Utd","Hull City","Burnley","Southampton","Watford","Chelsea","West Brom","Man City","Sunderland","Middlesbrough","Liverpool","Stoke","Everton","Southampton","Southampton","Burnley","Swansea","Watford","Bournemouth","Crystal Palace","Arsenal","West Ham","Man Utd","Hull City"
218,"MID","Watford","Burnley","Swansea","Liverpool","Arsenal","Hull City","Leicester","Man Utd","Southampton","Everton","Middlesbrough","Tottenham","Man City","West Brom","Sunderland","Crystal Palace","Bournemouth","Stoke","Tottenham","Leicester","Hull City","Liverpool","Arsenal","Burnley","Swansea","West Ham","Stoke","Stoke","Crystal Palace","Man City","Bournemouth","Man Utd","Southampton","Everton","Middlesbrough","West Brom","Sunderland"
219,"BUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,"BUR","Hull","Leicester","Chelsea","Southampton","Man City","Liverpool","Arsenal","Watford","Stoke","Man Utd","Everton","Crystal Palace","Tottenham","Sunderland","West Brom","Middlesbrough","West Ham","Bournemouth","Crystal Palace","Arsenal","Liverpool","Southampton","Man City","Leicester","Chelsea","Burnley","Hull City","Bournemouth","Middlesbrough","Tottenham","West Ham","Watford","Stoke","Man Utd","Everton","Sunderland","West Brom"
221,"BUR","Hull","Leicester","Chelsea","Southampton","Man City","Liverpool","Arsenal","Watford","Stoke","Man Utd","Everton","Crystal Palace","Tottenham","Sunderland","West Brom","Middlesbrough","West Ham","Bournemouth","Crystal Palace","Arsenal","Liverpool","Southampton","Man City","Leicester","Chelsea","Burnley","Hull City","Bournemouth","Middlesbrough","Tottenham","West Ham","Watford","Stoke","Man Utd","Everton","Sunderland","West Brom"
222,"BUR","Hull","Leicester","Chelsea","Southampton","Man City","Liverpool","Arsenal","Watford","Stoke","Man Utd","Everton","Crystal Palace","Tottenham","Sunderland","West Brom","Middlesbrough","West Ham","Bournemouth","Crystal Palace","Arsenal","Liverpool","Southampton","Man City","Leicester","Chelsea","Burnley","Hull City","Bournemouth","Middlesbrough","Tottenham","West Ham","Watford","Stoke","Man Utd","Everton","Sunderland","West Brom"
223,"BUR","Hull","Leicester","Chelsea","Southampton","Man City","Liverpool","Arsenal","Watford","Stoke","Man Utd","Everton","Crystal Palace","Tottenham","Sunderland","West Brom","Middlesbrough","West Ham","Bournemouth","Crystal Palace","Arsenal","Liverpool","Southampton","Man City","Leicester","Chelsea","Burnley","Hull City","Bournemouth","Middlesbrough","Tottenham","West Ham","Watford","Stoke","Man Utd","Everton","Sunderland","West Brom"
224,"BUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liverpool","Southampton","Man City","Leicester","Chelsea","Burnley","Hull City","Bournemouth","Middlesbrough","Tottenham","West Ham","Watford","Stoke","Man Utd","Everton","Sunderland","West Brom"
225,"BUR","Hull","Leicester","Chelsea","Southampton","Man City","Liverpool","Arsenal","Watford","Stoke","Man Utd","Everton","Crystal Palace","Tottenham","Sunderland","West Brom","Middlesbrough","West Ham","Bournemouth","Crystal Palace","Arsenal","Liverpool","Southampton","Man City","Leicester","Chelsea","Burnley","Hull City","Bournemouth","Middlesbrough","Tottenham","West Ham","Watford","Stoke","Man Utd","Everton","Sunderland","West Brom"
226,"BUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Middlesbrough","Tottenham","West Ham","Watford","Stoke","Man Utd","Everton","Sunderland","West Brom"
227,"BUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,"BUR","Hull","Leicester","Chelsea","Southampton","Man City","Liverpool","Arsenal","Watford","Stoke","Man Utd","Everton","Crystal Palace","Tottenham","Sunderland","West Brom","Middlesbrough","West Ham","Bournemouth","Crystal Palace","Arsenal","Liverpool","Southampton","Man City","Leicester","Chelsea","Burnley","Hull City","Bournemouth","Middlesbrough","Tottenham","West Ham","Watford","Stoke","Man Utd","Everton","Sunderland","West Brom"
229,"EVE","Crystal Palace","Liverpool","Stoke","Sunderland","Middlesbrough","Man City","West Brom","Bournemouth","Leicester","Arsenal","West Ham","Chelsea","Swansea","Man Utd","Hull City","Burnley","Southampton","Watford","Chelsea","West Brom","Man City","Sunderland","Middlesbrough","Liverpool","Stoke","Everton","Southampton","Southampton","Burnley","Swansea","Watford","Bournemouth","Crystal Palace","Arsenal","West Ham","Man Utd","Hull City"
230,"EVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"EVE","Crystal Palace","Liverpool","Stoke","Sunderland","Middlesbrough","Man City","West Brom","Bournemouth","Leicester","Arsenal","West Ham","Chelsea","Swansea","Man Utd","Hull City","Burnley","Southampton","Watford","Chelsea","West Brom","Man City","Sunderland","Middlesbrough","Liverpool","Stoke","Everton","Southampton","Southampton","Burnley","Swansea","Watford","Bournemouth","Crystal Palace","Arsenal","West Ham","Man Utd","Hull City"
232,"EVE","Crystal Palace","Liverpool","Stoke","Sunderland","Middlesbrough","Man City","West Brom","Bournemouth","Leicester","Arsenal","West Ham","Chelsea","Swansea","Man Utd","Hull City","Burnley","Southampton","Watford","Chelsea","West Brom","Man City","Sunderland","Middlesbrough","Liverpool","Stoke","Everton","Southampton","Southampton","Burnley","Swansea","Watford","Bournemouth","Crystal Palace","Arsenal","West Ham","Man Utd","Hull City"
233,"EVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,"EVE","Crystal Palace","Liverpool","Stoke","Sunderland","Middlesbrough","Man City","West Brom","Bournemouth","Leicester","Arsenal","West Ham","Chelsea","Swansea","Man Utd","Hull City","Burnley","Southampton","Watford","Chelsea","West Brom","Man City","Sunderland","Middlesbrough","Liverpool","Stoke","Everton","Southampton","Southampton","Burnley","Swansea","Watford","Bournemouth","Crystal Palace","Arsenal","West Ham","Man Utd","Hull City"
235,"EVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
