"round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29","round_30","round_31","round_32","round_33","round_34","round_35","round_36","round_37","round_38"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.47056466346552,2.2956507023265,3.36660764376352,2.06130604537582,3.58325861466535,2.32854307758409,1.93414434706884,2.77688812843862,3.25175942087697,2.0239417114196,2.05163438598317,3.89121198091452,3.93410082026269,2.409086789483,3.96067355449906,2.74106673468812,2.61941563776117,4.31526822391725,3.61568505905454,1.9154928402933,1.76488873358357,2.12017666581781,1.02800617319426,1.8401193931916,1.49656718726528,1.30433436971552,4.20773417851183,5.03462477130249
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153506607994127,0.247953568386302,0.150436475834244,0.242944405388599,0.147366343674361,0.14583127759442,0.237935242390896,0.237935242390896
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702465782862951,0.114612838256587,0.0702465782862951,0.114612838256587,0.217315053432049
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.20092963159985,2.53961330349264,2.35648435911052,3.68507295729592,1.87444793459494,3.17614539087905,3.34590325335035,2.03746523483863,1.86570714662263,2.98060842525687,1.71765780015327,2.78102424887286,2.87137587956215,1.81312201257081,2.794031530452,1.82634976861406,1.32055796441859,3.66030083672757,3.74145598480548,2.17178297765891,2.84489483318937,4.84006350891606,3.06699853548725,5.44686970766841,3.81671175796495,6.84649125606182,6.63940634724701,3.21456356545611
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.624050283272185,1.00779763791593,0.997407971545662,0.604946703172016,0.604946703172016,0.987018305175394,0.604946703172016,0.987018305175394,0.134897663008545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.64463256312991,3.41951425123082,4.70461371961855,2.77264160331405,4.2262941256065,2.47654149734007,2.99778730577487,4.9760235247732,5.46855878016605,3.1482188449403,3.75818890406663,2.99761439946314,5.26727156272531,3.97928705317418,6.67322522991926,4.18819757886,3.41907850649037,3.13295687521296,2.51599027519115,5.19717910066709,5.2831720741994,2.94368649001582,3.22860439529773,4.27104618982563,2.64000697478982,4.95310284015773,2.89545926023358,5.01988926460611
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.407326693306276,0.247130108483638,0.244608372682785,0.394983460175783,0.390869049132285,0.239564901081078,0.390869049132285,0.239564901081078,0.390869049132285,0.0739296069279254,0,0,0,0.150331707286346,0.148828390213482,0.240372487755747,0.237919707268443,0.144318438994892,0.142815121922029,0.233014146293836,0.142815121922029,0.233014146293836,0.142815121922029,0
