"index","round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29","round_30","round_31","round_32","round_33","round_34","round_35","round_36","round_37","round_38"
121,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,9,2,1,6,1,1,0,0,0,0
122,0,NA,NA,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,0,7,2,1,6,4,4,0,0,12,1
123,2,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,0,1,NA,NA,7,1,1,2,1,0,0,1,6,13,0,0,0,0,0,0,1,2,6,0,2,7,6,0,8,1,0,0,0,2,0,0,6,1
125,1,7,2,1,0,1,7,1,2,0,2,10,1,1,1,2,15,1,0,1,0,1,6,0,2,15,6,0,0,0,0,0,1,1,1,0,6,1
126,2,2,2,1,2,1,8,2,1,0,1,1,0,6,1,1,1,2,1,1,0,2,5,-1,2,5,9,0,7,2,1,6,1,3,1,0,6,1
127,2,2,6,6,2,0,0,0,0,0,0,1,2,11,0,7,2,6,7,15,6,6,2,1,6,6,1,1,6,1,2,0,6,6,1,2,7,3
128,0,NA,NA,6,10,4,2,1,0,6,0,9,2,2,1,8,1,6,1,6,12,15,5,4,7,12,1,6,6,0,0,0,0,0,0,0,0,0
129,2,2,1,NA,0,0,1,1,0,7,0,0,0,2,1,1,2,6,1,6,6,8,2,4,6,7,1,1,1,0,0,0,0,0,0,0,0,0
130,2,5,6,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,5,5,1,1,0,0,0,0,0,1,2,1,2,8,1,2,1,1
131,2,2,6,6,2,2,6,2,1,1,-1,1,2,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,6,7,1,11,12,11,7,1,2,12,0
132,2,6,0,2,1,14,2,1,2,6,1,0,1,1,1,2,1,6,2,0,6,1,12,1,2,8,1,1,6,0,9,5,1,1,8,0,0,0
133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
134,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,0,NA,NA,NA,1,1,6,2,2,1,0,0,0,0,8,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0
137,0,1,6,6,2,2,2,1,1,7,0,2,1,2,1,11,2,7,1,6,6,7,2,1,6,6,0,6,5,4,2,0,7,5,1,2,6,0
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
