"round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29","round_30","round_31","round_32","round_33","round_34","round_35","round_36","round_37","round_38"
NA,NA,NA,NA,NA,NA,NA,3.52654688421644,3.88259625818685,2.33525503815497,3.68479700211136,2.42166544188718,4.33074176955638,2.21121088127747,2.98702625359521,1.92764488117639,1.38184913398022,2.42607796363167,3.05507895781826,2.24440817980106,2.26669161299207,4.37594386232379,4.56868911068677,2.86179035388835,4.67814829082441,2.98571121227414,2.35028759642192,3.79491525581664,2.76868181601795,1.49886025252182,1.32743111229778,1.7903905703254,0.401212902654686,1.09697615951117,1.20569200067965,1.66777359095083,5.28356356766899,6.79663387957587
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2449608976937,1.23212624926387
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208330396563457,0.357797356978791,0.21710220273455,0.350641409839215,0.212716299649004,0.210523348106231,0.339907489129852,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100352254694707,0.163732626080838,0.100352254694707,0.163732626080838,0.310450076331499
NA,NA,NA,NA,NA,NA,NA,3.78502060202598,4.11198415170958,3.25862363117849,5.36295957567113,2.66880708601099,2.39386826213958,2.76067750973476,1.58210819527836,2.35607120004578,2.23220586583798,1.50708154234718,1.51040624666942,3.83142352535349,2.39573207727382,3.81482848592939,3.60343535884043,1.49561420049902,2.05580359649782,1.365053982302,0.689783013725693,3.53212430509129,3.79286607638999,2.85197695259587,3.69494387248561,6.69751112218993,4.02598513167427,7.18784249787691,3.53782948010683,6.65428425077663,5.80806068906037,2.76655962919543
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.746096414800467,1.49908043342428,0.900597347579392,1.45455329183742,1.43971091130847,0.873306518864865,0.864209575960022,0.192710947155064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,2.57427945306923,4.75532827326983,2.67542664059912,6.24273872151837,3.85303740179527,5.83423059078965,2.77886867962786,4.09352378582882,2.01757592497716,2.82732675799485,3.31607044154373,4.51990994654594,3.01539254085746,5.07137389851563,4.19750814069095,7.41945802791881,4.19519795754177,6.66765534159555,3.3223828717221,3.33207441322093,3.20935016071586,2.17600463681602,4.60354724673352,3.46992022813891,2.56062122606639,3.07151241102059,5.07655070494923,3.29674305295661,6.44251450958002,3.03480308708201,4.81158795896309
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.236621848790218,0.587773006213963,0.356645491834988,0.353043012119483,0.570139816027544,0.564262085965404,0.342235572972969,0.172317128929751,0,0,0,0,0,0,0.204021602745755,0.214759581837637,0.346893240347215,0.343389268222495,0.208316794382508,0.206169198564131,0.332877351848337,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.929069709974811,0.798366543889311,1.45267690881868,2.39385863237435,4.299890452192,2.68865747075805,2.95401000631365,4.0658205331621,2.93685584694151,3.79725385033174,2.28126301260748,1.92464296076975,2.1959195820348,2.6830860699625,2.0676353470254
NA,NA,NA,NA,NA,NA,NA,3.31894955586475,4.11829963551464,3.11760711137385,5.20740756738752,3.85899351318334,6.96154275578083,4.48542982059139,6.3231638424729,3.80882411864741,3.74963850269566,6.06322140237665,6.20532624614184,3.34758852164992,2.97488042492509,5.2404493686524,3.41691247286638,4.88699891584169,2.692653907524,3.77674506506719,2.4062582412997,2.49426593285634,3.08432378406674,2.25069146451219,1.27469445648445,1.36301127967069,2.09104507026299,1.09351810750434,1.61164158939263,1.67783551645459,3.39109589512117,4.2158272992499
