"index","round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29","round_30","round_31","round_32","round_33","round_34","round_35","round_36","round_37","round_38"
224,"BUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LIV","SOU","MCI","LEI","CHE","BUR","Hull City","BOU","Middlesbrough","TOT","WHU","WAT","STK","MUN","EVE","Sunderland","WBA"
225,"BUR","Hull","LEI","CHE","SOU","MCI","LIV","ARS","WAT","STK","MUN","EVE","CRY","TOT","Sunderland","WBA","Middlesbrough","WHU","BOU","CRY","ARS","LIV","SOU","MCI","LEI","CHE","BUR","Hull City","BOU","Middlesbrough","TOT","WHU","WAT","STK","MUN","EVE","Sunderland","WBA"
226,"BUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Middlesbrough","TOT","WHU","WAT","STK","MUN","EVE","Sunderland","WBA"
227,"BUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,"BUR","Hull","LEI","CHE","SOU","MCI","LIV","ARS","WAT","STK","MUN","EVE","CRY","TOT","Sunderland","WBA","Middlesbrough","WHU","BOU","CRY","ARS","LIV","SOU","MCI","LEI","CHE","BUR","Hull City","BOU","Middlesbrough","TOT","WHU","WAT","STK","MUN","EVE","Sunderland","WBA"
229,"EVE","CRY","LIV","STK","Sunderland","Middlesbrough","MCI","WBA","BOU","LEI","ARS","WHU","CHE","SWA","MUN","Hull City","BUR","SOU","WAT","CHE","WBA","MCI","Sunderland","Middlesbrough","LIV","STK","EVE","SOU","SOU","BUR","SWA","WAT","BOU","CRY","ARS","WHU","MUN","Hull City"
230,"EVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"EVE","CRY","LIV","STK","Sunderland","Middlesbrough","MCI","WBA","BOU","LEI","ARS","WHU","CHE","SWA","MUN","Hull City","BUR","SOU","WAT","CHE","WBA","MCI","Sunderland","Middlesbrough","LIV","STK","EVE","SOU","SOU","BUR","SWA","WAT","BOU","CRY","ARS","WHU","MUN","Hull City"
232,"EVE","CRY","LIV","STK","Sunderland","Middlesbrough","MCI","WBA","BOU","LEI","ARS","WHU","CHE","SWA","MUN","Hull City","BUR","SOU","WAT","CHE","WBA","MCI","Sunderland","Middlesbrough","LIV","STK","EVE","SOU","SOU","BUR","SWA","WAT","BOU","CRY","ARS","WHU","MUN","Hull City"
233,"EVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
