"index","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29","round_30","round_31","round_32","round_33","round_34","round_35","round_36","round_37"
336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,16,18,28,28,29,30,30,30,30,36,37,43,46,49,64,65,71,72,73,74,75,76,77,77,87,88,89,90,91,92,98,99,114
338,1,2,3,4,14,15,17,19,20,20,20,22,24,32,34,36,38,41,44,45,46,51,57,57,63,65,66,74,83,89,89,89,91
339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
340,9,13,14,14,15,17,17,18,18,18,18,20,20,20,21,21,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24
341,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,4,5,5,6,6,6,6,6
342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,12,24,26,28,30,45,46,48,53,55,56,64,66,66,66,66,68,70,73,75,77,77,78,78,78,78,78,79,80,83,85,87,93
345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,5,8,8,11,12,14,23,25,27,29,30,42
346,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
347,22,23,24,26,26,27,28,30,31,37,38,38,40,41,43,45,47,49,52,53,54,57,60,60,63,65,67,70,72,81,83,85,92
348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,6,6,6,6,6,6,7
350,21,23,24,26,28,29,35,36,36,39,40,40,41,49,51,52,54,55,58,59,61,64,75,75,78,79,87,101,106,110,112,113,116
351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,17,17,19,21,27,32,37,43,53,56,72,74,76,77,79,88,88,88,91,92,93,96,104,104,107,118,120,131,133,136,137,139,149
353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,16,18,19,24,33,39,39,41,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
356,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,10,18,24,26,26,29,32,34,37,43,44,45,52,54,55,57,59,63
357,15,16,17,19,20,22,22,27,29,37,39,41,42,45,47,50,50,50,50,50,53,63,64,65,68,70,71,73,73,73,74,76,80
358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,7,8,10,13,14,14,14,14,14,14,14,15,16,16,16,16
360,3,3,3,4,4,4,4,5,5,5,7,8,9,9,9,9,10,10,11,21,21,22,23,23,23,23,23,23,23,23,23,23,23
361,24,25,26,27,29,32,33,33,34,36,38,39,39,47,53,56,70,73,75,76,76,80,84,94,94,95,98,106,108,111,112,114,119
362,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,4,5,7,8,11,14,16,25,26,26,26,28,30,33,33,33,37
363,14,20,22,31,33,38,43,52,62,64,77,79,81,83,85,92,94,101,114,120,126,131,136,143,145,148,150,152,154,160,170,173,181
364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,28,36,42,55,58,58,60,62,71,74,81,83,90,90,90,90,90,90,91,93,95,95,96,96,98,105,114,116,116,119,120,120,122
366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,11,13,16,18,18,19,19,21,22,24,26,28,29,31,38,39,41,42,45,45,46,51,53,53,58,58,66,73,75,77,80,88,95
381,7,12,15,17,18,18,18,20,21,23,25,27,37,39,41,44,44,44,44,44,45,46,46,46,46,47,47,49,49,49,49,49,53
382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,6,12,13,13,14,14,15,15,16,20,21,21,25,27,30,31,32,34,37,38,40,41,42,42,42,45,48,53,54,55,55,56,58
384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,19,20,22,23,25,26,31,39,48,50,54,56,58,59,62,65,65,65,67,69,71,73,83,83,91,94,97,98,103,105,108,117,120
387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
388,5,5,5,7,15,23,25,26,27,28,28,29,30,30,30,31,33,34,35,36,36,36,36,36,37,37,37,38,38,38,38,38,39
389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,4,6,8,10,12,17,17,22,32,35,35,37,39,42,50,59
390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,1,2,3,6,8,14,21,24,27,38,38,38,39,40,42,44,48,50,52,54,55,62,63,72,74,75,77,79,82,84,95,98,104
393,13,13,14,15,16,21,22,26,28,40,45,47,48,48,49,51,52,52,55,57,60,60,62,62,64,64,68,69,70,70,72,83,83
394,27,41,43,46,56,64,75,77,78,78,78,78,78,78,78,78,79,80,82,84,87,95,97,98,100,113,120,128,131,138,139,142,171
395,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4
396,15,17,22,25,26,33,35,38,47,51,53,56,59,61,64,64,66,68,69,71,73,73,73,73,73,73,73,73,73,73,73,73,73
397,25,40,41,42,45,47,59,59,59,60,67,86,89,98,104,105,107,109,111,113,116,118,120,121,123,123,123,123,123,123,126,127,139
398,2,2,2,2,3,3,5,5,6,8,8,9,10,10,11,12,12,12,12,14,17,19,20,21,22,29,30,30,35,37,42,45,47
399,22,29,31,34,46,48,61,64,70,81,89,92,102,104,107,113,113,113,114,116,132,134,147,149,150,156,156,156,156,156,156,156,156
400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,16,18,20,20,21,22,27,30,33,35,37,40,43,45,56,58,59,64,74,74,81,83,91,98,100,102,107,112,115,118,121,124,149
403,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,5
404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,11,13,15,22,24,27,29,30,30,32,37,47,52,58,60,60,61,63,73,77,80,80,87,87,88,93,99,102,108,108,108,117,130
406,39,49,49,49,50,54,62,69,70,72,74,80,87,90,92,94,96,109,117,119,122,122,126,126,134,139,141,141,153,156,158,175,199
407,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,5,5,5,5,6,13,13,13,13,13,13
408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,16,17,19,21,23,26,28,30,36,35,35,35,35,38,40,38,38,38,39,41,44,44,50,50,52,53,55,55,58,61,63,66,78
410,2,3,4,4,4,6,6,7,10,10,11,12,13,14,14,14,14,14,14,15,15,15,15,15,16,16,16,17,17,17,17,17,18
411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,8,10,11,13,15,33,36,36,36,38,40,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
413,24,24,24,30,31,33,34,38,39,39,45,48,48,49,49,49,49,49,49,49,50,50,51,51,51,51,52,53,53,53,54,54,54
414,2,2,3,5,12,12,12,12,13,15,15,16,24,24,24,24,24,31,37,39,44,44,56,56,58,65,67,70,78,81,84,87,105
415,38,44,45,47,49,52,52,54,55,55,56,62,71,80,82,87,89,94,102,106,116,116,122,122,124,125,126,135,136,139,139,147,149
416,0,0,0,0,0,0,0,15,17,18,19,22,23,34,36,37,39,41,49,51,53,53,59,59,60,61,61,64,67,70,70,73,86
417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,0,1,1,1,1,1,3,5,5,7,10,12,15,17,17,20,21,21,22,22,22,22,23,23,25,28,30,30,31,35,37,39,42
419,9,9,9,11,12,13,15,15,15,15,16,16,17,18,21,21,22,23,23,24,25,25,26,26,33,35,37,39,42,45,45,45,48
420,3,5,6,9,11,11,11,17,19,21,30,32,35,38,40,47,48,51,54,56,59,59,59,59,59,59,61,67,80,90,93,95,97
421,1,6,9,9,11,14,15,15,17,17,17,18,23,26,26,27,27,28,28,28,29,29,30,30,40,43,45,47,48,52,53,54,60
422,17,17,23,23,24,24,24,27,27,33,36,36,36,37,46,46,48,48,48,48,60,60,62,62,63,66,66,66,66,83,84,86,95
423,14,27,30,30,31,34,35,45,47,47,47,49,49,52,56,65,66,66,67,74,85,85,87,87,95,95,95,95,95,95,95,97,102
424,16,18,23,29,35,38,44,47,53,53,55,56,59,62,63,65,68,71,73,74,76,77,78,78,80,81,82,84,86,88,94,102,105
425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3
426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,9,17,19,22,23,25,33,35,40,42,44,56,59,66,76,79,81,83,86,88,91,91,93,93,93,93,94,97,100,103,103,103,115
428,32,46,49,54,57,70,72,73,87,110,115,122,127,130,136,143,154,162,166,168,183,183,187,187,196,198,201,203,210,212,214,228,264
429,1,2,2,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,13,16,17,17,20,24,26,26,26
430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,0,0,0,0,1,2,3,6,6,8,16,19,20,22,23,24,24,24,25,27,27,27,31,31,31,32,32,32,33,35,36,38,40
444,5,5,5,7,8,10,11,11,12,12,15,15,19,19,19,21,21,22,24,24,24,24,25,25,25,25,25,36,36,36,36,36,38
445,10,13,16,21,23,25,27,30,30,30,31,34,37,39,41,41,41,41,43,45,48,48,50,50,52,55,60,60,61,63,66,71,77
446,6,9,12,12,13,14,14,17,20,21,21,21,23,24,25,25,27,30,30,30,31,31,31,31,31,31,32,35,36,36,36,36,38
447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,13,15,18,20,21,23,24,27,30,32,34,36,36,38,40,42,43,46,48,50,53,53,55,55,56,58,59,59,59,66,69,74,80
449,18,21,24,33,42,44,46,49,52,54,55,58,63,61,61,63,65,68,70,71,74,74,88,88,89,92,102,105,107,108,111,114,126
450,NA,NA,NA,NA,NA,NA,NA,NA,6,7,7,7,7,7,8,8,9,9,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12
451,18,26,29,30,32,34,35,35,35,35,35,36,37,38,43,46,49,58,59,59,65,65,81,81,83,86,88,94,96,97,98,103,108
452,6,12,13,14,15,15,16,16,19,21,27,29,29,34,35,36,38,48,48,50,56,56,58,58,68,71,78,81,82,84,84,87,92
453,0,0,0,1,1,3,5,6,12,15,24,27,28,28,29,40,44,47,50,51,54,54,54,54,54,55,56,57,58,58,59,59,59
454,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,5,6,8,10,11,12,14,14,14,14,15,15,15,15,15,15,15
455,8,19,27,43,45,55,56,57,57,58,63,65,72,73,75,78,80,81,83,85,94,96,102,102,103,105,107,108,108,110,113,115,118
456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,12,12,12,12,12,12,20,20,20,20,20,20,29,29,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,13,15,17,19,21,22,24,32,35,40,42,44,46,48,50,52,54,64,69,72,74,76,78,80,82,85,87,89,91,91,92,94,103
460,9,9,9,9,9,9,9,9,12,14,16,16,21,21,22,22,22,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24
461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,9,12,14,17,32,33,33,35,38,41,43,44,44,44,46,46,48,51,51,51,51,51,51,51,51,51,51,56,69,71,74,76,80
464,2,2,2,2,2,8,10,10,10,10,11,11,12,13,13,13,13,13,13,13,20,22,27,27,29,31,31,32,32,33,33,33,36
465,10,11,13,16,19,21,21,21,21,22,22,25,27,29,29,30,32,34,36,38,41,42,51,51,51,52,52,53,53,53,56,58,62
466,1,1,1,1,1,2,5,7,8,9,11,12,13,21,23,24,24,24,24,24,24,32,36,42,49,51,53,55,62,65,68,74,89
467,12,13,14,19,21,23,24,25,27,29,31,32,33,33,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
468,1,3,4,5,7,7,9,9,9,9,12,14,16,18,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,23,24,27,32
469,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,8,10,13,15,21,23,25,28,30,31,32,42,44,47,52
470,10,12,14,15,16,17,22,24,25,27,29,31,33,35,36,38,40,42,44,47,46,46,55,57,59,61,62,63,65,75,78,79,87
471,1,1,1,1,1,1,1,2,2,2,2,2,2,6,8,9,10,10,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12
472,28,30,37,39,39,41,42,44,58,59,59,59,60,60,61,65,65,66,68,70,72,73,77,79,81,83,85,87,89,90,91,92,95
473,0,0,1,1,1,1,1,4,5,5,8,10,12,13,13,16,16,17,17,17,17,17,17,17,17,17,17,17,19,19,19,19,19
474,6,7,8,9,12,14,16,17,17,17,17,17,17,17,18,20,21,21,22,22,22,22,22,22,23,23,24,24,26,29,31,34,41
475,4,5,5,6,8,10,12,12,14,16,24,25,26,28,28,31,31,31,31,32,32,32,32,32,32,32,33,34,35,35,36,37,41
476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,4,4,4,4,4,4,5,5,6,8,12,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18
478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,8,9,10,12,13,14,17,18,19,20,20,20,20,25
479,5,7,9,11,14,22,23,25,26,27,33,40,42,44,44,47,49,54,55,57,60,62,62,64,65,65,73,74,74,74,74,74,74
480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,18,20,28,38,40,42,42,43,48,57,59,62,71,86,100,115,121,127,130,133,135,143,155,155,162,168,180,188,194,197,205,207,225
482,3,3,3,3,6,8,16,17,18,21,23,23,25,26,26,29,32,34,37,41,43,46,48,48,54,55,57,60,69,70,71,72,76
483,11,11,12,13,16,18,19,21,23,26,26,29,31,33,35,38,41,42,45,48,49,52,54,54,55,66,67,76,79,82,85,87,93
484,18,20,23,28,31,33,35,37,47,65,67,86,88,98,100,111,121,123,126,129,131,142,144,144,153,156,169,175,182,193,199,201,218
485,21,22,23,26,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,3,5,8,11,12,12,12,12,12,16,17,20,23,28,28,29,29,30,31,32,33,33,34,34,34,35,37,38,39,40,41,41,43
489,22,37,43,44,47,48,50,57,59,70,71,72,73,79,81,82,83,89,92,98,99,100,100,100,102,108,115,134,144,145,148,150,174
490,18,20,22,24,27,28,30,32,34,37,38,46,48,50,52,54,57,58,61,64,66,68,70,70,71,72,72,72,73,73,76,78,103
491,1,2,2,2,2,3,4,11,12,13,14,15,17,18,19,20,21,22,22,23,23,24,28,28,29,30,30,30,30,30,30,30,30
492,9,10,15,17,18,23,28,30,31,33,38,40,42,44,46,46,46,46,46,46,46,46,46,46,47,48,51,53,56,58,60,62,65
493,8,10,11,14,17,19,21,23,24,24,26,26,27,28,28,29,32,32,34,37,37,39,41,41,42,42,42,42,43,43,43,43,48
494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,44,46,48,51,53,56,58,68,70,72,74,75,77,79,81,83,86,88,93,94,96,98,100,100,102,104,107,107,115,117,118,120,131
496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,0,0,1,5,6,6,6,7,7,7,7,8,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,12
498,2,3,4,6,7,8,10,10,10,12,12,12,12,13,13,13,14,19,23,25,27,28,30,30,31,34,37,39,42,44,46,48,55
499,6,7,7,8,9,9,9,10,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
500,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,7,9,10,11,11,11,17,17,18,21,24,24,27,29,31,33,38
501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,2,4,6,8,9,10,12,15,17,19,19,19,22,24,26,32,32,32,35,43,45,47,49,49,50,51,53,54,56,58,60,63,67
504,16,17,18,21,24,30,32,41,43,42,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,3,3,9,12,12,12,12,12,12,12,12,13,14,14,14,14,14,14,15,16,17,18,22,22,23,24,25,27,27,28,28,28,28
508,-2,-2,-2,-1,-1,-1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
509,23,24,25,27,28,31,32,32,34,35,40,40,41,44,46,47,50,51,51,53,54,54,56,58,60,61,62,63,64,64,64,66,68
510,0,0,0,1,2,2,3,10,12,26,27,37,37,39,41,49,49,62,64,73,73,75,76,77,79,85,86,87,88,88,90,95,99
511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
