"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38"
"63","0.95410487","1","1","1","1","1","1","1","1","1","1","1","1","0.962181179","1.090268604","0.964654767","1.049727001","1.09552046","1.011565784","1","1.08155716","0.934656256","0.935885392","0.986936739","0.989198074","0.939348459","0.932846801","1.025701416","1.075616422","1.078618663","0.950981545","1.000352651","1.071439067","1.010836686","1.008516887","0.962758459","1.112317034","0.960286267"
"64","1.046946164","0.941519615","1.089129224","0.944844968","0.955695277","1.031706532","0.928711194","0.965819457","0.941272764","1.000321553","0.977421619","1.060544019","1.040781026","1.093520962","1.070893879","0.954086426","1","0.95285622","1.01215288","1.059427733","0.942986319","0.942875594","1.073273837","0.995156319","0.988611013","0.956416821","1.105879583","0.940913239","1.005084198","1","1.066180792","0.943340778","0.920391431","1.038442336","0.971512482","1.094337406","1.065970491","0.957939813"
"65","1.046946164","0.981187108","0.994167473","1.057382334","0.944582541","0.976666569","1.063053065","1.002629273","1.035400041","0.96348914","0.936476369","0.949985376","0.956932188","1.081207857","1.018640834","0.961719117","1.09963013","1","1.078494687","0.959060895","1.007574423","1.084952739","0.987552842","0.95053574","0.942233181","0.936405638","0.933435348","1.064562664","1.066212126","1.067450404","1.102033619","1","1.00561286","1.086018032","0.916886931","0.959234023","1.017277287","0.942687863"
"66","1.046946164","0.941519615","1.089129224","0.944844968","0.955695277","1.031706532","0.928711194","0.965819457","0.941272764","1.000321553","0.977421619","1.060544019","1.040781026","1.093520962","1.070893879","0.954086426","1","0.95285622","1.01215288","1.059427733","0.942986319","0.942875594","1.073273837","0.995156319","0.988611013","0.956416821","1.105879583","0.940913239","1.005084198","1","1.066180792","0.943340778","0.920391431","1.038442336","0.971512482","1.094337406","1.065970491","0.957939813"
"67","1.046946164","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"68","1.051033516","1.050605221","0.948445148","1.028075728","1","1.05044354","0.957915949","0.969909436","0.925487445","0.937764916","1.058727188","1.036560398","0.953414055","0.970389915","0.982239836","0.990488492","1.081430165","0.976340046","0.950507838","0.960821717","0.940637661","0.962836846","0.945866604","1.101423749","1","1.06706689","1.058795833","0.982718521","0.977459077","1.07803086","0.970965088","0.952157047","0.921566899","1.010836686","1.090161527","1.087288534","0.970930744","1.027160204"
"69","1.051033516","1.050605221","0.948445148","1.028075728","1","1.055713324","0.96842966","0.955886649","1.093864188","0.958812009","1.100842302","1.075168178","1.036090181","1","1.011008366","1.067402536","0.959901368","0.949333646","1.057946339","1.014820249","0.945334977","0.981036811","0.985204321","1.08322325","1.026182928","0.928754304","0.981696192","1.072805959","1.075028654","0.948714181","1","0.959797814","1.057921185","0.951513906","1.083113069","1.11137218","0.990877358","1.072916056"
"70","1.051033516","1.050605221","0.948445148","1.028075728","1","1.05044354","0.957915949","0.969909436","0.925487445","0.937764916","1.058727188","1.036560398","0.953414055","0.970389915","0.982239836","0.990488492","1.081430165","0.976340046","0.950507838","0.960821717","0.940637661","0.962836846","0.945866604","1.101423749","1","1.06706689","1.058795833","0.982718521","0.977459077","1.07803086","0.970965088","0.952157047","0.921566899","1.010836686","1.090161527","1.087288534","0.970930744","1.027160204"
"71","1.051033516","1.050605221","0.948445148","1.028075728","1","1.05044354","0.957915949","0.969909436","0.925487445","0.937764916","1.058727188","1.036560398","0.953414055","0.970389915","0.982239836","0.990488492","1.081430165","0.976340046","0.950507838","0.960821717","0.940637661","0.962836846","0.945866604","1.101423749","1","1.06706689","1.058795833","0.982718521","0.977459077","1.07803086","0.970965088","0.952157047","0.921566899","1.010836686","1.090161527","1.087288534","0.970930744","1.027160204"
"72","1.051033516","1.050605221","0.948445148","1.028075728","1","1.05044354","0.957915949","0.969909436","0.925487445","0.937764916","1.058727188","1.036560398","0.953414055","0.970389915","0.982239836","0.990488492","1.081430165","0.976340046","0.950507838","0.960821717","0.940637661","0.962836846","0.945866604","1.101423749","1","1.06706689","1.058795833","0.982718521","0.977459077","1.07803086","0.970965088","0.952157047","0.921566899","1.010836686","1.090161527","1.087288534","0.970930744","1.027160204"
"73","1.051033516","1.050605221","0.948445148","1.028075728","1","1.05044354","0.957915949","0.969909436","0.925487445","0.937764916","1.058727188","1.036560398","0.953414055","0.970389915","0.982239836","0.990488492","1.081430165","0.976340046","0.950507838","0.960821717","0.940637661","0.962836846","0.945866604","1.101423749","1","1.06706689","1.058795833","0.982718521","0.977459077","1.07803086","0.970965088","0.952157047","0.921566899","1.010836686","1.090161527","1.087288534","0.970930744","1.027160204"
"74","1.051033516","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"75","1.051033516","1.050605221","0.948445148","1.028075728","1","1.05044354","0.957915949","0.969909436","0.925487445","0.937764916","1.058727188","1.036560398","0.953414055","0.970389915","0.982239836","0.990488492","1.081430165","0.976340046","0.950507838","0.960821717","0.940637661","0.962836846","0.945866604","1.101423749","1","1.06706689","1.058795833","0.982718521","0.977459077","1.07803086","0.970965088","0.952157047","0.921566899","1.010836686","1.090161527","1.087288534","0.970930744","1.027160204"
"76","1.051033516","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"77","1.051033516","1.050605221","0.948445148","1.028075728","1","1.05044354","0.957915949","0.969909436","0.925487445","0.937764916","1.058727188","1.036560398","0.953414055","0.970389915","0.982239836","0.990488492","1.081430165","0.976340046","0.950507838","0.960821717","0.940637661","0.962836846","0.945866604","1.101423749","1","1.06706689","1.058795833","0.982718521","0.977459077","1.07803086","0.970965088","0.952157047","0.921566899","1.010836686","1.090161527","1.087288534","0.970930744","1.027160204"
