"index","round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29","round_30","round_31","round_32","round_33","round_34","round_35","round_36","round_37","round_38"
273,226,226,226,226,904,1111,3386,544,79,1543,2462,611,486,489,515,5320,1797,1834,5783,3433,960,2173,678,838,415,2097,207,183,106,72,167,144,236,2169,536,3143,1207,1207
274,7890,7890,7890,7890,31561,10581,10809,1968,490,405,177,57,45,105,54,50,67,61,45,99,45,42,18,31,36,25,17,18,30,12,13,19,11,15,4,12,2310,2310
275,1676,1676,1676,1676,6706,1173,5357,7184,5532,10534,10321,9493,3392,2822,1413,6864,4737,13219,9700,4140,979,2656,1562,5080,3489,4271,864,1025,527,455,441,731,2147,1276,895,1508,3837,3837
276,150,150,150,150,601,342,286,126,243,671,445,401,387,344,119,92,201,161,203,123,39,45,19,269,233,89,45,62,73,39,198,179,98,53,58,68,199,199
277,4622,4622,4622,4622,18488,21964,16542,6512,5294,2435,1856,1135,465,384,1169,688,2899,5644,13668,20516,37889,15430,20467,31806,4683,4940,670,2988,912,1048,743,636,325,425,853,1006,7360,7360
278,NA,NA,NA,NA,NA,NA,NA,NA,4,11,15,7,9,6,2,3,8,3,6,7,8,7,6,6,5,7,3,5,6,0,1,6,5,4,3,3,NA,NA
279,16,16,16,16,63,26,80,62,128,159,90,2146,12908,11121,8273,976,3905,43305,9832,10463,3885,5122,1448,54509,5131,2772,1272,16528,10242,3653,1451,3790,27259,2920,388,583,6978,6978
280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,1306,1306,1306,1306,5222,33378,15602,43392,23472,26575,17279,8955,15979,34063,20933,9745,8823,14336,5162,13238,9622,9327,1345,4246,805,691,196,1932,684,4383,15574,3551,7324,12252,31823,14712,11546,11546
282,16,16,16,16,63,31,48,45,344,2390,757,1134,703,396,57,21,69,438,297,2727,770,565,30,45,38,55,34,176,112,32,29,44,201,262,1558,8876,394,394
283,353,353,353,353,1411,1681,2193,959,1561,2565,938,616,1201,1933,580,1158,1608,2743,1252,4296,1023,983,313,984,342,337,677,327,211,87,119,128,47,32,13,38,962,962
284,3944,3944,3944,3944,15778,9959,6570,549,396,1179,1943,921,1251,1332,875,1598,2166,2942,2092,8903,3132,543,89,163,269,291,187,294,858,574,862,772,1022,2191,4312,27382,2461,2461
285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
