FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Bruno,DEF,BHA,4500000,0,66,3.1,6.88888888888889E-07,1.46666666666667E-05,0,104441,3,19,0,0,0,0,0,14.7,551,0,0,66,0,0,0,0,5,0,8,0,0,0.8,136574,0,0,0,0,1656,79,0,0,342,Crystal Palace,Tottenham,Burnley,Man Utd,Man City,7.3,0,2.5,5.9,2.5,45.8
Chris,Brunt,MID,WBA,5000000,1,64,1.93939393939394,3.87878787878788E-07,1.28E-05,0,138815,3,19,0,0,0,0,0,12.8,270,-5,0,64,5,0.3,0,1.7,6,0,6,0,6,0.5,127558,0,0,0,0,1467,13,0,0,306,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,1,1.2,1,1.2,1,99.3
Harry,Bunn,MID,HUD,4500000,0,0,0,0,0,0,626,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,2,0,0,0,Watford,Everton,Man City,Chelsea,Arsenal,0,0,0,0,0,0
Oliver,Burke,MID,WBA,4900000,0,22,0.666666666666667,1.36054421768707E-07,4.48979591836735E-06,0,4031,0,11,0,0,0,0,0,4.5,22,-6,0,22,6,0.1,0,0.3,0,0,0,0,2,0,4402,0,0,0,0,342,4,0,0,71,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,0.3,0.3,0.3,0.3,0.3,22
Reece,Burke,DEF,WHU,4000000,0,0,0,0,0,0,1853,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2908,0,0,0,0,0,6,0,0,0,Stoke,Arsenal,Man City,Leicester,Man Utd,0,0,0,0,0,0
Matt,Butcher,MID,BOU,4500000,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,4,0,0,0,Liverpool,Man Utd,Southampton,Swansea,Burnley,0,0,0,0,0,0
Jack,Butland,GLK,STK,5000000,1,102,3.4,6.8E-07,2.04E-05,0,172964,0,56,0,123,0,0,0,20.4,1105,0,0,102,0,0.5,0,2.3,12,0,5,0,0,2.6,151068,1,0,0,2,2700,159,0,0,579,West Ham,Burnley,Liverpool,Crystal Palace,Swansea,3.6,3.6,3.1,4.8,3,85.4
Sam,Byram,DEF,WHU,4200000,0,5,1,2.38095238095238E-07,1.19047619047619E-06,0,10547,1,7,0,0,0,0,0,1.2,28,-3,0,5,3,0,0,0,0,0,0,0,0,0.1,3363,0,0,0,0,246,8,0,0,41,Stoke,Arsenal,Man City,Leicester,Man Utd,0,0,0,0,0,14.5
Willy,Caballero,GLK,CHE,4800000,0,9,0.28125,5.859375E-08,1.875E-06,0,12145,0,3,0,6,0,0,0,1.9,236,-2,0,9,2,0.2,0,1,0,0,1,0,0,0.1,10593,0,0,0,0,180,139,0,0,43,Southampton,Burnley,Swansea,Liverpool,Huddersfield,0.2,0,0.1,0.2,0.1,4.5
Yohan,Cabaye,MID,CRY,5300000,4,61,1.84848484848485,3.48770726129217E-07,1.15094339622642E-05,0,34601,6,33,0,0,0,0,0,11.5,22,-2,0,61,2,0.5,0,2.7,3,0,5,0,4,0.2,19034,0,0,0,0,1972,87,0,0,356,Brighton,Watford,Leicester,Stoke,West Brom,1.4,1,1.3,1.1,1.6,137.3
Gary,Cahill,DEF,CHE,6200000,2,59,1.84375,2.97379032258065E-07,9.51612903225807E-06,0,607056,0,21,0,0,0,0,0,9.5,249,-3,0,59,3,0.2,0,1,2,0,7,0,0,3,85293,0,0,0,0,1632,261,0,1,348,Southampton,Burnley,Swansea,Liverpool,Huddersfield,2.5,0,1.1,3.3,1,53.3
Dominic,Calvert-Lewin,FWD,EVE,5000000,1,87,2.8,5.6E-07,1.74E-05,0,1122199,4,28,0,0,0,4,0,17.4,4656,0,0,87,0,0.7,0,3.3,3,0,6,0,8,4.7,1283082,0,0,0,1,1840,3483,0,0,255,Swansea,Newcastle,Huddersfield,Southampton,West Ham,1.9,3.1,2.1,3.2,2,129.5
Rafael,Camacho,MID,LIV,4500000,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,Bournemouth,West Brom,Stoke,Chelsea,Brighton,0,0,0,0,0,0
Geoff,Cameron,DEF,STK,4300000,0,32,1.7,3.95348837209302E-07,7.44186046511628E-06,0,42595,2,29,0,0,0,0,0,7.4,117,-2,0,32,2,0.1,0,0.3,0,0,2,0,0,0.3,31472,0,0,0,0,1494,14,0,0,219,West Ham,Burnley,Liverpool,Crystal Palace,Swansea,1.2,1.2,1,2.1,0.9,38.8
Tyrese,Campbell,FWD,STK,4500000,1,2,0.0606060606060606,1.34680134680135E-08,4.44444444444444E-07,0,10179,0,1,0,0,0,0,0,0.4,860,0,0,2,0,0.1,0,0.3,0,0,0,0,0,0.4,28945,0,0,0,0,47,2846,0,0,5,West Ham,Burnley,Liverpool,Crystal Palace,Swansea,0,0,0,0,0,1.9
Emre,Can,MID,LIV,4900000,0,92,3.5,7.14285714285714E-07,1.87755102040816E-05,0,689941,8,29,0,0,0,3,0,18.8,8798,-1,0,92,1,0.1,0,0.3,10,0,8,0,6,4.8,549952,0,0,0,2,2089,79,0,0,499,Bournemouth,West Brom,Stoke,Chelsea,Brighton,0,0,0,0,0,120.6
Etienne,Capoue,MID,WAT,4800000,2,39,1.18181818181818,2.46212121212121E-07,8.125E-06,0,299142,3,25,0,0,0,1,0,8.1,125,-7,0,39,7,0.4,0,2,0,0,3,0,1,1.4,42053,0,0,0,0,1177,56,0,0,193,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,0.6,0.6,0.6,0.7,0.6,49
Michael,Carrick,MID,MUN,4200000,0,1,0.03125,7.44047619047619E-09,2.38095238095238E-07,0,116273,0,0,0,0,0,0,0,0.2,296,-3,0,1,3,0,0,0,0,0,0,0,0,0.9,89031,0,0,0,0,24,146,0,0,0,West Brom,Bournemouth,Arsenal,Brighton,West Ham,0,0,0,0,0,5.1
Andre,Carrillo,MID,WAT,5500000,1,63,2.3,4.18181818181818E-07,1.14545454545455E-05,0,11568,2,31,0,0,0,1,0,11.5,34,0,0,63,0,0.1,0,0.3,4,0,4,0,3,0.1,13171,0,0,0,0,1522,17,0,0,270,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,1.5,1.8,1.2,2.1,1.2,85.8
Guido,Carrillo,FWD,SOU,6200000,0,15,0.46875,7.56048387096774E-08,2.41935483870968E-06,0,12454,0,8,0,0,0,0,0,2.4,196,-3,0,15,3,0.1,0,0.5,0,0,1,0,1,0.1,15526,0,0,0,0,449,28,0,0,40,Chelsea,Leicester,Bournemouth,Everton,Swansea,0.4,0,0.2,0.4,0.2,29.4
Andy,Carroll,FWD,WHU,5700000,0,25,2.1,3.68421052631579E-07,4.3859649122807E-06,0,103388,5,12,0,0,0,2,0,4.4,49,-3,0,25,3,0,0,0,3,0,3,0,1,0.2,103376,0,0,0,1,695,13,0,1,71,Stoke,Arsenal,Man City,Leicester,Man Utd,0,0,0,0,0,49.8
Tom,Carroll,MID,SWA,4300000,2,69,2.2,5.11627906976744E-07,1.6046511627907E-05,0,650279,3,30,0,0,0,0,0,16,2633,-2,0,69,2,0.3,0,1.5,3,0,7,0,3,4.3,578457,0,0,0,0,2167,620,0,0,356,Everton,Man City,Chelsea,Bournemouth,Southampton,2.4,1.1,1.6,3.3,1.8,107.3
Cameron,Carter-Vickers,DEF,TOT,4500000,0,0,0,0,0,0,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,0,0,0,0,0,0,0,Man City,Brighton,Watford,West Brom,Newcastle,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4400000,0,2,0.0606060606060606,1.37741046831956E-08,4.54545454545455E-07,0,1171,0,1,0,0,0,0,0,0.5,6,-1,0,2,1,0.1,0,0.3,0,0,0,0,0,0,382,0,0,0,0,45,5,0,0,8,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,0,0,0,0,0,0.6
Diego,Cavalieri,GLK,CRY,4000000,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,805,0,0,0,0,0,29,0,0,0,Brighton,Watford,Leicester,Stoke,West Brom,0,0,0,0,0,0
Santiago,Cazorla,MID,ARS,6900000,0,0,0,0,0,0,2545,0,0,0,0,0,0,0,0,11,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1052,0,0,0,0,0,6,0,0,0,Newcastle,West Ham,Man Utd,Burnley,Leicester,0,0,0,0,0,0
Petr,Cech,GLK,ARS,5300000,2,114,3.7,6.9811320754717E-07,2.15094339622642E-05,0,270369,1,43,0,79,0,0,0,21.5,1797,-2,0,114,2,0.2,0,1,7,0,10,0,0,4.5,162925,0,0,1,1,2769,722,0,0,564,Newcastle,West Ham,Man Utd,Burnley,Leicester,2.5,5.5,2.4,7,2.8,63.8
,Cedric,DEF,SOU,4700000,9,65,2.5,5.31914893617021E-07,1.38297872340426E-05,0,712488,1,38,0,0,0,0,0,13.8,435,-3,0,65,3,1.1,0,5,2,0,5,0,2,3.2,261827,0,0,0,1,2254,5089,0,0,393,Chelsea,Leicester,Bournemouth,Everton,Swansea,4.2,0,2,3.4,1.9,94.8
Nacer,Chadli,MID,WBA,5600000,0,13,0.393939393939394,7.03463203463203E-08,2.32142857142857E-06,0,39622,1,2,0,0,0,1,0,2.3,8,-4,0,13,4,0,0,0,3,0,1,0,0,0.2,9724,0,0,0,1,174,5,0,0,30,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,0,0.2,0.2,0.2,0.2,10.1
Nathaniel,Chalobah,MID,WAT,4200000,0,12,2.4,5.71428571428571E-07,2.85714285714286E-06,0,205952,1,7,0,0,0,0,0,2.9,165,-3,0,12,3,0,0,0,0,0,3,0,0,0.8,130027,0,0,0,0,429,65,0,0,37,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,0,0,0,0,0,19.6
Trevoh,Chalobah,DEF,CHE,4000000,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,891,0,0,0,0,0,49,0,0,0,Southampton,Burnley,Swansea,Liverpool,Huddersfield,0,0,0,0,0,0
,Chamberlain,MID,LIV,5600000,1,85,2.57575757575758,4.5995670995671E-07,1.51785714285714E-05,0,424282,2,26,0,0,0,3,0,15.2,2970,-4,0,85,4,0.2,0,1,5,0,4,0,5,3,384690,0,0,0,0,1604,2548,0,0,388,Bournemouth,West Brom,Stoke,Chelsea,Brighton,2.5,1.9,2.4,1.5,2.4,153.3
Calum,Chambers,DEF,ARS,4700000,1,14,0.4375,9.30851063829787E-08,2.97872340425532E-06,0,26161,1,10,0,0,0,0,0,3,127,-3,0,14,3,0.7,0,3.5,0,0,1,0,0,0.2,12381,0,0,0,0,619,259,0,0,114,Newcastle,West Ham,Man Utd,Burnley,Leicester,0.2,0.2,0.2,0.4,0.2,30.4
,Chicharito,FWD,WHU,6700000,7,90,3.6,5.37313432835821E-07,1.34328358208955E-05,0,1929942,3,32,0,0,0,8,0,13.4,1612,-3,0,90,3,0.5,0,3.5,14,0,6,0,2,7.4,1254456,0,0,0,2,1469,2286,0,0,302,Stoke,Arsenal,Man City,Leicester,Man Utd,4.8,2.4,3.8,7.7,4.6,108.9
Benjamin,Chilwell,DEF,LEI,4400000,1,57,1.78125,4.04829545454545E-07,1.29545454545455E-05,0,84018,1,23,0,0,0,0,0,13,1582,-1,0,57,1,1.4,0,6,3,0,5,0,2,3.5,251845,0,0,0,1,1578,19114,0,1,308,Burnley,Southampton,Crystal Palace,West Ham,Arsenal,2.6,0,2,3.6,1.1,63
Hamza,Choudhury,MID,LEI,4400000,1,2,0.0625,1.42045454545455E-08,4.54545454545455E-07,0,364,0,1,0,0,0,0,0,0.5,6,-1,0,2,1,0.1,0,0.5,0,0,0,0,0,0,486,0,0,0,0,55,26,0,0,8,Burnley,Southampton,Crystal Palace,West Ham,Arsenal,0,0,0,0,0,1.1
Eric Maxim,Choupo-Moting,MID,STK,5300000,0,107,3.6,6.79245283018868E-07,2.0188679245283E-05,0,782620,3,45,0,0,0,5,0,20.2,3758,-2,0,107,2,0.4,0,2,9,0,5,0,5,2.3,846960,0,0,0,2,2241,17,0,0,341,West Ham,Burnley,Liverpool,Crystal Palace,Swansea,0,0,0,0,0,168.1
Andreas,Christensen,DEF,CHE,5300000,0,75,3.1,5.84905660377358E-07,1.41509433962264E-05,0,474393,0,17,0,0,0,0,0,14.2,2471,-2,0,75,2,0.1,0,0.5,4,0,8,0,0,2.5,572173,0,0,0,0,1797,4975,0,0,422,Southampton,Burnley,Swansea,Liverpool,Huddersfield,5.8,0,2.6,7.2,2.3,52.1
Ciaran,Clark,DEF,NEW,4300000,0,64,3.2,7.44186046511628E-07,1.48837209302326E-05,0,268607,3,30,0,0,0,2,0,14.9,1211,-2,1,64,2,0,0,0,6,0,4,0,1,1.7,293464,0,0,0,1,1745,152,-1,0,317,Arsenal,Everton,West Brom,Watford,Tottenham,4,2,3.6,6,3.7,67.5
Jordy,Clasie,MID,SOU,4400000,0,0,0,0,0,0,18817,0,0,0,0,0,0,0,0,9,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,4026,0,0,0,0,0,0,0,0,0,Chelsea,Leicester,Bournemouth,Everton,Swansea,0,0,0,0,0,0
Tom,Cleverley,MID,WAT,5000000,0,58,2.5,5E-07,1.16E-05,0,102535,1,33,0,0,0,1,0,11.6,95,0,0,58,0,0,1,0,3,0,6,0,2,0.4,102439,0,0,0,1,1900,4,0,1,300,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,0,0,0,0,0,92.1
Sam,Clucas,MID,SWA,4700000,5,69,2.8,5.95744680851064E-07,1.46808510638298E-05,0,43174,2,27,0,0,0,3,0,14.7,497,-3,0,69,3,0.6,0,3,4,0,5,0,1,0.5,67858,0,0,0,1,1812,321,0,0,280,Everton,Man City,Chelsea,Bournemouth,Southampton,3.3,1.4,2.4,4.8,2.7,68.7
Nathaniel,Clyne,DEF,LIV,5300000,6,6,0.181818181818182,3.43053173241853E-08,1.13207547169811E-06,0,28078,0,0,0,0,0,0,0,1.1,48,-2,0,6,2,0.4,0,2,0,0,1,0,0,0.2,1962,0,0,0,0,90,312,0,0,19,Bournemouth,West Brom,Stoke,Chelsea,Brighton,0.1,0.1,0.1,0.1,0.1,1.9
Jack,Colback,MID,NEW,4200000,0,0,0,0,0,0,116801,0,0,0,0,0,0,0,0,177,-3,0,0,3,0,0,0,0,0,0,0,0,0.8,113519,0,0,0,0,0,6,0,0,0,Arsenal,Everton,West Brom,Watford,Tottenham,0,0,0,0,0,0
Joel,Coleman,GLK,HUD,4000000,0,0,0,0,0,0,90647,0,0,0,0,0,0,0,0,1427,0,0,0,0,0,0,0,0,0,0,0,0,4,208107,0,0,0,0,0,54,0,0,0,Watford,Everton,Man City,Chelsea,Arsenal,0,0,0,0,0,0
Seamus,Coleman,DEF,EVE,6400000,6,22,0.666666666666667,1.04166666666667E-07,3.4375E-06,0,26054,0,7,0,0,0,0,0,3.4,490,-1,0,22,1,0.5,0,3,0,0,2,0,1,0.4,29321,0,0,0,0,585,434,0,0,113,Swansea,Newcastle,Huddersfield,Southampton,West Ham,0.3,0.3,0.3,0.3,0.3,19.9
James,Collins,DEF,WHU,4300000,0,35,1.09375,2.54360465116279E-07,8.13953488372093E-06,0,32916,3,19,0,0,0,1,0,8.1,446,-2,0,35,2,0,0,0,3,0,3,0,0,0.3,31637,0,0,0,0,1047,1,0,0,198,Stoke,Arsenal,Man City,Leicester,Man Utd,0,0,0,1.2,0.6,44.4
Francis,Coquelin,MID,ARS,4300000,0,7,1,2.32558139534884E-07,1.62790697674419E-06,0,41287,0,6,0,0,0,0,0,1.6,37,-2,0,7,2,0,0,0,0,0,0,0,0,0.5,15794,0,0,0,0,164,1,0,0,35,Newcastle,West Ham,Man Utd,Burnley,Leicester,0,0,0,0,0,4.8
Jack,Cork,MID,BUR,4500000,10,87,2.7,6E-07,1.93333333333333E-05,0,370544,7,28,0,0,0,2,0,19.3,1204,0,0,87,0,1.2,0,5.5,6,0,11,0,1,3.1,476849,0,0,0,1,2880,15482,0,0,454,Leicester,Chelsea,Stoke,Brighton,Arsenal,4.4,2,2.4,1.7,2.5,104
,Costa,FWD,CHE,9500000,0,0,0,0,0,0,66498,0,0,0,0,0,0,0,0,20,-5,0,0,5,0,0,0,0,0,0,0,0,0.4,2441,0,0,0,0,0,2,0,0,0,Southampton,Burnley,Swansea,Liverpool,Huddersfield,0,0,0,0,0,0
Thibaut,Courtois,GLK,CHE,5300000,2,115,3.8,7.16981132075472E-07,2.16981132075472E-05,0,866375,1,28,0,59,0,0,0,21.3,2715,-2,1,115,2,0.2,0,1,2,0,13,0,0,10.3,493572,0,0,0,0,2700,3196,-1,0,528,Southampton,Burnley,Swansea,Liverpool,Huddersfield,7.9,0,3.5,9.6,3.2,42.6
Philippe,Coutinho,MID,LIV,9100000,0,103,7.4,8.13186813186813E-07,1.13186813186813E-05,0,1729410,0,14,0,0,0,7,0,11.3,335,1,0,103,-1,0,0,0,15,0,5,0,7,3,1531112,0,0,0,4,1109,3,0,0,381,Bournemouth,West Brom,Stoke,Chelsea,Brighton,0,0,0,0,0,169.4
Martin,Cranie,DEF,HUD,4000000,0,2,0.7,1.75E-07,5E-07,0,24976,0,7,0,0,0,0,0,0.5,38,0,0,2,0,0,0,0,0,0,0,0,0,0.2,24148,0,0,0,0,179,2,0,0,35,Watford,Everton,Man City,Chelsea,Arsenal,0,0,0,0,0,4.7
Aaron,Cresswell,DEF,WHU,5000000,2,95,3.2,6.4E-07,1.9E-05,0,288341,5,50,0,0,0,0,0,19,4643,0,0,95,0,0.8,0,4,10,0,8,0,6,2.3,415515,0,0,0,0,2532,845,0,0,504,Stoke,Arsenal,Man City,Leicester,Man Utd,0,2.3,3.1,6,3.3,120.1
Peter,Crouch,FWD,STK,4800000,1,57,2.2,4.58333333333333E-07,1.1875E-05,0,384948,1,24,0,0,0,3,0,11.9,1425,-2,0,57,2,0.3,0,1.3,4,0,0,0,2,2.2,362508,0,0,0,0,1221,947,0,0,165,West Ham,Burnley,Liverpool,Crystal Palace,Swansea,1.4,1.8,1.2,2.1,1.4,81.5
Josh,Cullen,MID,WHU,4500000,1,2,0.0625,1.38888888888889E-08,4.44444444444444E-07,0,445,0,0,0,0,0,0,0,0.4,11,0,0,2,0,0.2,0,1,0,0,0,0,0,0,756,0,0,0,0,6,10,0,0,7,Stoke,Arsenal,Man City,Leicester,Man Utd,0,0,0,0,0,0.8
James,Daly,FWD,CRY,4500000,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,663,0,0,0,0,0,663,0,0,0,Brighton,Watford,Leicester,Stoke,West Brom,0,0,0,0,0,0
Charlie,Daniels,DEF,BOU,4700000,1,80,2.7,5.74468085106383E-07,1.70212765957447E-05,0,1117850,0,42,0,0,0,1,0,17,3852,-3,0,80,3,0.5,0,2.3,4,0,5,0,2,7.5,584059,0,0,0,0,2551,1196,0,0,499,Liverpool,Man Utd,Southampton,Swansea,Burnley,5,0,2.5,2.7,2.3,109
,Danilo,DEF,MCI,5000000,0,73,2.28125,4.5625E-07,1.46E-05,0,430123,2,10,0,0,0,2,0,14.6,1784,-5,0,73,5,0.1,0,0.3,5,0,7,0,1,2.5,318616,0,0,0,1,1041,442,0,0,298,Tottenham,Swansea,West Ham,Huddersfield,Brighton,1.8,2,2.1,4.7,2,52.5
Scott,Dann,DEF,CRY,4600000,0,32,1.9,4.1304347826087E-07,6.95652173913044E-06,0,87824,4,26,0,0,0,1,0,7,19,-4,0,32,4,0,0,0,0,0,1,0,0,0.3,39445,0,0,0,0,1434,6,0,0,211,Brighton,Watford,Leicester,Stoke,West Brom,0,0,0,0,0,67
Karl,Darlow,GLK,NEW,4400000,0,33,1.03125,2.34375E-07,7.5E-06,0,30620,0,15,0,35,0,0,0,7.5,165,-1,0,33,1,0,0,0,2,0,2,0,0,0.3,25112,1,0,0,1,900,21,0,0,172,Arsenal,Everton,West Brom,Watford,Tottenham,0.7,0.5,0.6,1,0.6,25.9
Matteo,Darmian,DEF,MUN,4900000,0,10,0.3125,6.37755102040816E-08,2.04081632653061E-06,0,33537,0,2,0,0,0,0,0,2,35,-6,0,10,6,0,0,0,0,0,1,0,0,0.2,7230,0,0,0,0,196,15,0,0,49,West Brom,Bournemouth,Arsenal,Brighton,West Ham,0.4,0,0.2,0.4,0.2,4.8
,David Luiz,DEF,CHE,5700000,0,32,1,1.75438596491228E-07,5.6140350877193E-06,0,1193524,3,13,0,0,0,1,0,5.6,426,-3,0,32,3,0,0,0,0,0,3,0,2,8.2,326750,0,0,0,0,838,16,0,1,186,Southampton,Burnley,Swansea,Liverpool,Huddersfield,0,0,0.5,1.2,0.5,29.6
,David Silva,MID,MCI,8200000,2,154,5.9,7.19512195121951E-07,1.8780487804878E-05,0,2381366,5,17,0,0,0,8,0,18.8,20633,2,0,154,-2,1.2,0,9.7,24,0,12,0,11,11.8,2621570,0,0,0,5,2161,10270,0,0,601,Tottenham,Swansea,West Ham,Huddersfield,Brighton,5.5,7.7,6.6,15.9,7,260.7
Ben,Davies,DEF,TOT,5900000,0,129,5.2,8.8135593220339E-07,2.1864406779661E-05,0,1773092,2,16,0,0,0,2,0,21.9,24451,4,0,129,-4,0.3,0,2,14,0,10,0,7,22.7,2608887,0,0,0,4,1963,6636,0,0,544,Man City,Brighton,Watford,West Brom,Newcastle,12.3,0,7.6,11.8,6.3,138.6
Tom,Davies,MID,EVE,5100000,3,53,1.8,3.52941176470588E-07,1.03921568627451E-05,0,71548,6,20,0,0,0,1,0,10.4,125,-4,0,53,4,0.3,0,1.7,0,0,6,0,2,0.4,41229,0,0,0,0,1655,68,0,0,179,Swansea,Newcastle,Huddersfield,Southampton,West Ham,0.9,1.5,0.9,1.3,0.9,54
Steven,Davis,MID,SOU,4700000,0,70,2.1875,4.65425531914894E-07,1.48936170212766E-05,0,452532,0,21,0,0,0,3,0,14.9,261,-3,0,70,3,0,0,0,6,0,4,0,2,1.4,482587,0,0,0,2,1483,192,0,0,334,Chelsea,Leicester,Bournemouth,Everton,Swansea,2.9,0,1.8,3.2,1.1,82.4
Craig,Dawson,DEF,WBA,4800000,2,64,2.8,5.83333333333333E-07,1.33333333333333E-05,0,327789,5,35,0,0,0,2,0,13.3,1047,-2,0,64,2,0.2,0,1,3,0,5,0,0,1.5,121999,0,0,0,1,2060,44,0,0,348,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,1.7,3.2,1.8,3.1,3.3,90.1
Kevin,De Bruyne,MID,MCI,10400000,1,189,5.9,5.67307692307692E-07,1.81730769230769E-05,0,2258356,1,20,0,0,0,7,0,18.2,38673,4,0,189,-4,0.3,0,3,25,0,16,0,17,23.4,2003602,0,0,0,5,2675,2952,0,0,800,Tottenham,Swansea,West Ham,Huddersfield,Brighton,5.5,7.7,6.6,15.9,7,335.8
David,de Gea,GLK,MUN,5900000,2,152,4.8,8.13559322033898E-07,2.57627118644068E-05,0,1000859,0,25,0,103,0,0,0,25.8,2680,4,0,152,-4,0.7,0,4,10,0,16,0,0,44.7,1359743,0,0,0,0,2880,21314,0,0,666,West Brom,Bournemouth,Arsenal,Brighton,West Ham,10.8,0,7.1,10.3,7.2,74.3
Siem,de Jong,MID,NEW,4900000,0,0,0,0,0,0,9748,0,0,0,0,0,0,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,528,0,0,0,0,0,0,0,0,0,Arsenal,Everton,West Brom,Watford,Tottenham,0,0,0,0,0,0
Mathieu,Debuchy,DEF,ARS,4500000,0,0,0,0,0,0,1634,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477,0,0,0,0,0,0,0,0,0,Newcastle,West Ham,Man Utd,Burnley,Leicester,0,0,0,0,0,0
Troy,Deeney,FWD,WAT,6300000,2,67,2.8,4.44444444444444E-07,1.06349206349206E-05,0,103680,1,29,0,0,0,5,0,10.6,2796,-2,0,67,2,0.3,1,2,7,0,4,0,2,1.1,116537,0,0,0,1,1552,577,0,1,226,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,2.3,3,1.8,3,1.8,100.7
Jermain,Defoe,FWD,BOU,7600000,2,52,1.57575757575758,2.07336523125997E-07,6.84210526315789E-06,0,212804,1,19,0,0,0,4,0,6.8,261,-4,0,52,4,0.4,0,3,5,0,2,0,1,1.4,52925,0,0,0,1,948,241,0,0,163,Liverpool,Man Utd,Southampton,Swansea,Burnley,1.9,0,1.1,1.1,0.9,80.1
Steven,Defour,MID,BUR,5400000,0,62,2.6,4.81481481481482E-07,1.14814814814815E-05,0,34331,6,17,0,0,0,1,0,11.5,38,-1,0,62,1,0,0,0,0,0,12,0,1,0.3,26892,0,0,0,0,1998,7,0,0,353,Leicester,Chelsea,Stoke,Brighton,Arsenal,0,0,0,0,0,78.4
Damien,Delaney,DEF,CRY,4200000,0,1,0.0303030303030303,7.21500721500722E-09,2.38095238095238E-07,0,24761,0,5,0,0,0,0,0,0.2,31,-3,0,1,3,0,0,0,0,0,0,0,0,0.2,4588,0,0,0,0,95,23,0,0,19,Brighton,Watford,Leicester,Stoke,West Brom,0,0,0,0,0,4
Fabian,Delph,MID,MCI,4500000,2,44,1.375,3.05555555555556E-07,9.77777777777778E-06,0,120678,1,15,0,0,0,1,0,9.8,87,0,0,44,0,0.2,0,0.7,0,0,5,0,1,0.4,118342,0,0,0,0,1372,212,0,0,312,Tottenham,Swansea,West Ham,Huddersfield,Brighton,0.7,0.8,0.7,1.8,0.7,55.3
Mousa,Dembele,MID,TOT,4900000,2,47,1.46875,2.99744897959184E-07,9.59183673469388E-06,0,174016,5,19,0,0,0,0,0,9.6,535,-1,0,47,1,0.4,0,2,3,0,6,0,0,1.7,101937,0,0,0,0,1725,930,0,0,313,Man City,Brighton,Watford,West Brom,Newcastle,1.4,0,0.9,1.7,0.9,63.2
Laurent,Depoitre,FWD,HUD,5100000,1,81,2.9,5.68627450980392E-07,1.58823529411765E-05,0,643654,1,32,0,0,0,5,0,15.9,3776,-4,0,81,4,0.2,0,1,11,0,4,0,2,2.7,768117,0,0,0,1,1624,539,0,0,247,Watford,Everton,Man City,Chelsea,Arsenal,3.4,0,3.5,3.7,3.3,84.4
Gerard,Deulofeu,MID,WAT,5600000,0,21,5.3,9.46428571428571E-07,3.75E-06,0,243627,0,2,0,0,0,1,0,3.8,901,-4,0,21,4,0,0,0,3,0,2,0,1,0.5,267776,0,0,0,1,311,4,0,0,79,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,0,0,0,0,0,27.4
