FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Fousseni,Diabate,FWD,LEI,5000000,2,10,0.3125,6.25E-08,2E-06,0,9335,1,6,0,0,0,0,0,2,176,0,0,10,0,0.3,0,1.5,0,0,0,0,0,0.1,14045,0,0,0,0,334,224,0,0,27,Burnley,Southampton,Crystal Palace,West Ham,Arsenal,0.4,0,0.2,0.4,0.2,10.2
Mohamed,Diame,MID,NEW,4600000,3,59,2.4,5.21739130434783E-07,1.28260869565217E-05,0,20275,1,21,0,0,0,2,0,12.8,221,-4,0,59,4,0.7,0,3,3,0,5,0,0,0.2,17934,0,0,0,0,1505,221,0,0,254,Arsenal,Everton,West Brom,Watford,Tottenham,2.4,1.8,2.5,2.6,1.9,61.4
Grady,Diangana,MID,WHU,4500000,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,32,0,0,0,Stoke,Arsenal,Man City,Leicester,Man Utd,0,0,0,0,0,0
Brahim,Diaz,MID,MCI,4700000,0,3,0.09375,1.99468085106383E-08,6.38297872340426E-07,0,4255,0,1,0,0,0,0,0,0.6,13,-3,0,3,3,0,0,0,0,0,0,0,0,0,1641,0,0,0,0,31,7,0,0,9,Tottenham,Swansea,West Ham,Huddersfield,Brighton,0,0,0,0,0,4.5
Eric,Dier,MID,TOT,4700000,1,78,2.5,5.31914893617021E-07,1.65957446808511E-05,0,284719,4,23,0,0,0,0,0,16.6,1269,-3,0,78,3,0.9,0,4,2,0,14,0,2,2.6,198222,0,0,0,0,2552,1723,0,0,435,Man City,Brighton,Watford,West Brom,Newcastle,2.8,0,2.2,4.1,2.2,107.9
Mame Biram,Diouf,FWD,STK,5200000,8,87,2.9,5.57692307692308E-07,1.67307692307692E-05,0,612468,5,45,0,0,0,6,0,16.7,588,-3,0,87,3,0.5,0,2.5,8,0,6,0,2,1.8,653668,0,0,0,0,2162,1287,0,0,308,West Ham,Burnley,Liverpool,Crystal Palace,Swansea,2.3,2.8,1.9,3.1,2.3,135.5
Abdoulaye,Doucoure,MID,WAT,5400000,1,123,3.8,7.03703703703704E-07,2.27777777777778E-05,0,1503773,9,58,0,0,0,7,0,22.8,19936,4,0,123,-4,0.2,0,1.3,16,0,8,0,3,13.7,2129898,0,0,0,1,2874,2696,0,0,601,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,3.4,3.9,2.5,4.4,2.1,175.2
Aleksandar,Dragovic,DEF,LEI,4900000,0,21,0.65625,1.33928571428571E-07,4.28571428571429E-06,0,17117,1,10,0,0,0,0,0,4.3,178,-1,0,21,1,0,0,0,0,0,3,0,0,0.1,21775,0,0,0,0,584,16,0,0,132,Burnley,Southampton,Crystal Palace,West Ham,Arsenal,0.6,0,0.4,0.7,0.3,17.7
Daniel,Drinkwater,MID,CHE,4800000,0,24,0.75,1.5625E-07,5E-06,0,24047,0,7,0,0,0,1,0,5,68,-2,0,24,2,0,0,0,1,0,1,0,0,0.2,15559,0,0,0,1,520,43,0,0,117,Southampton,Burnley,Swansea,Liverpool,Huddersfield,0.8,0,0.4,0.8,0.4,25.7
Martin,Dubravka,GLK,NEW,4500000,2,26,0.8125,1.80555555555556E-07,5.77777777777778E-06,0,9439,0,5,0,9,0,0,0,5.8,512,0,0,26,0,0.9,0,4,2,0,3,0,0,0.5,37898,0,0,0,1,540,879,0,0,104,Arsenal,Everton,West Brom,Watford,Tottenham,0.5,0.4,0.4,0.8,0.4,7.8
Shane,Duffy,DEF,BHA,4600000,1,84,2.7,5.8695652173913E-07,1.82608695652174E-05,0,264111,7,42,0,0,0,0,0,18.3,1852,1,0,84,-1,0.2,0,1,7,0,8,0,2,3.3,433289,0,0,0,1,2772,2236,0,0,511,Crystal Palace,Tottenham,Burnley,Man Utd,Man City,6.2,0,2,4.7,2,126
Paul,Dummett,DEF,NEW,4200000,2,38,1.1875,2.82738095238095E-07,9.04761904761905E-06,0,55193,1,12,0,0,0,0,0,9,664,-3,0,38,3,1,0,4,0,0,4,0,0,0.8,59757,0,0,0,0,1095,1511,0,0,201,Arsenal,Everton,West Brom,Watford,Tottenham,0.9,0.6,0.8,1.2,0.8,33.8
Lewis,Dunk,DEF,BHA,4500000,2,77,2.4,5.33333333333333E-07,1.71111111111111E-05,0,240638,6,43,0,0,0,1,0,17.1,1493,0,0,77,0,0.3,0,1.5,5,0,8,0,0,3.2,339720,4,0,0,1,2880,2123,0,0,527,Crystal Palace,Tottenham,Burnley,Man Utd,Man City,5.3,0,1.7,3.9,1.7,136
Nathan,Dyer,MID,SWA,4400000,1,36,1.125,2.55681818181818E-07,8.18181818181818E-06,0,19154,2,18,0,0,0,0,0,8.2,209,-1,0,36,1,0.2,0,1,0,0,3,0,1,0.2,27772,0,0,0,0,1098,45,0,0,124,Everton,Man City,Chelsea,Bournemouth,Southampton,0.8,0.6,0.6,1.2,0.6,33.1
,Ederson,GLK,MCI,5600000,1,141,4.4,7.85714285714286E-07,2.51785714285714E-05,0,386485,0,24,0,52,0,0,0,25.2,8176,1,0,141,-1,0.6,0,3.3,9,0,14,0,0,8,533760,0,0,2,2,2835,1354,0,0,599,Tottenham,Swansea,West Ham,Huddersfield,Brighton,4.8,5.3,5.4,11.9,5.3,50.6
,Eduardo,GLK,CHE,4700000,0,0,0,0,0,0,3507,0,0,0,0,0,0,0,0,7,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,1158,0,0,0,0,0,7,0,0,0,Southampton,Burnley,Swansea,Liverpool,Huddersfield,0,0,0,0,0,0
Thomas,Edwards,DEF,STK,4000000,0,6,0.181818181818182,4.54545454545455E-08,1.5E-06,0,27885,0,15,0,0,0,0,0,1.5,308,0,0,6,0,0,0,0,0,0,0,0,0,0.4,48500,0,0,0,0,481,69,0,0,81,West Ham,Burnley,Liverpool,Crystal Palace,Swansea,0.1,0.1,0.1,0.1,0.1,12.7
Robert,Elliot,GLK,NEW,4000000,0,57,3.6,9E-07,1.425E-05,0,970002,0,21,0,44,0,0,0,14.3,6181,0,0,57,0,0,0,0,4,0,3,0,0,15.4,896144,0,0,1,3,1440,1606,0,0,280,Arsenal,Everton,West Brom,Watford,Tottenham,4.7,2.5,4.3,7.1,4.4,36.5
Mohamed,Elneny,MID,ARS,4200000,-1,19,0.59375,1.41369047619048E-07,4.52380952380952E-06,0,330688,3,10,0,0,0,0,0,4.5,3174,-3,0,19,3,0.1,0,0.5,0,0,3,0,1,3.2,298217,0,0,0,0,731,825,0,1,132,Newcastle,West Ham,Man Utd,Burnley,Leicester,0.3,0.3,0.3,0.6,0.3,38
,Emerson,DEF,CHE,5200000,0,2,0.0625,1.20192307692308E-08,3.84615384615385E-07,0,1614,0,0,0,0,0,0,0,0.4,31,-3,0,2,3,0.1,0,0.5,0,0,0,0,0,0,2084,0,0,0,0,15,13,0,0,7,Southampton,Burnley,Swansea,Liverpool,Huddersfield,0,0,0,0,0,0.5
Christian,Eriksen,MID,TOT,9400000,15,177,5.7,6.06382978723404E-07,1.88297872340426E-05,0,2128974,0,24,0,0,0,10,0,18.8,2966,-1,0,177,1,1.3,0,12,23,0,15,0,9,16.1,2163590,0,0,0,3,2678,57649,0,0,708,Man City,Brighton,Watford,West Brom,Newcastle,10.7,0,7.3,14,7.3,301
Jonny,Evans,DEF,WBA,4900000,0,76,2.9,5.91836734693878E-07,1.55102040816327E-05,0,123070,7,37,0,0,0,2,0,15.5,1751,-1,0,76,1,0.8,0,3.7,5,0,6,0,2,1.1,133277,1,0,0,1,2249,46,0,0,451,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,0,3.4,1.9,3.3,3.5,84.8
Patrice,Evra,DEF,WHU,4200000,1,1,0.03125,7.44047619047619E-09,2.38095238095238E-07,0,8648,0,6,0,0,0,0,0,0.2,222,-3,1,1,3,0.1,0,0.5,0,0,0,0,0,0.2,16008,0,0,0,0,161,240,-1,0,22,Stoke,Arsenal,Man City,Leicester,Man Utd,0,0,0,0,0,3.7
Lukasz,Fabianski,GLK,SWA,4700000,2,127,4,8.51063829787234E-07,2.70212765957447E-05,0,429461,0,45,0,111,0,0,0,27,5006,2,0,127,-2,0.4,0,2,10,0,9,0,0,8.8,659539,0,0,1,2,2880,1616,0,0,634,Everton,Man City,Chelsea,Bournemouth,Southampton,4.4,3.6,5.1,8.4,5.4,85.4
Cesc,Fabregas,MID,CHE,6800000,2,71,2.5,3.67647058823529E-07,1.04411764705882E-05,0,703294,4,23,0,0,0,1,0,10.4,403,-2,0,71,2,0.3,0,2,4,0,9,0,4,3,409593,0,0,0,1,1950,870,0,1,453,Southampton,Burnley,Swansea,Liverpool,Huddersfield,3.6,0,1.8,4.3,1.7,211.5
Adam,Federici,GLK,BOU,4000000,0,0,0,0,0,0,142904,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,2.3,19701,0,0,0,0,0,56,0,0,0,Liverpool,Man Utd,Southampton,Swansea,Burnley,0,0,0,0,0,0
Sofiane,Feghouli,MID,WHU,5500000,0,0,0,0,0,0,1432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,1,0,0,0,Stoke,Arsenal,Man City,Leicester,Man Utd,0,0,0,0,0,0
Marouane,Fellaini,MID,MUN,4700000,0,36,1.125,2.3936170212766E-07,7.65957446808511E-06,0,206773,1,0,0,0,0,3,0,7.7,68,-3,0,36,3,0,0,0,3,0,3,0,0,0.5,191444,0,0,0,1,428,26,0,0,121,West Brom,Bournemouth,Arsenal,Brighton,West Ham,1.4,0,0.8,1.2,0.6,45
Leroy,Fer,MID,SWA,5200000,0,41,2,3.84615384615385E-07,7.88461538461538E-06,0,39952,5,26,0,0,0,1,0,7.9,19,-3,0,41,3,0,0,0,0,0,4,0,1,0.2,17262,0,0,0,0,1394,0,0,0,201,Everton,Man City,Chelsea,Bournemouth,Southampton,0,0,0,0,0,56
Nathan,Ferguson,DEF,WBA,4000000,0,0,0,0,0,0,2846,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6221,0,0,0,0,0,42,0,0,0,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,0,0,0,0,0,0
Edimilson,Fernandes,MID,WHU,4300000,2,14,0.4375,1.01744186046512E-07,3.25581395348837E-06,0,17145,1,14,0,0,0,0,0,3.3,46,-2,0,14,2,0.6,0,2.5,0,0,1,0,0,0.2,7037,0,0,0,0,562,217,0,0,62,Stoke,Arsenal,Man City,Leicester,Man Utd,0.2,0.2,0.2,0.4,0.2,15.6
Federico,Fernandez,DEF,SWA,4500000,2,80,3.1,6.88888888888889E-07,1.77777777777778E-05,0,263145,4,37,0,0,0,1,0,17.8,3039,0,0,80,0,0.3,0,1.5,10,0,7,0,1,3.8,378122,1,0,0,2,2340,677,0,0,453,Everton,Man City,Chelsea,Bournemouth,Southampton,3,2.4,3.5,5.8,3.8,84.4
,Fernandinho,MID,MCI,5000000,1,96,3.2,6.4E-07,1.92E-05,0,726601,7,22,0,0,0,3,0,19.2,8735,0,0,96,0,0.4,0,2,5,0,13,0,4,4.4,807367,0,0,0,1,2520,342,0,0,499,Tottenham,Swansea,West Ham,Huddersfield,Brighton,0,0,2.6,6.7,2.9,141.4
,Fernando,MID,MCI,4500000,0,0,0,0,0,0,4526,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,593,0,0,0,0,0,2,0,0,0,Tottenham,Swansea,West Ham,Huddersfield,Brighton,0,0,0,0,0,0
Sam,Field,MID,WBA,4400000,0,23,0.696969696969697,1.58402203856749E-07,5.22727272727273E-06,0,21958,3,7,0,0,0,1,0,5.2,36,-1,0,23,1,0.1,0,0.3,2,0,4,0,0,0.1,21768,0,0,0,0,534,5,0,0,70,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,0,0.3,0.3,0.3,0.3,26.3
Roberto,Firmino,FWD,LIV,9500000,1,166,5.2,5.47368421052632E-07,1.74736842105263E-05,0,3041718,1,29,0,0,0,14,0,17.3,91030,10,1,166,-10,0.3,0,3.3,27,0,13,0,8,43.9,4296854,0,0,0,3,2383,5494,-1,0,692,Bournemouth,West Brom,Stoke,Chelsea,Brighton,7.4,5.9,7.5,4.5,7.6,283.3
Jon,Flanagan,DEF,LIV,4400000,0,0,0,0,0,0,1506,0,0,0,0,0,0,0,0,6,-1,0,0,1,0,0,0,0,0,0,0,0,0,1177,0,0,0,0,0,2,0,0,0,Bournemouth,West Brom,Stoke,Chelsea,Brighton,0,0,0,0,0,0
Ashley,Fletcher,FWD,WHU,4500000,0,0,0,0,0,0,36124,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0.4,7304,0,0,0,0,0,19,0,0,0,Stoke,Arsenal,Man City,Leicester,Man Utd,0,0,0,0,0,0
Darren,Fletcher,MID,STK,4700000,0,64,2.6,5.53191489361702E-07,1.36170212765957E-05,0,58726,0,48,0,0,0,1,0,13.6,110,-3,0,64,3,0,0,0,3,0,4,0,1,0.4,29110,0,0,0,1,2110,17,0,0,319,West Ham,Burnley,Liverpool,Crystal Palace,Swansea,1.7,2.2,1.3,2.2,1.8,73.7
Phil,Foden,MID,MCI,4700000,0,6,0.1875,3.98936170212766E-08,1.27659574468085E-06,0,2647,0,1,0,0,0,0,0,1.3,5,-3,0,6,3,0,0,0,0,0,0,0,1,0,1034,0,0,0,0,18,9,0,0,18,Tottenham,Swansea,West Ham,Huddersfield,Brighton,0.1,0.1,0.1,0.2,0.1,3.7
Michael,Folivi,FWD,WAT,4500000,0,0,0,0,0,0,15890,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0.1,22474,0,0,0,0,0,22,0,0,0,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,0,0,0,0,0,0
Jose,Fonte,DEF,WHU,4700000,0,34,4.3,9.14893617021277E-07,7.23404255319149E-06,0,153583,0,11,0,0,0,0,0,7.2,65,-3,0,34,3,0,0,0,3,0,3,0,2,0.8,77178,0,0,0,0,688,0,0,0,156,Stoke,Arsenal,Man City,Leicester,Man Utd,0,0,0,0,0,33.4
Fraser,Forster,GLK,SOU,4600000,0,73,3.6,7.82608695652174E-07,1.58695652173913E-05,0,528417,0,30,0,69,0,0,0,15.9,749,-4,0,73,4,0,0,0,6,0,4,0,0,4,367391,0,0,1,1,1800,239,0,0,351,Chelsea,Leicester,Bournemouth,Everton,Swansea,7.3,0,3.5,6.1,3.4,48.9
Ben,Foster,GLK,WBA,4300000,2,95,3,6.97674418604651E-07,2.2093023255814E-05,0,743212,2,51,0,84,0,0,0,22.1,4963,-2,1,95,2,0.4,0,1.7,6,0,7,0,0,9.6,497844,0,0,0,0,2880,818,-1,0,524,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,2,3.5,2,3.4,3.6,62.3
Timothy,Fosu-Mensah,DEF,CRY,4400000,0,39,1.9,4.31818181818182E-07,8.86363636363636E-06,0,103610,2,29,0,0,0,0,0,8.9,520,-1,0,39,1,0.1,0,0.3,3,0,2,0,0,1.1,70311,0,0,0,0,1592,72,0,0,279,Brighton,Watford,Leicester,Stoke,West Brom,1.9,1.5,1.3,1.5,1.6,47.4
Juan,Foyth,DEF,TOT,4500000,0,0,0,0,0,0,1851,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1928,0,0,0,0,0,7,0,0,0,Man City,Brighton,Watford,West Brom,Newcastle,0,0,0,0,0,0
Simon,Francis,DEF,BOU,4300000,0,42,1.5,3.48837209302326E-07,9.76744186046512E-06,0,191023,8,40,0,0,0,0,0,9.8,934,-2,0,42,2,0.1,0,0.3,1,0,3,0,0,1.4,120407,0,0,0,0,2348,255,0,1,405,Liverpool,Man Utd,Southampton,Swansea,Burnley,2,0,1,1.1,0.9,111
Ryan,Fraser,MID,BOU,5100000,7,78,2.36363636363636,4.63458110516934E-07,1.52941176470588E-05,0,128111,0,30,0,0,0,4,0,15.3,538,-4,0,78,4,0.6,0,3,10,0,1,0,3,0.8,103729,0,0,0,2,1553,1164,0,0,307,Liverpool,Man Utd,Southampton,Swansea,Burnley,2.8,0,1.7,2.1,1.6,123.4
Christian,Fuchs,DEF,LEI,4800000,0,56,2.5,5.20833333333333E-07,1.16666666666667E-05,0,211910,1,27,0,0,0,0,0,11.7,520,-2,0,56,2,0.1,0,0.5,8,0,4,0,1,1.9,111512,0,0,0,1,1647,237,0,0,323,Burnley,Southampton,Crystal Palace,West Ham,Arsenal,4.5,0,3.1,5.8,1.9,62.8
Jay,Fulton,MID,SWA,4300000,0,1,0.5,1.16279069767442E-07,2.32558139534884E-07,0,4317,1,0,0,0,0,0,0,0.2,6,-2,0,1,2,0,0,0,0,0,0,0,0,0,3719,0,0,0,0,17,2,0,0,1,Everton,Man City,Chelsea,Bournemouth,Southampton,0,0,0,0,0,0
Ramiro,Funes Mori,DEF,EVE,4900000,0,0,0,0,0,0,1336,0,0,0,0,0,0,0,0,10,-1,0,0,1,0,0,0,0,0,0,0,0,0,807,0,0,0,0,0,19,0,0,0,Swansea,Newcastle,Huddersfield,Southampton,West Ham,0,0,0,0,0,0
Manolo,Gabbiadini,FWD,SOU,6200000,0,57,2.2,3.54838709677419E-07,9.19354838709677E-06,0,500520,2,17,0,0,0,4,0,9.2,250,-8,0,57,8,0.1,0,0.5,7,0,4,0,0,1.4,265824,0,0,0,1,1044,125,0,0,170,Chelsea,Leicester,Bournemouth,Everton,Swansea,3.2,0,2.1,3,1.6,48.7
Ali,Gabr,DEF,WBA,4200000,0,0,0,0,0,0,4220,0,0,0,0,0,0,0,0,87,-3,1,0,3,0,0,0,0,0,0,0,0,0.1,6543,0,0,0,0,0,22,-1,0,0,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,0,0,0,0,0,0
,Gabriel,DEF,ARS,5000000,0,0,0,0,0,0,2330,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,Newcastle,West Ham,Man Utd,Burnley,Leicester,0,0,0,0,0,0
,Gamez,DEF,NEW,3900000,0,9,4.5,1.15384615384615E-06,2.30769230769231E-06,0,230197,0,0,0,0,0,0,0,2.3,519,-1,0,9,1,0,0,0,2,0,1,0,0,1.5,202415,0,0,0,0,97,522,0,0,38,Arsenal,Everton,West Brom,Watford,Tottenham,0,0,0,0,0,8.4
Luke,Garbutt,DEF,EVE,4000000,0,0,0,0,0,0,382,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,933,0,0,0,0,0,42,0,0,0,Swansea,Newcastle,Huddersfield,Southampton,West Ham,0,0,0,0,0,0
Dwight,Gayle,FWD,NEW,6100000,1,79,2.46875,4.04713114754098E-07,1.29508196721311E-05,0,202629,3,26,0,0,0,5,0,13,1995,-4,0,79,4,0.2,0,1.5,7,0,6,0,3,1.2,145063,0,0,0,2,1581,308,0,0,238,Arsenal,Everton,West Brom,Watford,Tottenham,2.5,1.7,2.8,3.4,1.8,121.5
Paulo,Gazzaniga,GLK,TOT,4200000,0,9,0.28125,6.69642857142857E-08,2.14285714285714E-06,0,5557,0,0,0,3,0,0,0,2.1,31,-3,0,9,3,0,0,0,2,0,1,0,0,0.1,6881,0,0,0,0,90,11,0,0,26,Man City,Brighton,Watford,West Brom,Newcastle,0.2,0,0.1,0.2,0.1,2.7
Kieran,Gibbs,DEF,WBA,5000000,2,66,2.4,4.8E-07,1.32E-05,0,46053,2,40,0,0,0,0,0,13.2,248,0,0,66,0,0.3,0,1.3,1,0,5,0,2,0.4,51776,0,0,0,0,2391,81,0,0,395,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,1.3,2.5,1.4,2.5,2.8,91.4
Olivier,Giroud,FWD,CHE,8200000,1,49,2.1,2.5609756097561E-07,5.97560975609756E-06,0,203922,0,7,0,0,0,4,0,6,1038,-3,0,49,3,0.1,0,1,4,0,3,0,1,1.4,157693,0,0,0,1,576,577,0,0,167,Southampton,Burnley,Swansea,Liverpool,Huddersfield,3.1,0,1.3,3.8,1.4,86.2
Connor,Goldson,DEF,BHA,3900000,0,5,0.15625,4.00641025641026E-08,1.28205128205128E-06,0,122400,1,4,0,0,0,0,0,1.3,1720,-1,0,5,1,0,0,0,0,0,1,0,0,2.8,239971,0,0,0,0,180,2752,0,0,33,Crystal Palace,Tottenham,Burnley,Man Utd,Man City,0.2,0,0.1,0.2,0.1,9.7
Heurelho,Gomes,GLK,WAT,4500000,0,62,2.7,6E-07,1.37777777777778E-05,0,165920,0,39,0,61,0,0,0,13.8,403,0,0,62,0,0,0,0,4,0,5,0,0,1.3,134521,0,0,0,0,2038,60,0,0,386,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,2,3.8,2.1,2.5,1.7,45.1
Joseph,Gomez,DEF,LIV,4500000,0,76,3.6,8E-07,1.68888888888889E-05,0,623793,3,20,0,0,0,0,0,16.9,3605,0,0,76,0,0.4,0,1.7,6,0,8,0,2,2.6,690729,0,0,0,2,1721,32,0,0,435,Bournemouth,West Brom,Stoke,Chelsea,Brighton,0,0,0,0,0,68.1
Dan,Gosling,MID,BOU,4800000,1,52,2.3,4.79166666666667E-07,1.08333333333333E-05,0,10098,8,36,0,0,0,2,0,10.8,156,-2,0,52,2,0.4,0,1.7,4,0,1,0,1,0.1,11700,0,0,0,0,1722,64,0,0,233,Liverpool,Man Utd,Southampton,Swansea,Burnley,2.8,0,1.6,2,1.6,84.9
Yoan,Gouffran,MID,NEW,5000000,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,1,0,0,0,Arsenal,Everton,West Brom,Watford,Tottenham,0,0,0,0,0,0
Max,Gradel,MID,BOU,5000000,0,0,0,0,0,0,4122,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,Liverpool,Man Utd,Southampton,Swansea,Burnley,0,0,0,0,0,0
Lee,Grant,GLK,STK,4200000,0,5,1.7,4.04761904761905E-07,1.19047619047619E-06,0,29216,0,7,0,8,0,0,0,1.2,63,-3,0,5,3,0,0,0,0,0,0,0,0,0.2,9838,0,0,0,0,270,6,0,0,44,West Ham,Burnley,Liverpool,Crystal Palace,Swansea,0,0,0,0,0,6.3
Andre,Gray,FWD,WAT,6300000,0,66,2.5,3.96825396825397E-07,1.04761904761905E-05,0,308432,1,25,0,0,0,4,0,10.5,544,-2,0,66,2,0,0,0,3,0,5,0,3,1.3,255458,0,0,0,0,1253,81,0,0,193,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,1.9,2.6,1.5,2.5,1.5,90
Demarai,Gray,MID,LEI,5300000,1,66,2.3,4.33962264150943E-07,1.24528301886792E-05,0,145113,2,23,0,0,0,3,0,12.5,265,-2,0,66,2,0.5,0,2.5,2,0,3,0,2,0.6,132693,0,0,0,0,1333,423,0,0,255,Burnley,Southampton,Crystal Palace,West Ham,Arsenal,3.4,0,1.4,4.3,1.2,92.9
Robert,Green,GLK,HUD,4000000,0,0,0,0,0,0,6147,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0.2,13481,0,0,0,0,0,20,0,0,0,Watford,Everton,Man City,Chelsea,Arsenal,0,0,0,0,0,0
Pascal,Gro?,MID,BHA,6000000,2,139,4.3,7.16666666666667E-07,2.31666666666667E-05,0,1620990,1,38,0,0,0,5,0,23.2,14191,5,0,139,-5,0.3,0,2,21,0,8,0,8,17.5,2466643,0,0,0,2,2490,10567,0,0,538,Crystal Palace,Tottenham,Burnley,Man Utd,Man City,8,0,3.8,7.1,2.7,220.8
Marko,Grujic,MID,LIV,4200000,0,3,1,2.38095238095238E-07,7.14285714285714E-07,0,52624,0,0,0,0,0,0,0,0.7,51,-3,0,3,3,0,0,0,0,0,0,0,0,0.4,52084,0,0,0,0,14,9,0,0,9,Bournemouth,West Brom,Stoke,Chelsea,Brighton,0,0,0,0,0,1.9
Johann Berg,Gudmundsson,MID,BUR,5100000,0,95,3.3,6.47058823529412E-07,1.86274509803922E-05,0,115588,2,23,0,0,0,2,0,18.6,5048,1,0,95,-1,0,0,0,4,0,9,0,7,1.4,191654,0,0,0,0,2304,550,0,0,373,Leicester,Chelsea,Stoke,Brighton,Arsenal,0,2.8,3.3,2.3,3.4,174.1
Idrissa,Gueye,MID,EVE,4800000,1,59,2.1,4.375E-07,1.22916666666667E-05,0,67841,5,41,0,0,0,1,0,12.3,102,-2,0,59,2,0.2,0,1,2,0,6,0,0,0.8,33824,0,0,0,0,2321,54,0,1,449,Swansea,Newcastle,Huddersfield,Southampton,West Ham,1.2,1.9,1.2,1.7,1.1,80.6
Ilkay,Gundogan,MID,MCI,5300000,8,61,1.90625,3.59669811320755E-07,1.15094339622642E-05,0,119949,3,12,0,0,0,3,0,11.5,774,-2,0,61,2,0.6,0,3.3,6,0,4,0,2,0.9,141237,0,0,0,2,1060,3128,0,0,279,Tottenham,Swansea,West Ham,Huddersfield,Brighton,1,1.4,1.1,3.1,1.2,91
Florent,Hadergjonaj,DEF,HUD,4500000,2,35,1.06060606060606,2.35690235690236E-07,7.77777777777778E-06,0,5105,3,25,0,0,0,0,0,7.8,267,0,0,35,0,0.2,0,1,5,0,2,0,1,0.1,10042,0,0,0,0,1282,28,0,0,209,Watford,Everton,Man City,Chelsea,Arsenal,0.8,0,0.6,1,0.8,59.8
Massadio,Haidara,DEF,NEW,3900000,0,0,0,0,0,0,113924,0,0,0,0,0,0,0,0,735,-1,0,0,1,0,0,0,0,0,0,0,0,1.8,132093,0,0,0,0,0,1396,0,0,0,Arsenal,Everton,West Brom,Watford,Tottenham,0,0,0,0,0,0
Sead,Haksabanovic,MID,WHU,5000000,0,0,0,0,0,0,718,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,803,0,0,0,0,0,3,0,0,0,Stoke,Arsenal,Man City,Leicester,Man Utd,0,0,0,0,0,0
Ben,Hamer,GLK,LEI,4300000,0,0,0,0,0,0,2242,0,0,0,0,0,0,0,0,9,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,957,0,0,0,0,0,6,0,0,0,Burnley,Southampton,Crystal Palace,West Ham,Arsenal,0,0,0,0,0,0
Grant,Hanley,DEF,NEW,4000000,0,0,0,0,0,0,86430,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0.5,5838,0,0,0,0,0,3,0,0,0,Arsenal,Everton,West Brom,Watford,Tottenham,0,0,0,0,0,0
Rekeem,Harper,MID,WBA,4500000,0,1,0.0303030303030303,6.73400673400673E-09,2.22222222222222E-07,0,2232,0,0,0,0,0,0,0,0.2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1456,0,0,0,0,20,5,0,0,6,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,0,0,0,0,0,2.7
