FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Marko,Grujic,MID,LIV,4200000,0,3,1,2.38095238095238E-07,7.14285714285714E-07,0,51550,0,0,0,0,0,0,0,0.7,3,-3,0,3,3,0,0,0,0,0,0,0,0,0.4,52044,0,0,0,0,14,0,0,0,9,Watford,Crystal Palace,Everton,Bournemouth,West Brom,0,0,0,0,0,0,0,0,1.9
Johann Berg,Gudmundsson,MID,BUR,5100000,0,89,3.2,6.27450980392157E-07,1.74509803921569E-05,0,64357,2,23,0,0,0,2,0,17.5,19,1,0,89,-1,0.5,0,2.3,4,0,8,0,6,1.7,152611,0,0,0,0,2214,15,0,0,359,West Brom,Watford,Leicester,Stoke,Brighton,0,2.7,2.5,3.3,2.5,3.2,2.2,3.4,169.4
Idrissa,Gueye,MID,EVE,4800000,0,56,2.2,4.58333333333333E-07,1.16666666666667E-05,0,64875,5,40,0,0,0,1,0,11.7,3,-2,0,56,2,0.3,0,1.5,2,0,6,0,0,0.8,32283,0,0,0,0,2198,3,0,1,418,Stoke,Man City,Liverpool,Swansea,Newcastle,1.2,1.2,1.5,1.3,2.1,1.3,1.8,1.2,72.8
Ilkay,Gundogan,MID,MCI,5300000,0,51,1.7,3.20754716981132E-07,9.62264150943396E-06,0,99755,3,9,0,0,0,2,0,9.6,4,-2,0,51,2,0.3,0,1.5,5,0,4,0,2,1.1,133570,0,0,0,2,971,14,0,0,238,Everton,Man Utd,Tottenham,Swansea,West Ham,0,1.1,0.9,0.8,1.2,0.9,1.5,1,81.1
Florent,Hadergjonaj,DEF,HUD,4500000,0,24,0.8,1.77777777777778E-07,5.33333333333333E-06,0,1775,2,22,0,0,0,0,0,5.3,0,0,0,24,0,0.2,0,0.8,2,0,1,0,1,0,2837,0,0,0,0,1012,0,0,0,159,Crystal Palace,Newcastle,Brighton,Watford,Chelsea,0.8,0.4,0.4,0.5,0.4,0.4,0.4,0.6,39
Massadio,Haidara,DEF,NEW,3900000,0,0,0,0,0,0,106228,0,0,0,0,0,0,0,0,2,-1,0,0,1,0,0,0,0,0,0,0,0,1.7,120734,0,0,0,0,0,10,0,0,0,Huddersfield,Leicester,Arsenal,Everton,West Brom,0,0,0,0,0,0,0,0,0
Sead,Haksabanovic,MID,WHU,5000000,0,0,0,0,0,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775,0,0,0,0,0,0,0,0,0,Southampton,Chelsea,Stoke,Arsenal,Man City,0,0,0,0,0,0,0,0,0
Ben,Hamer,GLK,LEI,4300000,0,0,0,0,0,0,2155,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,894,0,0,0,0,0,0,0,0,0,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0,0,0,0,0,0,0,0,0
Grant,Hanley,DEF,NEW,4000000,0,0,0,0,0,0,85926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,5818,0,0,0,0,0,0,0,0,0,Huddersfield,Leicester,Arsenal,Everton,West Brom,0,0,0,0,0,0,0,0,0
Rekeem,Harper,MID,WBA,4500000,0,1,0.0333333333333333,7.40740740740741E-09,2.22222222222222E-07,0,2199,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1426,0,0,0,0,20,0,0,0,6,Bournemouth,Burnley,Swansea,Man Utd,Liverpool,0,0,0,0,0,0,0,0,2.7
Joe,Hart,GLK,WHU,4200000,0,45,1.5,3.57142857142857E-07,1.07142857142857E-05,0,513875,0,30,0,39,0,0,0,10.7,9,-3,0,45,3,0,0,0,3,0,3,0,1,5.4,152836,0,0,1,1,1260,7,0,0,261,Southampton,Chelsea,Stoke,Arsenal,Man City,0,1.2,0.8,1.4,0.8,1,0.8,1,30.2
Jakob,Haugaard,GLK,STK,4000000,0,0,0,0,0,0,2564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5552,0,0,0,0,0,0,0,0,0,Everton,Arsenal,Tottenham,West Ham,Burnley,0,0,0,0,0,0,0,0,0
Isaac,Hayden,MID,NEW,4400000,0,38,1.7,3.86363636363636E-07,8.63636363636364E-06,0,27736,7,24,0,0,0,1,0,8.6,1,-1,0,38,1,0.2,0,0.8,0,0,3,0,0,0.2,25735,0,0,0,0,1327,1,0,0,164,Huddersfield,Leicester,Arsenal,Everton,West Brom,0,1.5,0.9,1.3,1.1,1.5,0.9,1,57.7
Eden,Hazard,MID,CHE,10600000,0,146,5.8,5.47169811320755E-07,1.37735849056604E-05,0,1149308,1,18,0,0,0,11,0,13.8,47,1,0,146,-1,0.6,0,6,23,0,9,0,5,7.6,1415118,0,0,0,5,1769,46,0,0,552,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0,6.9,8.2,6.7,8.6,6.4,6.3,6.8,234.6
Tom,Heaton,GLK,BUR,4700000,0,8,0.266666666666667,5.67375886524823E-08,1.70212765957447E-06,0,364189,0,4,0,8,0,0,0,1.7,0,-3,0,8,3,0,0,0,0,0,0,0,0,1.8,19033,0,0,0,0,305,0,0,0,48,West Brom,Watford,Leicester,Stoke,Brighton,0,0,0,0,0,0.1,0.1,0.1,5.3
Michael,Hefele,DEF,HUD,4200000,0,1,0.0333333333333333,7.93650793650794E-09,2.38095238095238E-07,0,8974,1,1,0,0,0,0,0,0.2,0,-3,0,1,3,0,0,0,0,0,0,0,0,0.1,2676,0,0,0,0,32,0,0,0,1,Crystal Palace,Newcastle,Brighton,Watford,Chelsea,0,0,0,0,0,0,0,0,0.4
Ahmed El-Sayed,Hegazi,DEF,WBA,4700000,0,87,3,6.38297872340426E-07,1.85106382978723E-05,0,1338433,3,42,0,0,0,2,0,18.5,48,2,0,87,-2,0.2,0,1,7,0,7,0,0,20.7,1914899,0,0,0,1,2576,54,0,0,490,Bournemouth,Burnley,Swansea,Man Utd,Liverpool,2.1,3.6,3.3,2,3.5,2.1,3.5,3.5,99.8
Tomer,Hemed,FWD,BHA,4700000,0,43,2.7,5.74468085106383E-07,9.14893617021277E-06,0,269107,0,8,0,0,0,2,0,9.1,9,-3,0,43,3,0,0,0,5,0,3,0,2,1.1,294961,0,0,0,0,842,2,0,0,110,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0,3.1,3.4,2.2,2.6,1.9,2.8,1.6,44.2
Jordan,Henderson,MID,LIV,5300000,0,55,1.83333333333333,3.45911949685535E-07,1.0377358490566E-05,0,164828,1,18,0,0,0,1,0,10.4,5,-2,0,55,2,0.2,0,0.8,3,0,9,0,1,1.1,125042,0,0,0,0,1508,0,0,0,265,Watford,Crystal Palace,Everton,Bournemouth,West Brom,0,1,1.2,1.5,1,1.4,0.9,1.4,72.1
Jeff,Hendrick,MID,BUR,5400000,0,73,2.8,5.18518518518518E-07,1.35185185185185E-05,0,23780,1,20,0,0,0,2,0,13.5,0,-1,0,73,1,0.3,0,1.8,1,0,8,0,2,0.2,24113,0,0,0,0,2021,2,0,0,256,West Brom,Watford,Leicester,Stoke,Brighton,0,2.2,2,2.7,2,2.6,1.8,2.8,84.5
Wayne,Hennessey,GLK,CRY,4300000,0,62,3.4,7.90697674418605E-07,1.44186046511628E-05,0,102414,0,32,0,67,0,0,0,14.4,4,-2,0,62,2,0.3,0,1.5,8,0,3,0,0,2,128461,0,0,0,0,1620,40,0,0,337,Huddersfield,Liverpool,Bournemouth,Brighton,Watford,2.9,4,2.8,4.4,3.6,3.7,3.5,4.1,47.2
Dion,Henry,GLK,CRY,4000000,0,0,0,0,0,0,3078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6949,0,0,0,0,0,0,0,0,0,Huddersfield,Liverpool,Bournemouth,Brighton,Watford,0,0,0,0,0,0,0,0,0
Ander,Herrera,MID,MUN,5000000,0,29,0.966666666666667,1.93333333333333E-07,5.8E-06,0,196950,4,11,0,0,0,0,0,5.8,1,-5,0,29,5,0,0,0,0,0,3,0,1,1.3,27303,0,0,0,0,871,0,0,0,142,Swansea,Man City,West Brom,Bournemouth,Arsenal,0,0.5,0.5,0.6,0.5,0.6,0.5,0.5,43.7
Wesley,Hoedt,DEF,SOU,5000000,0,49,2.6,5.2E-07,9.8E-06,0,7784,4,27,0,0,0,0,0,9.8,0,0,0,49,0,0.6,0,2.8,5,0,3,0,2,0.1,11864,0,0,0,0,1710,1,0,0,368,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0,2.6,2.2,2.6,2,2.1,1.7,2.1,66.2
Jonathan,Hogg,MID,HUD,4400000,0,35,1.7,3.86363636363636E-07,7.95454545454546E-06,0,34007,5,33,0,0,0,0,0,8,2,-1,0,35,1,0.3,0,1.3,0,0,4,0,0,0.2,42789,0,0,0,0,1630,1,0,1,282,Crystal Palace,Newcastle,Brighton,Watford,Chelsea,1.3,0.9,0.8,1.2,0.8,1.8,0.8,1.5,40.4
Pierre-Emile,H?jbjerg,MID,SOU,4300000,0,23,0.766666666666667,1.78294573643411E-07,5.34883720930233E-06,0,32901,3,16,0,0,0,0,0,5.3,2,-2,0,23,2,0.1,0,0.5,0,0,1,0,0,0.3,33030,0,0,0,0,931,0,0,0,164,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,39.2
Rob,Holding,DEF,ARS,4400000,0,12,0.4,9.09090909090909E-08,2.72727272727273E-06,0,108151,2,12,0,0,0,0,0,2.7,4,-6,0,12,6,0,0,0,0,0,1,0,1,0.6,25629,0,0,0,0,443,2,0,0,101,Stoke,Southampton,Newcastle,West Ham,Man Utd,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,15.4
Jose,Holebas,DEF,WAT,4800000,0,58,2.9,6.04166666666667E-07,1.20833333333333E-05,0,65879,4,31,0,0,0,0,0,12.1,2,-2,0,58,2,0.8,0,4,6,0,5,0,3,0.5,58845,0,0,0,0,1661,14,0,0,321,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,2.5,2.7,3.2,2.3,4.1,2.3,2.8,2.1,98.4
Mason,Holgate,DEF,EVE,4100000,0,35,1.16666666666667,2.84552845528455E-07,8.53658536585366E-06,0,185548,3,14,0,0,0,0,0,8.5,7,-4,0,35,4,0,0,0,0,0,4,0,0,1.5,198111,0,0,0,0,1170,6,0,0,208,Stoke,Man City,Liverpool,Swansea,Newcastle,0.6,0.6,0.8,0.6,0.7,0.6,0.8,0.6,48.5
Mark,Hudson,DEF,HUD,4000000,0,0,0,0,0,0,18489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1253,0,0,0,0,0,0,0,0,0,Crystal Palace,Newcastle,Brighton,Watford,Chelsea,0,0,0,0,0,0,0,0,0
Callum,Hudson-Odoi,MID,CHE,4500000,0,1,0.0333333333333333,7.40740740740741E-09,2.22222222222222E-07,0,276,0,1,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,446,0,0,0,0,25,1,0,0,8,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0,0,0,0,0,0,0,0,3.5
Will,Hughes,MID,WAT,4600000,0,30,1,2.17391304347826E-07,6.52173913043478E-06,0,73977,0,6,0,0,0,2,0,6.5,0,-4,0,30,4,0.2,0,1,3,0,2,0,2,0.2,66356,0,0,0,1,347,2,0,0,106,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,35.9
Jordan,Hugill,FWD,WHU,5200000,0,2,0.0666666666666667,1.28205128205128E-08,3.84615384615385E-07,0,1058,0,0,0,0,0,0,0,0.4,0,-3,0,2,3,0.1,0,0.3,0,0,0,0,0,0,1651,0,0,0,0,12,1,0,0,5,Southampton,Chelsea,Stoke,Arsenal,Man City,0,0,0,0,0,0,0,0,0
Uwe,Hunemeier,DEF,BHA,3900000,0,1,0.0333333333333333,8.54700854700855E-09,2.56410256410256E-07,0,391395,0,1,0,0,0,0,0,0.3,4,-1,0,1,1,0,0,0,0,0,0,0,0,5.3,329854,0,0,0,0,17,6,0,0,5,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0,0,0,0,0,0,0,0,0.9
Robert,Huth,DEF,LEI,4800000,0,0,0,0,0,0,5282,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1991,0,0,0,0,0,0,0,0,0,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0,0,0,0,0,0,0,0,0
Emerson,Hyndman,MID,BOU,4500000,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,West Brom,Watford,Crystal Palace,Liverpool,Man Utd,0,0,0,0,0,0,0,0,0
Jordon,Ibe,MID,BOU,4800000,0,67,2.7,5.625E-07,1.39583333333333E-05,0,112507,1,25,0,0,0,1,0,14,30,-2,0,67,2,0.1,0,0.3,2,0,4,0,6,1.4,160375,0,0,0,0,1581,1,0,0,233,West Brom,Watford,Crystal Palace,Liverpool,Man Utd,0,1.9,2.4,1.4,2.1,2.2,2.6,2,129.6
Vicente,Iborra,MID,LEI,5700000,0,35,1.16666666666667,2.04678362573099E-07,6.14035087719298E-06,0,11063,0,15,0,0,0,1,0,6.1,1,-3,0,35,3,0,0,0,2,0,2,0,0,0.1,4603,0,0,0,0,1055,0,0,0,199,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0,0.6,0.7,0.6,0.6,0.6,0.8,0.6,38.7
Zlatan,Ibrahimovic,FWD,MUN,9500000,0,5,0.166666666666667,1.75438596491228E-08,5.26315789473684E-07,0,39393,0,2,0,0,0,0,0,0.5,2,-5,0,5,5,0,0,0,0,0,0,0,0,0.1,37984,0,0,0,0,102,1,0,0,18,Swansea,Man City,West Brom,Bournemouth,Arsenal,0,0,0,0,0,0.1,0.1,0.1,12.6
Kelechi,Iheanacho,FWD,LEI,6500000,0,22,0.733333333333333,1.12820512820513E-07,3.38461538461538E-06,0,141298,1,8,0,0,0,0,0,3.4,4,-5,0,22,5,0.2,0,1.5,0,0,0,0,2,0.7,19959,0,0,0,0,423,0,0,0,47,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,21.6
Giannelli,Imbula,MID,STK,4500000,0,0,0,0,0,0,8415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,971,0,0,0,0,0,0,0,0,0,Everton,Arsenal,Tottenham,West Ham,Burnley,0,0,0,0,0,0,0,0,0
Tom,Ince,MID,HUD,5500000,0,67,2.4,4.36363636363636E-07,1.21818181818182E-05,0,93090,0,36,0,0,0,1,0,12.2,1,-5,0,67,5,0.2,0,1,3,0,6,0,1,0.5,34654,0,0,0,0,2121,1,0,0,218,Crystal Palace,Newcastle,Brighton,Watford,Chelsea,2.2,1.5,1.2,2.2,1.2,2.9,1.2,2.5,108.9
Danny,Ings,FWD,LIV,5400000,0,3,0.1,1.85185185185185E-08,5.55555555555556E-07,0,6921,0,0,0,0,0,0,0,0.6,0,-1,0,3,1,0,0,0,0,0,0,0,0,0.1,4505,0,0,0,0,28,1,0,0,9,Watford,Crystal Palace,Everton,Bournemouth,West Brom,0,0,0,0,0,0,0,0,4.3
Stephen,Ireland,MID,STK,4500000,0,1,0.0333333333333333,7.40740740740741E-09,2.22222222222222E-07,0,1771,1,3,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2191,0,0,0,0,90,0,0,0,1,Everton,Arsenal,Tottenham,West Ham,Burnley,0,0,0,0,0,0,0,0,2.7
Alex,Iwobi,MID,ARS,5100000,0,58,1.93333333333333,3.79084967320261E-07,1.13725490196078E-05,0,204497,1,17,0,0,0,2,0,11.4,7,-4,0,58,4,0.2,0,0.8,1,0,6,0,3,0.8,92387,0,0,0,0,1183,2,0,0,279,Stoke,Southampton,Newcastle,West Ham,Man Utd,0,1.7,1.5,1,1.9,1,1.6,1,117.9
,Izquierdo,MID,BHA,5900000,0,72,2.4,4.06779661016949E-07,1.22033898305085E-05,0,12146,2,20,0,0,0,4,0,12.2,11,-1,0,72,1,0.6,0,3.8,4,0,3,0,3,0.4,33919,0,0,0,0,1291,13,0,0,231,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0,2.3,2.7,1.4,1.9,1.5,1.8,1.2,92.1
Jaroslaw,Jach,DEF,CRY,4300000,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,Huddersfield,Liverpool,Bournemouth,Brighton,Watford,0,0,0,0,0,0,0,0,0
Phil,Jagielka,DEF,EVE,4700000,0,28,0.933333333333333,1.98581560283688E-07,5.95744680851064E-06,0,353324,1,30,0,0,0,0,0,6,4,-3,0,28,3,0,0,0,4,0,2,0,0,2.5,107988,0,0,0,1,1264,4,0,0,242,Stoke,Man City,Liverpool,Swansea,Newcastle,0.5,0.5,0.6,0.5,0.5,0.5,0.6,0.5,39
Eldin,Jakupovic,GLK,LEI,4200000,0,0,0,0,0,0,9605,0,0,0,0,0,0,0,0,1,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,1607,0,0,0,0,0,1,0,0,0,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0,0,0,0,0,0,0,0,0
Matty,James,MID,LEI,4400000,0,26,0.866666666666667,1.96969696969697E-07,5.90909090909091E-06,0,26935,2,15,0,0,0,0,0,5.9,0,-1,0,26,1,0.3,0,1.5,0,0,4,0,0,0.2,19796,0,0,0,0,991,0,0,0,121,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0,0.4,0.4,0.4,0.4,0.4,0.5,0.4,31.4
Kyle,Jameson,DEF,WBA,4000000,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2340,0,0,0,0,0,0,0,0,0,Bournemouth,Burnley,Swansea,Man Utd,Liverpool,0,0,0,0,0,0,0,0,0
Daryl,Janmaat,DEF,WAT,4800000,0,50,3.1,6.45833333333333E-07,1.04166666666667E-05,0,34224,2,26,0,0,0,3,0,10.4,1,-2,0,50,2,0.6,0,3,3,0,2,0,1,0.6,51993,0,0,0,2,1295,5,0,0,258,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,2.8,3,3.5,2.5,4.4,2.6,3,2.3,71
Vincent,Janssen,FWD,TOT,7400000,0,1,1,1.35135135135135E-07,1.35135135135135E-07,0,8996,0,0,0,0,0,0,0,0.1,0,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,975,0,0,0,0,1,0,0,0,2,Chelsea,Stoke,Man City,Brighton,Watford,0,0,0,0,0,0,0,0,0
Carl,Jenkinson,DEF,ARS,4500000,0,0,0,0,0,0,13540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,740,0,0,0,0,0,0,0,0,0,Stoke,Southampton,Newcastle,West Ham,Man Utd,0,0,0,0,0,0,0,0,0
,Jese,MID,STK,5400000,0,28,0.933333333333333,1.7283950617284E-07,5.18518518518519E-06,0,587862,0,14,0,0,0,1,0,5.2,2,-6,0,28,6,0.1,0,0.5,2,0,1,0,1,2,578244,0,0,0,1,536,0,0,0,85,Everton,Arsenal,Tottenham,West Ham,Burnley,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,39.9
,Jesus,FWD,MCI,9900000,0,79,4,4.04040404040404E-07,7.97979797979798E-06,0,2259016,3,8,0,0,0,8,0,8,8,-6,0,79,6,0.1,1,0.5,11,0,6,0,4,4.6,1839453,0,0,0,2,1015,12,0,0,277,Everton,Man Utd,Tottenham,Swansea,West Ham,0,4.1,4.7,3.4,4.7,3.9,5.5,4.7,138.2
,Joao Mario,MID,WHU,6200000,0,12,0.4,6.45161290322581E-08,1.93548387096774E-06,0,10250,0,8,0,0,0,0,0,1.9,3,-3,0,12,3,0.2,0,1.3,0,0,1,0,1,0.1,15972,0,0,0,0,338,1,0,0,50,Southampton,Chelsea,Stoke,Arsenal,Man City,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,17.9
,Joel Pereira,GLK,MUN,4000000,0,0,0,0,0,0,168913,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4.5,401641,0,0,0,0,0,0,0,0,0,Swansea,Man City,West Brom,Bournemouth,Arsenal,0,0,0,0,0,0,0,0,0
Ben,Johnson,MID,WHU,4500000,0,0,0,0,0,0,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009,0,0,0,0,0,0,0,0,0,Southampton,Chelsea,Stoke,Arsenal,Man City,0,0,0,0,0,0,0,0,0
Glen,Johnson,DEF,STK,4100000,0,2,0.0666666666666667,1.6260162601626E-08,4.8780487804878E-07,0,33950,0,6,0,0,0,0,0,0.5,0,-4,0,2,4,0.1,0,0.3,0,0,0,0,0,0.2,8001,0,0,0,0,155,1,0,0,26,Everton,Arsenal,Tottenham,West Ham,Burnley,0,0,0,0,0,0,0,0,4.7
Phil,Jones,DEF,MUN,5500000,0,101,4.8,8.72727272727273E-07,1.83636363636364E-05,0,1814854,2,11,0,0,0,0,0,18.4,267,5,0,101,-5,0.1,0,0.5,16,0,13,0,0,6.8,2031810,1,0,0,2,1793,1,0,0,489,Swansea,Man City,West Brom,Bournemouth,Arsenal,0,6.3,4.3,6.8,4.4,7.2,5.1,7,47.5
,Jordan Ayew,FWD,SWA,5400000,0,93,3.2,5.92592592592593E-07,1.72222222222222E-05,0,640471,1,38,0,0,0,6,0,17.2,95,4,0,93,-4,0.5,0,2.8,10,0,7,0,2,13.7,1279464,0,0,0,0,2300,76,0,0,344,Man Utd,West Brom,Everton,Man City,Chelsea,0,2.3,2.8,4,2.6,2.8,3.1,4,143.5
,Joselu,FWD,NEW,5500000,0,63,2.6,4.72727272727273E-07,1.14545454545455E-05,0,165834,2,24,0,0,0,4,0,11.5,4,0,0,63,0,0.1,1,0.5,5,0,5,0,1,0.5,170004,0,0,0,0,1583,3,0,0,204,Huddersfield,Leicester,Arsenal,Everton,West Brom,0,3.1,2.2,2.7,2.1,3,2.1,2,102.3
Christian,Kabasele,DEF,WAT,4400000,0,58,2.4,5.45454545454545E-07,1.31818181818182E-05,0,178005,4,40,0,0,0,2,0,13.2,6,-1,0,58,1,0,0,0,1,0,5,0,0,0.6,202176,1,0,0,1,2039,0,0,0,355,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,0,0,0,0,0,1.7,2.1,1.5,71.3
Younes,Kaboul,DEF,WAT,4200000,0,7,0.233333333333333,5.55555555555556E-08,1.66666666666667E-06,0,23225,0,3,0,0,0,0,0,1.7,0,-3,0,7,3,0,0,0,0,0,1,0,0,0.1,3503,0,0,0,0,151,0,0,0,35,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,0,0,0,0,0,0.1,0.1,0.1,5
Elias,Kachunga,MID,HUD,5700000,0,44,1.46666666666667,2.57309941520468E-07,7.71929824561404E-06,0,26760,1,23,0,0,0,1,0,7.7,0,-3,0,44,3,0,0,0,0,0,6,0,1,0.1,13882,0,0,0,0,1253,0,0,0,146,Crystal Palace,Newcastle,Brighton,Watford,Chelsea,1,0.7,0.7,1,0.7,1.4,0.7,1.2,53.8
Sullay,Kaikai,MID,CRY,4300000,0,1,1,2.32558139534884E-07,2.32558139534884E-07,0,12026,0,0,0,0,0,0,0,0.2,0,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,13259,0,0,0,0,13,0,0,0,5,Huddersfield,Liverpool,Bournemouth,Brighton,Watford,0,0,0,0,0,0,0,0,0.6
Harry,Kane,FWD,TOT,12900000,0,178,6.4,4.96124031007752E-07,1.37984496124031E-05,0,3461194,4,23,0,0,0,24,0,13.8,119,4,0,178,-4,0.3,1,4.3,27,0,13,0,2,46.8,4239470,0,0,0,7,2401,41,0,0,628,Chelsea,Stoke,Man City,Brighton,Watford,0,6,7.6,8.7,7.4,9.2,7.3,9.4,350.9
N'Golo,Kante,MID,CHE,4900000,0,75,3,6.12244897959184E-07,1.53061224489796E-05,0,1152209,3,20,0,0,0,1,0,15.3,28,-1,0,75,1,0.2,0,1,6,0,14,0,1,11.4,748312,0,0,0,0,2184,17,0,0,484,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0,2.6,3.3,2.5,3.6,2.3,2.3,2.5,116.9
Loris,Karius,GLK,LIV,4800000,1,52,1.73333333333333,3.61111111111111E-07,1.08333333333333E-05,0,17875,0,8,0,17,0,0,0,10.8,3,-2,0,52,2,1,0,5,5,0,5,0,0,1.1,63719,0,0,1,1,901,43,0,0,212,Watford,Crystal Palace,Everton,Bournemouth,West Brom,1.6,1.8,0.9,1.2,1,1.7,1.1,1.7,15.9
Orestis,Karnezis,GLK,WAT,4500000,0,30,1,2.22222222222222E-07,6.66666666666667E-06,0,2331,0,8,0,16,0,0,0,6.7,0,0,0,30,0,0.9,0,4,5,0,3,0,0,0.1,8446,0,0,0,0,571,8,0,0,131,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,0.5,0.5,0.6,0.5,1,0.5,0.5,0.5,12.6
Beram,Kayal,MID,BHA,4400000,0,12,0.4,9.09090909090909E-08,2.72727272727273E-06,0,6024,0,5,0,0,0,0,0,2.7,0,-1,0,12,1,0.2,0,0.8,0,0,0,0,0,0.1,3107,0,0,0,0,221,0,0,0,36,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.1
Michael,Keane,DEF,EVE,5300000,0,46,2.2,4.15094339622642E-07,8.67924528301887E-06,0,558619,2,37,0,0,0,0,0,8.7,4,-2,0,46,2,0.2,0,1.3,7,0,3,0,1,4.9,156964,0,0,0,0,1749,5,0,0,342,Stoke,Man City,Liverpool,Swansea,Newcastle,1.6,1.8,2.2,1.3,1.9,1.3,2.2,1.7,60.7
Martin,Kelly,DEF,CRY,4200000,0,33,1.1,2.61904761904762E-07,7.85714285714286E-06,0,64007,1,16,0,0,0,0,0,7.9,2,-3,0,33,3,0.1,0,0.3,1,0,4,0,0,0.7,90479,0,0,0,0,963,6,0,0,170,Huddersfield,Liverpool,Bournemouth,Brighton,Watford,0.6,0.7,0.6,0.8,0.6,0.6,0.6,0.7,29.5
,Kenedy,MID,NEW,4700000,0,17,0.566666666666667,1.20567375886525E-07,3.61702127659574E-06,0,14732,0,3,0,0,0,0,0,3.6,6,-3,0,17,3,0.4,0,2,2,0,3,0,1,0.8,54465,0,0,0,0,363,3,0,0,48,Huddersfield,Leicester,Arsenal,Everton,West Brom,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,26
