FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Miguel,Britos,DEF,WAT,4300000,0,21,0.7,1.62790697674419E-07,4.88372093023256E-06,0,145293,3,12,0,0,0,1,0,4.9,0,-2,0,21,2,0.1,0,0.3,0,0,2,0,0,0.5,115259,0,0,0,0,705,0,0,1,132,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,24.4
Leon,Britton,MID,SWA,4400000,0,9,0.3,6.81818181818182E-08,2.04545454545455E-06,0,8751,1,1,0,0,0,0,0,2,0,-1,0,9,1,0,0,0,0,0,3,0,0,0.1,4127,0,0,0,0,269,0,0,0,25,Man Utd,West Brom,Everton,Man City,Chelsea,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.6
Isaiah,Brown,MID,BHA,5200000,0,16,0.533333333333333,1.02564102564103E-07,3.07692307692308E-06,0,3902,0,8,0,0,0,0,0,3.1,0,-3,0,16,3,0,0,0,0,0,0,0,0,0,655,0,0,0,0,302,0,0,0,60,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0,0,0,0,0,0.3,0.3,0.3,14.5
Marcus,Browne,MID,WHU,4500000,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,Southampton,Chelsea,Stoke,Arsenal,Man City,0,0,0,0,0,0,0,0,0
,Bruno,DEF,BHA,4500000,0,66,3.1,6.88888888888889E-07,1.46666666666667E-05,0,97718,3,19,0,0,0,0,0,14.7,6,0,0,66,0,0.1,0,0.3,5,0,8,0,0,1,136034,0,0,0,0,1656,0,0,0,342,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0,3.3,3.9,3.6,3.6,2.8,3.6,2.6,45.8
Chris,Brunt,MID,WBA,5000000,0,57,1.9,3.8E-07,1.14E-05,0,135965,2,11,0,0,0,0,0,11.4,4,-5,0,57,5,0.4,0,2,6,0,6,0,6,0.6,125579,0,0,0,0,1116,1,0,0,259,Bournemouth,Burnley,Swansea,Man Utd,Liverpool,0,1.5,1.6,1,1.2,1.1,1.3,1,88
Harry,Bunn,MID,HUD,4500000,0,0,0,0,0,0,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,Crystal Palace,Newcastle,Brighton,Watford,Chelsea,0,0,0,0,0,0,0,0,0
Oliver,Burke,MID,WBA,4900000,0,16,0.533333333333333,1.08843537414966E-07,3.26530612244898E-06,0,3617,0,8,0,0,0,0,0,3.3,0,-6,0,16,6,0.2,0,0.8,0,0,0,0,1,0,3730,0,0,0,0,244,0,0,0,45,Bournemouth,Burnley,Swansea,Man Utd,Liverpool,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,16.2
Reece,Burke,DEF,WHU,4000000,0,0,0,0,0,0,1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2877,0,0,0,0,0,0,0,0,0,Southampton,Chelsea,Stoke,Arsenal,Man City,0,0,0,0,0,0,0,0,0
Matt,Butcher,MID,BOU,4500000,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,West Brom,Watford,Crystal Palace,Liverpool,Man Utd,0,0,0,0,0,0,0,0,0
Jack,Butland,GLK,STK,5000000,0,93,3.6,7.2E-07,1.86E-05,0,153459,0,47,0,103,0,0,0,18.6,1,0,0,93,0,1,0,5,12,0,5,0,0,2.4,119417,1,0,0,2,2340,45,0,0,506,Everton,Arsenal,Tottenham,West Ham,Burnley,3.9,3.4,4.3,3.8,4.4,3.4,5.2,3.2,71.1
Sam,Byram,DEF,WHU,4200000,0,5,0.166666666666667,3.96825396825397E-08,1.19047619047619E-06,0,10068,1,7,0,0,0,0,0,1.2,2,-3,0,5,3,0.1,0,0.5,0,0,0,0,0,0.1,3289,0,0,0,0,246,0,0,0,41,Southampton,Chelsea,Stoke,Arsenal,Man City,0,0,0,0,0,0.1,0.1,0.1,14.5
Willy,Caballero,GLK,CHE,4800000,0,7,0.233333333333333,4.86111111111111E-08,1.45833333333333E-06,0,11287,0,0,0,3,0,0,0,1.5,1,-2,0,7,2,0,0,0,0,0,1,0,0,0.1,8936,0,0,0,0,90,0,0,0,29,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.5
Yohan,Cabaye,MID,CRY,5300000,0,53,2.3,4.33962264150943E-07,1E-05,0,34156,4,30,0,0,0,0,0,10,1,-2,0,53,2,0.1,0,0.5,3,0,4,0,3,0.2,18477,0,0,0,0,1741,0,0,0,319,Huddersfield,Liverpool,Bournemouth,Brighton,Watford,0,0,0,2,1.4,2,1.4,2.3,128.9
Gary,Cahill,DEF,CHE,6200000,0,55,1.83333333333333,2.95698924731183E-07,8.87096774193548E-06,0,604061,0,19,0,0,0,0,0,8.9,4,-3,0,55,3,0,0,0.3,2,0,7,0,0,3,84240,0,0,0,0,1452,0,0,1,320,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0,1.6,2,1.4,1.8,1.1,1.6,1,45.7
Dominic,Calvert-Lewin,FWD,EVE,5000000,0,76,2.8,5.6E-07,1.52E-05,0,1076938,4,24,0,0,0,4,0,15.2,41,0,0,76,0,0.1,0,0.5,3,0,6,0,6,4.5,1227207,0,0,0,1,1683,29,0,0,219,Stoke,Man City,Liverpool,Swansea,Newcastle,2.4,2.8,2.7,2,3.2,2.1,3.1,2,110.4
Geoff,Cameron,DEF,STK,4300000,0,31,1.7,3.95348837209302E-07,7.2093023255814E-06,0,41027,2,27,0,0,0,0,0,7.2,0,-2,0,31,2,0.4,0,1.8,0,0,2,0,0,0.3,30373,0,0,0,0,1407,7,0,0,210,Everton,Arsenal,Tottenham,West Ham,Burnley,1.2,1,1.4,1.2,1.5,1,2.1,0.9,38.1
Tyrese,Campbell,FWD,STK,4500000,0,1,0.0333333333333333,7.40740740740741E-09,2.22222222222222E-07,0,3099,0,1,0,0,0,0,0,0.2,2,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.2,13553,0,0,0,0,26,13,0,0,3,Everton,Arsenal,Tottenham,West Ham,Burnley,0,0,0,0,0,0,0,0,0.6
Emre,Can,MID,LIV,4900000,1,90,3.6,7.3469387755102E-07,1.83673469387755E-05,0,553342,8,27,0,0,0,3,0,18.4,29,-1,0,90,1,1,0,4.8,10,0,8,0,6,6.9,532597,0,0,0,3,1974,89,0,0,485,Watford,Crystal Palace,Everton,Bournemouth,West Brom,3.7,3,3.5,4.1,3.2,3.9,2.7,3.9,117.4
Etienne,Capoue,MID,WAT,4800000,0,31,1.03333333333333,2.15277777777778E-07,6.45833333333333E-06,0,297517,3,13,0,0,0,1,0,6.5,0,-7,0,31,7,0.3,0,1.5,0,0,3,0,1,1.4,41184,0,0,0,0,817,2,0,0,142,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.5,39.8
Michael,Carrick,MID,MUN,4200000,0,1,0.0333333333333333,7.93650793650794E-09,2.38095238095238E-07,0,112567,0,0,0,0,0,0,0,0.2,4,-3,0,1,3,0.1,0,0.3,0,0,0,0,0,0.9,87501,0,0,0,0,24,5,0,0,0,Swansea,Man City,West Brom,Bournemouth,Arsenal,0,0,0,0,0,0,0,0,5.1
Andre,Carrillo,MID,WAT,5500000,0,62,2.4,4.36363636363636E-07,1.12727272727273E-05,0,11021,2,31,0,0,0,1,0,11.3,0,0,0,62,0,0.1,0,0.8,4,0,4,0,3,0.1,12941,0,0,0,0,1517,0,0,0,265,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,1.2,2.2,2,1.6,2,1.2,2.2,1.2,84.8
Guido,Carrillo,FWD,SOU,6500000,0,12,0.4,6.15384615384615E-08,1.84615384615385E-06,0,8809,0,5,0,0,0,0,0,1.8,3,0,0,12,0,0.4,0,2.3,0,0,1,0,1,0.1,14940,0,0,0,0,377,1,0,0,33,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,26.8
Andy,Carroll,FWD,WHU,5700000,0,25,2.1,3.68421052631579E-07,4.3859649122807E-06,0,102788,5,12,0,0,0,2,0,4.4,0,-3,0,25,3,0,0,0,3,0,3,0,1,0.2,103289,0,0,0,1,695,0,0,1,71,Southampton,Chelsea,Stoke,Arsenal,Man City,0,0,0,0,0,1.8,1.4,2.3,49.8
Tom,Carroll,MID,SWA,4300000,0,65,2.3,5.34883720930233E-07,1.51162790697674E-05,0,593447,3,29,0,0,0,0,0,15.1,28,-2,0,65,2,0.3,0,1.5,3,0,7,0,3,5.2,572837,0,0,0,0,2031,8,0,0,330,Man Utd,West Brom,Everton,Man City,Chelsea,0,1.2,1.5,2.6,1.2,1.8,1.6,2,101.7
Cameron,Carter-Vickers,DEF,TOT,4500000,0,0,0,0,0,0,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,0,0,0,0,0,0,0,Chelsea,Stoke,Man City,Brighton,Watford,0,0,0,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4400000,0,1,0.0333333333333333,7.57575757575758E-09,2.27272727272727E-07,0,1131,0,0,0,0,0,0,0,0.2,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,328,0,0,0,0,19,0,0,0,4,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,0,0,0,0,0,0,0,0,0.3
Diego,Cavalieri,GLK,CRY,4000000,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,2,0,0,0,Huddersfield,Liverpool,Bournemouth,Brighton,Watford,0,0,0,0,0,0,0,0,0
Santiago,Cazorla,MID,ARS,6900000,0,0,0,0,0,0,2446,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,968,0,0,0,0,0,0,0,0,0,Stoke,Southampton,Newcastle,West Ham,Man Utd,0,0,0,0,0,0,0,0,0
Petr,Cech,GLK,ARS,5300000,0,97,3.3,6.22641509433962E-07,1.83018867924528E-05,0,257316,1,41,0,70,0,0,0,18.3,4,-2,0,97,2,0.3,0,1.8,4,0,9,0,0,4.3,137756,0,0,0,0,2589,3,0,0,500,Stoke,Southampton,Newcastle,West Ham,Man Utd,0,4.4,4,2.3,4.7,2.2,4.2,2.4,55.5
,Cedric,DEF,SOU,4700000,0,54,2.3,4.8936170212766E-07,1.14893617021277E-05,0,704156,1,29,0,0,0,0,0,11.5,1,-3,0,54,3,0.5,0,2.3,0,0,5,0,0,3.1,249602,0,0,0,0,1984,4,0,0,329,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0,2.1,1.8,2.2,1.6,1.7,1.3,1.7,81.9
Nacer,Chadli,MID,WBA,5600000,0,13,0.433333333333333,7.73809523809524E-08,2.32142857142857E-06,0,39511,1,2,0,0,0,1,0,2.3,0,-4,0,13,4,0,0,0,3,0,1,0,0,0.2,9681,0,0,0,1,174,0,0,0,30,Bournemouth,Burnley,Swansea,Man Utd,Liverpool,0,0,0,0,0,0.2,0.2,0.2,10.1
Nathaniel,Chalobah,MID,WAT,4200000,0,12,0.4,9.52380952380952E-08,2.85714285714286E-06,0,203936,1,7,0,0,0,0,0,2.9,2,-3,0,12,3,0,0,0,0,0,3,0,0,0.8,129478,0,0,0,0,429,0,0,0,37,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,0,0,0,0,0,0.2,0.2,0.2,19.6
Trevoh,Chalobah,DEF,CHE,4000000,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,2,0,0,0,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0,0,0,0,0,0,0,0,0
,Chamberlain,MID,LIV,5600000,1,82,2.73333333333333,4.88095238095238E-07,1.46428571428571E-05,0,389046,1,24,0,0,0,3,0,14.6,14,-4,0,82,4,0.6,0,3.5,5,0,4,0,5,3.2,359092,0,0,0,1,1477,79,0,0,378,Watford,Crystal Palace,Everton,Bournemouth,West Brom,2.5,1.9,2.3,2.7,2,2.6,1.7,2.6,143.6
Calum,Chambers,DEF,ARS,4700000,0,6,0.2,4.25531914893617E-08,1.27659574468085E-06,0,25271,1,8,0,0,0,0,0,1.3,2,-3,0,6,3,0.1,0,0.3,0,0,0,0,0,0.2,9958,0,0,0,0,422,0,0,0,69,Stoke,Southampton,Newcastle,West Ham,Man Utd,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,17.3
,Chicharito,FWD,WHU,6700000,0,82,3.6,5.37313432835821E-07,1.22388059701493E-05,0,1883053,3,31,0,0,0,7,0,12.2,36,-3,0,82,3,0.4,0,2.5,12,0,6,0,2,8,1242534,0,0,0,2,1430,17,0,0,269,Southampton,Chelsea,Stoke,Arsenal,Man City,0,4.4,2.3,4.8,2.5,4,3.4,4.8,99.5
Benjamin,Chilwell,DEF,LEI,4300000,0,40,1.33333333333333,3.10077519379845E-07,9.30232558139535E-06,0,65203,0,20,0,0,0,0,0,9.3,10,-2,0,40,2,0.3,0,1.3,0,0,4,0,0,1.3,110284,0,0,0,0,1308,2,0,1,227,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0,0.7,0.8,0.7,1,1.2,1.3,0.7,45.3
Hamza,Choudhury,MID,LEI,4400000,0,1,0.0333333333333333,7.57575757575758E-09,2.27272727272727E-07,0,310,0,0,0,0,0,0,0,0.2,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,418,0,0,0,0,7,0,0,0,2,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0,0,0,0,0,0,0,0,0.2
Eric Maxim,Choupo-Moting,MID,STK,5400000,0,99,3.5,6.48148148148148E-07,1.83333333333333E-05,0,699754,3,43,0,0,0,4,0,18.3,17,-1,0,99,1,0.3,0,1.8,9,0,5,0,5,3.3,822647,0,0,0,2,2144,21,0,0,313,Everton,Arsenal,Tottenham,West Ham,Burnley,4.7,2.5,3.3,2.9,3.7,2.1,3.7,3,159.2
Andreas,Christensen,DEF,CHE,5300000,0,72,3.3,6.22641509433962E-07,1.35849056603774E-05,0,439333,0,13,0,0,0,0,0,13.6,13,-2,0,72,2,0.5,0,2.5,4,0,8,0,0,2.2,516575,0,0,0,0,1617,45,0,0,395,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0,3.8,4.5,3.5,4.1,2.8,3.9,2.7,48.5
Ciaran,Clark,DEF,NEW,4400000,0,64,3.2,7.27272727272727E-07,1.45454545454545E-05,0,255241,3,30,0,0,0,2,0,14.5,9,-1,0,64,1,0,0,0,6,0,4,0,1,1.9,291767,0,0,0,1,1745,2,0,0,317,Huddersfield,Leicester,Arsenal,Everton,West Brom,0,3.9,2.6,4.2,2.2,3.8,3.3,3.7,67.5
Jordy,Clasie,MID,SOU,4400000,0,0,0,0,0,0,18747,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,4023,0,0,0,0,0,0,0,0,0,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0,0,0,0,0,0,0,0,0
Tom,Cleverley,MID,WAT,5000000,0,58,2.5,5E-07,1.16E-05,0,101243,1,33,0,0,0,1,0,11.6,4,0,0,58,0,0,1,0,3,0,6,0,2,0.4,102410,0,0,0,1,1900,0,0,1,300,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,0,0,0,0,0,1.3,2.4,1.2,92.1
Sam,Clucas,MID,SWA,4700000,0,60,2.7,5.74468085106383E-07,1.27659574468085E-05,0,28732,1,24,0,0,0,3,0,12.8,9,-3,0,60,3,0.4,0,1.8,3,0,4,0,0,0.7,66603,0,0,0,1,1577,0,0,0,243,Man Utd,West Brom,Everton,Man City,Chelsea,0,1.4,2,3.3,1.4,2.3,2.1,2.6,57.4
Nathaniel,Clyne,DEF,LIV,5300000,0,0,0,0,0,0,27926,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,1453,0,0,0,0,0,0,0,0,0,Watford,Crystal Palace,Everton,Bournemouth,West Brom,0,0,0,0,0,0,0,0,0
Jack,Colback,MID,NEW,4200000,0,0,0,0,0,0,113706,0,0,0,0,0,0,0,0,3,-3,0,0,3,0,0,0,0,0,0,0,0,0.8,113444,0,0,0,0,0,0,0,0,0,Huddersfield,Leicester,Arsenal,Everton,West Brom,0,0,0,0,0,0,0,0,0
Joel,Coleman,GLK,HUD,4000000,0,0,0,0,0,0,75103,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4.3,207347,0,0,0,0,0,1,0,0,0,Crystal Palace,Newcastle,Brighton,Watford,Chelsea,0,0,0,0,0,0,0,0,0
Seamus,Coleman,DEF,EVE,6400000,0,7,0.233333333333333,3.64583333333333E-08,1.09375E-06,0,12726,0,3,0,0,0,0,0,1.1,1,-1,0,7,1,0.2,0,1.3,0,0,0,0,1,0.4,13983,0,0,0,0,225,8,0,0,49,Stoke,Man City,Liverpool,Swansea,Newcastle,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,13.2
James,Collins,DEF,WHU,4300000,0,34,1.13333333333333,2.63565891472868E-07,7.90697674418605E-06,0,28938,3,16,0,0,0,1,0,7.9,6,-2,0,34,2,0.5,0,2,3,0,3,0,0,0.3,31521,0,0,0,0,957,0,0,0,184,Southampton,Chelsea,Stoke,Arsenal,Man City,0,0.8,0.6,0.9,0.6,0.6,0.6,0.7,42.9
Francis,Coquelin,MID,ARS,4300000,0,7,1,2.32558139534884E-07,1.62790697674419E-06,0,40904,0,6,0,0,0,0,0,1.6,3,-2,0,7,2,0,0,0,0,0,0,0,0,0.5,15784,0,0,0,0,164,0,0,0,35,Stoke,Southampton,Newcastle,West Ham,Man Utd,0,0,0,0,0,0,0,0,4.8
Jack,Cork,MID,BUR,4600000,0,73,2.5,5.43478260869565E-07,1.58695652173913E-05,0,347073,6,26,0,0,0,1,0,15.9,10,1,0,73,-1,0.3,0,1.5,3,0,10,0,1,2.9,439037,0,0,0,0,2610,6,0,0,397,West Brom,Watford,Leicester,Stoke,Brighton,0,1.8,1.7,2.3,1.7,2.2,1.5,2.3,90.7
,Costa,FWD,CHE,9500000,0,0,0,0,0,0,66364,0,0,0,0,0,0,0,0,0,-5,0,0,5,0,0,0,0,0,0,0,0,0.4,2420,0,0,0,0,0,0,0,0,0,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0,0,0,0,0,0,0,0,0
Thibaut,Courtois,GLK,CHE,5400000,0,111,4,7.40740740740741E-07,2.05555555555556E-05,0,793980,1,26,0,57,0,0,0,20.6,28,-1,0,111,1,0.5,0,2.5,2,0,13,0,0,11.5,484562,0,0,0,0,2520,21,0,0,507,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0,5,5.8,4.6,5.3,3.7,5.1,3.6,41.2
Philippe,Coutinho,MID,LIV,9100000,0,103,7.4,8.13186813186813E-07,1.13186813186813E-05,0,1726101,0,14,0,0,0,7,0,11.3,9,1,0,103,-1,0,0,0,15,0,5,0,7,3.1,1531098,0,0,0,4,1109,0,0,0,381,Watford,Crystal Palace,Everton,Bournemouth,West Brom,0,0,0,0,0,0,0,0,169.4
Martin,Cranie,DEF,HUD,4000000,0,2,0.7,1.75E-07,5E-07,0,24315,0,7,0,0,0,0,0,0.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0.2,24124,0,0,0,0,179,0,0,0,35,Crystal Palace,Newcastle,Brighton,Watford,Chelsea,0,0,0,0,0,0,0,0,4.7
Aaron,Cresswell,DEF,WHU,5100000,0,87,3.2,6.27450980392157E-07,1.70588235294118E-05,0,250194,4,46,0,0,0,0,0,17.1,14,1,0,87,-1,0.7,0,3.5,10,0,7,0,6,2.8,406612,0,0,0,0,2289,15,0,0,457,Southampton,Chelsea,Stoke,Arsenal,Man City,0,3.8,2.8,4.1,2.6,3.2,2.3,3.4,109.7
Peter,Crouch,FWD,STK,4800000,0,52,2.4,5E-07,1.08333333333333E-05,0,368331,1,20,0,0,0,3,0,10.8,12,-2,0,52,2,0.1,0,0.3,4,0,0,0,2,2.3,350312,0,0,0,0,1082,5,0,0,158,Everton,Arsenal,Tottenham,West Ham,Burnley,2.7,1.4,2.1,1.7,2.2,1.4,2.5,1.7,76.4
Josh,Cullen,MID,WHU,4500000,0,0,0,0,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678,0,0,0,0,0,0,0,0,0,Southampton,Chelsea,Stoke,Arsenal,Man City,0,0,0,0,0,0,0,0,0
Charlie,Daniels,DEF,BOU,4700000,0,72,2.8,5.95744680851064E-07,1.53191489361702E-05,0,1075093,0,35,0,0,0,1,0,15.3,14,-3,0,72,3,0.1,0,0.5,4,0,5,0,1,7.5,540031,0,0,0,0,2232,39,0,0,436,West Brom,Watford,Crystal Palace,Liverpool,Man Utd,3.1,2.7,4,2.4,2.9,2.8,2.8,2.6,94.7
,Danilo,DEF,MCI,5000000,0,72,4.2,8.4E-07,1.44E-05,0,406951,1,7,0,0,0,2,0,14.4,24,-5,0,72,5,0.4,0,2,5,0,7,0,1,2.9,315135,0,0,0,1,948,19,0,0,292,Everton,Man Utd,Tottenham,Swansea,West Ham,0,3.4,5.2,4.2,5,5,5.6,5.1,50.8
Scott,Dann,DEF,CRY,4600000,0,32,1.9,4.1304347826087E-07,6.95652173913044E-06,0,87355,4,26,0,0,0,1,0,7,0,-4,0,32,4,0,0,0,0,0,1,0,0,0.3,39407,0,0,0,0,1434,0,0,0,211,Huddersfield,Liverpool,Bournemouth,Brighton,Watford,0,0,0,0,0,1.5,1.4,1.8,67
Karl,Darlow,GLK,NEW,4400000,0,33,1.1,2.5E-07,7.5E-06,0,28058,0,15,0,35,0,0,0,7.5,4,-1,0,33,1,0,0,0,2,0,2,0,0,0.3,24740,1,0,0,1,900,0,0,0,172,Huddersfield,Leicester,Arsenal,Everton,West Brom,0,0.8,0.6,0.9,0.6,0.7,0.6,0.7,25.9
Matteo,Darmian,DEF,MUN,4900000,0,9,0.3,6.12244897959184E-08,1.83673469387755E-06,0,33321,0,2,0,0,0,0,0,1.8,0,-6,0,9,6,0,0,0,0,0,1,0,0,0.2,7090,0,0,0,0,195,0,0,0,46,Swansea,Man City,West Brom,Bournemouth,Arsenal,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.8
,David Luiz,DEF,CHE,5700000,0,32,1.06666666666667,1.87134502923977E-07,5.6140350877193E-06,0,1188811,3,13,0,0,0,1,0,5.6,10,-3,0,32,3,0,0,0,0,0,3,0,2,8.3,326653,0,0,0,0,838,0,0,1,186,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0,0,0.9,0.6,0.7,0.5,0.7,0.5,29.6
,David Silva,MID,MCI,8000000,0,125,5.4,6.75E-07,1.5625E-05,0,2308432,5,13,0,0,0,6,0,15.6,24,0,0,125,0,0.5,0,4.3,18,0,11,0,9,8.9,2375304,0,0,0,3,1910,165,0,0,491,Everton,Man Utd,Tottenham,Swansea,West Ham,0,6.5,5.9,4.8,7,5.8,7.7,6.2,221.2
Ben,Davies,DEF,TOT,5900000,0,125,5.2,8.8135593220339E-07,2.11864406779661E-05,0,1599956,1,15,0,0,0,2,0,21.2,54,4,0,125,-4,1.1,0,6.3,14,0,10,0,6,24.3,2527652,0,0,0,4,1873,187,0,0,529,Chelsea,Stoke,Man City,Brighton,Watford,0,5.9,6.2,6.4,6,7.5,5.4,6.8,133.7
Tom,Davies,MID,EVE,5100000,0,45,1.8,3.52941176470588E-07,8.82352941176471E-06,0,67512,6,20,0,0,0,1,0,8.8,1,-4,0,45,4,0.5,0,2.5,0,0,4,0,2,0.4,37865,0,0,0,0,1409,4,0,0,167,Stoke,Man City,Liverpool,Swansea,Newcastle,0.9,0.9,1.1,0.9,1.5,0.9,1.3,0.9,50.8
Steven,Davis,MID,SOU,4700000,0,70,3.2,6.80851063829787E-07,1.48936170212766E-05,0,442509,0,21,0,0,0,3,0,14.9,10,-3,0,70,3,0.1,0,0.3,6,0,4,0,2,1.6,482222,0,0,0,2,1483,1,0,0,334,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0,2.8,2.4,2.7,2.7,3.2,3.2,2,82.4
Craig,Dawson,DEF,WBA,4800000,0,61,3.2,6.66666666666667E-07,1.27083333333333E-05,0,317744,4,26,0,0,0,2,0,12.7,6,-2,0,61,2,0.5,0,2.5,3,0,5,0,0,1.6,117798,0,0,0,1,1700,4,0,0,293,Bournemouth,Burnley,Swansea,Man Utd,Liverpool,2.3,3.9,3.6,2.2,3.9,2.3,3.8,3.7,74.6
Kevin,De Bruyne,MID,MCI,10400000,0,180,6.2,5.96153846153846E-07,1.73076923076923E-05,0,2064775,1,19,0,0,0,7,0,17.3,76,4,0,180,-4,0.5,0,4.8,25,0,15,0,16,25.3,1911787,0,0,0,5,2491,72,0,0,750,Everton,Man Utd,Tottenham,Swansea,West Ham,0,7.4,7.2,5.9,8.4,7.1,9.2,7.5,307.2
David,de Gea,GLK,MUN,5900000,1,143,4.8,8.13559322033898E-07,2.42372881355932E-05,0,920531,0,22,0,95,0,0,0,24.2,92,4,0,143,-4,0.3,0,2,10,0,15,0,0,43.4,1215695,0,0,0,0,2611,32,0,0,613,Swansea,Man City,West Brom,Bournemouth,Arsenal,0,6.3,4.3,6.8,4.4,7.2,5.1,7,67.5
Siem,de Jong,MID,NEW,4900000,0,0,0,0,0,0,9727,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,525,0,0,0,0,0,0,0,0,0,Huddersfield,Leicester,Arsenal,Everton,West Brom,0,0,0,0,0,0,0,0,0
Mathieu,Debuchy,DEF,ARS,4500000,0,0,0,0,0,0,1593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475,0,0,0,0,0,0,0,0,0,Stoke,Southampton,Newcastle,West Ham,Man Utd,0,0,0,0,0,0,0,0,0
Troy,Deeney,FWD,WAT,6300000,0,61,3,4.76190476190476E-07,9.68253968253968E-06,0,77891,1,19,0,0,0,5,0,9.7,7,-2,0,61,2,0.8,0,5,7,0,4,0,2,1,84989,0,0,0,1,1213,35,0,1,223,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,2.1,3.4,3,2.6,3.4,2.1,3.3,2.1,89.9
Jermain,Defoe,FWD,BOU,7600000,0,42,1.4,1.84210526315789E-07,5.52631578947368E-06,0,209654,1,15,0,0,0,3,0,5.5,2,-4,0,42,4,0,0,0.3,4,0,2,0,1,1.4,47179,0,0,0,1,804,2,0,0,132,West Brom,Watford,Crystal Palace,Liverpool,Man Utd,1.2,0.8,1,0.7,0.9,0.9,0.9,0.7,61.9
