FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Harry,Kane,FWD,TOT,12900000,0,191,5.8,4.49612403100775E-07,1.48062015503876E-05,0,5064964,5,29,0,0,0,25,0,14.9,3515,4,0,191,-4,0.2,1,3,29,0,13,0,2,32,4938573,0,0,0,7,2714,75340,0,0,671,Watford,West Brom,Newcastle,Leicester,,8.3,15.3,8.2,370.4
N'Golo,Kante,MID,CHE,4900000,0,91,3,6.12244897959184E-07,1.85714285714286E-05,0,1195421,3,28,0,0,0,1,0,18.6,1962,-1,0,91,1,0.5,0,2.3,9,0,14,0,2,11.6,802259,0,0,0,0,2634,2205,0,0,591,Swansea,Liverpool,Huddersfield,Newcastle,,2.4,5.8,2.3,138.4
Loris,Karius,GLK,LIV,4900000,2,73,2.08571428571429,4.25655976676385E-07,1.48979591836735E-05,0,40582,1,13,0,26,0,0,0,14.9,1771,-1,0,73,1,0.8,0,3.8,5,0,8,0,0,1.8,120781,0,0,1,0,1440,1732,0,0,311,Stoke,Chelsea,Brighton,,,2.1,1.4,2.3,23.8
Orestis,Karnezis,GLK,WAT,4500000,6,44,1.25714285714286,2.79365079365079E-07,9.77777777777778E-06,0,6308,0,21,0,32,0,0,0,9.8,308,0,0,44,0,0.6,0,2.8,5,0,4,0,0,0.2,16641,0,0,0,0,1111,60,0,0,222,Tottenham,Newcastle,Man Utd,,,0.6,0.7,0.6,23.7
Beram,Kayal,MID,BHA,4400000,0,19,0.558823529411765,1.27005347593583E-07,4.31818181818182E-06,0,6357,2,11,0,0,0,0,0,4.3,14,-1,0,19,1,0.3,0,1.3,0,0,0,0,0,0.1,3480,0,0,0,0,566,18,0,0,89,Burnley,Man Utd,Man City,Liverpool,,0.3,0.6,0.3,23
Michael,Keane,DEF,EVE,5300000,8,72,2.7,5.09433962264151E-07,1.35849056603774E-05,0,573723,3,42,0,0,0,0,0,13.6,849,-2,0,72,2,0.8,0,4.5,11,0,6,0,1,5.1,184896,0,0,0,0,2289,1155,0,0,460,Huddersfield,Southampton,West Ham,,,1.8,3,2.3,81.3
Martin,Kelly,DEF,CRY,4200000,0,33,0.942857142857143,2.24489795918367E-07,7.85714285714286E-06,0,73267,1,20,0,0,0,0,0,7.9,794,-3,0,33,3,0.1,0,0.3,1,0,4,0,0,0.6,93731,1,0,0,0,1143,43,0,0,182,Leicester,Stoke,West Brom,,,0.5,0.5,0.5,32.6
,Kenedy,MID,NEW,4800000,1,45,1.32352941176471,2.75735294117647E-07,9.375E-06,0,57919,1,5,0,0,0,2,0,9.4,2054,-2,0,45,2,0.6,0,3,5,0,6,0,2,2.7,211187,0,0,0,1,773,4185,0,0,148,West Brom,Watford,Tottenham,Chelsea,,1,1.4,0.7,62.9
Jonjoe,Kenny,DEF,EVE,4000000,0,50,1.42857142857143,3.57142857142857E-07,1.25E-05,0,391757,2,31,0,0,0,0,0,12.5,2260,-5,0,50,5,0,0,0,2,0,5,0,2,2.2,495272,0,0,0,1,1589,1330,0,0,309,Huddersfield,Southampton,West Ham,,,0.7,1.1,0.8,59.5
,Ki Sung-yueng,MID,SWA,4700000,2,68,3.1,6.59574468085106E-07,1.4468085106383E-05,0,67460,1,26,0,0,0,2,0,14.5,1750,-3,0,68,3,0.3,0,1.5,9,0,5,0,2,1,122114,0,0,0,1,1608,257,0,0,297,Chelsea,Bournemouth,Southampton,Stoke,,2.8,5.6,3.2,70.6
,Kiko Femenia,DEF,WAT,4300000,1,64,2.9,6.74418604651163E-07,1.48837209302326E-05,0,480617,2,32,0,0,0,1,0,14.9,1459,-2,0,64,2,0.7,0,2.8,9,0,5,0,1,1.6,517312,0,0,0,1,1646,108,0,0,380,Tottenham,Newcastle,Man Utd,,,2.4,2.9,2,73.2
Andy,King,MID,SWA,4200000,2,42,1.23529411764706,2.94117647058824E-07,1E-05,0,395239,1,22,0,0,0,2,0,10,1505,-3,0,42,3,0.5,0,2,1,0,1,0,1,3.5,530927,0,0,0,0,1034,2160,0,0,172,Chelsea,Bournemouth,Southampton,Stoke,,0.6,1.3,0.7,39.2
Joshua,King,FWD,BOU,7000000,0,95,3.2,4.57142857142857E-07,1.35714285714286E-05,0,372944,2,35,0,0,0,6,0,13.6,1389,-5,0,95,5,0.6,0,4.5,8,0,6,0,4,1.8,164769,0,0,0,0,2180,1063,0,0,325,Southampton,Swansea,Burnley,,,3.2,3.5,2.9,175.3
Stephen,Kingsley,DEF,SWA,4500000,0,0,0,0,0,0,5951,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,Chelsea,Bournemouth,Southampton,Stoke,,0,0,0,0
Nya,Kirby,MID,CRY,4500000,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,1,0,0,0,Leicester,Stoke,West Brom,,,0,0,0,0
Davy,Klaassen,MID,EVE,6900000,0,5,0.142857142857143,2.0703933747412E-08,7.2463768115942E-07,0,83530,0,4,0,0,0,0,0,0.7,15,-6,0,5,6,0,0,0,0,0,0,0,0,0.4,6230,0,0,0,0,193,8,0,0,13,Huddersfield,Southampton,West Ham,,,0.1,0.1,0.1,4.9
Ragnar,Klavan,DEF,LIV,4100000,1,70,2,4.8780487804878E-07,1.70731707317073E-05,0,274826,0,15,0,0,0,1,0,17.1,723,-4,0,70,4,0.5,0,2,7,0,7,0,0,1.4,319009,0,0,0,2,1359,2336,0,0,354,Stoke,Chelsea,Brighton,,,2,1.3,2.1,43.1
Anthony,Knockaert,MID,BHA,5500000,0,78,2.7,4.90909090909091E-07,1.41818181818182E-05,0,123156,4,22,0,0,0,3,0,14.2,60,-5,0,78,5,0.1,0,0.8,6,0,9,0,1,0.5,51597,0,0,0,0,2055,37,0,1,333,Burnley,Man Utd,Man City,Liverpool,,1.9,3.5,1.4,131.6
Aleksandar,Kolarov,DEF,MCI,5500000,0,0,0,0,0,0,2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0,West Ham,Huddersfield,Brighton,Southampton,,0,0,0,0
Sead,Kolasinac,DEF,ARS,5800000,0,87,2.55882352941176,4.41176470588235E-07,1.5E-05,0,1167671,3,26,0,0,0,1,0,15,1434,-2,0,87,2,0.1,0,0.3,6,0,8,0,4,6.1,828207,0,0,0,1,1836,22,0,0,423,Man Utd,Burnley,Leicester,Huddersfield,,0,4,1.5,101.6
Vincent,Kompany,DEF,MCI,5900000,6,58,3.6,6.10169491525424E-07,9.83050847457627E-06,0,279880,6,10,0,0,0,1,0,9.8,1292,-1,-1,58,1,0.8,0,5,2,0,6,0,1,3.2,154808,0,0,0,0,1304,9541,1,0,311,West Ham,Huddersfield,Brighton,Southampton,,4,9.1,4,55.6
Terence,Kongolo,DEF,HUD,4400000,0,19,0.558823529411765,1.27005347593583E-07,4.31818181818182E-06,0,2700,0,10,0,0,0,0,0,4.3,72,-1,0,19,1,0.9,0,4,2,0,1,0,0,0,4353,0,0,0,0,687,218,0,0,118,Everton,Man City,Chelsea,Arsenal,,0.3,0.6,0.3,24.7
Laurent,Koscielny,DEF,ARS,6000000,2,100,4,6.66666666666667E-07,1.66666666666667E-05,0,186737,4,32,0,0,0,2,0,16.7,840,0,0,100,0,0.1,0,0.5,16,0,9,0,0,1.7,204850,0,0,0,3,2225,268,0,0,556,Man Utd,Burnley,Leicester,Huddersfield,,2.9,7.8,3.1,95.5
Cheikhou,Kouyate,MID,WHU,5000000,2,76,2.6,5.2E-07,1.52E-05,0,66353,5,51,0,0,0,2,0,15.2,126,0,0,76,0,0.6,0,2.8,2,0,5,0,3,0.3,77698,0,0,0,0,2438,110,0,0,322,Man City,Leicester,Man Utd,Everton,,1.5,3.7,3.1,94.4
Tim,Krul,GLK,BHA,4000000,0,0,0,0,0,0,39492,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0.7,69436,0,0,0,0,0,38,0,0,0,Burnley,Man Utd,Man City,Liverpool,,0,0,0,0
Grzegorz,Krychowiak,MID,WBA,4700000,0,53,1.51428571428571,3.22188449848024E-07,1.12765957446809E-05,0,28401,2,30,0,0,0,0,0,11.3,16,-3,0,53,3,0.1,0,0.5,4,0,3,0,3,0.1,32134,0,0,0,0,1557,5,0,0,245,Newcastle,Tottenham,Crystal Palace,,,0.8,0.8,0.8,56.9
Alexandre,Lacazette,FWD,ARS,10200000,13,126,4.2,4.11764705882353E-07,1.23529411764706E-05,0,1790949,1,28,0,0,0,13,0,12.4,4472,-3,0,126,3,0.7,0,6.8,10,0,8,0,4,6.8,1284026,0,0,0,2,2036,8550,0,0,492,Man Utd,Burnley,Leicester,Huddersfield,,2.9,9,3.5,239.2
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,160484,0,1,0,0,0,0,0,0.2,272,0,0,1,0,0,0,0,0,0,0,0,0,1,208529,0,0,0,0,16,11,0,0,3,Leicester,Stoke,West Brom,,,0,0,0,0.2
Adam,Lallana,MID,LIV,7300000,0,12,1.1,1.50684931506849E-07,1.64383561643836E-06,0,41544,1,1,0,0,0,0,0,1.6,19,-2,0,12,2,0,0,0.3,0,0,1,0,0,0.3,9541,0,0,0,0,218,2,0,0,33,Stoke,Chelsea,Brighton,,,0,0,0,25.5
Erik,Lamela,MID,TOT,6300000,0,35,1.02941176470588,1.63398692810457E-07,5.55555555555556E-06,0,17348,3,8,0,0,0,0,0,5.6,117,-2,0,35,2,0.2,0,1.5,0,0,3,0,3,0.1,18215,0,0,0,0,650,149,0,0,119,Watford,West Brom,Newcastle,Leicester,,0.5,1.1,0.5,62.9
Manuel,Lanzini,MID,WHU,6600000,4,83,3.6,5.45454545454545E-07,1.25757575757576E-05,0,244236,4,39,0,0,0,3,0,12.6,154,-4,0,83,4,0.2,1,1.3,8,0,4,0,7,0.7,239131,0,0,0,2,1725,230,0,0,388,Man City,Leicester,Man Utd,Everton,,2.6,6.1,4.8,142.6
Aymeric,Laporte,DEF,MCI,5100000,6,24,0.705882352941177,1.3840830449827E-07,4.70588235294118E-06,0,93956,1,3,0,0,0,0,0,4.7,671,-4,0,24,4,0.5,0,2.5,1,0,3,0,0,1,148678,0,0,0,0,536,3523,0,0,138,West Ham,Huddersfield,Brighton,Southampton,,0.4,0.8,0.4,15.3
Jamaal,Lascelles,DEF,NEW,4800000,2,105,3.6,7.5E-07,2.1875E-05,0,819235,5,27,0,0,0,3,0,21.9,3025,3,0,105,-3,0.5,0,2.5,9,0,8,0,0,9.5,1243969,0,0,0,2,2567,9760,0,0,491,West Brom,Watford,Tottenham,Chelsea,,4.1,7,4.3,100.1
,Lee Chung-yong,MID,CRY,4200000,0,6,0.171428571428571,4.08163265306122E-08,1.42857142857143E-06,0,45844,0,3,0,0,0,0,0,1.4,123,-3,0,6,3,0,0,0,0,0,0,0,0,0.3,48287,0,0,0,0,122,119,0,0,17,Leicester,Stoke,West Brom,,,0.1,0.1,0.1,4.4
Adam,Legzdins,GLK,BUR,4000000,0,0,0,0,0,0,5071,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0.1,9930,0,0,0,0,0,11,0,0,0,Brighton,Arsenal,Bournemouth,,,0,0,0,0
Florian,Lejeune,DEF,NEW,4300000,2,50,2.5,5.81395348837209E-07,1.16279069767442E-05,0,41695,3,28,0,0,0,0,0,11.6,655,-2,0,50,2,1,0,4.5,4,0,4,0,1,0.8,50006,0,0,0,1,1743,3084,0,0,323,West Brom,Watford,Tottenham,Chelsea,,2.4,4,2.6,61.6
Jonathan,Leko,MID,WBA,4500000,0,0,0,0,0,0,4545,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,985,0,0,0,0,0,10,0,0,0,Newcastle,Tottenham,Crystal Palace,,,0,0,0,0
Mario,Lemina,MID,SOU,4800000,0,52,1.52941176470588,3.18627450980392E-07,1.08333333333333E-05,0,32922,2,30,0,0,0,1,0,10.8,107,-2,0,52,2,0.1,0,0.3,5,0,4,0,0,0.2,29105,0,0,0,0,1580,5,0,0,311,Bournemouth,Everton,Swansea,Man City,,0,1.7,0.8,58.6
Aaron,Lennon,MID,BUR,5400000,2,58,1.65714285714286,3.06878306878307E-07,1.07407407407407E-05,0,17117,2,24,0,0,0,0,0,10.7,914,-1,0,58,1,0.4,0,2.4,0,0,5,0,4,0.3,26580,0,0,0,0,1675,64,0,0,182,Brighton,Arsenal,Bournemouth,,,1.1,0.8,1.2,68.5
,Lewis Cook,MID,BOU,4300000,0,54,2,4.65116279069767E-07,1.25581395348837E-05,0,81988,4,40,0,0,0,0,0,12.6,652,-2,0,54,2,0.4,0,1.8,0,0,2,0,2,1.3,98899,0,0,0,0,2054,165,0,0,314,Southampton,Swansea,Burnley,,,1.3,1.6,1.3,91.4
Anders,Lindegaard,GLK,BUR,4000000,0,0,0,0,0,0,7008,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0.2,15360,0,0,0,0,0,14,0,0,0,Brighton,Arsenal,Bournemouth,,,0,0,0,0
Victor,Lindelof,DEF,MUN,4900000,0,39,2.6,5.30612244897959E-07,7.95918367346939E-06,0,307041,1,13,0,0,0,0,0,8,231,-6,0,39,6,0.5,0,2.3,1,0,4,0,0,1.2,77834,0,0,0,0,1104,97,0,0,255,Arsenal,Brighton,West Ham,Watford,,3,4.3,3.2,28.3
Jesse,Lingard,MID,MUN,6000000,0,122,3.58823529411765,5.98039215686275E-07,2.03333333333333E-05,0,1304295,2,17,0,0,0,8,0,20.3,7356,0,0,122,0,0.6,0,3.8,10,0,8,0,6,10.1,1831040,0,0,0,2,1649,10448,0,0,423,Arsenal,Brighton,West Ham,Watford,,4.4,5.4,4,159.4
Jake,Livermore,MID,WBA,4800000,10,71,2.3,4.79166666666667E-07,1.47916666666667E-05,0,16577,4,39,0,0,0,1,0,14.8,167,-2,0,71,2,0.9,0,4.3,3,0,6,0,1,0.1,10853,0,0,0,1,2401,1253,0,0,315,Newcastle,Tottenham,Crystal Palace,,,1.4,1.6,1.3,79.4
Fernando,Llorente,FWD,TOT,7300000,0,21,1.4,1.91780821917808E-07,2.87671232876712E-06,0,28751,1,1,0,0,0,1,0,2.9,55,-2,0,21,2,0,0,0.3,2,0,1,0,0,0.2,24992,0,0,0,0,219,36,0,0,67,Watford,West Brom,Newcastle,Leicester,,1.1,1.8,1,20.5
Hugo,Lloris,GLK,TOT,5400000,0,124,3.9,7.22222222222222E-07,2.2962962962963E-05,0,596396,1,30,0,72,0,0,0,23,1443,-1,0,124,1,0.5,0,2.8,3,0,13,0,0,8.6,361597,0,0,0,0,2880,5807,0,0,602,Watford,West Brom,Newcastle,Leicester,,5.4,7.8,4.2,58.9
Jurgen,Locadia,FWD,BHA,6000000,0,14,0.411764705882353,6.86274509803922E-08,2.33333333333333E-06,0,4659,0,5,0,0,0,1,0,2.3,73,0,0,14,0,0.3,0,1.5,2,0,1,0,1,0,6727,0,0,0,0,148,24,0,0,45,Burnley,Man Utd,Man City,Liverpool,,0.2,0.4,0.2,15.7
Ruben,Loftus-Cheek,MID,CRY,4400000,2,61,1.74285714285714,3.96103896103896E-07,1.38636363636364E-05,0,910340,1,29,0,0,0,1,0,13.9,837,-1,0,61,1,0.4,0,1.8,2,0,4,0,4,3.1,512367,0,0,0,0,1606,700,0,0,278,Leicester,Stoke,West Brom,,,1.2,1,1.4,106.2
Jason,Lokilo,MID,CRY,4300000,0,0,0,0,0,0,16258,0,0,0,0,0,0,0,0,12,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,14231,0,0,0,0,0,11,0,0,0,Leicester,Stoke,West Brom,,,0,0,0,0
Joe,Lolley,MID,HUD,4300000,0,11,1.8,4.18604651162791E-07,2.55813953488372E-06,0,7925,1,5,0,0,0,1,0,2.6,7,-2,0,11,2,0,0,0,0,0,0,0,0,0.1,6841,0,0,0,0,217,0,0,0,28,Everton,Man City,Chelsea,Arsenal,,0,0,0,11.8
Kevin,Long,DEF,BUR,4100000,2,50,1.42857142857143,3.48432055749129E-07,1.21951219512195E-05,0,369190,1,14,0,0,0,1,0,12.2,2726,1,-1,50,-1,0.8,0,3.2,6,0,3,0,2,7,630719,1,0,0,0,1170,5931,1,0,233,Brighton,Arsenal,Bournemouth,,,1.2,0.7,0.8,61.4
Shane,Long,FWD,SOU,5600000,0,50,1.9,3.39285714285714E-07,8.92857142857143E-06,0,61735,5,26,0,0,0,2,0,8.9,160,-4,0,50,4,0.4,0,2.5,0,0,4,0,2,0.4,44228,0,0,0,0,1473,820,0,0,162,Bournemouth,Everton,Swansea,Man City,,1.7,2.4,1.3,98.3
Ademola,Lookman,MID,EVE,5100000,0,10,1.4,2.74509803921569E-07,1.96078431372549E-06,0,9416,0,6,0,0,0,0,0,2,1,-4,0,10,4,0,0,0,0,0,0,0,1,0.1,2250,0,0,0,0,153,0,0,0,30,Huddersfield,Southampton,West Ham,,,0,0,0,7.5
Jonas,Lossl,GLK,HUD,4600000,0,122,3.6,7.82608695652174E-07,2.65217391304348E-05,0,469128,0,54,0,91,0,0,0,26.5,1960,1,0,122,-1,0.7,0,3.3,11,0,9,0,1,7.1,642361,1,0,2,2,3060,899,0,0,635,Everton,Man City,Chelsea,Arsenal,,4.1,6,4.8,77.5
Dejan,Lovren,DEF,LIV,5300000,1,95,3.5,6.60377358490566E-07,1.79245283018868E-05,0,149861,4,23,0,0,0,1,0,17.9,859,-2,0,95,2,0.8,0,4.3,9,0,10,0,1,1.5,125404,0,0,0,2,1944,1702,0,0,483,Stoke,Chelsea,Brighton,,,4.5,3.3,4.7,87
Chris,Lowe,DEF,HUD,4400000,0,51,1.5,3.40909090909091E-07,1.15909090909091E-05,0,278395,0,24,0,0,0,0,0,11.6,141,-1,0,51,1,0,0,0,0,0,6,0,0,1.2,277571,0,0,0,0,1357,23,0,0,272,Everton,Man City,Chelsea,Arsenal,,1.1,1.6,1.4,35.8
Matthew,Lowton,DEF,BUR,4400000,2,82,3.6,8.18181818181818E-07,1.86363636363636E-05,0,317647,1,19,0,0,0,0,0,18.6,3791,-1,0,82,1,0.4,0,1.6,4,0,7,0,3,5.4,562722,0,0,0,0,2025,1760,0,0,400,Brighton,Arsenal,Bournemouth,,,4.6,3,3.5,79.3
Leiva,Lucas,MID,LIV,4500000,0,0,0,0,0,0,1148,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,2,0,0,0,Stoke,Chelsea,Brighton,,,0,0,0,0
,Lucas Moura,MID,TOT,7700000,0,5,0.147058823529412,1.90985485103132E-08,6.49350649350649E-07,0,10853,0,1,0,0,0,0,0,0.6,47,-3,0,5,3,0.1,0,0.8,0,0,0,0,0,0,12499,0,0,0,0,121,53,0,0,22,Watford,West Brom,Newcastle,Leicester,,0.1,0.2,0.1,9.9
Romelu,Lukaku,FWD,MUN,11500000,0,161,4.9,4.26086956521739E-07,1.4E-05,0,3926307,4,26,0,0,0,16,0,14,19202,0,0,161,0,0.4,1,4.3,18,0,14,0,7,27.3,2783035,0,0,0,3,2817,8962,0,0,588,Arsenal,Brighton,West Ham,Watford,,6.8,10.2,6.8,267.6
Dodi,Lukebakio,MID,WAT,4900000,0,1,0.0285714285714286,5.83090379008746E-09,2.04081632653061E-07,0,144,0,1,0,0,0,0,0,0.2,2,-1,0,1,1,0,0,0,0,0,0,0,0,0,199,0,0,0,0,15,1,0,0,5,Tottenham,Newcastle,Man Utd,,,0,0,0,3.6
Levi,Lumeka,MID,CRY,4400000,0,1,0.0285714285714286,6.49350649350649E-09,2.27272727272727E-07,0,724,0,0,0,0,0,0,0,0.2,1,-1,0,1,1,0,0,0,0,0,0,0,0,0,808,0,0,0,0,25,1,0,0,3,Leicester,Stoke,West Brom,,,0,0,0,2.3
Matt,Macey,GLK,ARS,5000000,0,0,0,0,0,0,529,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,528,0,0,0,0,0,7,0,0,0,Man Utd,Burnley,Leicester,Huddersfield,,0,0,0,0
Niki,Maenpaa,GLK,BHA,3900000,0,0,0,0,0,0,58490,0,0,0,0,0,0,0,0,704,-1,0,0,1,0,0,0,0,0,0,0,0,1.8,86880,0,0,0,0,0,1907,0,0,0,Burnley,Man Utd,Man City,Liverpool,,0,0,0,0
Harry,Maguire,DEF,LEI,5600000,0,114,3.4,6.07142857142857E-07,2.03571428571429E-05,0,859374,7,47,0,0,0,2,0,20.4,5515,6,0,114,-6,0.5,0,3,10,0,9,0,4,12,1367703,0,0,0,1,3060,2501,0,0,655,Crystal Palace,West Ham,Arsenal,Tottenham,,4.3,8.8,3.2,148.5
Connor,Mahoney,MID,BOU,4500000,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,Southampton,Swansea,Burnley,,,0,0,0,0
Riyad,Mahrez,MID,LEI,8900000,0,171,5.3,5.95505617977528E-07,1.92134831460674E-05,0,1628012,1,38,0,0,0,10,0,19.2,19389,4,0,171,-4,0.3,0,2.5,18,0,9,0,11,10.4,1985432,0,0,0,3,2588,2814,0,0,588,Crystal Palace,West Ham,Arsenal,Tottenham,,5.3,14.2,4.5,242.5
Ainsley,Maitland-Niles,MID,ARS,4500000,0,20,0.588235294117647,1.30718954248366E-07,4.44444444444444E-06,0,12019,1,11,0,0,0,0,0,4.4,51,0,0,20,0,0.1,0,0.3,0,0,3,0,0,0.1,14516,0,0,0,0,710,51,0,0,113,Man Utd,Burnley,Leicester,Huddersfield,,0.3,0.6,0.3,27.1
Moses,Makasi,MID,WHU,4500000,0,0,0,0,0,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,0,0,0,0,1,0,0,0,Man City,Leicester,Man Utd,Everton,,0,0,0,0
Scott,Malone,DEF,HUD,4300000,0,38,1.11764705882353,2.59917920656635E-07,8.83720930232558E-06,0,21719,3,22,0,0,0,0,0,8.8,69,-2,0,38,2,0.1,0,0.3,4,0,3,0,1,0.2,21523,0,0,0,1,1065,4,0,0,205,Everton,Man City,Chelsea,Arsenal,,0.6,1.2,0.9,42.8
Sadio,Mane,MID,LIV,9500000,3,142,5.3,5.57894736842105E-07,1.49473684210526E-05,0,1882044,3,23,0,0,0,10,0,14.9,12603,0,0,142,0,0.5,0,5,8,0,14,0,8,10.9,1264618,0,0,0,3,2026,2498,0,1,477,Stoke,Chelsea,Brighton,,,6.8,4.9,6.9,212.9
Eliaquim,Mangala,DEF,EVE,5000000,0,22,2,4E-07,4.4E-06,0,30426,0,7,0,0,0,0,0,4.4,30,0,0,22,0,0,0,0,0,0,2,0,0,0.1,30976,0,0,0,0,617,4,0,0,118,Huddersfield,Southampton,West Ham,,,0,0,0,16.8
Javier,Manquillo,DEF,NEW,4200000,0,45,1.32352941176471,3.15126050420168E-07,1.07142857142857E-05,0,115115,2,29,0,0,0,0,0,10.7,151,-3,0,45,3,0,0,0,1,0,4,0,0,0.7,83461,0,0,0,0,1691,58,0,0,229,West Brom,Watford,Tottenham,Chelsea,,0.9,1.5,0.9,41.3
Solomon,March,MID,BHA,4800000,0,69,2.02941176470588,4.22794117647059E-07,1.4375E-05,0,47544,3,25,0,0,0,1,0,14.4,101,-2,0,69,2,0.6,0,2.8,3,0,6,0,3,0.2,48474,0,0,0,0,1730,37,0,0,279,Burnley,Man Utd,Man City,Liverpool,,1.2,2.3,1,95.8
Adrian,Mariappa,DEF,WAT,4200000,5,54,2.2,5.23809523809524E-07,1.28571428571429E-05,0,413371,4,40,0,0,0,0,0,12.9,3508,2,0,54,-2,0.5,0,2.3,2,0,6,0,0,5.3,524180,0,0,0,1,2019,606,0,0,338,Tottenham,Newcastle,Man Utd,,,1.5,1.9,1.3,56
Dean,Marney,MID,BUR,4400000,0,0,0,0,0,0,1473,0,0,0,0,0,0,0,0,8,-1,0,0,1,0,0,0,0,0,0,0,0,0,1108,0,0,0,0,0,13,0,0,0,Brighton,Arsenal,Bournemouth,,,0,0,0,0
Anthony,Martial,MID,MUN,7800000,0,122,3.58823529411765,4.60030165912519E-07,1.56410256410256E-05,0,568287,1,12,0,0,0,9,0,15.6,760,-2,0,122,2,0.1,0,1,7,0,9,0,6,2.4,584809,0,0,0,1,1456,184,0,0,393,Arsenal,Brighton,West Ham,Watford,,4.4,5.4,4,169.9
Cuco,Martina,DEF,EVE,4200000,0,55,2.6,6.19047619047619E-07,1.30952380952381E-05,0,199147,2,30,0,0,0,0,0,13.1,1991,-3,1,55,3,0,0,0,0,0,5,0,2,1.3,242755,0,0,0,0,1830,144,-1,0,367,Huddersfield,Southampton,West Ham,,,1.7,2.8,2.2,74.9
Damian Emiliano,Martinez,GLK,ARS,4000000,0,0,0,0,0,0,28996,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1491,0,0,0,0,0,4,0,0,0,Man Utd,Burnley,Leicester,Huddersfield,,0,0,0,0
,Martinez,FWD,WHU,5000000,0,0,0,0,0,0,5102,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5061,0,0,0,0,0,3,0,0,0,Man City,Leicester,Man Utd,Everton,,0,0,0,0
Bruno,Martins Indi,DEF,STK,4900000,2,19,0.542857142857143,1.10787172011662E-07,3.87755102040816E-06,0,3308,3,28,0,0,0,0,0,3.9,36,-1,0,19,1,0.2,0,1,0,0,1,0,0,0,3271,0,0,0,0,1191,10,0,0,167,Liverpool,Crystal Palace,Swansea,,,0.3,0.4,0.3,34.6
Brandon,Mason,DEF,WAT,3900000,0,0,0,0,0,0,99005,0,0,0,0,0,0,0,0,189,-1,0,0,1,0,0,0,0,0,0,0,0,1.2,89578,0,0,0,0,0,22,0,0,0,Tottenham,Newcastle,Man Utd,,,0,0,0,0
Conor,Masterson,DEF,LIV,4000000,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,31,0,0,0,Stoke,Chelsea,Brighton,,,0,0,0,0
Arthur,Masuaku,DEF,WHU,4200000,1,54,2.3,5.47619047619048E-07,1.28571428571429E-05,0,165610,5,29,0,0,0,0,0,12.9,846,-3,0,54,3,0.9,0,3.8,2,0,4,0,3,1,206839,0,0,0,1,1668,2583,0,0,306,Man City,Leicester,Man Utd,Everton,,1.9,3.5,2,72.7
Juan,Mata,MID,MUN,6800000,0,92,2.70588235294118,3.97923875432526E-07,1.35294117647059E-05,0,274435,1,9,0,0,0,3,0,13.5,333,-2,0,92,2,0.2,0,1.3,6,0,14,0,4,2,212295,0,0,0,1,1739,98,0,0,379,Arsenal,Brighton,West Ham,Watford,,2.9,3.3,2.6,156.3
