"Surname"	"gw_1"	"ge_2"	"ge_3"
"99"	"Collins"	2.42893969556052	3.42893969556052	4.42893969556052
"100"	"Coquelin"	0.948476387694208	1.94847638769421	2.94847638769421
"101"	"Cork"	1.8042831960189	2.8042831960189	3.8042831960189
"102"	"Costa"	0.521229515164616	1.52122951516462	2.52122951516462
"103"	"Courtois"	3.61308786128686	4.61308786128686	5.61308786128686
"104"	"Coutinho"	1.20398307730337	2.20398307730337	3.20398307730337
"105"	"Cranie"	0.650544573766263	1.65054457376626	2.65054457376626
"106"	"Cresswell"	5.01909226367803	6.01909226367803	7.01909226367803
"107"	"Crouch"	1.06675091495488	2.06675091495488	3.06675091495488
"108"	"Daniels"	2.44893007198672	3.44893007198672	4.44893007198672
"109"	"Danilo"	2.67272032842535	3.67272032842535	4.67272032842535
"110"	"Dann"	1.36640377391074	2.36640377391074	3.36640377391074
"111"	"Darlow"	0.500522246150353	1.50052224615035	2.50052224615035
"112"	"Darmian"	0.89974923175064	1.89974923175064	2.89974923175064
"113"	"David Luiz"	6.09040547807115	7.09040547807115	8.09040547807115
"114"	"David Silva"	2.79158262529319	3.79158262529319	4.79158262529319
"115"	"Davies"	4.09542778514466	5.09542778514466	6.09542778514466
"116"	"Davies"	1.40947502714137	2.40947502714137	3.40947502714137
"117"	"Davis"	4.09888557700541	5.09888557700541	6.09888557700541
"118"	"Dawson"	3.20509730662203	4.20509730662203	5.20509730662203
"119"	"De Bruyne"	5.22594320760057	6.22594320760057	7.22594320760057
"120"	"de Gea"	4.28020869848151	5.28020869848151	6.28020869848151
"121"	"de Jong"	0.652726962886037	1.65272696288604	2.65272696288604
"122"	"Deeney"	1.27498104930146	2.27498104930146	3.27498104930146
"123"	"Defoe"	3.50015499020498	4.50015499020498	5.50015499020498
"124"	"Defour"	2.03964123026058	3.03964123026058	4.03964123026058
"125"	"Delaney"	0.505840023360742	1.50584002336074	2.50584002336074
"126"	"Delph"	0.654537144611319	1.65453714461132	2.65453714461132
"127"	"Dembele"	1.09780021706895	2.09780021706895	3.09780021706895
"128"	"Depoitre"	3.76269983221783	4.76269983221782	5.76269983221782
"129"	"Diame"	1.22345680916366	2.22345680916366	3.22345680916366
"130"	"Diaz"	0.692031002808702	1.6920310028087	2.6920310028087
"131"	"Dier"	2.49137459816209	3.49137459816209	4.49137459816209
"132"	"Diouf"	2.47878365208139	3.47878365208139	4.47878365208139
"133"	"Doucoure"	3.33450766282092	4.33450766282092	5.33450766282092
"134"	"Drinkwater"	0.697591267699065	1.69759126769906	2.69759126769906
"135"	"Duffy"	1.47458441683877	2.47458441683878	3.47458441683878
"136"	"Dummett"	0.50027975847038	1.50027975847038	2.50027975847038
"137"	"Dunk"	1.53334938387771	2.53334938387771	3.53334938387771
"138"	"Dyer"	0.648976879720956	1.64897687972096	2.64897687972096
"139"	"Ederson"	3.20882209966518	4.20882209966518	5.20882209966518
"140"	"Eduardo"	0.652726962886037	1.65272696288604	2.65272696288604
"141"	"Elliot"	3.62318908212284	4.62318908212284	5.62318908212284
"142"	"Elneny"	0.855853237734756	1.85585323773476	2.85585323773476
"143"	"Eriksen"	4.53089217032668	5.53089217032668	6.53089217032668
"144"	"Evans"	2.83558422203736	3.83558422203736	4.83558422203736
"145"	"Fabianski"	4.15159367483496	5.15159367483496	6.15159367483496
"146"	"Fabregas"	2.20127824961847	3.20127824961847	4.20127824961847
"147"	"Federici"	0.918966031264179	1.91896603126418	2.91896603126418
"148"	"Feghouli"	0.651401756520706	1.65140175652071	2.65140175652071
"149"	"Fellaini"	1.5366487519686	2.5366487519686	3.5366487519686
"150"	"Fer"	1.27557879262687	2.27557879262687	3.27557879262687
"151"	"Fernandes"	0.696621316979165	1.69662131697917	2.69662131697917
"152"	"Fernandez"	3.61753009284022	4.61753009284022	5.61753009284022
"153"	"Fernandinho"	2.25898045456331	3.25898045456331	4.25898045456331
"154"	"Fernando"	0.651757012166137	1.65175701216614	2.65175701216614
"155"	"Field"	0.6573172770565	1.6573172770565	2.6573172770565
"156"	"Firmino"	4.29042990323719	5.29042990323719	6.29042990323719
"157"	"Fletcher"	0.702181581869528	1.70218158186953	2.70218158186953
"158"	"Fletcher"	1.80603464826193	2.80603464826193	3.80603464826193
"159"	"Foden"	0.649946830440856	1.64994683044086	2.64994683044086
"160"	"Fonte"	5.06374018993033	6.06374018993033	7.06374018993033
"161"	"Forster"	3.40831821116152	4.40831821116152	5.40831821116152
"162"	"Foster"	3.57146989421332	4.57146989421332	5.57146989421332
"163"	"Fosu-Mensah"	1.86914744179135	2.86914744179135	3.86914744179135
"164"	"Francis"	1.3790954749072	2.3790954749072	3.3790954749072
"165"	"Fraser"	1.60557409797018	2.60557409797018	3.60557409797018
"166"	"Fuchs"	1.01961326600813	2.01961326600813	3.01961326600813
"167"	"Fulton"	0.494961981259991	1.49496198125999	2.49496198125999
"168"	"Funes Mori"	0.649946830440856	1.64994683044086	2.64994683044086
"169"	"Gabbiadini"	1.82295813886006	2.82295813886006	3.82295813886006
"170"	"Gabriel"	0.65018931812083	1.65018931812083	2.65018931812083
"171"	"Gamez"	2.65704474215106	3.65704474215106	4.65704474215106
"172"	"Gayle"	0.891109652006934	1.89110965200693	2.89110965200693
"173"	"Gibbs"	2.86401021985928	3.86401021985928	4.86401021985928
"174"	"Giroud"	1.15361722889181	2.15361722889181	3.15361722889181
"175"	"Goldson"	0.667225368437351	1.66722536843735	2.66722536843735
"176"	"Gomes"	2.44292601731337	3.44292601731337	4.44292601731337
"177"	"Gomez"	0.830832045728123	1.83083204572812	2.83083204572812
"178"	"Gosling"	1.46165370533277	2.46165370533277	3.46165370533277
"179"	"Gouffran"	0.65018931812083	1.65018931812083	2.65018931812083
"180"	"Gradel"	0.65018931812083	1.65018931812083	2.65018931812083
"181"	"Grant"	0.659854921821707	1.65985492182171	2.65985492182171
"182"	"Gray"	1.71695967680473	2.71695967680473	3.71695967680473
"183"	"Gray"	1.07923723411809	2.07923723411809	3.07923723411809
"184"	"Gro?"	4.67563253174393	5.67563253174393	6.67563253174393
"185"	"Grujic"	0.657074789376525	1.65707478937653	2.65707478937653
"186"	"Gudmundsson"	1.70263073394706	2.70263073394706	3.70263073394706
"187"	"Gueye"	1.61850480947618	2.61850480947618	3.61850480947618
"188"	"Gundogan"	0.986957326754373	1.98695732675437	2.98695732675437
"189"	"Haidara"	0.720430070585923	1.72043007058592	2.72043007058592
"190"	"Hamer"	0.651757012166137	1.65175701216614	2.65175701216614
"191"	"Hanley"	0.801818282876435	1.80181828287643	2.80181828287644
"192"	"Harper"	0.648976879720956	1.64897687972096	2.64897687972096
"193"	"Hart"	4.52432313559136	5.52432313559136	6.52432313559136
"194"	"Hayden"	1.46624401950323	2.46624401950323	3.46624401950323
"195"	"Hazard"	1.1495657583611	2.1495657583611	3.1495657583611
"196"	"Heaton"	1.44841320133201	2.44841320133201	3.44841320133201
"197"	"Hefele"	0.497499626025198	1.4974996260252	2.4974996260252
"198"	"Hegazi"	3.55590630314125	4.55590630314125	5.55590630314125
"199"	"Hemed"	3.48091143711243	4.48091143711243	5.48091143711243
"200"	"Henderson"	1.26152130224793	2.26152130224793	3.26152130224793
"201"	"Hendrick"	0.653939401285912	1.65393940128591	2.65393940128591
"202"	"Hennessey"	2.19382496992427	3.19382496992427	4.19382496992427
"203"	"Herrera"	1.44003935389548	2.44003935389548	3.44003935389548
"204"	"Hogg"	0.783115601915423	1.78311560191542	2.78311560191542
"205"	"H?jbjerg"	0.657074789376525	1.65707478937653	2.65707478937653
"206"	"Holding"	0.562794808674395	1.56279480867439	2.56279480867439
"207"	"Holebas"	1.4591421696868	2.4591421696868	3.4591421696868
"208"	"Holgate"	0.718619888860642	1.71861988886064	2.71861988886064
"209"	"Hudson"	0.653324706211444	1.65332470621144	2.65332470621144
"210"	"Hughes"	0.540553749112944	1.54055374911294	2.54055374911294
"211"	"Hunemeier"	0.59000837628685	1.59000837628685	2.59000837628685
"212"	"Huth"	0.652726962886037	1.65272696288604	2.65272696288604
"213"	"Ibe"	3.11539744535725	4.11539744535725	5.11539744535725
"214"	"Iborra"	0.654909352005809	1.65490935200581	2.65490935200581
"215"	"Iheanacho"	1.62008945527055	2.62008945527055	3.62008945527055
"216"	"Imbula"	0.651757012166137	1.65175701216614	2.65175701216614
"217"	"Ince"	1.74695336867195	2.74695336867195	3.74695336867195
"218"	"Ings"	0.653939401285912	1.65393940128591	2.65393940128591
"219"	"Iwobi"	1.49849330387038	2.49849330387038	3.49849330387038
"220"	"Jagielka"	1.06950229903879	2.06950229903879	3.06950229903879
"221"	"Jakupovic"	0.654294656931344	1.65429465693134	2.65429465693134
"222"	"James"	1.18365066373816	2.18365066373816	3.18365066373816
"223"	"Janmaat"	2.01319122129334	3.01319122129334	4.01319122129334
"224"	"Janssen"	0.700873327253255	1.70087332725325	2.70087332725325
"225"	"Jenkinson"	0.654537144611319	1.65453714461132	2.65453714461132
"226"	"Jese"	2.60892800404531	3.60892800404531	4.60892800404531
"227"	"Jesus"	4.98851231199379	5.98851231199379	6.98851231199379
"228"	"Joel Pereira"	0.512546853511897	1.5125468535119	2.5125468535119
"229"	"Johnson"	0.659612434141732	1.65961243414173	2.65961243414173
"230"	"Jones"	2.41887681015858	3.41887681015858	4.41887681015858
"231"	"Joselu"	1.72585887437129	2.72585887437129	3.72585887437129
"232"	"Kabasele"	1.76870659719394	2.76870659719394	3.76870659719394
"233"	"Kaboul"	2.10148203498243	3.10148203498243	4.10148203498242
"234"	"Kachunga"	1.8394231676488	2.8394231676488	3.8394231676488
"235"	"Kane"	6.65907762935928	7.65907762935928	8.65907762935928
"236"	"Kante"	3.96147035148718	4.96147035148718	5.96147035148718
"237"	"Karius"	0.655507095331218	1.65550709533122	2.65550709533122
"238"	"Kayal"	0.651514524486163	1.65151452448616	2.65151452448616
"239"	"Keane"	1.62157272254862	2.62157272254862	3.62157272254862
"240"	"Kelly"	0.50027975847038	1.50027975847038	2.50027975847038
"241"	"Kenedy"	0.495931931979891	1.49593193197989	2.49593193197989
"242"	"Kenny"	0.651514524486163	1.65151452448616	2.65151452448616
"243"	"Ki Sung-yueng"	0.65018931812083	1.65018931812083	2.65018931812083
"244"	"Kiko Femenia"	2.82742411199139	3.82742411199139	4.82742411199139
"245"	"King"	2.37384383434623	3.37384383434623	4.37384383434623
"246"	"King"	1.90971981495734	2.90971981495734	3.90971981495734
"247"	"Kingsley"	0.651757012166137	1.65175701216614	2.65175701216614
"248"	"Klaassen"	0.798471011827359	1.79847101182736	2.79847101182736
"249"	"Klavan"	1.12169379227425	2.12169379227425	3.12169379227425
"250"	"Knockaert"	1.74671088099197	2.74671088099197	3.74671088099197
"251"	"Kolarov"	0.651401756520706	1.65140175652071	2.65140175652071
"252"	"Kolasinac"	4.68520006080565	5.68520006080565	6.68520006080565
"253"	"Kompany"	0.84284870135768	1.84284870135768	2.84284870135768
"254"	"Koscielny"	4.33285804428928	5.33285804428928	6.33285804428928
"255"	"Kouyate"	2.31546188273541	3.31546188273541	4.31546188273541
"256"	"Lacazette"	3.61315602569286	4.61315602569286	5.61315602569286
"257"	"Ladapo"	0.584269462101533	1.58426946210153	2.58426946210153
"258"	"Lallana"	0.667129552220952	1.66712955222095	2.66712955222095
"259"	"Lamela"	0.653584145640478	1.65358414564048	2.65358414564048
"260"	"Lanzini"	0.559546652618324	1.55954665261832	2.55954665261832
"261"	"Lascelles"	4.39119573328709	5.39119573328709	6.39119573328709
"262"	"Lee Chung-yong"	1.11036036110322	2.11036036110322	3.11036036110322
"263"	"Lejeune"	0.69637882929919	1.69637882929919	2.69637882929919
"264"	"Leko"	0.651757012166137	1.65175701216614	2.65175701216614
"265"	"Lemina"	1.59603839237764	2.59603839237764	3.59603839237764
"266"	"Lennon"	0.500166990504923	1.50016699050492	2.50016699050492
"267"	"Lewis Cook"	0.670975451602432	1.67097545160243	2.67097545160243
"268"	"Lindelof"	0.616726973862892	1.61672697386289	2.61672697386289
"269"	"Lingard"	2.21127728782286	3.21127728782286	4.21127728782286
"270"	"Livermore"	1.17930283724767	2.17930283724767	3.17930283724767
"271"	"Llorente"	0.986246815463506	1.98624681546351	2.98624681546351
"272"	"Lloris"	4.54544456812713	5.54544456812713	6.54544456812713
"273"	"Loftus-Cheek"	1.6723984264016	2.6723984264016	3.6723984264016
"274"	"Lokilo"	0.612210484563497	1.6122104845635	2.6122104845635
"275"	"Lolley"	0.651514524486163	1.65151452448616	2.65151452448616
"276"	"Long"	0.798655964741128	1.79865596474113	2.79865596474113
"277"	"Long"	1.23144195085377	2.23144195085377	3.23144195085377
"278"	"Lookman"	0.653696913605938	1.65369691360594	2.65369691360594
"279"	"Lossl"	1.87090909695792	2.87090909695792	3.87090909695792
"280"	"Lovren"	0.807993242841266	1.80799324284127	2.80799324284127
"281"	"Lowe"	2.53433408081839	3.53433408081839	4.53433408081839
"282"	"Lowton"	2.77888090338005	3.77888090338005	4.77888090338005
"283"	"Lucas"	0.648976879720956	1.64897687972096	2.64897687972096
"284"	"Lukaku"	7.96206622360851	8.96206622360851	9.96206622360851
"285"	"Maenpaa"	0.681126030663258	1.68112603066326	2.68112603066326
"286"	"Maguire"	1.89790709874468	2.89790709874468	3.89790709874468
"287"	"Mahrez"	2.18379231396575	3.18379231396575	4.18379231396575
"288"	"Malone"	0.497499626025198	1.4974996260252	2.4974996260252
"289"	"Mane"	2.26452364883581	3.26452364883581	4.26452364883581
"290"	"Mangala"	0.893703991500328	1.89370399150033	2.89370399150033
"291"	"Manquillo"	2.44608833544868	3.44608833544868	4.44608833544868
"292"	"March"	3.87158733087248	4.87158733087248	5.87158733087248
"293"	"Mariappa"	0.725833507323254	1.72583350732325	2.72583350732325
"294"	"Marney"	0.648976879720956	1.64897687972096	2.64897687972096
"295"	"Martial"	2.73314743199401	3.73314743199401	4.73314743199401
"296"	"Martina"	0.861042935153384	1.86104293515338	2.86104293515338
"297"	"Martinez"	0.670005500882533	1.67000550088253	2.67000550088253
"298"	"Martins Indi"	0.977646978698928	1.97764697869893	2.97764697869893
"299"	"Mason"	0.725990335476286	1.72599033547629	2.72599033547629
"300"	"Masuaku"	0.654294656931344	1.65429465693134	2.65429465693134
"301"	"Mata"	2.03737851514453	3.03737851514453	4.03737851514453
"302"	"Matic"	3.43759628283511	4.43759628283511	5.43759628283511
"303"	"Matip"	1.54971734316818	2.54971734316818	3.54971734316818
"304"	"Mawson"	3.12698582035504	4.12698582035504	5.12698582035504
"305"	"Mbemba"	0.458321015289465	1.45832101528947	2.45832101528947
"306"	"McArthur"	1.50520481683016	2.50520481683016	3.50520481683016
"307"	"McAuley"	0.717052194815335	1.71705219481533	2.71705219481533
"308"	"McBurnie"	0.769286946244007	1.76928694624401	2.76928694624401
"309"	"McCarthy"	0.651757012166137	1.65175701216614	2.65175701216614
"310"	"McCarthy"	0.649946830440856	1.64994683044086	2.64994683044086
"311"	"McClean"	0.695053622933858	1.69505362293386	2.69505362293386
"312"	"McQueen"	0.651514524486163	1.65151452448616	2.65151452448616
"313"	"McTominay"	0.651514524486163	1.65151452448616	2.65151452448616
"314"	"Mee"	3.11958580445268	4.11958580445268	5.11958580445268
"315"	"Mendy"	4.8710997931966	5.8710997931966	6.8710997931966
"316"	"Mendy"	0.651757012166137	1.65175701216614	2.65175701216614
"317"	"Merino"	1.70263073394706	2.70263073394706	3.70263073394706
"318"	"Mertesacker"	0.703151532589428	1.70315153258943	2.70315153258943
"319"	"Mesa"	0.662635054266888	1.66263505426689	2.66263505426689
"320"	"Mignolet"	1.87035988019123	2.87035988019123	3.87035988019123
"321"	"Milivojevic"	0.918435979394432	1.91843597939443	2.91843597939443
"322"	"Milner"	1.42568615827881	2.42568615827881	3.42568615827881
"323"	"Mings"	0.699158961744372	1.69915896174437	2.69915896174437
"324"	"Mirallas"	1.06180534513899	2.06180534513899	3.06180534513899
"325"	"Mitrovic"	0.607901601167398	1.6079016011674	2.6079016011674
"326"	"Mkhitaryan"	2.98122409833501	3.98122409833501	4.98122409833501
"327"	"Monreal"	5.21794821158415	6.21794821158415	7.21794821158415
"328"	"Montero"	0.649946830440856	1.64994683044086	2.64994683044086
"329"	"Mooy"	2.61577656696068	3.61577656696068	4.61577656696068
"330"	"Morata"	3.2971641804357	4.2971641804357	5.2971641804357
"331"	"Moreno"	0.74666370099243	1.74666370099243	2.74666370099243
"332"	"Morgan"	1.66455462264439	2.66455462264439	3.66455462264439
"333"	"Morrison"	3.0781819838609	4.0781819838609	5.0781819838609
"334"	"Moses"	3.08575883074164	4.08575883074164	5.08575883074164
"335"	"Mounie"	1.63343232539725	2.63343232539725	3.63343232539725
"336"	"Mousset"	0.893461503820354	1.89346150382035	2.89346150382035
"337"	"Muniesa"	0.648976879720956	1.64897687972096	2.64897687972096
"338"	"Murphy"	0.660097409501681	1.66009740950168	2.66009740950168
"339"	"Murphy"	0.740416556079288	1.74041655607929	2.74041655607929
"340"	"Murphy"	0.652726962886037	1.65272696288604	2.65272696288604
"341"	"Murray"	0.831132246568124	1.83113224656812	2.83113224656812
"342"	"Musa"	0.51346990940542	1.51346990940542	2.51346990940542
"343"	"Musonda"	0.652484475206062	1.65248447520606	2.65248447520606
"344"	"Mustafi"	4.02062625230243	5.02062625230243	6.02062625230243
"345"	"Myhill"	0.792713514160639	1.79271351416064	2.79271351416064
"346"	"Narsingh"	0.736666472914208	1.73666647291421	2.73666647291421
"347"	"Naughton"	2.6281859885137	3.6281859885137	4.6281859885137
"348"	"Ndidi"	1.59904388235991	2.59904388235991	3.59904388235991
"349"	"Nelson"	0.496174419659866	1.49617441965987	2.49617441965987
"350"	"Nkoudou"	0.651159268840731	1.65115926884073	2.65115926884073
"351"	"Noble"	0.656962021411068	1.65696202141107	2.65696202141107
"352"	"Nolito"	0.655039071720328	1.65503907172033	2.65503907172033
"353"	"Nordfeldt"	0.681126030663258	1.68112603066326	2.68112603066326
"354"	"Norwood"	0.648976879720956	1.64897687972096	2.64897687972096
"355"	"Nyom"	1.55429052719577	2.55429052719577	3.55429052719577
"356"	"Obiang"	4.09642808865519	5.09642808865519	6.09642808865519
"357"	"Ogbonna"	0.519983173266623	1.51998317326662	2.51998317326662
"358"	"Okaka"	0.710166723559641	1.71016672355964	2.71016672355964
"359"	"Okazaki"	0.891639703876682	1.89163970387668	2.89163970387668
"360"	"Olsson"	3.10474476079359	4.10474476079359	5.10474476079359
"361"	"Origi"	0.664349419775771	1.66434941977577	2.66434941977577
"362"	"Oriol Romeu"	2.33081583111841	3.33081583111841	4.33081583111841
"363"	"Ospina"	0.655507095331218	1.65550709533122	2.65550709533122
"364"	"Otamendi"	4.29980134361377	5.29980134361377	6.29980134361377
"365"	"Ozil"	1.45044919399152	2.45044919399152	3.45044919399152
"366"	"Palmer"	0.693243441208577	1.69324344120858	2.69324344120858
"367"	"Pantilimon"	0.651757012166137	1.65175701216614	2.65175701216614
"368"	"Payne"	0.648976879720956	1.64897687972096	2.64897687972096
"369"	"Pedro"	1.67340674699076	2.67340674699076	3.67340674699076
"370"	"Pennington"	0.650544573766263	1.65054457376626	2.65054457376626
"371"	"Pereira"	0.692031002808702	1.6920310028087	2.6920310028087
"372"	"Pereyra"	0.982367012583907	1.98236701258391	2.98236701258391
"373"	"Perez"	1.82114774888771	2.82114774888771	3.82114774888771
"374"	"Perez"	0.658789154885408	1.65878915488541	2.65878915488541
"375"	"Phillips"	2.37969963682118	3.37969963682118	4.37969963682118
"376"	"Pickford"	1.91696871002794	2.91696871002794	3.91696871002794
"377"	"Pied"	0.651272036806188	1.65127203680619	2.65127203680619
"378"	"Pieters"	1.2406225791947	2.2406225791947	3.2406225791947
"379"	"Pogba"	7.09611920116411	8.09611920116411	9.09611920116411
"380"	"Pope"	2.4037526964245	3.4037526964245	4.4037526964245
"381"	"Prodl"	0.699401449424347	1.69940144942435	2.69940144942435
"382"	"Propper"	1.79056629199072	2.79056629199072	3.79056629199072
"383"	"Pugh"	1.30764228404223	2.30764228404223	3.30764228404223
"384"	"Puncheon"	1.40848794627858	2.40848794627858	3.40848794627858
"385"	"Quaner"	1.08485970566113	2.08485970566113	3.08485970566113
"386"	"Ramsey"	2.97148320524782	3.97148320524782	4.97148320524782
"387"	"Randolph"	0.648976879720956	1.64897687972096	2.64897687972096
"388"	"Rangel"	1.51975199249918	2.51975199249918	3.51975199249918
"389"	"Rashford"	2.82328086744942	3.82328086744942	4.82328086744942
"390"	"Redmond"	2.5151617470644	3.5151617470644	4.5151617470644
"391"	"Reid"	5.06649421325627	6.06649421325627	7.06649421325627
"392"	"Rice"	0.889711420655273	1.88971142065527	2.88971142065527
"393"	"Richarlison"	2.35691956341658	3.35691956341658	4.35691956341658
"394"	"Riedewald"	0.896241636265535	1.89624163626553	2.89624163626554
