FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Leon,Britton,MID,SWA,4400000,0,9,0.321428571428571,7.30519480519481E-08,2.04545454545455E-06,0,8695,1,1,0,0,0,0,0,2,0,-1,0,9,1,0,0,0,0,0,3,0,0,0.1,4084,0,0,0,0,269,0,0,0,25,West Ham,Huddersfield,Man Utd,West Brom,Everton,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.6
Isaiah,Brown,MID,BHA,5200000,0,16,0.571428571428571,1.0989010989011E-07,3.07692307692308E-06,0,3884,0,8,0,0,0,0,0,3.1,0,-3,0,16,3,0,0,0,0,0,0,0,0,0,649,0,0,0,0,302,0,0,0,60,Arsenal,Everton,Leicester,Huddersfield,Crystal Palace,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,14.5
,Bruno,DEF,BHA,4500000,0,65,3.3,7.33333333333333E-07,1.44444444444444E-05,0,90775,3,19,0,0,0,0,0,14.4,22,0,0,65,0,0,0,0,5,0,8,0,0,1.2,135675,0,0,0,0,1635,3,0,0,336,Arsenal,Everton,Leicester,Huddersfield,Crystal Palace,4.6,2.1,0,3.6,4.3,3.8,3.9,3.2,4,3,44.7
Chris,Brunt,MID,WBA,5000000,0,50,1.78571428571429,3.57142857142857E-07,1E-05,0,134447,2,10,0,0,0,0,0,10,1,-5,0,50,5,0.5,0,2.5,5,0,6,0,5,0.5,123524,0,0,0,0,993,5,0,0,228,Watford,Leicester,Bournemouth,Burnley,Swansea,0.9,1.4,1,1.3,1.5,0.9,1,1,1.2,0.9,77.8
Harry,Bunn,MID,HUD,4500000,0,0,0,0,0,0,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,Tottenham,Swansea,Crystal Palace,Newcastle,Brighton,0,0,0,0,0,0,0,0,0,0,0
Oliver,Burke,MID,WBA,4900000,0,14,0.5,1.02040816326531E-07,2.85714285714286E-06,0,3592,0,8,0,0,0,0,0,2.9,0,-6,0,14,6,0.1,0,0.5,0,0,0,0,1,0,3705,0,0,0,0,232,0,0,0,36,Watford,Leicester,Bournemouth,Burnley,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,13.5
Reece,Burke,DEF,WHU,4000000,0,0,0,0,0,0,1531,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2855,0,0,0,0,0,1,0,0,0,Swansea,Burnley,Southampton,Chelsea,Stoke,0,0,0,0,0,0,0,0,0,0,0
Matt,Butcher,MID,BOU,4500000,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,Leicester,Tottenham,West Brom,Watford,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0
Jack,Butland,GLK,STK,5000000,3,79,3.2,6.4E-07,1.58E-05,0,151038,0,47,0,97,0,0,0,15.8,26,0,0,79,0,0.8,0,3.8,6,0,4,0,0,2.3,113263,1,0,0,2,2250,16,0,0,472,Southampton,Man City,Everton,Arsenal,Tottenham,3.4,3.1,3.2,2.8,3.7,3.2,3.8,2.9,4.7,2.6,62.1
Sam,Byram,DEF,WHU,4200000,0,4,0.142857142857143,3.40136054421769E-08,9.52380952380952E-07,0,9670,1,4,0,0,0,0,0,1,1,-3,0,4,3,0.2,0,0.8,0,0,0,0,0,0.1,3117,0,0,0,0,183,3,0,0,33,Swansea,Burnley,Southampton,Chelsea,Stoke,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,13.3
Willy,Caballero,GLK,CHE,4800000,0,7,0.25,5.20833333333333E-08,1.45833333333333E-06,0,10832,0,0,0,3,0,0,0,1.5,4,-2,0,7,2,0,0,0,0,0,1,0,0,0.1,8879,0,0,0,0,90,0,0,0,29,Man City,Crystal Palace,Tottenham,West Ham,Southampton,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.5
Yohan,Cabaye,MID,CRY,5300000,0,53,2.3,4.33962264150943E-07,1E-05,0,33262,4,30,0,0,0,0,0,10,11,-2,0,53,2,0.2,0,1.3,3,0,4,0,3,0.2,18460,0,0,0,0,1741,0,0,0,319,Man Utd,Chelsea,Huddersfield,Liverpool,Bournemouth,0,0,0,1.5,1.6,2,1.4,2.1,1.3,2.4,128.9
Gary,Cahill,DEF,CHE,6200000,0,55,2.8,4.51612903225806E-07,8.87096774193548E-06,0,599873,0,19,0,0,0,0,0,8.9,22,-3,0,55,3,0.1,0,0.5,2,0,7,0,0,2.6,83617,0,0,0,0,1452,7,0,1,320,Man City,Crystal Palace,Tottenham,West Ham,Southampton,2,4,0,2.9,3.5,2.8,3.3,2.2,3,2.2,45.7
Dominic,Calvert-Lewin,FWD,EVE,5100000,0,74,3,5.88235294117647E-07,1.45098039215686E-05,0,1036968,3,22,0,0,0,4,0,14.5,140,1,0,74,-1,0.3,0,1.5,3,0,6,0,6,4.6,1217064,0,0,0,1,1585,54,0,0,214,Burnley,Brighton,Stoke,Man City,Liverpool,2.3,3.7,2.8,3.1,2.9,2.3,3.4,2.4,3.4,2.2,107.3
Geoff,Cameron,DEF,STK,4300000,2,26,0.928571428571429,2.15946843853821E-07,6.04651162790698E-06,0,40636,1,27,0,0,0,0,0,6,2,-2,0,26,2,0.2,0,0.8,0,0,1,0,0,0.3,29688,0,0,0,1,1317,3,0,0,191,Southampton,Man City,Everton,Arsenal,Tottenham,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,1,0.5,31.4
Tyrese,Campbell,FWD,STK,4500000,1,1,0.0357142857142857,7.93650793650794E-09,2.22222222222222E-07,0,196,0,1,0,0,0,0,0,0.2,4,0,0,1,0,0.2,0,1,0,0,0,0,0,0,1218,0,0,0,0,26,55,0,0,3,Southampton,Man City,Everton,Arsenal,Tottenham,0,0,0,0,0,0,0,0,0,0,0
Emre,Can,MID,LIV,4800000,0,73,3.3,6.875E-07,1.52083333333333E-05,0,533286,8,26,0,0,0,2,0,15.2,87,-2,0,73,2,0.9,0,4.3,7,0,7,0,5,5,420235,0,0,0,1,1793,135,0,0,418,Newcastle,Man Utd,Watford,Crystal Palace,Everton,3.5,1.8,3.1,2.6,3.2,3.5,2.8,3.3,2.4,3.4,100
Etienne,Capoue,MID,WAT,4800000,0,27,0.964285714285714,2.00892857142857E-07,5.625E-06,0,296629,1,13,0,0,0,1,0,5.6,4,-7,0,27,7,0.4,0,1.8,0,0,1,0,1,1.2,40299,0,0,0,0,637,0,0,0,119,West Brom,Arsenal,Liverpool,Bournemouth,Burnley,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,36.2
Michael,Carrick,MID,MUN,4200000,0,1,0.0357142857142857,8.50340136054422E-09,2.38095238095238E-07,0,110234,0,0,0,0,0,0,0,0.2,9,-3,0,1,3,0.1,0,0.3,0,0,0,0,0,0.9,85006,0,0,0,0,24,23,0,0,0,Crystal Palace,Liverpool,Swansea,Man City,West Brom,0,0,0,0,0,0,0,0,0,0,5.1
Andre,Carrillo,MID,WAT,5500000,0,59,2.5,4.54545454545455E-07,1.07272727272727E-05,0,10535,1,31,0,0,0,1,0,10.7,1,0,0,59,0,0.1,0,0.5,4,0,3,0,3,0.1,12708,0,0,0,0,1425,2,0,0,257,West Brom,Arsenal,Liverpool,Bournemouth,Burnley,2.6,1.5,1.3,2.3,2.1,1.8,2.1,1.4,2.2,1.2,80.1
Guido,Carrillo,FWD,SOU,6500000,0,5,0.178571428571429,2.74725274725275E-08,7.69230769230769E-07,0,6610,0,4,0,0,0,0,0,0.8,11,0,0,5,0,0.2,0,1.3,0,0,0,0,0,0.1,12827,0,0,0,0,209,8,0,0,9,Stoke,Newcastle,West Ham,Arsenal,Chelsea,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8
Andy,Carroll,FWD,WHU,5700000,0,25,2.1,3.68421052631579E-07,4.3859649122807E-06,0,102093,5,12,0,0,0,2,0,4.4,8,-3,0,25,3,0,0,0,3,0,3,0,1,0.2,103235,0,0,0,1,695,0,0,1,71,Swansea,Burnley,Southampton,Chelsea,Stoke,0,0,0,0,0,2.3,1,1.8,1.4,2.2,49.8
Tom,Carroll,MID,SWA,4300000,0,62,2.4,5.58139534883721E-07,1.44186046511628E-05,0,571501,3,28,0,0,0,0,0,14.4,74,-2,0,62,2,0.3,0,1.3,3,0,7,0,3,5.3,560483,0,0,0,0,1957,83,0,0,312,West Ham,Huddersfield,Man Utd,West Brom,Everton,2.3,1.7,0,1.2,1.7,2.7,1.2,1.8,1.8,2.1,97.4
Cameron,Carter-Vickers,DEF,TOT,4500000,0,0,0,0,0,0,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,Huddersfield,Bournemouth,Newcastle,Chelsea,Stoke,0,0,0,0,0,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4400000,0,1,0.0357142857142857,8.11688311688312E-09,2.27272727272727E-07,0,1115,0,0,0,0,0,0,0,0.2,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,312,0,0,0,0,19,1,0,0,4,West Brom,Arsenal,Liverpool,Bournemouth,Burnley,0,0,0,0,0,0,0,0,0,0,0.3
Santiago,Cazorla,MID,ARS,6900000,0,0,0,0,0,0,2383,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,931,0,0,0,0,0,0,0,0,0,Brighton,Watford,Stoke,Southampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0
Petr,Cech,GLK,ARS,5300000,0,94,3.5,6.60377358490566E-07,1.77358490566038E-05,0,252610,1,36,0,64,0,0,0,17.7,24,-2,0,94,2,0.3,0,1.8,4,0,9,0,0,4.4,134650,0,0,0,0,2409,37,0,0,477,Brighton,Watford,Stoke,Southampton,Newcastle,3.1,4.8,0,4.8,4.5,2.5,5.1,2.3,4.6,2.5,51.2
,Cedric,DEF,SOU,4700000,0,46,2.2,4.68085106382979E-07,9.78723404255319E-06,0,701906,1,28,0,0,0,0,0,9.8,7,-3,0,46,3,0.2,0,1,0,0,4,0,0,2.4,244929,0,0,0,0,1804,6,0,0,288,Stoke,Newcastle,West Ham,Arsenal,Chelsea,2.1,1.6,0,2,1.7,1.9,1.5,1.6,1.3,1.5,69.8
Nacer,Chadli,MID,WBA,5600000,0,13,0.464285714285714,8.29081632653061E-08,2.32142857142857E-06,0,39456,1,2,0,0,0,1,0,2.3,0,-4,0,13,4,0,0,0,3,0,1,0,0,0.2,9669,0,0,0,1,174,0,0,0,30,Watford,Leicester,Bournemouth,Burnley,Swansea,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,10.1
Nathaniel,Chalobah,MID,WAT,4200000,0,12,0.428571428571429,1.02040816326531E-07,2.85714285714286E-06,0,202826,1,7,0,0,0,0,0,2.9,14,-3,0,12,3,0,0,0,0,0,3,0,0,0.7,129023,0,0,0,0,429,3,0,0,37,West Brom,Arsenal,Liverpool,Bournemouth,Burnley,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,19.6
,Chamberlain,MID,LIV,5600000,0,69,2.46428571428571,4.40051020408163E-07,1.23214285714286E-05,0,376416,1,23,0,0,0,3,0,12.3,120,-4,0,69,4,0.1,0,0.8,4,0,3,0,3,2.8,331472,0,0,0,0,1308,30,0,0,319,Newcastle,Man Utd,Watford,Crystal Palace,Everton,2.2,1.2,1.9,1.6,2,2.3,1.8,2.1,1.5,2.2,127.4
Calum,Chambers,DEF,ARS,4700000,0,5,0.178571428571429,3.79939209726444E-08,1.06382978723404E-06,0,24765,1,6,0,0,0,0,0,1.1,2,-3,0,5,3,0,0,0,0,0,0,0,0,0.2,9276,0,0,0,0,340,2,0,0,56,Brighton,Watford,Stoke,Southampton,Newcastle,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,14
,Chicharito,FWD,WHU,6700000,0,79,3.8,5.67164179104478E-07,1.17910447761194E-05,0,1851953,3,27,0,0,0,7,0,11.8,86,-3,0,79,3,0.7,0,5,12,0,6,0,2,7.8,1224836,0,0,0,2,1333,220,0,0,261,Swansea,Burnley,Southampton,Chelsea,Stoke,3.4,4.4,0,4.8,2.5,5.3,2.6,4.4,3.6,5,97.5
Benjamin,Chilwell,DEF,LEI,4300000,2,38,1.35714285714286,3.15614617940199E-07,8.83720930232558E-06,0,60131,0,19,0,0,0,0,0,8.8,13,-2,0,38,2,0.2,0,1,0,0,4,0,0,1.3,104393,0,0,0,1,1238,23,0,1,214,Bournemouth,West Brom,Brighton,Newcastle,Burnley,0.8,0.7,0,0.8,0.8,0.8,1,1.2,1.2,0.7,35.5
Hamza,Choudhury,MID,LEI,4400000,0,1,0.0357142857142857,8.11688311688312E-09,2.27272727272727E-07,0,289,0,0,0,0,0,0,0,0.2,1,-1,0,1,1,0,0,0,0,0,0,0,0,0,383,0,0,0,0,7,1,0,0,2,Bournemouth,West Brom,Brighton,Newcastle,Burnley,0,0,0,0,0,0,0,0,0,0,0.2
Eric Maxim,Choupo-Moting,MID,STK,5400000,2,96,3.6,6.66666666666667E-07,1.77777777777778E-05,0,670229,3,43,0,0,0,4,0,17.8,126,-1,0,96,1,0.4,0,2,9,0,4,0,5,3.6,812684,0,0,0,2,2081,39,0,0,301,Southampton,Man City,Everton,Arsenal,Tottenham,3.2,2.7,4.8,2.5,3.5,3,3.8,2.3,3.9,3.2,151.8
Andreas,Christensen,DEF,CHE,5300000,0,69,2.46428571428571,4.64959568733154E-07,1.30188679245283E-05,0,433374,0,10,0,0,0,0,0,13,18,-2,0,69,2,0.4,0,2,4,0,8,0,0,1.5,483424,0,0,0,0,1437,87,0,0,362,Man City,Crystal Palace,Tottenham,West Ham,Southampton,1.6,3.6,0,2.4,2.9,2.3,2.7,1.8,2.4,1.8,43.9
Ciaran,Clark,DEF,NEW,4400000,0,64,3.2,7.27272727272727E-07,1.45454545454545E-05,0,246652,3,30,0,0,0,2,0,14.5,51,-1,0,64,1,0.2,0,1,6,0,4,0,1,2,288856,0,0,0,1,1745,5,0,0,317,Liverpool,Southampton,Tottenham,Huddersfield,Leicester,0,3.6,2.8,3.9,2.6,4.3,2.2,3.7,3.6,3.5,67.5
Jordy,Clasie,MID,SOU,4400000,0,0,0,0,0,0,18708,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,4022,0,0,0,0,0,0,0,0,0,Stoke,Newcastle,West Ham,Arsenal,Chelsea,0,0,0,0,0,0,0,0,0,0,0
Tom,Cleverley,MID,WAT,5000000,0,58,2.5,5E-07,1.16E-05,0,99966,1,33,0,0,0,1,0,11.6,8,0,0,58,0,0.2,1,0.8,3,0,6,0,2,0.4,102376,0,0,0,1,1900,0,0,1,300,West Brom,Arsenal,Liverpool,Bournemouth,Burnley,2.6,1.5,1.3,2.3,2.1,1.8,2.1,1.4,2.2,1.2,92.1
Sam,Clucas,MID,SWA,4700000,0,56,2.8,5.95744680851064E-07,1.19148936170213E-05,0,19594,1,19,0,0,0,3,0,11.9,31,-3,0,56,3,1.1,0,5,3,0,4,0,0,0.8,62735,0,0,0,1,1398,47,0,0,223,West Ham,Huddersfield,Man Utd,West Brom,Everton,2.9,2.1,0,1.4,2.2,3.3,1.4,2.3,2.3,2.6,50.9
Nathaniel,Clyne,DEF,LIV,5300000,0,0,0,0,0,0,27869,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,1422,0,0,0,0,0,0,0,0,0,Newcastle,Man Utd,Watford,Crystal Palace,Everton,0,0,0,0,0,0,0,0,0,0,0
Jack,Colback,MID,NEW,4200000,0,0,0,0,0,0,111839,0,0,0,0,0,0,0,0,15,-3,0,0,3,0,0,0,0,0,0,0,0,1.1,113339,0,0,0,0,0,0,0,0,0,Liverpool,Southampton,Tottenham,Huddersfield,Leicester,0,0,0,0,0,0,0,0,0,0,0
Joel,Coleman,GLK,HUD,3900000,0,0,0,0,0,0,69106,0,0,0,0,0,0,0,0,23,-1,0,0,1,0,0,0,0,0,0,0,0,4.4,194210,0,0,0,0,0,150,0,0,0,Tottenham,Swansea,Crystal Palace,Newcastle,Brighton,0,0,0,0,0,0,0,0,0,0,0
Seamus,Coleman,DEF,EVE,6400000,0,3,0.107142857142857,1.67410714285714E-08,4.6875E-07,0,11972,0,1,0,0,0,0,0,0.5,18,-1,0,3,1,0.1,0,0.8,0,0,0,0,0,0.3,6917,0,0,0,0,135,1,0,0,22,Burnley,Brighton,Stoke,Man City,Liverpool,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.6
James,Collins,DEF,WHU,4300000,0,35,1.25,2.90697674418605E-07,8.13953488372093E-06,0,24559,2,12,0,0,0,1,0,8.1,9,-2,0,35,2,0.7,0,3,3,0,3,0,0,0.4,30254,0,0,0,0,867,41,0,0,177,Swansea,Burnley,Southampton,Chelsea,Stoke,0.6,0.9,0,0.9,0.6,1,0.6,0.7,0.6,0.7,39.9
Francis,Coquelin,MID,ARS,4300000,0,7,1,2.32558139534884E-07,1.62790697674419E-06,0,40642,0,6,0,0,0,0,0,1.6,1,-2,0,7,2,0,0,0,0,0,0,0,0,0.5,15777,0,0,0,0,164,0,0,0,35,Brighton,Watford,Stoke,Southampton,Newcastle,0,0,0,0,0,0,0,0,0,0,4.8
Jack,Cork,MID,BUR,4600000,0,69,2.6,5.65217391304348E-07,1.5E-05,0,336454,6,24,0,0,0,1,0,15,44,1,0,69,-1,0.3,0,1.3,3,0,10,0,1,2.9,431741,0,0,0,0,2430,29,0,0,375,Everton,West Ham,West Brom,Watford,Leicester,3,1.9,0,1.9,1.8,2.4,1.8,2.4,1.5,2.5,87.9
,Costa,FWD,CHE,9500000,0,0,0,0,0,0,66285,0,0,0,0,0,0,0,0,1,-5,0,0,5,0,0,0,0,0,0,0,0,0.3,2418,0,0,0,0,0,0,0,0,0,Man City,Crystal Palace,Tottenham,West Ham,Southampton,0,0,0,0,0,0,0,0,0,0,0
Thibaut,Courtois,GLK,CHE,5400000,0,107,4.1,7.59259259259259E-07,1.98148148148148E-05,0,770322,1,23,0,53,0,0,0,19.8,131,-1,0,107,1,0.4,0,2,2,0,13,0,0,11.2,472525,0,0,0,0,2340,27,0,0,478,Man City,Crystal Palace,Tottenham,West Ham,Southampton,3.7,5.9,0,5.1,5.8,4.9,5.5,4,5.1,4,37.3
Philippe,Coutinho,MID,LIV,9100000,0,103,7.4,8.13186813186813E-07,1.13186813186813E-05,0,1723085,0,14,0,0,0,7,0,11.3,62,1,0,103,-1,0,0,0,15,0,5,0,7,3.6,1531091,0,0,0,4,1109,0,0,0,381,Newcastle,Man Utd,Watford,Crystal Palace,Everton,0,0,0,0,0,0,0,0,0,0,169.4
Martin,Cranie,DEF,HUD,4000000,0,2,0.7,1.75E-07,5E-07,0,23827,0,7,0,0,0,0,0,0.5,4,0,0,2,0,0,0,0,0,0,0,0,0,0.2,24103,0,0,0,0,179,1,0,0,35,Tottenham,Swansea,Crystal Palace,Newcastle,Brighton,0,0,0,0,0,0,0,0,0,0,4.7
Aaron,Cresswell,DEF,WHU,5100000,0,84,3.4,6.66666666666667E-07,1.64705882352941E-05,0,237362,4,38,0,0,0,0,0,16.5,32,1,0,84,-1,0.6,0,3.3,10,0,7,0,5,3.4,385169,0,0,0,0,2109,65,0,0,420,Swansea,Burnley,Southampton,Chelsea,Stoke,2.8,4.2,0,4.1,3.1,4.4,2.9,3.5,2.5,3.6,102
Peter,Crouch,FWD,STK,4800000,0,51,2.4,5E-07,1.0625E-05,0,355330,1,20,0,0,0,3,0,10.6,119,-2,0,51,2,0.2,0,0.8,4,0,0,0,2,2.5,346105,0,0,0,0,1037,10,0,0,159,Southampton,Man City,Everton,Arsenal,Tottenham,2.1,2.2,2.6,1.3,2.1,1.6,2.2,1.5,2.6,1.7,73.8
Josh,Cullen,MID,WHU,4500000,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,579,0,0,0,0,0,3,0,0,0,Swansea,Burnley,Southampton,Chelsea,Stoke,0,0,0,0,0,0,0,0,0,0,0
Charlie,Daniels,DEF,BOU,4700000,0,70,2.9,6.17021276595745E-07,1.48936170212766E-05,0,1046907,0,32,0,0,0,1,0,14.9,64,-3,0,70,3,0.4,0,2,4,0,5,0,1,6.8,532277,0,0,0,0,2097,47,0,0,414,Leicester,Tottenham,West Brom,Watford,Crystal Palace,2.1,3.1,3.2,3.1,4.2,2.6,3.2,3,2.9,2.8,89.4
,Danilo,DEF,MCI,5000000,0,65,4.3,8.6E-07,1.3E-05,0,395469,1,7,0,0,0,2,0,13,41,-5,0,65,5,0.6,0,2.8,5,0,6,0,1,2.6,287067,0,0,0,1,855,23,0,0,263,Chelsea,Stoke,Everton,Man Utd,Tottenham,5.4,4.9,0,3.6,5.5,4.3,5.1,5.1,5.8,5.3,49.1
Scott,Dann,DEF,CRY,4600000,0,32,1.9,4.1304347826087E-07,6.95652173913044E-06,0,86884,4,26,0,0,0,1,0,7,3,-4,0,32,4,0,0,0,0,0,1,0,0,0.3,39394,0,0,0,0,1434,1,0,0,211,Man Utd,Chelsea,Huddersfield,Liverpool,Bournemouth,0,0,0,0,0,2.1,1.5,1.5,1.3,1.8,67
Karl,Darlow,GLK,NEW,4400000,0,33,1.17857142857143,2.67857142857143E-07,7.5E-06,0,26017,0,15,0,35,0,0,0,7.5,11,-1,0,33,1,0.2,0,0.8,2,0,2,0,0,0.3,24388,1,0,0,1,900,4,0,0,172,Liverpool,Southampton,Tottenham,Huddersfield,Leicester,0.6,0.8,0.6,0.9,0.6,1,0.6,0.8,0.8,0.7,25.9
Matteo,Darmian,DEF,MUN,4900000,0,9,0.321428571428571,6.5597667638484E-08,1.83673469387755E-06,0,33190,0,2,0,0,0,0,0,1.8,0,-6,0,9,6,0,0,0,0,0,1,0,0,0.2,7019,0,0,0,0,195,0,0,0,46,Crystal Palace,Liverpool,Swansea,Man City,West Brom,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.8
,David Luiz,DEF,CHE,5700000,0,32,1.14285714285714,2.00501253132832E-07,5.6140350877193E-06,0,1184357,3,13,0,0,0,1,0,5.6,60,-3,0,32,3,0.1,0,0.5,0,0,3,0,2,7.6,326554,0,0,0,0,838,1,0,1,186,Man City,Crystal Palace,Tottenham,West Ham,Southampton,0.6,1.3,0,0.7,0.9,0.7,0.8,0.6,0.7,0.6,29.6
,David Silva,MID,MCI,7900000,0,108,5.1,6.45569620253165E-07,1.36708860759494E-05,0,2300325,5,13,0,0,0,5,0,13.7,62,-1,0,108,1,0,0,0,15,0,9,0,8,6.3,2252709,0,0,0,3,1734,64,0,0,435,Chelsea,Stoke,Everton,Man Utd,Tottenham,5.6,5.1,0,6,5.5,4.4,6.4,5.4,7.2,5.7,200.8
Ben,Davies,DEF,TOT,5700000,0,112,5.1,8.94736842105263E-07,1.96491228070175E-05,0,1582240,1,15,0,0,0,2,0,19.6,62,2,0,112,-2,0.8,0,4.8,13,0,8,0,6,19.9,2236144,0,0,0,4,1693,896,0,0,473,Huddersfield,Bournemouth,Newcastle,Chelsea,Stoke,7.5,5,6.4,5.7,5.9,6.1,5.9,7.2,5.2,6.6,123.3
Tom,Davies,MID,EVE,5100000,0,42,1.8,3.52941176470588E-07,8.23529411764706E-06,0,66344,6,18,0,0,0,1,0,8.2,5,-4,0,42,4,0.5,0,2.5,0,0,4,0,2,0.4,36058,0,0,0,0,1261,10,0,0,151,Burnley,Brighton,Stoke,Man City,Liverpool,0.9,1.4,0.9,0.9,1,1,1.5,0.9,1.3,0.9,47.9
Steven,Davis,MID,SOU,4700000,0,70,3.2,6.80851063829787E-07,1.48936170212766E-05,0,429485,0,21,0,0,0,3,0,14.9,63,-3,0,70,3,0.2,0,0.8,6,0,4,0,2,1.8,482144,0,0,0,2,1483,1,0,0,334,Stoke,Newcastle,West Ham,Arsenal,Chelsea,0,0,0,2.8,2.3,2.6,2.7,3.2,3.2,2,82.4
Craig,Dawson,DEF,WBA,4800000,0,52,3.1,6.45833333333333E-07,1.08333333333333E-05,0,315065,4,23,0,0,0,1,0,10.8,7,-2,0,52,2,0.2,0,0.8,3,0,5,0,0,1.3,111557,0,0,0,1,1520,5,0,0,259,Watford,Leicester,Bournemouth,Burnley,Swansea,3.1,3.3,2.2,3.8,3.4,2.1,3.6,2.3,3.6,3.5,60.5
Kevin,De Bruyne,MID,MCI,10400000,0,174,6.4,6.15384615384615E-07,1.67307692307692E-05,0,2009477,1,19,0,0,0,7,0,16.7,154,4,0,174,-4,0.7,0,7.3,25,0,13,0,16,24.3,1824440,0,0,0,5,2311,538,0,0,716,Chelsea,Stoke,Everton,Man Utd,Tottenham,7.8,7.2,0,7.7,7.6,6.2,8.7,7.5,9.6,7.8,293.5
David,de Gea,GLK,MUN,5900000,0,137,5.1,8.64406779661017E-07,2.32203389830508E-05,0,865329,0,19,0,87,0,0,0,23.2,122,4,0,137,-4,0.4,0,2.5,10,0,15,0,0,43.2,1192404,0,0,0,0,2430,150,0,0,577,Crystal Palace,Liverpool,Swansea,Man City,West Brom,5.7,7.2,0,6.8,4.6,7.3,4.8,7.6,5.6,7.4,61.9
Siem,de Jong,MID,NEW,4900000,0,0,0,0,0,0,9717,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0,0,Liverpool,Southampton,Tottenham,Huddersfield,Leicester,0,0,0,0,0,0,0,0,0,0,0
Mathieu,Debuchy,DEF,ARS,4500000,0,0,0,0,0,0,1538,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1471,0,0,0,0,0,0,0,0,0,Brighton,Watford,Stoke,Southampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0
Troy,Deeney,FWD,WAT,6300000,0,43,2.4,3.80952380952381E-07,6.82539682539683E-06,0,72284,1,19,0,0,0,3,0,6.8,8,-2,0,43,2,0.4,0,2.5,1,0,2,0,2,0.5,51517,0,0,0,0,1033,34,0,1,155,West Brom,Arsenal,Liverpool,Bournemouth,Burnley,2.6,1.4,1.6,2.4,2.1,1.9,2.5,1.5,2.2,1.5,72.8
Jermain,Defoe,FWD,BOU,7600000,0,41,1.46428571428571,1.92669172932331E-07,5.39473684210526E-06,0,209199,1,15,0,0,0,3,0,5.4,11,-4,0,41,4,0,0,0,4,0,2,0,1,1.2,46693,0,0,0,1,787,0,0,0,129,Leicester,Tottenham,West Brom,Watford,Crystal Palace,0,0.9,1.2,0.9,1.2,0.7,1,1,1,0.8,60.1
