FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Ben,Mee,DEF,BUR,4700000,2,53,4.1,8.72340425531915E-07,1.12765957446809E-05,0,282256,1,10,0,0,0,0,0,11.3,10966,2,-1,53,-2,1.3,0,6.3,6,0,6,0,0,13.1,476506,0,0,0,1,1170,53524,1,0,243,Bournemouth,Leicester,Watford,Stoke,Brighton,4.3,3.8,4.6,4.8,4.9,4.7,3.1,4.7,5.4,5,4.8,4.2,3.5,4.5,4.4,4.1,4.7,4.1,4.8,5.7,4.1,4.6,5.3,3.6,4.4,59.1
Benjamin,Mendy,DEF,MCI,6300000,0,17,1.30769230769231,2.07570207570208E-07,2.6984126984127E-06,0,108506,2,1,0,0,0,0,0,2.7,294,-2,0,17,2,0,0,0,1,0,2,0,1,0.4,87307,0,0,0,0,298,26,0,0,84,Southampton,West Ham,Man Utd,Swansea,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.2,0.8,19.7
Nampalys,Mendy,MID,LEI,4500000,0,0,0,0,0,0,3577,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1238,0,0,0,0,0,3,0,0,0,Tottenham,Burnley,Newcastle,Southampton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mikel,Merino,MID,NEW,5000000,1,24,1.84615384615385,3.69230769230769E-07,4.8E-06,0,11066,2,5,0,0,0,1,0,4.8,302,0,0,24,0,0.1,0,0.3,3,0,2,0,0,0.1,13521,0,0,0,0,619,137,0,0,145,West Brom,Chelsea,Leicester,Everton,Arsenal,1,1,1.4,1.9,0.9,1,0.9,1.3,0.9,1.6,0.9,1.3,0.9,1.4,1.2,0.9,1.2,0.9,1.8,1,1.7,1.3,1.5,1.1,1.1,34.8
Per,Mertesacker,DEF,ARS,4900000,0,12,0.923076923076923,1.88383045525903E-07,2.44897959183673E-06,0,32605,0,5,0,0,0,1,0,2.4,1513,-1,0,12,1,0,0,0,2,0,0,0,0,0.5,23971,0,0,0,1,270,429,0,0,61,Huddersfield,Man Utd,Southampton,West Ham,Newcastle,0.8,0.6,0.5,0.5,0.6,0.7,0.8,0.5,0.5,0.5,1.4,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.8,0.5,0.6,0.5,14.8
Roque,Mesa,MID,SWA,4300000,2,6,0.461538461538462,1.07334525939177E-07,1.3953488372093E-06,0,33679,1,3,0,0,0,0,0,1.4,1871,-2,1,6,2,0.2,0,0.7,0,0,1,0,0,0.5,29400,0,0,0,0,222,4270,-1,0,33,Chelsea,Stoke,West Brom,Man City,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.3
Simon,Mignolet,GLK,LIV,4900000,2,41,3.4,6.93877551020408E-07,8.36734693877551E-06,0,55240,2,18,0,23,0,0,0,8.4,1868,-1,0,41,1,0.7,0,3.3,0,0,4,0,0,1.5,37224,0,0,1,0,1080,2180,0,0,206,Stoke,Brighton,Everton,West Brom,Bournemouth,2.7,3,3.7,4.6,2.5,1.9,3.6,3.7,2.9,3.1,2.6,2.8,4.1,2.8,4.8,4.2,1.7,4,3.4,1.9,3.9,2.9,4.2,2.9,4.7,17.9
Luka,Milivojevic,MID,CRY,4600000,2,26,2.2,4.78260869565217E-07,5.65217391304348E-06,0,60865,2,22,0,0,0,1,0,5.7,1708,-4,0,26,4,0.4,0,1.7,2,0,0,0,0,0.4,16732,0,0,0,0,919,329,0,0,144,Brighton,West Brom,Bournemouth,Watford,Leicester,1.1,1.1,2.2,1.4,1.2,1.7,2.4,1.2,1.2,1.8,1.1,1.1,2.3,1.5,1.7,2,1.2,1.1,1.9,1.4,1.8,1.2,2,1.1,2.2,39.2
James,Milner,DEF,LIV,6100000,2,27,2.07692307692308,3.40479192938209E-07,4.42622950819672E-06,0,245396,0,9,0,0,0,0,0,4.4,2395,-4,1,27,4,0.2,0,1.3,3,0,2,0,1,2.5,30543,0,0,0,1,535,519,-1,0,145,Stoke,Brighton,Everton,West Brom,Bournemouth,1.2,1.3,1.7,2.4,1.1,1,1.7,1.7,1.3,1.4,1.1,1.2,2,1.2,2.5,2.1,1,1.9,2,1,1.9,1.3,2.1,1.3,2.4,48.9
Tyrone,Mings,DEF,BOU,4300000,0,0,0,0,0,0,15091,1,4,0,0,0,0,0,0,196,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,2185,0,0,0,0,135,19,0,0,17,Burnley,Southampton,Crystal Palace,Man Utd,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Kevin,Mirallas,MID,EVE,6100000,2,5,0.384615384615385,6.30517023959647E-08,8.19672131147541E-07,0,106491,1,8,0,0,0,0,0,0.8,819,-4,0,5,4,0.1,0,0.7,0,0,0,0,0,0.9,7759,0,0,0,0,135,166,0,0,19,West Ham,Huddersfield,Liverpool,Newcastle,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.9
Aleksandar,Mitrovic,FWD,NEW,4800000,1,8,0.615384615384615,1.28205128205128E-07,1.66666666666667E-06,0,128805,0,0,0,0,0,1,0,1.7,1784,-2,0,8,2,0.1,0,0.5,0,0,0,0,0,1,42625,0,0,0,0,70,2397,0,0,34,West Brom,Chelsea,Leicester,Everton,Arsenal,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,16.2
Henrikh,Mkhitaryan,MID,MUN,7800000,1,53,4.4,5.64102564102564E-07,6.7948717948718E-06,0,1614843,1,3,0,0,0,1,0,6.7,73425,-2,1,53,2,0.1,0,1,4,0,8,0,5,9.6,1577521,0,0,0,1,804,758,-1,0,198,Watford,Arsenal,Man City,Bournemouth,West Brom,3.6,2.4,3.9,6,3.3,3.4,5.3,5.2,4.2,5.4,3.5,2.9,6.4,3.6,4.7,3.1,5.5,3.4,6.1,2.2,5.9,3.9,6.4,2.8,4.3,73.4
Jayson,Molumby,MID,BHA,4500000,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,508,0,0,0,0,0,26,0,0,0,Crystal Palace,Liverpool,Huddersfield,Tottenham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nacho,Monreal,DEF,ARS,5600000,6,62,4.8,8.57142857142857E-07,1.10714285714286E-05,0,331537,2,16,0,0,0,2,0,11.1,10512,1,0,62,-1,0.7,0,3.7,8,0,6,0,0,12.1,672737,0,0,0,1,1170,57058,0,0,322,Huddersfield,Man Utd,Southampton,West Ham,Newcastle,7.2,6.9,4.3,4.3,6.8,7.2,4.2,4.4,6.2,3.8,7.2,4,6.2,4.1,5.4,4.6,6.6,3.3,6.9,6.5,3.7,7.2,2.6,6.6,4.3,54.3
Jefferson,Montero,MID,SWA,4900000,0,0,0,0,0,0,2890,0,0,0,0,0,0,0,0,13,-1,0,0,1,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,Chelsea,Stoke,West Brom,Man City,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Mooy,MID,HUD,5500000,2,45,3.5,6.36363636363636E-07,8.18181818181818E-06,0,537783,1,17,0,0,0,2,0,8.2,23744,0,0,45,0,0.4,0,2.3,3,0,5,0,1,6.8,725044,0,0,0,1,1095,2837,0,0,234,Arsenal,Everton,Brighton,Chelsea,Watford,1.8,3.2,3.7,3.3,2.7,2.6,3.8,3.7,2.6,4.5,2.3,3.9,1.8,4.3,2.5,2.2,4.4,4.6,2.7,2.1,2.9,2.6,4.9,1.8,4.6,75.4
Alvaro,Morata,FWD,CHE,10600000,2,74,6.2,5.84905660377358E-07,6.9811320754717E-06,0,1535630,3,4,0,0,0,8,0,7,16767,6,-1,74,-6,0.6,0,6.3,11,0,7,0,4,31.5,2692567,0,0,0,2,896,369108,1,0,238,Swansea,Newcastle,West Ham,Huddersfield,Southampton,6.9,8.3,8,7.5,7.3,8.2,8.2,8.1,6,8.1,8.3,7.7,8.8,8.3,6.2,7.8,8.9,7.8,6.7,8.6,8.3,8.6,8.2,8.4,8.2,108.8
Alberto,Moreno,DEF,LIV,4600000,2,37,3.4,7.39130434782609E-07,8.04347826086956E-06,0,118315,0,17,0,0,0,0,0,8,5960,1,0,37,-1,0.7,0,3.3,2,0,4,0,1,4.7,254817,0,0,0,0,990,19860,0,0,249,Stoke,Brighton,Everton,West Brom,Bournemouth,2.7,3,3.7,4.6,2.5,1.9,3.6,3.7,2.9,3.1,2.6,2.8,4.1,2.8,4.8,4.2,1.7,4,3.4,1.9,3.9,2.9,4.2,2.9,4.7,49.1
Wes,Morgan,DEF,LEI,4500000,2,29,2.2,4.88888888888889E-07,6.44444444444444E-06,0,109357,2,19,0,0,0,0,0,6.4,5153,0,0,29,0,0.3,0,1.3,0,0,3,0,0,2.7,68480,0,0,0,0,1170,1628,0,0,180,Tottenham,Burnley,Newcastle,Southampton,Crystal Palace,2,1.9,1.5,1.7,3.3,2,2.3,1.4,2.6,1.8,1.9,1.1,1.6,1.2,2,1.8,1.8,2.4,1.8,2,1.8,1.8,2.5,2.5,1.6,33.3
James,Morrison,MID,WBA,5400000,0,13,1,1.85185185185185E-07,2.40740740740741E-06,0,2837,0,1,0,0,0,1,0,2.4,42,-1,0,13,1,0,0,0,0,0,2,0,0,0,2525,0,0,0,0,205,7,0,0,35,Newcastle,Crystal Palace,Swansea,Liverpool,Man Utd,0,0,0,0,0,0.5,0.7,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,14.5
Victor,Moses,DEF,CHE,6400000,0,22,1.69230769230769,2.64423076923077E-07,3.4375E-06,0,45614,1,3,0,0,0,0,0,3.4,462,-1,0,22,1,0,0,0,0,0,3,0,0,0.6,27401,0,0,0,0,470,510,0,0,79,Swansea,Newcastle,West Ham,Huddersfield,Southampton,0.9,1.1,1.3,1.3,1,0.9,1.4,1.2,0.9,0.9,1.4,1,1.7,1.4,0.8,0.9,2.4,1.3,1.1,1.5,1.3,1.6,1.2,1.4,1.1,20.8
Steve,Mounie,FWD,HUD,5700000,1,21,2.6,4.56140350877193E-07,3.68421052631579E-06,0,305714,2,6,0,0,0,2,0,3.7,1393,-3,0,21,3,0.1,0,0.7,3,0,3,0,0,0.8,271292,0,0,0,0,445,457,0,0,62,Arsenal,Everton,Brighton,Chelsea,Watford,1.3,2.2,2.9,1.9,2,1.8,3.3,2.3,1.8,3.2,2.2,3,1.3,2.7,1.9,1.3,2.3,3.8,1.7,1.7,2.2,1.4,3.5,1.6,2.9,30.9
Lys,Mousset,FWD,BOU,4900000,0,7,0.538461538461538,1.0989010989011E-07,1.42857142857143E-06,0,7018,0,2,0,0,0,0,0,1.4,250,-1,0,7,1,0,0,0,0,0,1,0,0,0.1,5629,0,0,0,0,107,191,0,0,15,Burnley,Southampton,Crystal Palace,Man Utd,Liverpool,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,4.2
Marc,Muniesa,DEF,STK,4500000,0,0,0,0,0,0,4375,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,1,0,0,0,Liverpool,Swansea,Tottenham,Burnley,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daryl,Murphy,FWD,NEW,4500000,0,0,0,0,0,0,15289,0,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0.4,4593,0,0,0,0,0,171,0,0,0,West Brom,Chelsea,Leicester,Everton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob,Murphy,MID,NEW,5000000,2,10,0.769230769230769,1.53846153846154E-07,2E-06,0,9303,0,8,0,0,0,0,0,2,132,-5,0,10,5,0.3,0,1.5,0,0,0,0,0,0.1,1219,0,0,0,0,263,70,0,0,32,West Brom,Chelsea,Leicester,Everton,Arsenal,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,15.6
Jamie,Murphy,MID,BHA,4800000,0,6,0.461538461538462,9.61538461538462E-08,1.25E-06,0,3427,0,4,0,0,0,0,0,1.3,114,-2,0,6,2,0,0,0,0,0,0,0,0,0,1309,0,0,0,0,166,68,0,0,25,Crystal Palace,Liverpool,Huddersfield,Tottenham,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.1
Glenn,Murray,FWD,BHA,5800000,1,36,3.3,5.68965517241379E-07,6.20689655172414E-06,0,85013,4,8,0,0,0,4,0,6.2,12035,-2,0,36,2,0.6,0,3.3,6,0,3,0,0,4,257211,0,0,0,1,635,63040,0,0,94,Crystal Palace,Liverpool,Huddersfield,Tottenham,Burnley,4.9,3.9,2.5,2.4,3,2.9,2.5,2.9,3.6,3.2,2.5,3,4.1,3.6,3.1,3.8,3.6,2.7,3.7,4,3.5,3,2.7,3.7,2.3,39.7
Ahmed,Musa,MID,LEI,6200000,0,0,0,0,0,0,24530,0,0,0,0,0,0,0,0,323,-3,0,0,3,0,0,0,0,0,0,0,0,0.4,3293,0,0,0,0,0,56,0,0,0,Tottenham,Burnley,Newcastle,Southampton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charly,Musonda,MID,CHE,4800000,0,2,0.153846153846154,3.20512820512821E-08,4.16666666666667E-07,0,3814,0,0,0,0,0,0,0,0.4,92,-2,0,2,2,0,0,0,0,0,0,0,0,0,1462,0,0,0,0,26,4,0,0,-2,Swansea,Newcastle,West Ham,Huddersfield,Southampton,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.6
Shkodran,Mustafi,DEF,ARS,5400000,7,47,3.61538461538462,6.6951566951567E-07,8.7037037037037E-06,0,105672,1,1,0,0,0,1,0,8.7,3811,-1,-1,47,1,1.3,0,7,4,0,6,0,0,3.3,164599,0,0,0,1,630,51838,1,0,201,Huddersfield,Man Utd,Southampton,West Ham,Newcastle,5.4,4.7,2.7,2.7,4.7,5.2,3.2,2.8,4.1,2.4,5.4,2.5,4.2,2.6,3.6,2.9,4.5,2.1,4.7,4.4,2.3,5.3,1.8,4.5,2.7,36.8
Jordon,Mutch,MID,CRY,4500000,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,21,0,0,0,Brighton,West Brom,Bournemouth,Watford,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boaz,Myhill,GLK,WBA,4000000,0,1,0.0769230769230769,1.92307692307692E-08,2.5E-07,0,64581,1,1,0,2,0,0,0,0.3,1756,0,0,1,0,0,0,0,0,0,0,0,0,3.5,43693,0,0,0,0,90,1318,0,0,7,Newcastle,Crystal Palace,Swansea,Liverpool,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2
Luciano,Narsingh,MID,SWA,4800000,0,9,0.692307692307692,1.44230769230769E-07,1.875E-06,0,2982,0,5,0,0,0,0,0,1.9,77,-2,0,9,2,0.1,0,0.7,0,0,1,0,0,0,1108,0,0,0,0,205,14,0,0,18,Chelsea,Stoke,West Brom,Man City,Everton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,10.2
Kyle,Naughton,DEF,SWA,4600000,9,49,3.8,8.26086956521739E-07,1.06521739130435E-05,0,192453,1,15,0,0,0,0,0,10.7,10524,1,0,49,-1,0.9,0,4,7,0,5,0,1,5.3,352860,0,0,0,2,1167,9275,0,0,260,Chelsea,Stoke,West Brom,Man City,Everton,4.4,4.2,4.7,3,3.2,5.6,3.7,5.2,4.1,3.8,4.7,4.9,3.5,4,4.5,4.9,4.3,3.9,2.8,4.4,3.6,3.3,3.6,4,4.2,49.8
Wilfred,Ndidi,MID,LEI,4900000,2,31,2.4,4.89795918367347E-07,6.3265306122449E-06,0,26726,2,19,0,0,0,0,0,6.3,1397,-1,0,31,1,0.7,0,3.3,1,0,3,0,1,0.4,19725,0,0,0,0,1170,528,0,0,150,Tottenham,Burnley,Newcastle,Southampton,Crystal Palace,1.8,1.9,1.8,1.7,2.5,2,1.7,1.2,2.5,1.7,1.4,2.1,2.3,1.2,1.9,2.3,1.6,2.5,1.3,2.4,1.7,1.8,1.5,2.4,1.4,37.8
Reiss,Nelson,MID,ARS,4800000,0,0,0,0,0,0,2528,0,0,0,0,0,0,0,0,42,-2,0,0,2,0,0,0,0,0,0,0,0,0,1078,0,0,0,0,0,33,0,0,0,Huddersfield,Man Utd,Southampton,West Ham,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julien,Ngoy,FWD,STK,4500000,0,0,0,0,0,0,8318,0,0,0,0,0,0,0,0,2137,0,0,0,0,0,0,0,0,0,0,0,0,0.3,22296,0,0,0,0,0,5830,0,0,0,Liverpool,Swansea,Tottenham,Burnley,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oumar,Niasse,FWD,EVE,5000000,0,39,3,6E-07,7.8E-06,0,191778,2,8,0,0,0,5,0,7.8,33060,0,0,39,0,1.3,0,6.3,8,0,0,0,1,4.9,426089,0,0,0,2,377,20471,0,0,134,West Ham,Huddersfield,Liverpool,Newcastle,Swansea,0,3.6,1.9,2.4,2.7,2.2,2.7,2.4,3.3,2,3.7,3.3,1.5,4.4,2.8,2.2,3.4,3.1,2.7,3.5,2.4,3.5,2.1,2.9,2.4,47.8
Edward,Nketiah,FWD,ARS,5000000,0,0,0,0,0,0,637,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,1082,0,0,0,0,0,130,0,0,0,Huddersfield,Man Utd,Southampton,West Ham,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georges-Kevin,Nkoudou,MID,TOT,5400000,0,1,0.0769230769230769,1.42450142450142E-08,1.85185185185185E-07,0,789,0,0,0,0,0,0,0,0.2,25,-1,0,1,1,0,0,0,0,0,0,0,0,0,319,0,0,0,0,1,16,0,0,3,Leicester,Watford,Stoke,Brighton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Mark,Noble,MID,WHU,5400000,0,15,1.15384615384615,2.13675213675214E-07,2.77777777777778E-06,0,12321,2,16,0,0,0,0,0,2.8,286,-1,0,15,1,0.1,0,0.7,0,0,1,0,0,0.2,4776,0,0,0,0,611,26,0,0,113,Everton,Man City,Chelsea,Arsenal,Stoke,0.6,0.6,0.6,0.9,0.6,0.8,0.6,0.6,0.7,0.6,0.8,0.9,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,1,23.1
,Nolito,MID,MCI,7000000,0,0,0,0,0,0,1490,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,Southampton,West Ham,Man Utd,Swansea,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kristoffer,Nordfeldt,GLK,SWA,4000000,0,0,0,0,0,0,19357,0,0,0,0,0,0,0,0,515,0,0,0,0,0,0,0,0,0,0,0,0,1.1,10547,0,0,0,0,0,168,0,0,0,Chelsea,Stoke,West Brom,Man City,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver,Norwood,MID,BHA,4500000,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,3,0,0,0,Crystal Palace,Liverpool,Huddersfield,Tottenham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allan-Romeo,Nyom,DEF,WBA,4900000,1,29,2.23076923076923,4.55259026687598E-07,5.91836734693878E-06,0,156511,3,12,0,0,0,0,0,5.9,2727,-1,1,29,1,0.1,0,0.7,6,0,2,0,1,1.5,170442,0,0,0,0,766,634,-1,0,143,Newcastle,Crystal Palace,Swansea,Liverpool,Man Utd,2.1,3.3,1.5,1.3,2.1,1.6,1.8,2.5,1.7,2.5,1.1,1.2,1.9,1.7,2.7,2.2,1.8,1.5,2,1.7,1.1,2.5,1.4,2.1,2.5,25.3
Tashan,Oakley-Boothe,MID,TOT,4500000,0,0,0,0,0,0,1114,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1379,0,0,0,0,0,33,0,0,0,Leicester,Watford,Stoke,Brighton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro,Obiang,MID,WHU,4500000,2,24,2.7,6E-07,5.33333333333333E-06,0,125399,2,16,0,0,0,1,0,5.3,4418,0,0,24,0,0.4,0,1.7,3,0,2,0,0,1.2,137343,0,0,0,1,689,414,0,0,133,Everton,Man City,Chelsea,Arsenal,Stoke,2.2,1.4,2.1,3.2,1.6,3,2.1,1.5,2.8,1.7,2.9,3.2,1.4,1.9,1.4,2.5,2.4,2.6,2.4,1.8,2.5,1.4,1.6,1.8,3.4,24.7
Angelo,Ogbonna,DEF,WHU,4300000,2,6,0.8,1.86046511627907E-07,1.3953488372093E-06,0,33537,1,22,0,0,0,0,0,1.4,666,-2,0,6,2,0.2,0,1,0,0,0,0,0,0.7,12024,0,0,0,0,720,725,0,0,106,Everton,Man City,Chelsea,Arsenal,Stoke,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.5,0.4,0.4,1.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,18.5
Stefano,Okaka,FWD,WAT,5300000,0,8,0.615384615384615,1.1611030478955E-07,1.50943396226415E-06,0,56711,0,3,0,0,0,1,0,1.5,684,-2,0,8,2,0.1,0,0.3,1,0,0,0,0,0.4,44748,0,0,0,0,63,420,0,0,29,Man Utd,Tottenham,Burnley,Crystal Palace,Huddersfield,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,8.7
Shinji,Okazaki,FWD,LEI,5500000,0,34,3.4,6.18181818181818E-07,6.18181818181818E-06,0,362143,1,7,0,0,0,4,0,6.1,23411,0,1,34,0,0.1,0,0.7,4,0,2,0,0,4.3,438795,0,0,0,0,513,5224,-1,0,126,Tottenham,Burnley,Newcastle,Southampton,Crystal Palace,3.1,3.1,3.1,3.2,5.1,3.8,3.5,2.5,4.2,2.7,3,3.9,3.2,2.9,4.4,3.7,3.4,3.9,3.2,4,2.9,3.4,3.7,4.3,2.6,44.4
Martin,Olsson,DEF,SWA,5000000,5,40,3.6,7.2E-07,8E-06,0,17622,1,11,0,0,0,0,0,8,358,0,0,40,0,0.4,0,2,0,0,6,0,0,0.3,13831,0,0,0,0,986,212,0,0,183,Chelsea,Stoke,West Brom,Man City,Everton,4.1,3.9,4.4,2.7,2.9,5.3,3.4,4.8,3.8,3.5,4.4,4.5,3.2,3.7,4.2,4.6,4,3.6,2.6,4.1,3.3,3,3.3,3.6,3.9,27.2
Divock,Origi,FWD,LIV,7400000,0,1,1,1.35135135135135E-07,1.35135135135135E-07,0,21214,0,1,0,0,0,0,0,0.1,67,-1,0,1,1,0,0,0,0,0,0,0,0,0.2,1087,0,0,0,0,9,3,0,0,3,Stoke,Brighton,Everton,West Brom,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oriol Romeu,MID,SOU,4400000,0,24,2,4.54545454545455E-07,5.45454545454545E-06,0,182206,4,14,0,0,0,0,0,5.5,8851,-1,0,24,1,0.2,0,1,0,0,4,0,0,2.6,92986,0,0,0,0,1034,2022,0,0,180,Man City,Bournemouth,Arsenal,Leicester,Chelsea,1,1.5,1.8,1.4,1.4,1.8,1.2,1,1.8,1.4,1.2,1.3,1.3,1.4,1.4,1.3,1.4,1.9,1.3,1,1.1,1.3,1.6,1.7,1,47.5
David,Ospina,GLK,ARS,4800000,0,0,0,0,0,0,6925,0,0,0,0,0,0,0,0,99,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,1164,0,0,0,0,0,36,0,0,0,Huddersfield,Man Utd,Southampton,West Ham,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolas,Otamendi,DEF,MCI,5800000,0,56,4.7,8.10344827586207E-07,9.6551724137931E-06,0,716874,5,8,0,0,0,2,0,9.7,29094,3,0,56,-3,0.1,0,0.3,5,0,6,0,0,16.9,1228292,1,0,0,2,1060,45773,0,0,269,Southampton,West Ham,Man Utd,Swansea,Tottenham,5.4,6.7,3.8,5.4,5.7,5.5,5.1,5.7,5.6,4.9,5.8,6.5,5.8,5.1,4.4,5.1,5.5,6.5,4.3,5.8,5.5,5,5.7,7,5.7,45.9
