"","id","name","type"
"533","sr:player:55570","Duffy, Shane","defender"
"534","sr:player:693","Rosenior, Liam","defender"
"535","sr:player:70900","Propper, Davy","midfielder"
"536","sr:player:97409","Locadia, Jurgen","forward"
"537","sr:player:18154","Krul, Tim","goalkeeper"
"538","sr:player:6948","Suttner, Markus","defender"
"539","sr:player:280613","Mateju, Ales","defender"
"540","sr:player:775303","Hutchinson, Desmond","midfielder"
"541","sr:player:934554","Molumby, Jayson","midfielder"
"542","sr:player:326393","Bjordal, Henrik","midfielder"
"543","sr:player:1069194","Connolly, Aaron","forward"
"544","sr:player:834953","Tilley, James","midfielder"
"545","sr:player:8994","Boruc, Artur","goalkeeper"
"546","sr:player:15152","Francis, Simon","defender"
"547","sr:player:1058143","Harfield, Ollie","defender"
"548","sr:player:42707","Cook, Steve","defender"
"549","sr:player:19343","Gosling, Dan","midfielder"
"550","sr:player:149663","Ake, Nathan","defender"
"551","sr:player:14695","Surman, Andrew","midfielder"
"552","sr:player:11764","Pugh, Marc","midfielder"
"553","sr:player:39121","Arter, Harry","midfielder"
"554","sr:player:21501","Daniels, Charlie","defender"
"555","sr:player:113956","Wilson, Callum","forward"
"556","sr:player:149814","Smith, Brad","defender"
"557","sr:player:44566","Smith, Adam","defender"
"558","sr:player:548188","Cook, Lewis","midfielder"
"559","sr:player:100621","King, Joshua","forward"
"560","sr:player:946","Defoe, Jermain","forward"
"561","sr:player:44823","Stanislas, Junior","midfielder"
"562","sr:player:52023","Allsop, Ryan","goalkeeper"
"563","sr:player:583558","Hyndman, Emerson","midfielder"
"564","sr:player:138261","Fraser, Ryan","midfielder"
"565","sr:player:303638","Mings, Tyrone","defender"
"566","sr:player:13918","Begovic, Asmir","goalkeeper"
"567","sr:player:16381","Wiggins, Rhoys","defender"
"568","sr:player:377108","Mousset, Lys","forward"
"569","sr:player:13159","Federici, Adam","goalkeeper"
"570","sr:player:185955","Ibe, Jordon","midfielder"
"571","sr:player:939344","Butcher, Matt","midfielder"
"572","sr:player:953286","Simpson, Jack","defender"
"573","sr:player:1136323","Worthington, Matt","defender"
"574","sr:player:1399459","Hobson, Shaun","defender"
"575","sr:player:1399461","Ndjoli, Mikael","forward"
"576","sr:player:1399463","Taylor, Kyle","midfielder"
"577","sr:player:37514","Lossl, Jonas","goalkeeper"
"578","sr:player:305314","Smith, Tommy","defender"
"579","sr:player:49736","Malone, Scott","defender"
"580","sr:player:9710","Whitehead, Dean","midfielder"
"581","sr:player:138837","Kongolo, Terence","defender"
"582","sr:player:101393","Hogg, Jonathan","midfielder"
"583","sr:player:31772","Scannell, Sean","forward"
"584","sr:player:548660","Billing, Philip","midfielder"
"585","sr:player:114066","Kachunga, Elias","forward"
"586","sr:player:104813","Mooy, Aaron","midfielder"
"587","sr:player:878898","Sabiri, Abdelhamid","midfielder"
"588","sr:player:344873","Coleman, Joel","goalkeeper"
"589","sr:player:38547","Lowe, Chris","defender"
"590","sr:player:38096","van La Parra, Rajiv","midfielder"
"591","sr:player:1233204","Williams, Danny","midfielder"
"592","sr:player:171235","Depoitre, Laurent","forward"
"593","sr:player:180009","Pritchard, Alex","midfielder"
"594","sr:player:122663","Ince, Tom","midfielder"
"595","sr:player:117399","Quaner, Collin","forward"
"596","sr:player:345035","Mounie, Steve","forward"
"597","sr:player:26404","Zanka","defender"
"598","sr:player:96905","Schindler, Christopher","defender"
"599","sr:player:280565","Stankovic, Jon","defender"
"600","sr:player:836","Green, Robert","goalkeeper"
"601","sr:player:354860","Hadergjonaj, Florent","defender"
"602","sr:player:936290","Williams, Jordan","defender"
"603","sr:player:1391011","O'Brien, Lewis","midfielder"
"604","sr:player:127532","Hefele, Michael","defender"
