FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Kelechi,Iheanacho,FWD,LEI,6500000,5,16,0.615384615384615,9.46745562130178E-08,2.46153846153846E-06,0,138333,1,6,0,0,0,0,0,2.5,306,-5,0,16,5,0.2,0,1.5,0,0,0,0,1,0.6,17243,0,0,0,0,336,1048,0,0,35,Man City,Stoke,Bournemouth,West Brom,Arsenal,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,19.2
Giannelli,Imbula,MID,STK,4500000,0,0,0,0,0,0,8358,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0.1,971,0,0,0,0,0,0,0,0,0,Brighton,Leicester,Southampton,Man City,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Ince,MID,HUD,5500000,1,63,2.5,4.54545454545455E-07,1.14545454545455E-05,0,91318,0,34,0,0,0,1,0,11.5,275,-5,0,63,5,0.2,0,1.3,3,0,6,0,1,0.4,32806,0,0,0,0,1999,51,0,0,206,Bournemouth,West Brom,Tottenham,Swansea,Crystal Palace,2.5,1.5,1.2,2.4,2.3,1.7,1.3,2.1,1.3,3,1.2,2.6,105
Danny,Ings,FWD,LIV,5400000,0,3,0.115384615384615,2.13675213675214E-08,5.55555555555556E-07,0,6294,0,0,0,0,0,0,0,0.6,85,-1,0,3,1,0.1,0,0.3,0,0,0,0,0,0.1,4129,0,0,0,0,28,91,0,0,9,Southampton,West Ham,Newcastle,Man Utd,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.3
Stephen,Ireland,MID,STK,4500000,0,1,0.0384615384615385,8.54700854700855E-09,2.22222222222222E-07,0,1084,1,3,0,0,0,0,0,0.2,125,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0,2107,0,0,0,0,90,28,0,0,1,Brighton,Leicester,Southampton,Man City,Everton,0,0,0,0,0,0,0,0,0,0,0,0,2.7
Alex,Iwobi,MID,ARS,5100000,5,55,3.4,6.66666666666667E-07,1.07843137254902E-05,0,187905,1,15,0,0,0,2,0,10.8,2358,-4,0,55,4,0.9,0,4.8,1,0,6,0,3,0.8,85892,0,0,0,0,1085,3433,0,0,272,Tottenham,Man City,Brighton,Watford,Leicester,1.7,2.6,2,3.4,2.2,3.9,3.6,2.6,4.2,1.7,3.6,2.4,110.9
,Izquierdo,MID,BHA,5900000,8,57,2.19230769230769,3.71577574967406E-07,9.66101694915254E-06,0,6738,2,17,0,0,0,3,0,9.7,111,-1,0,57,1,0.5,0,3,3,0,3,0,2,0.1,8568,0,0,0,0,1021,462,0,0,175,Stoke,Swansea,Arsenal,Everton,Man City,1.2,1.9,2.1,1.5,1.1,1.9,2.4,1.1,1.6,1.2,1.5,1.1,65.1
Jaroslaw,Jach,DEF,CRY,4500000,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,15,0,0,0,Everton,Tottenham,Man Utd,Chelsea,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Jagielka,DEF,EVE,4700000,0,28,1.07692307692308,2.29132569558101E-07,5.95744680851064E-06,0,343916,1,30,0,0,0,0,0,6,1089,-3,0,28,3,0.1,0,0.3,4,0,2,0,0,2.3,106677,0,0,0,1,1264,151,0,0,242,Crystal Palace,Watford,Burnley,Brighton,Stoke,1.2,0.6,0.5,0.9,0.5,0.5,0.7,0.5,0.5,0.5,0.7,0.5,38.7
Eldin,Jakupovic,GLK,LEI,4200000,0,0,0,0,0,0,9276,0,0,0,0,0,0,0,0,57,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,1340,0,0,0,0,0,51,0,0,0,Man City,Stoke,Bournemouth,West Brom,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0
Matty,James,MID,LEI,4400000,1,20,0.769230769230769,1.74825174825175E-07,4.54545454545455E-06,0,26033,2,8,0,0,0,0,0,4.5,152,-1,0,20,1,0.5,0,2,0,0,4,0,0,0.2,18401,0,0,0,0,721,164,0,0,94,Man City,Stoke,Bournemouth,West Brom,Arsenal,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,18.9
Kyle,Jameson,DEF,WBA,4000000,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,331,0,0,0,0,0,331,0,0,0,Chelsea,Huddersfield,Watford,Leicester,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0
Daryl,Janmaat,DEF,WAT,4800000,8,38,1.46153846153846,3.04487179487179E-07,7.91666666666667E-06,0,27304,1,24,0,0,0,3,0,7.9,285,-2,0,38,2,0.8,0,3.8,3,0,0,0,1,0.3,25339,0,0,0,2,1025,2176,0,0,204,West Ham,Everton,West Brom,Arsenal,Liverpool,1,0.8,1,0.8,0.9,0.8,1,0.8,1.8,0.8,0.8,0.7,58.8
Vincent,Janssen,FWD,TOT,7400000,0,1,1,1.35135135135135E-07,1.35135135135135E-07,0,8947,0,0,0,0,0,0,0,0.1,8,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,970,0,0,0,0,1,2,0,0,2,Arsenal,Crystal Palace,Huddersfield,Bournemouth,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0
Carl,Jenkinson,DEF,ARS,4500000,0,0,0,0,0,0,13406,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0.1,732,0,0,0,0,0,0,0,0,0,Tottenham,Man City,Brighton,Watford,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0
,Jese,MID,STK,5400000,0,26,1,1.85185185185185E-07,4.81481481481482E-06,0,585983,0,14,0,0,0,1,0,4.8,582,-6,0,26,6,0,0,0,2,0,1,0,1,1.9,577677,0,0,0,1,482,6,0,0,77,Brighton,Leicester,Southampton,Man City,Everton,0,0,0,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.7
,Jesus,FWD,MCI,9900000,0,77,4.3,4.34343434343434E-07,7.77777777777778E-06,0,2247237,3,8,0,0,0,8,0,7.8,3218,-6,0,77,6,0,1,0,11,0,6,0,4,4.6,1832956,0,0,0,2,1007,71,0,0,272,Leicester,Arsenal,Chelsea,Stoke,Brighton,0,0,0,5.2,5.7,4.5,4.9,3.9,5,4.4,5.9,5.1,136.5
,Joao Mario,MID,WHU,6500000,5,7,0.269230769230769,4.14201183431953E-08,1.07692307692308E-06,0,2094,0,4,0,0,0,0,0,1.1,694,0,0,7,0,0.5,0,3.5,0,0,0,0,1,0.2,11838,0,0,0,0,180,2205,0,0,32,Watford,Liverpool,Swansea,Burnley,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,10.1
,Joel Pereira,GLK,MUN,4000000,0,0,0,0,0,0,157027,0,0,0,0,0,0,0,0,2488,0,0,0,0,0,0,0,0,0,0,0,0,6.4,400290,0,0,0,0,0,242,0,0,0,Newcastle,Chelsea,Crystal Palace,Liverpool,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Johnson,MID,WHU,4500000,0,0,0,0,0,0,571,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,876,0,0,0,0,0,19,0,0,0,Watford,Liverpool,Swansea,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0
Glen,Johnson,DEF,STK,4100000,0,1,0.0384615384615385,9.38086303939963E-09,2.4390243902439E-07,0,33359,0,6,0,0,0,0,0,0.2,62,-4,0,1,4,0,0,0,0,0,0,0,0,0.2,7038,0,0,0,0,149,104,0,0,23,Brighton,Leicester,Southampton,Man City,Everton,0,0,0,0,0,0,0,0,0,0,0,0,4.4
Phil,Jones,DEF,MUN,5700000,0,99,5,8.7719298245614E-07,1.73684210526316E-05,0,1229334,2,10,0,0,0,0,0,17.4,47100,7,0,99,-7,0.6,0,3.3,16,0,13,0,0,16.4,2004893,1,0,0,2,1703,9037,0,0,473,Newcastle,Chelsea,Crystal Palace,Liverpool,West Ham,4.9,6.8,5.7,7.1,5.6,6.4,4.6,7,4.6,7.5,5.5,7.1,43
,Jordan Ayew,FWD,SWA,5300000,2,82,3.2,6.0377358490566E-07,1.54716981132075E-05,0,478761,1,33,0,0,0,5,0,15.5,16712,3,0,82,-3,0.9,0,5,9,0,6,0,2,12.5,1038429,0,0,0,0,2030,50254,0,0,286,Burnley,Brighton,West Ham,Huddersfield,Southampton,3.1,2.9,3.6,2.8,3.5,2.2,2.9,3.7,2.7,2.5,3.2,4,118
,Joselu,FWD,NEW,5500000,0,61,2.8,5.09090909090909E-07,1.10909090909091E-05,0,155635,2,24,0,0,0,4,0,11.1,2111,0,0,61,0,0.4,1,2.3,5,0,5,0,1,0.6,168279,0,0,0,0,1549,327,0,0,197,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,2.6,2.6,2,2.8,2,3.2,2.5,2.8,2.3,3,2.7,1.9,100.4
Christian,Kabasele,DEF,WAT,4600000,0,58,2.4,5.21739130434783E-07,1.26086956521739E-05,0,138994,4,40,0,0,0,2,0,12.6,2998,1,0,58,-1,0.4,0,1.8,1,0,5,0,0,1.3,202022,1,0,0,1,2039,343,0,0,355,West Ham,Everton,West Brom,Arsenal,Liverpool,0,1.9,2.3,1.9,2,1.8,2.3,1.9,3.4,1.8,1.9,1.6,71.1
Younes,Kaboul,DEF,WAT,4200000,0,7,0.269230769230769,6.41025641025641E-08,1.66666666666667E-06,0,22994,0,3,0,0,0,0,0,1.7,40,-3,0,7,3,0,0,0,0,0,1,0,0,0.1,3444,0,0,0,0,151,7,0,0,35,West Ham,Everton,West Brom,Arsenal,Liverpool,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5
Elias,Kachunga,MID,HUD,5700000,0,44,1.69230769230769,2.96896086369771E-07,7.71929824561404E-06,0,26512,1,23,0,0,0,1,0,7.7,41,-3,0,44,3,0,0,0,0,0,6,0,1,0.1,13843,0,0,0,0,1253,9,0,0,146,Bournemouth,West Brom,Tottenham,Swansea,Crystal Palace,0,0,0.8,1.3,1.3,0.9,0.8,1.1,0.8,1.7,0.8,1.4,53.8
Sullay,Kaikai,MID,CRY,4300000,0,1,1,2.32558139534884E-07,2.32558139534884E-07,0,11838,0,0,0,0,0,0,0,0.2,50,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,13240,0,0,0,0,13,4,0,0,5,Everton,Tottenham,Man Utd,Chelsea,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0.6
Harry,Kane,FWD,TOT,12800000,4,161,6.4,5E-07,1.2578125E-05,0,3342871,4,23,0,0,0,22,0,12.6,26381,3,1,161,-3,0.5,1,6.8,27,0,10,0,1,43.9,3937498,0,0,0,7,2131,21565,-1,0,572,Arsenal,Crystal Palace,Huddersfield,Bournemouth,Newcastle,9.2,7.6,9.6,7.8,9,6.1,7.6,8.6,7.4,8.9,7.4,9.4,302.4
N'Golo,Kante,MID,CHE,4900000,2,71,3.1,6.3265306122449E-07,1.44897959183673E-05,0,1087882,2,18,0,0,0,1,0,14.5,9267,-1,0,71,1,0.5,0,2.3,6,0,13,0,1,11.6,725903,0,0,0,0,2004,3468,0,0,452,West Brom,Man Utd,Man City,Crystal Palace,Burnley,3.4,1.6,1.6,2.9,2.5,2.5,3.3,2.6,3.7,2.7,2.3,2.8,112
Loris,Karius,GLK,LIV,4800000,9,32,1.23076923076923,2.56410256410256E-07,6.66666666666667E-06,0,8986,0,7,0,8,0,0,0,6.7,302,-2,0,32,2,0.9,0,4.5,2,0,3,0,0,0.3,13062,0,0,1,0,630,3224,0,0,136,Southampton,West Ham,Newcastle,Man Utd,Watford,0.7,1,0.7,0.6,0.9,1.1,0.6,0.6,0.6,0.9,0.6,1,8.7
Orestis,Karnezis,GLK,WAT,4500000,2,14,0.538461538461538,1.1965811965812E-07,3.11111111111111E-06,0,752,0,6,0,9,0,0,0,3.1,54,0,0,14,0,0.8,0,3.5,3,0,1,0,0,0,1561,0,0,0,0,301,177,0,0,61,West Ham,Everton,West Brom,Arsenal,Liverpool,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,7.9
Beram,Kayal,MID,BHA,4400000,1,9,0.346153846153846,7.86713286713287E-08,2.04545454545455E-06,0,5705,0,5,0,0,0,0,0,2,52,-1,0,9,1,0.2,0,1,0,0,0,0,0,0.1,2766,0,0,0,0,206,48,0,0,27,Stoke,Swansea,Arsenal,Everton,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.8
Michael,Keane,DEF,EVE,5300000,-1,41,2.3,4.33962264150943E-07,7.73584905660377E-06,0,551956,2,33,0,0,0,0,0,7.7,1299,-2,0,41,2,0.3,0,1.5,7,0,3,0,1,4.5,149148,0,0,0,0,1479,591,0,0,307,Crystal Palace,Watford,Burnley,Brighton,Stoke,3.4,2,1.8,2.7,1.7,1.9,2.4,1.4,1.9,1.5,2.3,1.8,50.9
Martin,Kelly,DEF,CRY,4200000,1,32,1.23076923076923,2.93040293040293E-07,7.61904761904762E-06,0,38444,1,13,0,0,0,0,0,7.6,4226,-3,0,32,3,0.5,0,2.3,1,0,4,0,0,1.2,88689,0,0,0,0,873,1404,0,0,159,Everton,Tottenham,Man Utd,Chelsea,Huddersfield,0,0.8,0.8,0.6,0.6,0.9,0.6,1.1,0.7,0.7,0.6,0.8,26.3
,Kenedy,MID,NEW,4700000,1,9,0.346153846153846,7.36497545008183E-08,1.91489361702128E-06,0,5380,0,1,0,0,0,0,0,1.9,1206,-3,0,9,3,0.5,0,2.3,2,0,1,0,1,0.6,37316,0,0,0,0,127,4675,0,0,24,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,18.4
Jonjoe,Kenny,DEF,EVE,4400000,0,47,2.8,6.36363636363636E-07,1.06818181818182E-05,0,248960,2,29,0,0,0,0,0,10.7,10463,-1,0,47,1,0.1,0,0.5,2,0,5,0,2,4.2,466744,0,0,0,1,1454,1659,0,0,292,Crystal Palace,Watford,Burnley,Brighton,Stoke,4.2,2.7,2.4,3.6,2.3,2.6,3.2,2,2.6,2.1,3.1,2.5,53.2
,Ki Sung-yueng,MID,SWA,4900000,8,33,2.4,4.89795918367347E-07,6.73469387755102E-06,0,1752,1,14,0,0,0,0,0,6.7,76,-1,0,33,1,0.8,0,3.8,3,0,3,0,1,0,2139,0,0,0,0,1072,478,0,0,167,Burnley,Brighton,West Ham,Huddersfield,Southampton,1.9,1.4,2.2,1.7,1.8,1.2,1.7,2.6,1.2,1.7,1.8,2,37.1
,Kiko Femenia,DEF,WAT,4300000,0,51,3.4,7.90697674418605E-07,1.18604651162791E-05,0,459252,2,22,0,0,0,0,0,11.9,1776,-2,0,51,2,0,0,0,9,0,5,0,1,1.3,483656,0,0,0,1,1214,129,0,0,298,West Ham,Everton,West Brom,Arsenal,Liverpool,3.7,3.3,3.8,3.2,3.4,3.2,3.8,3.2,4.8,3.1,3.2,2.9,50.7
Andy,King,MID,SWA,4200000,0,23,0.884615384615385,2.10622710622711E-07,5.47619047619048E-06,0,323065,1,12,0,0,0,1,0,5.5,6366,-3,0,23,3,0,0,0,1,0,0,0,1,3.8,445352,0,0,0,0,533,4177,0,0,83,Burnley,Brighton,West Ham,Huddersfield,Southampton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,21.6
Joshua,King,FWD,BOU,7000000,6,60,2.9,4.14285714285714E-07,8.57142857142857E-06,0,327819,2,20,0,0,0,3,0,8.6,568,-5,0,60,5,0.3,0,2,3,0,5,0,3,1.1,90863,0,0,0,0,1566,2183,0,0,201,Huddersfield,Newcastle,Leicester,Tottenham,West Brom,2.4,3,2.5,2.7,3.3,2.7,3.2,2.1,2.8,2.8,2.8,2.4,124.3
Stephen,Kingsley,DEF,SWA,4500000,0,0,0,0,0,0,5881,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,Burnley,Brighton,West Ham,Huddersfield,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0
Davy,Klaassen,MID,EVE,6900000,0,4,0.153846153846154,2.22965440356745E-08,5.79710144927536E-07,0,82591,0,4,0,0,0,0,0,0.6,74,-6,0,4,6,0,0,0,0,0,0,0,0,0.3,5560,0,0,0,0,187,25,0,0,10,Crystal Palace,Watford,Burnley,Brighton,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.8
Ragnar,Klavan,DEF,LIV,4400000,0,62,2.38461538461538,5.41958041958042E-07,1.40909090909091E-05,0,217155,0,13,0,0,0,1,0,14.1,9369,-1,0,62,1,0.1,0,0.3,7,0,6,0,0,1.9,286284,0,0,0,2,1172,163,0,0,303,Southampton,West Ham,Newcastle,Man Utd,Watford,2.1,2.8,2,1.5,2.5,2.9,1.3,1.9,1.6,2.6,1.9,2.8,37.9
Anthony,Knockaert,MID,BHA,5500000,2,64,2.8,5.09090909090909E-07,1.16363636363636E-05,0,114741,4,18,0,0,0,2,0,11.6,434,-5,0,64,5,0.2,0,1,5,0,8,0,1,0.5,46936,0,0,0,0,1683,99,0,0,281,Stoke,Swansea,Arsenal,Everton,Man City,1.8,2.8,3,2.3,1.4,2.8,3.4,1.7,2.4,1.9,2.3,1.4,112.1
Aleksandar,Kolarov,DEF,MCI,5500000,0,0,0,0,0,0,2146,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,Leicester,Arsenal,Chelsea,Stoke,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0
Sead,Kolasinac,DEF,ARS,5900000,1,80,4.2,7.11864406779661E-07,1.35593220338983E-05,0,1122027,1,19,0,0,0,1,0,13.6,5665,-1,0,80,1,0.1,0,0.5,6,0,7,0,4,6.6,816387,0,0,0,1,1476,699,0,0,355,Tottenham,Man City,Brighton,Watford,Leicester,3.4,4.9,4,5.9,3.1,6,5.7,3.4,6.3,3.1,5.7,3.5,88.3
Vincent,Kompany,DEF,MCI,5800000,2,26,1,1.72413793103448E-07,4.48275862068966E-06,0,269742,4,5,0,0,0,0,0,4.5,268,-2,0,26,2,0.1,0,0.5,0,0,3,0,0,1.8,75233,0,0,0,0,764,661,0,0,158,Leicester,Arsenal,Chelsea,Stoke,Brighton,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.7,0.5,31.2
Terence,Kongolo,DEF,HUD,4400000,1,3,0.115384615384615,2.62237762237762E-08,6.81818181818182E-07,0,507,0,5,0,0,0,0,0,0.7,48,-1,0,3,1,0.2,0,0.8,0,0,0,0,0,0,1565,0,0,0,0,199,255,0,0,33,Bournemouth,West Brom,Tottenham,Swansea,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.6
Laurent,Koscielny,DEF,ARS,6000000,7,94,4.5,7.5E-07,1.56666666666667E-05,0,145175,4,25,0,0,0,2,0,15.7,1561,0,0,94,0,0.8,0,4.5,16,0,9,0,0,1.7,165505,0,0,0,3,1865,8039,0,0,497,Tottenham,Man City,Brighton,Watford,Leicester,3.7,5.4,4.5,6.5,3.5,6.5,6.3,3.8,6.8,3.4,6.3,3.9,85
Cheikhou,Kouyate,MID,WHU,5000000,2,55,2.6,5.2E-07,1.1E-05,0,59232,2,34,0,0,0,2,0,11,530,0,0,55,0,0.6,0,2.8,2,0,3,0,1,0.4,72981,0,0,0,0,1720,224,0,0,239,Watford,Liverpool,Swansea,Burnley,Man Utd,2.1,1.3,1.9,2.3,2,2.2,1.5,2.4,1.3,1.5,1.6,3.1,70.2
Tim,Krul,GLK,BHA,4000000,0,0,0,0,0,0,32727,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0.9,65781,0,0,0,0,0,425,0,0,0,Stoke,Swansea,Arsenal,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0
Grzegorz,Krychowiak,MID,WBA,4800000,0,44,2.4,5E-07,9.16666666666667E-06,0,26738,2,23,0,0,0,0,0,9.2,251,-2,0,44,2,0.5,0,2.5,4,0,3,0,3,0.2,31456,0,0,0,0,1219,15,0,0,200,Chelsea,Huddersfield,Watford,Leicester,Bournemouth,0,2.7,1.4,2.2,1.6,2,2.2,1.2,1.7,1.7,1.8,1.3,43.3
Alexandre,Lacazette,FWD,ARS,10200000,0,98,3.9,3.82352941176471E-07,9.6078431372549E-06,0,1694932,1,24,0,0,0,9,0,9.6,28504,-3,1,98,3,0.3,0,3,5,0,8,0,4,7.6,1218512,0,0,0,1,1783,1080,-1,0,375,Tottenham,Man City,Brighton,Watford,Leicester,2.7,4.6,3.2,5,3.3,5.7,5.1,3.5,5.2,2.4,4.7,3.1,199.2
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,139597,0,1,0,0,0,0,0,0.2,3437,0,0,1,0,0,0,0,0,0,0,0,0,1.7,207875,0,0,0,0,16,87,0,0,3,Everton,Tottenham,Man Utd,Chelsea,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Adam,Lallana,MID,LIV,7300000,0,7,0.269230769230769,3.68809272918862E-08,9.58904109589041E-07,0,39874,1,1,0,0,0,0,0,1,177,-2,0,7,2,0.1,0,0.5,0,0,1,0,0,0.3,8399,0,0,0,0,150,28,0,0,25,Southampton,West Ham,Newcastle,Man Utd,Watford,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,22.5
Erik,Lamela,MID,TOT,6300000,4,24,0.923076923076923,1.46520146520147E-07,3.80952380952381E-06,0,11702,2,5,0,0,0,0,0,3.8,139,-2,0,24,2,0.3,0,1.8,0,0,2,0,3,0.1,10400,0,0,0,0,300,157,0,0,80,Arsenal,Crystal Palace,Huddersfield,Bournemouth,Newcastle,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.5
Manuel,Lanzini,MID,WHU,6700000,0,74,4.1,6.11940298507463E-07,1.1044776119403E-05,0,225508,3,26,0,0,0,3,0,11,3673,-3,0,74,3,0.6,1,4.3,8,0,4,0,6,1.3,227930,0,0,0,2,1449,90,0,0,353,Watford,Liverpool,Swansea,Burnley,Man Utd,0,0,0,0,0,4.4,3.2,4.8,2.9,3.2,3.4,5.7,118.4
Aymeric,Laporte,DEF,MCI,5500000,0,6,0.230769230769231,4.1958041958042E-08,1.09090909090909E-06,0,11322,0,0,0,0,0,0,0,1.1,7788,0,0,6,0,0.5,0,3,0,0,1,0,0,1.6,103518,0,0,0,0,90,8375,0,0,26,Leicester,Arsenal,Chelsea,Stoke,Brighton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.3
Jamaal,Lascelles,DEF,NEW,4600000,2,80,3.8,8.26086956521739E-07,1.73913043478261E-05,0,702871,3,20,0,0,0,3,0,17.4,5297,1,0,80,-1,0.8,0,3.8,8,0,5,0,0,7,957519,0,0,0,2,1847,12780,0,0,348,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,4.4,3.5,4,4.5,3.6,4.9,3.4,5.2,3,4.5,4.6,4.3,73.4
,Lee Chung-yong,MID,CRY,4300000,0,4,0.153846153846154,3.5778175313059E-08,9.30232558139535E-07,0,41303,0,2,0,0,0,0,0,0.9,124,-2,0,4,2,0,0,0,0,0,0,0,0,0.3,42476,0,0,0,0,110,64,0,0,11,Everton,Tottenham,Man Utd,Chelsea,Huddersfield,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.2
Adam,Legzdins,GLK,BUR,4000000,0,0,0,0,0,0,4170,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0.1,9162,0,0,0,0,0,70,0,0,0,Swansea,Southampton,Everton,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0
Florian,Lejeune,DEF,NEW,4300000,0,17,0.653846153846154,1.52057245080501E-07,3.95348837209302E-06,0,35044,3,21,0,0,0,0,0,4,49,-2,0,17,2,0,0,0,0,0,1,0,0,0.1,5791,0,0,0,0,1023,18,0,0,173,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,36.3
Jonathan,Leko,MID,WBA,4500000,0,0,0,0,0,0,4349,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,751,0,0,0,0,0,19,0,0,0,Chelsea,Huddersfield,Watford,Leicester,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario,Lemina,MID,SOU,4800000,10,42,1.61538461538462,3.36538461538462E-07,8.75E-06,0,27489,1,22,0,0,0,1,0,8.8,187,-2,0,42,2,0.7,0,3.3,3,0,3,0,0,0.1,23148,0,0,0,0,1209,1356,0,0,251,Liverpool,Burnley,Stoke,Newcastle,Swansea,0.8,0.9,1,1,1,0.9,0.8,0.8,0.8,1.1,1.1,0.8,50.4
Aaron,Lennon,MID,BUR,5400000,2,34,1.30769230769231,2.42165242165242E-07,6.2962962962963E-06,0,9806,0,16,0,0,0,0,0,6.3,247,-1,0,34,1,0.2,0,1,0,0,3,0,2,0.1,8934,0,0,0,0,908,1071,0,0,103,Swansea,Southampton,Everton,West Ham,Chelsea,0.7,0.7,1,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,33
,Lewis Cook,MID,BOU,4300000,2,34,1.9,4.41860465116279E-07,7.90697674418605E-06,0,57450,3,20,0,0,0,0,0,7.9,1101,-2,0,34,2,0.5,0,2.3,0,0,2,0,1,1,57323,0,0,0,0,1273,3196,0,0,204,Huddersfield,Newcastle,Leicester,Tottenham,West Brom,1.2,1.4,1,1.1,1.6,1.1,1.4,1,1.1,1.1,1.4,1.1,57.1
Anders,Lindegaard,GLK,BUR,4000000,0,0,0,0,0,0,5281,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0.2,13647,0,0,0,0,0,206,0,0,0,Swansea,Southampton,Everton,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0
