FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Jayson,Molumby,MID,BHA,4500000,0,0,0,0,0,0,614,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,737,0,0,0,0,0,4,0,0,0,Stoke,Swansea,Arsenal,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0
Nacho,Monreal,DEF,ARS,5700000,1,110,5,8.7719298245614E-07,1.92982456140351E-05,0,1084395,3,24,0,0,0,4,0,19.3,31097,2,0,110,-2,1.1,0,6.3,14,0,9,0,2,8.7,1239266,0,0,0,2,1833,19246,0,0,531,Tottenham,Man City,Brighton,Watford,Leicester,0,6.3,5.1,7.3,4.1,7.5,7.2,4.5,7.5,4.1,7.2,4.6,104.8
Jefferson,Montero,MID,SWA,4900000,0,0,0,0,0,0,3019,0,0,0,0,0,0,0,0,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,2,0,0,0,Burnley,Brighton,West Ham,Huddersfield,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Mooy,MID,HUD,5300000,1,87,3.3,6.22641509433962E-07,1.64150943396226E-05,0,809406,2,43,0,0,0,4,0,16.4,8560,-2,1,87,2,0.5,0,2.5,6,0,7,0,2,5.8,952057,0,0,0,2,2203,2370,-1,0,425,Bournemouth,West Brom,Tottenham,Swansea,Crystal Palace,3.7,2.4,1.8,3.7,3.6,2.7,2,3.2,2.1,4.4,1.6,3.9,147.7
Alvaro,Morata,FWD,CHE,10400000,0,97,4.8,4.61538461538462E-07,9.32692307692308E-06,0,3893725,5,8,0,0,0,10,0,9.3,18320,4,0,97,-4,0,0,0.3,13,0,11,0,4,8.3,3776383,0,0,0,2,1514,201,0,0,300,West Brom,Man Utd,Man City,Crystal Palace,Burnley,6.5,4.3,5.1,6.4,5.2,5.7,6.3,5.9,6.8,5.3,5.5,5.8,174.5
Alberto,Moreno,DEF,LIV,4400000,0,44,1.69230769230769,3.84615384615385E-07,1E-05,0,388491,0,17,0,0,0,0,0,10,927,-1,0,44,1,0,0,0,3,0,5,0,1,1.3,339230,0,0,0,0,1080,570,0,0,287,Southampton,West Ham,Newcastle,Man Utd,Watford,1.2,1.7,1.1,0.8,1.5,1.8,0.8,1.1,0.9,1.5,1.1,1.7,53.7
Wes,Morgan,DEF,LEI,4400000,0,45,2,4.54545454545455E-07,1.02272727272727E-05,0,234464,3,32,0,0,0,0,0,10.2,1912,-1,0,45,1,0,0,0,1,0,4,0,0,1.7,141623,0,0,0,0,1917,42,0,0,271,Man City,Stoke,Bournemouth,West Brom,Arsenal,0,0,0,0,0,1.5,1.5,1.5,1.8,2.2,2.2,1.2,53.7
James,Morrison,MID,WBA,5400000,0,13,0.5,9.25925925925926E-08,2.40740740740741E-06,0,3146,0,1,0,0,0,1,0,2.4,8,-1,0,13,1,0,0,0,0,0,2,0,0,0,2644,0,0,0,0,205,4,0,0,35,Chelsea,Huddersfield,Watford,Leicester,Bournemouth,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,14.5
Victor,Moses,DEF,CHE,6400000,0,79,3.03846153846154,4.74759615384615E-07,1.234375E-05,0,106885,1,9,0,0,0,1,0,12.3,4310,-1,0,79,1,0.9,0,5.8,4,0,8,0,3,1.8,141561,0,0,0,2,1332,4306,0,0,298,West Brom,Man Utd,Man City,Crystal Palace,Burnley,3.3,2.3,2.4,4.3,3,3.2,3.8,3.1,3.6,2.5,3.4,2.5,67.8
Steve,Mounie,FWD,HUD,5700000,0,48,2.8,4.91228070175439E-07,8.42105263157895E-06,0,346539,2,22,0,0,0,4,0,8.4,699,-3,0,48,3,0.2,0,1,6,0,4,0,0,0.8,309424,0,0,0,1,1005,210,0,0,143,Bournemouth,West Brom,Tottenham,Swansea,Crystal Palace,3.2,2,1.6,2.9,3.3,2.2,2,3,1.4,3.3,1.9,3.1,61.7
Lys,Mousset,FWD,BOU,4900000,8,20,0.769230769230769,1.56985871271586E-07,4.08163265306122E-06,0,10545,0,4,0,0,0,1,0,4.1,381,-1,0,20,1,0.5,0,2.5,3,0,1,0,0,0.2,10770,0,0,0,1,213,2487,0,0,55,Huddersfield,Newcastle,Leicester,Tottenham,West Brom,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,17.6
Joy,Mukena,DEF,WAT,4000000,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,40,0,0,0,West Ham,Everton,West Brom,Arsenal,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0
Erwin,Mulder,GLK,SWA,4000000,0,0,0,0,0,0,2332,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5450,0,0,0,0,0,99,0,0,0,Burnley,Brighton,West Ham,Huddersfield,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc,Muniesa,DEF,STK,4500000,0,0,0,0,0,0,4571,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,2,0,0,0,Brighton,Leicester,Southampton,Man City,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0
Daryl,Murphy,FWD,NEW,4500000,0,0,0,0,0,0,22130,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0.6,7163,0,0,0,0,0,100,0,0,0,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob,Murphy,MID,NEW,5000000,0,38,1.46153846153846,2.92307692307692E-07,7.6E-06,0,12065,0,21,0,0,0,1,0,7.6,249,-5,0,38,5,0.5,0,2.5,2,0,1,0,1,0.1,5065,0,0,0,0,846,42,0,0,133,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,0.7,0.8,0.7,0.8,0.7,1.2,0.7,1,0.9,1,0.7,0.7,43.2
Jamie,Murphy,MID,BHA,4700000,0,6,1.5,3.19148936170213E-07,1.27659574468085E-06,0,4556,0,4,0,0,0,0,0,1.3,41,-3,0,6,3,0,0,0,0,0,0,0,0,0,1914,0,0,0,0,166,0,0,0,25,Stoke,Swansea,Arsenal,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,5.1
Glenn,Murray,FWD,BHA,5700000,6,76,3.2,5.6140350877193E-07,1.33333333333333E-05,0,352984,5,24,0,0,0,8,0,13.3,3147,-3,0,76,3,0.8,1,4.3,11,0,6,0,0,2.4,440959,0,0,0,1,1402,16874,0,0,218,Stoke,Swansea,Arsenal,Everton,Man City,3.1,3.5,3.7,2.5,2.5,3.8,4.2,2.7,3.4,2.5,3.4,2.2,95.9
Ahmed,Musa,MID,LEI,6100000,0,0,0,0,0,0,27999,0,0,0,0,0,0,0,0,148,-4,0,0,4,0,0,0,0,0,0,0,0,0.4,4261,0,0,0,0,0,0,0,0,0,Man City,Stoke,Bournemouth,West Brom,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0
Charly,Musonda,MID,CHE,4800000,0,6,2,4.16666666666667E-07,1.25E-06,0,4420,0,0,0,0,0,0,0,1.3,34,-2,0,6,2,0.2,0,1,0,0,0,0,1,0,1706,0,0,0,0,35,2,0,0,15,West Brom,Man Utd,Man City,Crystal Palace,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,5
Shkodran,Mustafi,DEF,ARS,5500000,5,73,2.80769230769231,5.1048951048951E-07,1.32727272727273E-05,0,348299,3,17,0,0,0,2,0,13.3,4618,0,0,73,0,0.4,0,2.3,7,0,7,0,1,3.1,389421,0,0,0,1,1409,4496,0,0,404,Tottenham,Man City,Brighton,Watford,Leicester,1.7,2.7,2.1,3.5,1.6,3.5,3.3,1.8,3.7,1.6,3.3,1.8,79.5
Jordon,Mutch,MID,CRY,4500000,0,0,0,0,0,0,579,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,652,0,0,0,0,0,10,0,0,0,Everton,Tottenham,Man Utd,Chelsea,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0
Boaz,Myhill,GLK,WBA,4000000,0,1,0.0384615384615385,9.61538461538462E-09,2.5E-07,0,108876,1,1,0,2,0,0,0,0.3,1367,0,0,1,0,0,0,0,0,0,0,0,0,3.7,103185,0,0,0,0,90,1189,0,0,7,Chelsea,Huddersfield,Watford,Leicester,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,1.2
Luciano,Narsingh,MID,SWA,4700000,0,26,1,2.12765957446809E-07,5.53191489361702E-06,0,4281,0,11,0,0,0,1,0,5.5,55,-3,0,26,3,0.1,0,0.3,3,0,1,0,0,0,2567,0,0,0,1,497,21,0,0,75,Burnley,Brighton,West Ham,Huddersfield,Southampton,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,33.4
Kyle,Naughton,DEF,SWA,4500000,2,74,3.1,6.88888888888889E-07,1.64444444444444E-05,0,493944,1,34,0,0,0,0,0,16.4,3257,0,0,74,0,0.6,0,2.5,8,0,7,0,1,3.4,548813,0,0,0,2,2146,10724,0,0,429,Burnley,Brighton,West Ham,Huddersfield,Southampton,3.4,3.1,3.9,2.7,3.4,2.4,2.5,2.9,2.5,3.3,2.4,3.6,79.7
Wilfred,Ndidi,MID,LEI,4900000,2,66,2.5,5.10204081632653E-07,1.3469387755102E-05,0,48330,4,35,0,0,0,0,0,13.5,815,-1,0,66,1,0.6,0,3,2,0,7,0,4,0.5,43710,0,0,0,0,2310,530,0,1,359,Man City,Stoke,Bournemouth,West Brom,Arsenal,1.2,2.3,2.3,1.7,2.5,1.4,2.3,1.6,2.1,1.5,2.5,1.2,92.5
Didier,Ndong,MID,WAT,4500000,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,41,0,0,0,West Ham,Everton,West Brom,Arsenal,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0
Reiss,Nelson,MID,ARS,4800000,0,1,0.0384615384615385,8.01282051282051E-09,2.08333333333333E-07,0,3103,0,1,0,0,0,0,0,0.2,25,-2,0,1,2,0.1,0,0.3,0,0,0,0,0,0,1443,0,0,0,0,18,17,0,0,1,Tottenham,Man City,Brighton,Watford,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,1.3
Julien,Ngoy,FWD,STK,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,46226,0,2,0,0,0,0,0,0.2,2001,0,0,1,0,0,0,0,0,0,0,0,0,0.6,75411,0,0,0,0,19,102,0,0,4,Brighton,Leicester,Southampton,Man City,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Oumar,Niasse,FWD,EVE,4800000,2,58,2.23076923076923,4.6474358974359E-07,1.20833333333333E-05,0,576264,2,18,0,0,0,6,0,12.1,12404,-2,0,58,2,0.6,0,2.8,10,0,0,0,2,5.5,840111,0,0,0,2,752,16969,0,0,167,Crystal Palace,Watford,Burnley,Brighton,Stoke,2.3,1.6,1.4,2.4,1.8,1.9,1.8,1.4,2.1,1.4,2.2,1.4,76
Edward,Nketiah,FWD,ARS,5000000,0,0,0,0,0,0,2555,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,3170,0,0,0,0,0,144,0,0,0,Tottenham,Man City,Brighton,Watford,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0
Georges-Kevin,Nkoudou,MID,BUR,5400000,0,4,0.153846153846154,2.84900284900285E-08,7.40740740740741E-07,0,1882,0,0,0,0,0,0,0,0.7,80,-1,0,4,1,0.1,0,0.8,0,0,0,0,0,0,1902,0,0,0,0,44,25,0,0,10,Swansea,Southampton,Everton,West Ham,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.2
Mark,Noble,MID,WHU,5300000,2,52,3.1,5.84905660377358E-07,9.81132075471698E-06,0,17485,3,23,0,0,0,3,0,9.8,1236,-2,0,52,2,1.1,0,5.8,5,0,3,0,0,0.3,17761,0,0,0,0,1320,1705,0,0,282,Watford,Liverpool,Swansea,Burnley,Man Utd,2.8,1.6,2.5,3,2.6,2.9,2,3.2,1.8,2.1,2.2,3.9,60
,Nolito,MID,MCI,7000000,0,0,0,0,0,0,1597,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,3,0,0,0,Leicester,Arsenal,Chelsea,Stoke,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0
Kristoffer,Nordfeldt,GLK,SWA,4000000,0,0,0,0,0,0,28404,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0.9,14535,0,0,0,0,0,132,0,0,0,Burnley,Brighton,West Ham,Huddersfield,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver,Norwood,MID,BHA,4500000,0,0,0,0,0,0,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,Stoke,Swansea,Arsenal,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0
Allan-Romeo,Nyom,DEF,WBA,4800000,1,49,2.5,5.20833333333333E-07,1.02083333333333E-05,0,180302,4,27,0,0,0,0,0,10.2,432,-2,0,49,2,0.2,0,0.8,6,0,4,0,1,1.1,175742,0,0,0,0,1496,44,0,0,273,Chelsea,Huddersfield,Watford,Leicester,Bournemouth,1.9,2.9,2.3,2.4,1.5,2.7,2.3,1.5,2.7,1.6,2.5,2.9,53.6
Tashan,Oakley-Boothe,MID,TOT,4500000,0,0,0,0,0,0,1780,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1958,0,0,0,0,0,19,0,0,0,Arsenal,Crystal Palace,Huddersfield,Bournemouth,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael,Obafemi,FWD,SOU,4500000,0,1,0.0384615384615385,8.54700854700855E-09,2.22222222222222E-07,0,11867,0,0,0,0,0,0,0,0.2,2906,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.6,41510,0,0,0,0,8,8279,0,0,-1,Liverpool,Burnley,Stoke,Newcastle,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Pedro,Obiang,MID,WHU,4400000,0,53,2.6,5.90909090909091E-07,1.20454545454545E-05,0,212475,3,29,0,0,0,2,0,12,5062,-1,0,53,1,0.2,0,1,6,0,5,0,0,1.2,225852,0,0,0,1,1558,131,0,0,267,Watford,Liverpool,Swansea,Burnley,Man Utd,0,0,0,0,0,2.2,1.5,2.4,1.3,1.5,1.6,3.1,60
Angelo,Ogbonna,DEF,WHU,4500000,1,46,2.2,4.88888888888889E-07,1.02222222222222E-05,0,212546,3,42,0,0,0,1,0,10.2,8492,0,0,46,0,0.3,0,1.5,4,0,3,0,0,5.5,454006,0,0,0,1,1890,924,0,0,327,Watford,Liverpool,Swansea,Burnley,Man Utd,2.3,1.5,1.4,2.2,2.1,2.2,1.6,2.3,1.4,1.7,1.2,1.8,63.9
Stefano,Okaka,FWD,WAT,5300000,0,15,0.576923076923077,1.08853410740203E-07,2.83018867924528E-06,0,63681,0,5,0,0,0,1,0,2.8,182,-2,0,15,2,0.1,0,0.5,1,0,1,0,0,0.3,48646,0,0,0,0,231,121,0,0,46,West Ham,Everton,West Brom,Arsenal,Liverpool,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,15.8
Shinji,Okazaki,FWD,LEI,5400000,1,69,3,5.55555555555556E-07,1.27777777777778E-05,0,688496,2,15,0,0,0,6,0,12.8,12119,-1,0,69,1,0.2,0,1.3,7,0,5,0,2,4.7,779723,0,0,0,1,1122,1631,0,0,249,Man City,Stoke,Bournemouth,West Brom,Arsenal,2.3,3.8,3.4,2.4,3.3,2.5,3.2,2.4,3.3,2.6,3.4,2.1,97.8
Martin,Olsson,DEF,SWA,5000000,2,68,2.8,5.6E-07,1.36E-05,0,24850,3,33,0,0,0,0,0,13.6,169,0,0,68,0,0.6,0,3,0,0,8,0,1,0.3,19940,0,0,0,0,2156,268,0,0,332,Burnley,Brighton,West Ham,Huddersfield,Southampton,3,2.6,3.4,2.3,2.9,2,2.2,2.5,2.1,2.8,2.1,3.2,50.5
Aiden,O'Neill,MID,BUR,4500000,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,38,0,0,0,Swansea,Southampton,Everton,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0
Divock,Origi,FWD,LIV,7400000,0,1,1,1.35135135135135E-07,1.35135135135135E-07,0,21889,0,1,0,0,0,0,0,0.1,22,-1,0,1,1,0,0,0,0,0,0,0,0,0.2,1147,0,0,0,0,9,3,0,0,3,Southampton,West Ham,Newcastle,Man Utd,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oriol Romeu,MID,SOU,4300000,2,49,2,4.65116279069767E-07,1.13953488372093E-05,0,260846,7,35,0,0,0,1,0,11.4,2028,-2,0,49,2,0.3,0,1.3,0,0,5,0,0,2.1,151826,0,0,0,0,2024,1712,0,0,343,Liverpool,Burnley,Stoke,Newcastle,Swansea,1.1,1.3,1.5,1.4,1.4,1.3,1,1.2,1.2,1.5,1.5,1,84
David,Ospina,GLK,ARS,4800000,1,1,0.0384615384615385,8.01282051282051E-09,2.08333333333333E-07,0,8405,0,0,0,1,0,0,0,0.2,61,-2,0,1,2,0.1,0,0.3,0,0,0,0,0,0.2,1831,0,0,0,0,20,140,0,0,6,Tottenham,Man City,Brighton,Watford,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Nicolas,Otamendi,DEF,MCI,6500000,2,121,4.8,7.38461538461538E-07,1.86153846153846E-05,0,1190735,7,19,0,0,0,4,0,18.6,22217,10,0,121,-10,0.4,0,2.3,16,0,11,0,0,31.3,2468590,1,0,0,4,2230,15343,0,0,567,Leicester,Arsenal,Chelsea,Stoke,Brighton,5.7,5.3,6.1,5.7,7,4.3,6.1,5.1,5.7,5.9,6.7,6,109.8
Reece,Oxford,DEF,WHU,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,5,0,0,0,0,0,0,0,0.2,1,0,0,1,0,0.1,0,0.5,0,0,0,0,0,0,12,0,0,0,0,4,2,0,0,2,Watford,Liverpool,Swansea,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Mesut,Ozil,MID,ARS,9300000,2,93,4.4,4.73118279569893E-07,1E-05,0,295438,4,30,0,0,0,4,0,10,7153,-2,0,93,2,0.3,0,3,10,0,6,0,7,2.7,279761,0,0,0,2,1711,4645,0,0,420,Tottenham,Man City,Brighton,Watford,Leicester,2.7,3.9,3.1,5,3.3,5.6,5.2,3.9,5.9,2.2,5.3,3.6,208.7
Alex,Palmer,GLK,WBA,4000000,0,0,0,0,0,0,4822,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0.2,12022,0,0,0,0,0,96,0,0,0,Chelsea,Huddersfield,Watford,Leicester,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasey,Palmer,MID,CHE,5300000,0,4,1,1.88679245283019E-07,7.54716981132075E-07,0,4692,2,2,0,0,0,0,0,0.8,21,-2,0,4,2,0,0,0,0,0,1,0,0,0,1097,0,0,0,0,168,1,0,0,9,West Brom,Man Utd,Man City,Crystal Palace,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,7.2
Costel,Pantilimon,GLK,WAT,4500000,0,0,0,0,0,0,5167,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0.1,286,0,0,0,0,0,2,0,0,0,West Ham,Everton,West Brom,Arsenal,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Payne,MID,HUD,4500000,0,0,0,0,0,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,Bournemouth,West Brom,Tottenham,Swansea,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pedro,MID,CHE,7700000,2,66,2.53846153846154,3.2967032967033E-07,8.57142857142857E-06,0,307077,1,9,0,0,0,4,0,8.6,2270,-3,0,66,3,0.2,0,1.3,2,0,7,0,2,1.2,207646,0,0,0,1,1125,589,0,0,208,West Brom,Man Utd,Man City,Crystal Palace,Burnley,0,1.3,1.3,2.2,1.8,1.8,2.4,1.9,2.7,2,1.7,2.1,103.9
Matthew,Pennington,DEF,EVE,4000000,0,0,0,0,0,0,4902,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1410,0,0,0,0,0,8,0,0,0,Crystal Palace,Watford,Burnley,Brighton,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas,Pereira,MID,MUN,4900000,0,0,0,0,0,0,3909,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,Newcastle,Chelsea,Crystal Palace,Liverpool,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto,Pereyra,MID,WAT,5800000,9,40,1.53846153846154,2.6525198938992E-07,6.89655172413793E-06,0,12451,2,19,0,0,0,2,0,6.9,67,-2,0,40,2,0.5,0,3,0,0,0,0,2,0.1,4302,0,0,0,0,806,201,0,0,151,West Ham,Everton,West Brom,Arsenal,Liverpool,0.8,1.3,1.1,0.8,0.8,1,0.9,0.8,0.9,0.8,1,0.8,57.7
Ayoze,Perez,FWD,NEW,5200000,5,60,2.5,4.80769230769231E-07,1.15384615384615E-05,0,157265,1,19,0,0,0,2,0,11.5,2332,-3,0,60,3,0.6,0,3.3,5,0,4,0,3,1.2,145205,1,0,0,1,1515,1738,0,0,182,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,2.2,2.2,1.7,2.4,1.7,2.7,2.1,2.4,2,2.6,2.2,1.6,96.4
Lucas,Perez,FWD,ARS,7400000,0,0,0,0,0,0,8985,0,0,0,0,0,0,0,0,13,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,510,0,0,0,0,0,3,0,0,0,Tottenham,Man City,Brighton,Watford,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,Phillips,MID,WBA,5400000,1,51,2.7,5E-07,9.44444444444444E-06,0,178563,2,18,0,0,0,1,0,9.4,162,-6,0,51,6,0.3,0,1.5,0,0,7,0,3,0.4,71404,0,0,0,0,1264,49,0,0,172,Chelsea,Huddersfield,Watford,Leicester,Bournemouth,1.6,3.2,1.7,2.6,2,2.4,2.7,1.4,2,2,2.2,1.6,72.9
Jordan,Pickford,GLK,EVE,4900000,0,95,3.7,7.55102040816327E-07,1.93877551020408E-05,0,428912,0,45,0,83,0,0,0,19.4,7690,-1,0,95,1,0.4,0,1.8,12,0,6,0,0,8,338717,0,0,1,2,2340,2292,0,0,503,Crystal Palace,Watford,Burnley,Brighton,Stoke,5.5,4.1,3.7,5.2,3.6,3.9,4.7,3.1,4,3.2,4.6,3.8,65
Jeremy,Pied,DEF,SOU,4200000,0,7,0.269230769230769,6.41025641025641E-08,1.66666666666667E-06,0,6018,0,3,0,0,0,0,0,1.7,49,-3,0,7,3,0,0,0,1,0,0,0,1,0.1,3176,0,0,0,0,180,23,0,0,47,Liverpool,Burnley,Stoke,Newcastle,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,10
Erik,Pieters,DEF,STK,4700000,1,47,2.1,4.46808510638298E-07,1E-05,0,52948,2,39,0,0,0,0,0,10,249,-3,0,47,3,0.6,0,3,0,0,5,0,0,0.4,21188,0,0,0,0,1930,498,0,0,310,Brighton,Leicester,Southampton,Man City,Everton,2.4,1.2,1.7,1.6,1.7,1.3,1.9,1.6,2,1.5,3,1.3,53
Paul,Pogba,MID,MUN,8000000,1,91,3.5,4.375E-07,1.1375E-05,0,2477099,2,12,0,0,0,3,0,11.4,49165,0,0,91,0,0.5,0,4,9,0,8,0,11,15.2,2098563,0,0,0,3,1309,10080,0,1,340,Newcastle,Chelsea,Crystal Palace,Liverpool,West Ham,3,3.4,2.4,3.1,2.7,4,1.8,4.3,2.9,4.2,2.3,3.4,140.5
Nick,Pope,GLK,BUR,4900000,5,113,4.9,1E-06,2.30612244897959E-05,0,218776,2,19,0,75,0,0,0,23.1,3392,4,-1,113,-4,1,0,5,16,0,9,0,0,9.2,677998,0,0,1,3,2034,25996,1,0,489,Swansea,Southampton,Everton,West Ham,Chelsea,5.3,6.4,5.7,6.1,6.2,5.2,6.4,5.9,5.9,7.1,5.4,5.5,56.9
Alex,Pritchard,MID,HUD,5400000,0,2,0.0769230769230769,1.42450142450142E-08,3.7037037037037E-07,0,591,0,1,0,0,0,0,0,0.4,80,-1,1,2,1,0.1,0,0.5,0,0,0,0,0,0,1257,0,0,0,0,84,14,-1,0,4,Bournemouth,West Brom,Tottenham,Swansea,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,1.6
Sebastian,Prodl,DEF,WAT,4300000,1,25,0.961538461538462,2.23613595706619E-07,5.81395348837209E-06,0,29778,3,15,0,0,0,0,0,5.8,121,-2,0,25,2,0.5,0,2,0,0,3,0,0,0.2,12682,0,0,0,0,873,274,0,0,155,West Ham,Everton,West Brom,Arsenal,Liverpool,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,22.7
Davy,Propper,MID,BHA,5300000,5,68,2.6,4.90566037735849E-07,1.28301886792453E-05,0,13717,2,35,0,0,0,0,0,12.8,84,-2,0,68,2,0.5,0,2.8,1,0,8,0,3,0.1,9265,0,0,0,0,2325,143,0,0,349,Stoke,Swansea,Arsenal,Everton,Man City,1.6,2.5,2.7,2,1.3,2.5,3,1.5,2.1,1.6,2,1.3,78.9
Marc,Pugh,MID,BOU,4700000,1,26,1,2.12765957446809E-07,5.53191489361702E-06,0,6481,2,15,0,0,0,0,0,5.5,33,-3,0,26,3,0.2,0,0.8,0,0,4,0,0,0.1,2823,0,0,0,0,794,20,0,0,80,Huddersfield,Newcastle,Leicester,Tottenham,West Brom,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,44
Jason,Puncheon,MID,CRY,4500000,0,11,0.423076923076923,9.4017094017094E-08,2.44444444444444E-06,0,65272,5,14,0,0,0,0,0,2.4,123,-5,0,11,5,0,0,0,0,0,0,0,0,0.3,12837,0,0,0,0,574,9,0,0,38,Everton,Tottenham,Man Utd,Chelsea,Huddersfield,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,25.1
